municipality,SSN,average_d_cultural,average_d_naloxone,average_d_syringe,ndvi
holmdel twp,1318,0.247703289912322,0.351100911985975,2.65122042335056,0.648387578549592
howell twp,1319,1.35220817517642,0.604954076093719,4.52710346547821,0.679580435085889
interlaken boro,1320,0.0595559545168426,0.0484139079146434,0.0534444398273818,0.73015
keansburg boro,1321,1.62176231429421,0.940400279927282,6.7098945836497,0.286185709635417
keyport boro,1322,0.632124240425963,0.115627157014344,3.84148942003516,0.45649287109375
little silver boro,1323,0.207527514530156,0.0500360790534113,1.05031887304415,0.620680608258929
loch arbour village,1324,0.0417787940398929,0.0326807851843633,0.0369460559244608,0.475264306640625
long branch city,1325,0.904515389841975,0.393709198182816,2.90990143839846,0.519319046223958
manalapan twp,1326,1.47601860925104,0.344768517643886,6.84887874013225,0.681859978465545
manasquan boro,1327,0.29252297531925,0.246222342073668,3.08843594695953,0.437944647216797
marlboro twp,1328,1.08285948645668,0.524484627543121,6.15391987050039,0.65567994541266
matawan boro,1329,0.563767577999054,0.127675029945136,3.89850381540871,0.56955
aberdeen twp,1330,0.740266857690005,0.323479065710671,6.25077510570888,0.524002380371094
middletown twp,1331,0.938287278216135,0.693316027138074,6.48618820918653,0.619149811169109
millstone twp,1332,1.14482652797693,0.637152416405453,3.28771361879341,0.718719071158183
monmouth beach boro,1333,0.738261762844977,0.41020533643735,1.46861695425394,0.384598217773438
neptune twp,1334,0.582383935378411,0.325786787004475,1.00859966060357,0.560471431790865
neptune city boro,1335,0.247157085480642,0.0879458128496103,0.346421954235258,0.43426429036458303
tinton falls boro,1336,0.469705992025596,0.244146931592413,1.22769483207565,0.645194948075457
ocean twp,1337,0.511960389750784,0.280855068964102,1.05419610777868,0.63438461726262
oceanport boro,1338,0.385626666613692,0.222173945599508,1.00792957284399,0.537071428888494
hazlet twp,1339,0.663936247802381,0.15517226972583,4.61437234090208,0.47580223236084
red bank boro,1340,0.086766765718959707,0.142457578143945,2.61001986274186,0.45846309000651
roosevelt boro,1341,0.382513961756196,0.217800379071304,0.839448688642132,0.781946435546875
rumson boro,1342,0.886091774680233,0.314885036329368,2.73147304688604,0.663027066200658
sea bright boro,1343,0.270753485782455,0.193730524036445,0.977201188234004,0.507590478515625
sea girt boro,1344,0.0698618777272139,0.161360949062413,1.14777277189415,0.558052376302083
shrewsbury boro,1345,0.0930660901551682,0.144326994016912,1.36296270294149,0.569676196289063
shrewsbury twp,1346,0.0108884309549659,0.0161877207003165,0.152659535972875,0.575555358886719
lake como boro,1347,0.633012169387758,0.123421412677942,1.25329569285103,0.415576782226563
spring lake boro,1348,0.384826082731599,0.236312508600626,1.07005100987294,0.526588102213542
spring lake heights boro,1349,0.398286353634032,0.166024761902499,1.35640556562996,0.591159521484375
union beach boro,1350,0.754143333286069,0.246203199329419,3.66427278023314,0.317308924865723
upper freehold twp,1351,1.13846079216454,0.767152885810896,1.9028629692657,0.698933564969195
wall twp,1352,0.368242781687812,0.288117421482194,1.39067651624786,0.65556616027832
west long branch boro,1353,0.172738800616867,0.14921929439526,0.757214839398799,0.550938110351562
boonton town,1401,1.09057292147382,0.11447869141137,3.28120310815875,0.67190427734375
boonton twp,1402,0.490395963652532,0.21966089555781,1.55651209609719,0.784103108016304
butler boro,1403,0.969248284086292,0.124389064342481,3.20450272106713,0.650151188151042
chatham boro,1404,0.513228795654879,0.15946860140889,2.51711192473563,0.658463094075521
chatham twp,1405,0.493376148103606,0.285116370268326,2.72241791343709,0.778808699898098
chester boro,1406,3.90236995657261,0.24168167811474,13.2646296959334,0.69480857421875
chester twp,1407,0.786964016214069,0.0877614930589432,2.62218870354982,0.748739237077269
denville twp,1408,0.38135727973646,0.306182263996106,4.42090170785892,0.680921647135417
dover town,1409,0.610275956683154,0.183937441963902,6.35269353837462,0.522225
east hanover twp,1410,0.307950599246226,0.0653425268814192,1.74232963213693,0.612194900948661
florham park boro,1411,0.296404560027843,0.150108065418355,2.23941547929058,0.610968045847039
hanover twp,1412,0.235432441130254,0.190045269173221,3.73254053664435,0.586188773018973
harding twp,1413,0.0461142041327999,0.368280829419357,1.66827668383655,0.789329944786659
jefferson twp,1414,1.56067357885751,0.780659741226425,6.18163413155695,0.763284118652344
kinnelon boro,1415,0.990811757110149,0.470864216972065,2.59031192036223,0.764418572265625
lincoln park boro,1416,0.692621856344006,0.1770428538237,1.73488511621443,0.704263019875919
madison boro,1417,0.241055268323207,0.243328808986229,3.99021054125916,0.632293956580529
mendham boro,1418,1.9423017955663,0.37834113505315,7.18881822518894,0.744999551391602
mendham twp,1419,0.599806380674391,0.0387228344482207,2.3788880468095,0.783247418342753
mine hill twp,1420,0.343595468193788,0.262189147108307,4.64979843672819,0.632284695870536
montville twp,1421,1.5333798488651,0.55508870954488,3.34499929318434,0.712737055460612
morris twp,1422,0.381781335852878,0.356522241410726,4.40954742699545,0.697893215332031
morris plains boro,1423,0.24693945124461,0.216776287882852,4.69527654314497,0.645875
morristown town,1424,0.256763950840753,0.147728519205467,6.85399547318009,0.604009193638393
mountain lakes boro,1425,0.342405817249549,0.160556883354366,2.17427444681991,0.716085711669922
mount arlington boro,1426,0.254452703630974,0.451429806448773,4.14872486738875,0.582714285714286
mount olive twp,1427,1.32307579766682,0.264011122281585,7.92896718943939,0.69306825508777
netcong boro,1428,0.408165955680019,0.0456536305354178,5.75909818846102,0.62334287109375
parsippany-troy hills twp,1429,1.16252704488916,0.413000926849686,6.69788240804282,0.632138202829072
long hill twp,1430,0.828576225084866,0.341936089096254,4.19559041955127,0.80015915222168
pequannock twp,1431,0.246623588695623,0.325479809074631,2.34468487111468,0.641242141113281
randolph twp,1432,0.587489254128368,0.466479074230788,7.63905430394632,0.689951322880498
riverdale boro,1433,0.20820088461814,0.0283059136515347,1.06160860689269,0.574290009765625
rockaway boro,1434,0.132953440168283,0.0616470615530238,2.70479656947009,0.619742861328125
rockaway twp,1435,0.631799246978864,0.522333630273932,5.39770456643548,0.759723510335287
roxbury twp,1436,0.626422678834766,0.410686786812628,6.51570423256008,0.659248852539063
victory gardens boro,1437,0.522828106272385,0.209927289047857,5.09614513287917,0.523338102213542
washington twp,1438,2.8938844568782,1.00183382329273,11.6292823382985,0.732939653909617
wharton boro,1439,0.43789731071889,0.110913553209679,3.56178230568435,0.621321427408854
barnegat light boro,1501,0.0925318077134698,0.224319132096525,1.34120486417735,0.107114290364583
bay head boro,1502,0.119040119573389,0.233643780557128,1.58662688575841,0.245078578186035
beach haven boro,1503,0.220019897648655,0.803261034577195,1.93475464706585,-0.158151190694173
beachwood boro,1504,0.60787828349448,0.343050349992633,9.43698009266044,0.514263094075521
berkeley twp,1505,1.28580841350718,0.700792216623336,9.2849628673319,0.382594939295451
brick twp,1506,1.42406809271253,0.729194290579025,7.77097670306609,0.537876014313874
toms river twp,1507,0.953612455733417,0.540839495275346,9.7852149555066,0.399800107625326
eagleswood twp,1508,0.713469067935046,0.58443232378137,3.53342577438495,0.552559854431152
harvey cedars boro,1509,0.0977804538110983,0.186924887479175,1.16816022319511,-0.2
island heights boro,1510,0.0573435568553479,0.325091181082209,5.13231675130432,0.535460717773438
jackson twp,1511,1.66692079779082,0.596913953393473,6.4391122447662,0.695859324308206
lacey twp,1512,2.29875028380495,0.928161873458251,9.94867893762274,0.514959737896919
lakehurst boro,1513,0.271426956817157,0.861518622942694,4.24973683224351,0.4746619140625
lakewood twp,1514,0.87598890216599,0.547936725358275,7.3943706461594,0.550594104585193
lavallette boro,1515,0.665996078475099,0.106862178144949,3.12867207328251,-0.042516070175171
little egg harbor twp,1516,1.10273097395988,0.9844371636289,6.75105520247392,0.333085752013357
long beach twp,1517,0.488385838205164,1.0195472472692,5.13002448205221,-0.159614402695953
manchester twp,1518,1.96020327305748,1.33671895309605,12.7255539028931,0.602709993031103
mantoloking boro,1519,0.135628655243381,0.268085962999518,1.80030146290874,0.309604768880208
ocean twp,1520,1.08964205669737,0.5097032905027,5.4407639137388,0.385134670573909
ocean gate boro,1521,0.233674609418132,0.347108515959586,5.24576058797487,0.245355949910482
pine beach boro,1522,0.252231816533253,0.211194872309947,5.61839689356175,0.107157141113281
plumsted twp,1523,1.58125952244266,0.514762132185258,4.53463641028112,0.687304972809436
point pleasant boro,1524,0.450718494699443,0.167391018280455,3.91747379773004,0.518766670735677
point pleasant beach boro,1525,0.338558204459812,0.119733613616255,1.95164387890727,0.251619641113281
seaside heights boro,1526,0.317988391866318,0.0587497790643954,2.05261246935442,-0.055307141113281
seaside park boro,1527,0.918814747630784,0.16652463377427,5.94228283233331,-0.2
ship bottom boro,1528,0.0219032331324524,0.0495384263815425,3.17811313603,-0.00498571472168
south toms river boro,1529,0.126450540642748,0.0996231994780956,2.77505869775546,0.455637153320313
stafford twp,1530,2.84227318336179,0.767144597821581,11.4855273846788,0.518271032105552
surf city boro,1531,0.0492624659655544,0.069964195546878,4.00374223046342,-0.132835713195801
tuckerton boro,1532,0.189204328338607,0.318826397925051,4.12478530167123,0.565992211914062
barnegat twp,1533,2.50269584673379,1.07764486233029,9.6840788038768,0.53097737941368
bloomingdale boro,1601,0.482419287216863,0.182643101169202,1.24609169356525,0.749800598144531
clifton city,1602,0.360197849491607,0.207898862715631,1.61176367555997,0.429352303584929
haledon boro,1603,0.0420169020013524,0.0566623809437006,0.355084624516296,0.500877138671875
hawthorne boro,1604,0.147467555673916,0.160218266452866,0.584986733089103,0.555311614990234
little falls twp,1605,0.252592393768906,0.151676113364381,0.755803061441928,0.498491831752232
north haledon boro,1606,0.157736945838938,0.208457794302025,0.437666193228876,0.705862711588542
passaic city,1607,0.646682318133288,0.183918693093182,2.16411205653199,0.306464286295573
paterson city,1608,0.650361386877275,0.411942869924718,0.7103263591495,0.358473930664063
pompton lakes boro,1609,0.519613164409911,0.195153099792729,2.1690597887726,0.605180358886719
prospect park boro,1610,0.114039784060512,0.0670652002797295,0.23288735839699,0.512064306640625
ringwood boro,1611,0.486555976874086,0.53892035602539,3.64478665433104,0.75797199321546
totowa boro,1612,0.563948076056775,0.238768120905831,0.881213398782329,0.537805193536932
wanaque boro,1613,1.34779529468114,0.228999588819361,3.12387854125358,0.690537266474185
wayne twp,1614,1.24508354249631,0.527580799623511,2.92388299644218,0.654462997886783
west milford twp,1615,1.3693369413339,0.883360395441376,5.84145614758026,0.763580313621411
woodland park boro,1616,0.278864063707235,0.163108216285228,0.582498460337765,0.540522216796875
alloway twp,1701,1.03611347768399,0.862184606217075,3.9212541750824,0.680503450886587
elmer boro,1702,2.28005392505673,2.01945423087531,7.41783865483047,0.555153564453125
elsinboro twp,1703,2.59875049336108,0.493326607415518,5.67013444011389,0.568649569239761
lower alloways creek twp,1704,2.30111123804574,1.28351517676604,7.17662787359875,0.627090708067359
mannington twp,1705,1.64026681866411,0.537924743848659,3.35495525591665,0.609672018967461
oldmans twp,1706,1.66347100083592,0.474053801601552,3.41638645429413,0.587614544519945
penns grove boro,1707,6.35645905262116,0.179411246842727,11.4219236661522,0.173414288330078
pennsville twp,1708,7.24299250412994,0.411081562563284,12.7727207045119,0.593427913607084
pilesgrove twp,1709,0.830429601961336,0.133161128478264,2.40318346154859,0.623409309712956
pittsgrove twp,1710,1.36920958614837,1.19160212933403,6.37607510376918,0.650084188868857
quinton twp,1711,1.33111378486943,0.661499112192586,4.36224826717712,0.675012585255456
salem city,1712,5.27077728251943,0.272610051382862,11.2845120681061,0.5886125
carneys point twp,1713,3.76969805636141,0.439629698928113,7.13453383000404,0.587851746554904
upper pittsgrove twp,1714,0.87822959855373794,0.723568132911439,2.39952510527245,0.61151930072491
woodstown boro,1715,3.81897122048889,0.398735024247194,10.6895657139476,0.614921423339844
bedminster twp,1801,0.287163773188906,1.03434919554898,4.27036460677722,0.769617957221137
bernards twp,1802,0.56667976996115,1.07005158273898,5.43027717157096,0.772374834735577
bernardsville boro,1803,0.538734543247842,0.476859766370132,2.64174375977462,0.775237229225852
bound brook boro,1804,0.874779163614184,0.889552620232551,9.35266376278599,0.665032141113281
branchburg twp,1805,0.525410771987584,0.902776555652732,5.99979015850995,0.695266946231618
bridgewater twp,1806,0.598210544833854,1.51281904596222,6.65173573596988,0.683816483248197
far hills boro,1807,0.331869531310786,1.10167487718202,3.88424377304968,0.80087754952567
franklin twp,1808,0.789873591716303,0.617002173609118,6.1560902764741,0.669273477723169
green brook twp,1809,0.161344171435307,0.0447758001872164,2.02594624586111,0.709664932528409
hillsborough twp,1810,1.43683291492611,1.85129790376794,6.39158977040772,0.697563331109705
manville boro,1811,1.23178453107784,2.68529251102216,11.8631396901557,0.562112248883929
millstone boro,1812,0.833215837033523,0.974472091526676,3.78297406631497,0.742889282226562
montgomery twp,1813,1.73651736096879,1.25008775021184,5.10106864038663,0.703005214734024
north plainfield boro,1814,0.356973658049376,0.257996125272906,7.13123275940683,0.607909826660156
peapack-gladstone boro,1815,0.85495630691548,1.00844899408123,4.85826070394522,0.777532414362981
raritan boro,1816,0.24831022023365,1.53073672588053,5.49375078138388,0.56758142578125
rocky hill boro,1817,1.13634720108998,0.865726163936679,4.60982991028808,0.720164306640625
somerville boro,1818,0.226710573310642,2.26155469841533,9.86566846809697,0.515219641113281
south bound brook boro,1819,0.160051094625722,0.372593879061818,3.6329469279511,0.536110717773437
warren twp,1820,0.702145409098436,0.579820591251431,4.40153911545204,0.767935153377757
watchung boro,1821,0.216902225772679,0.137158670603383,1.70479067243641,0.725293879045759
andover boro,1901,0.181685191248445,0.17387032989966,1.44890200142241,0.772525
andover twp,1902,0.471187283671653,0.448309381038093,5.18449936743679,0.778329242519163
branchville boro,1903,0.0405045032124279,0.0740688255956879,0.386285353663974,0.69099287109375
byram twp,1904,1.05771349487286,0.594631843245372,7.5488095240226,0.773545200435451
frankford twp,1905,1.10694087427736,1.8217326667648,9.96354543688366,0.757102905005151
franklin boro,1906,0.124361112226247,0.186615957039417,7.19000954157699,0.731595454545455
fredon twp,1907,0.525897703342751,0.553825162051598,5.16170156612948,0.77259042137633
green twp,1908,0.70157454977687,0.82469788941488,5.61763012371187,0.768099478372713
hamburg boro,1909,0.496435588847491,0.073361384773583,5.32473920923788,0.737914282226563
hampton twp,1910,0.519538122203861,0.549188960650729,7.07884572543953,0.768334415690104
hardyston twp,1911,0.288874266609653,0.271876163355331,3.67238157699683,0.769695048384233
hopatcong boro,1912,0.937537686567468,1.26951364425816,10.6057145883609,0.71643755827873
lafayette twp,1913,0.343160858236543,0.643571958674185,4.32694671697692,0.749638253038194
montague twp,1914,1.52668563723458,1.16411456491002,10.1169402051519,0.78510816004136
newton town,1915,0.188855236919734,0.199109484471002,12.6959232611008,0.70528642578125
ogdensburg boro,1916,0.123655284643695,0.664104780759048,6.1267907687444,0.740057145182292
sandyston twp,1917,0.120533091174203,1.18867184335895,5.01804331326346,0.814612270951705
sparta twp,1918,0.910199955453366,0.539238951820506,6.99045475341428,0.743842638790246
stanhope boro,1919,0.256467780710562,0.166453968534614,3.89837924860615,0.735639290364583
stillwater twp,1920,0.968629997383955,1.06194756593484,6.44296885041661,0.772107240804036
sussex boro,1921,1.48421661140489,0.183844560905605,10.1814678569826,0.773289282226562
vernon twp,1922,1.92742317157557,1.90308821002979,17.3250649798666,0.79508105935086
walpack twp,1923,0.139848407274117,1.17982864956239,5.02627072599179,0.798935718491498
wantage twp,1924,0.967861434569116,0.809428075625653,7.46171363336857,0.768852720225941
berkeley heights twp,2001,0.165389052703287,0.0842915577403537,2.43516109682357,0.70081428527832
clark twp,2002,0.208990097133442,0.0917972976422702,2.36409243255754,0.588098699396307
cranford twp,2003,0.401045174900775,0.26995027228087,2.75140851372214,0.5091091796875
elizabeth city,2004,0.572069644761974,0.470759642395399,4.17370516831702,0.216299035108412
fanwood boro,2005,0.334067026434632,0.10948290911735,1.80535179874538,0.5926125
garwood boro,2006,0.144326989839871,0.019100684333425,1.17953172614904,0.55509287109375
hillside twp,2007,0.40718549713234,0.116233654526622,1.10807132306889,0.360551188151042
kenilworth boro,2008,0.212132310535749,0.040946654034455,0.890709310194616,0.431163098144531
linden city,2009,0.768773149016363,0.241281960263003,3.39345612125337,0.382327040754046
mountainside boro,2010,0.198304558382469,0.321520738523976,1.45928028896828,0.702029768880208
new providence boro,2011,0.594190411950016,0.155704973585071,2.95638198324571,0.642025717773438
plainfield city,2012,0.526683355901158,0.418233894685914,6.74943076990027,0.58669857421875
rahway city,2013,0.419276903879428,0.316430616738078,5.40291613812287,0.502127272727273
roselle boro,2014,0.844805266353807,0.229803008896392,2.88321358359682,0.512827553013393
roselle park boro,2015,0.881716117902282,0.174195038893398,2.96482898560271,0.495678564453125
scotch plains twp,2016,0.513906947098406,0.27395095692853,2.94576756122274,0.68694503014606
springfield twp,2017,0.427566643660205,0.22220815879599,1.95280198650125,0.556947246844952
summit city,2018,0.291947555709317,0.271395234324279,3.12532533534701,0.594688260323661
union twp,2019,0.725192386409154,0.24204927072466,2.36796396267574,0.452686057245164
westfield town,2020,0.433082865350287,0.289943923997037,4.08084665761134,0.606962698025174
winfield twp,2021,0.250874796940159,0.184389002457221,1.80918341444056,0.556398217773437
allamuchy twp,2101,0.154379087940274,0.21103723660532,6.90441653248528,0.752134656213831
alpha boro,2102,1.26368110809339,0.707926409486725,17.6004342947599,0.63841
belvidere town,2103,2.1240784396023,0.681587663226661,21.5485920841606,0.726659537760417
blairstown twp,2104,0.592702617747111,0.303593795629555,8.8409324423114,0.737265111678686
franklin twp,2105,0.550096916981341,0.934881992853945,8.78490022629647,0.763007618815104
frelinghuysen twp,2106,0.316583292118925,0.517046761427304,4.66423014597797,0.782273776095031
greenwich twp,2107,0.368039413504906,0.266154138112653,7.02504497007949,0.666021684919085
hackettstown town,2108,1.04159621636758,0.179771907853502,8.44558528655578,0.699330009765625
hardwick twp,2109,0.480761996594581,0.504307777757907,7.07724872403047,0.775203278958068
harmony twp,2110,0.176869579723438,1.14619815860543,10.0391987169006,0.758230568007172
hope twp,2111,0.627034020050366,0.542661156720454,4.85291768390762,0.747507450534986
independence twp,2112,0.572871706958877,0.429621210832061,5.38143614478633,0.761334772073998
knowlton twp,2113,0.861040613233568,0.743087060153542,6.70294729124597,0.75172805211164
liberty twp,2114,0.412270159674115,0.356374496932131,3.19437178336583,0.774763612365723
lopatcong twp,2115,0.18406521589949,0.186573442707162,5.59247726543454,0.685293569335937
mansfield twp,2116,0.654667658384072,0.540043870504535,5.47254751672492,0.762841447368421
oxford twp,2117,0.0774393139893626,0.698989634024444,8.22583159370191,0.736963805338542
phillipsburg town,2119,0.456596743836472,0.644220200249905,25.1145655703374,0.525549207899306
pohatcong twp,2120,0.509993583281303,0.395851226931193,5.01666054131642,0.702250816127232
washington boro,2121,1.40534045005106,0.0679914023773932,18.8048141862447,0.683653576660156
washington twp,2122,0.264452176732201,0.0541063603647976,3.86472179754972,0.742890965800383
white twp,2123,0.540370131768819,0.357411385749019,8.74879080198663,0.753630599398226
