,ID,City.x,Address,Longitude,Latitude,Match.Score,License Type,State,Establishment,Licensee,Effective Date,Inactivity Start Date,Expiration Date,City.y,Premise Address,Mailing Address,is.bar,is.store
2604,0709-44-031-009,IRVINGTON,"990 CLINTON AVENUE  
IRVINGTON, NJ  07111
USA",-74.2231240655403,40.724702640774,96.59,Plenary Retail Distribution License,Active,SAMS GOURMET LIQUORS & GROCERY,PRIT INC,"Jul 01, 2019",NA,"Jun 30, 2020",IRVINGTON,"990 CLINTON AVENUE  
IRVINGTON, NJ  07111
USA","990 CLINTON AVENUE  
IRVINGTON, NJ  07111
USA",,1
2605,0709-44-032-003,IRVINGTON,"876 SPRINGFIELD AVENUE  
IRVINGTON, NJ  07111
USA",-74.2227540883342,40.7277674417607,96.88,Plenary Retail Distribution License,Active,IRVINGTON - DISCOUNT LIQUOR,ARNAV LIQUORS INC,"Jul 01, 2019",NA,"Jun 30, 2020",IRVINGTON,"876 SPRINGFIELD AVENUE  
IRVINGTON, NJ  07111
USA","876 SPRINGFIELD AVE  
IRVINGTON, NJ  07111
USA",,1
2606,0709-44-046-009,IRVINGTON,"728 SPRINGFIELD AVE  
IRVINGTON, NJ  07111
USA",-74.2152497704212,40.729458867912,96.67,Plenary Retail Distribution License,Active,NA,JRC LIQUORS INC,"Jul 01, 2019",NA,"Jun 30, 2020",IRVINGTON,"728 SPRINGFIELD AVE  
IRVINGTON, NJ  07111
USA","728 SPRINGFIELD AVE  
IRVINGTON, NJ  07111
USA",,
2607,0709-44-053-008,IRVINGTON,"1050 CLINTON AVENUE  
IRVINGTON, NJ  07111
USA",-74.2259182567829,40.725512919354,96.67,Plenary Retail Distribution License,Active,MUELLERS STAR LIQUOR,MAHASHAKTI INCORPORATED,"Jul 01, 2019",NA,"Jun 30, 2020",IRVINGTON,"1050 CLINTON AVENUE  
IRVINGTON, NJ  07111
USA","1050 CLINTON AVENUE  
IRVINGTON, NJ  07111
USA",,1
2608,0709-44-056-007,IRVINGTON,"1158 - 1160 STUYVESANT AVE  
IRVINGTON, NJ  07111
USA",-74.2545038155534,40.7138098546833,96.12,Plenary Retail Distribution License,Active,Not Available,DJP SPIRITS LLC,"Jul 01, 2019","Apr 01, 2014","Jun 30, 2020",IRVINGTON,"1158 - 1160 STUYVESANT AVE  
IRVINGTON, NJ  07111
USA","885 INMAN AVE  
EDISON, NJ  08820
USA",,
2609,0709-44-066-008,IRVINGTON,"378 STUYVESANT AVENUE  
IRVINGTON, NJ  07111
USA",-74.234709029195,40.7332461889522,96.81,Plenary Retail Distribution License,Active,MADISON SUPERETTE,GAJANANA INC,"Jul 01, 2019",NA,"Jun 30, 2020",IRVINGTON,"378 STUYVESANT AVENUE  
IRVINGTON, NJ  07111
USA","378 STUYVESANT AVENUE  
IRVINGTON, NJ  07111
USA",,
2610,0709-44-067-006,IRVINGTON,"762-764 CHANCELLOR AVE  
IRVINGTON, NJ  07111
USA",-74.2392602076607,40.7163403088981,95.32,Plenary Retail Distribution License,Active,JAISON LIQOUR DELI & GROCERY,762-764 CHANCELLOR AVENUE,"Jul 01, 2019",NA,"Jun 30, 2020",IRVINGTON,"762-764 CHANCELLOR AVE  
IRVINGTON, NJ  07111
USA","762-764 CHANCELLOR AVE  
IRVINGTON, NJ  07111
USA",,
2611,0709-44-069-005,IRVINGTON,"1070 SPRINGFIELD AVENUE  
IRVINGTON, NJ  07111
USA",-74.2321961346232,40.7259501194237,96.94,Plenary Retail Distribution License,Active,INTERNATIONAL LIQUORS,PANKIL CORPORATION,"Jul 01, 2019",NA,"Jun 30, 2020",IRVINGTON,"1070 SPRINGFIELD AVENUE  
IRVINGTON, NJ  07111
USA","1070 SPRINGFIELD AVENUE  
IRVINGTON, NJ  07111
USA",,1
2612,0709-44-084-011,IRVINGTON,"1117 GROVE ST  
IRVINGTON, NJ  07111
USA",-74.2251772965422,40.721120550633,96.15,Plenary Retail Distribution License,Active,AL-LIQUOR,GOLD KEY LIQUOR & GROCERY DELI INC,"Jul 01, 2019",NA,"Jun 30, 2020",IRVINGTON,"1117 GROVE ST  
IRVINGTON, NJ  07111
USA","1117 GROVE ST  
IRVINGTON, NJ  07111
USA",,1
2613,0709-44-086-006,IRVINGTON,"580 CHANCELLOR AVENUE  
IRVINGTON, NJ  07111
USA",-74.2316202140561,40.7143398005116,96.81,Plenary Retail Distribution License,Active,CHANCELLOR LIQUOR,SATGURUDEV INC,"Jul 01, 2019",NA,"Jun 30, 2020",IRVINGTON,"580 CHANCELLOR AVENUE  
IRVINGTON, NJ  07111
USA","580 CHANCELLOR AVENUE  
IRVINGTON, NJ  07111
USA",,1
2614,0709-44-097-006,IRVINGTON,"649 18TH AVE  
IRVINGTON, NJ  07111
USA",-74.2140141102551,40.7339348461171,96.05,Plenary Retail Distribution License,Active,KRAUSZER'S FOOD & WINE,MAHARAJ INC,"Jul 01, 2019",NA,"Jun 30, 2020",IRVINGTON,"649 18TH AVE  
IRVINGTON, NJ  07111
USA","649 18TH AVE  
IRVINGTON, NJ  07111
USA",,1
2615,0710-31-011-001,LIVINGSTON,"299 EISENHOWER PKWY  
LIVINGSTON, NJ  07039
USA",-74.3413290168818,40.8007581023503,96.81,Club License,Active,COLUMBIAN ASSOCIATION OF LIVINGSTON,COLUMBIAN ASSOCIATION OF LIVINGSTON THE,"Jul 01, 2019",NA,"Jun 30, 2020",LIVINGSTON,"299 EISENHOWER PKWY  
LIVINGSTON, NJ  07039
USA","299 EISENHOWER PKWY  
LIVINGSTON, NJ  07039
USA",,
2616,0710-31-012-001,LIVINGSTON,"19-21 W MT PLEASANT AV  
LIVINGSTON, NJ  07039
USA",-74.3162654500065,40.7957068322206,96.81,Club License,Active,LIVINGSTON ELKS CLUB INC,LIVINGSTON LODGE NO 1855 B P O ELKS,"Jul 01, 2019",NA,"Jun 30, 2020",LIVINGSTON,"19-21 W MT PLEASANT AV  
LIVINGSTON, NJ  07039
USA","19-21 W MT PLEASANT AV  
LIVINGSTON, NJ  07039
USA",,
2617,0710-31-022-001,LIVINGSTON,"19 BURNET STREET  
LIVINGSTON, NJ  07039
USA",-74.323137856239,40.7730397352823,96.59,Club License,Active,Not Available,LIVINGSTON LODGE NO.11 FREE AND ACCEPTED MASONS,"Jul 01, 2019",NA,"Jun 30, 2020",LIVINGSTON,"19 BURNET STREET  
LIVINGSTON, NJ  07039
USA","19 BURNET STREET  
LIVINGSTON, NJ  07039
USA",,
2618,0710-33-001-009,LIVINGSTON,"62 WEST MOUNT PLEASANT AVE  
LIVINGSTON, NJ  07039
USA",-74.3181930362797,40.7954267928356,97.12,Plenary Retail Consumption License,Active,PIZZETA ENOTECA,PIZZETA LIVINGSTON LLC,"Jul 01, 2020",NA,"Jun 30, 2021",LIVINGSTON,"62 WEST MOUNT PLEASANT AVE  
LIVINGSTON, NJ  07039
USA","140 SYCAMORE AVE  
LIVINGSTON, NJ  07039
USA",,
2619,0710-33-002-001,LIVINGSTON,"100 WALNUT ST  
LIVINGSTON, NJ  07039
USA",-74.3592589974214,40.7930260062185,96.34,Plenary Retail Consumption License,Active,Not Available,CEDAR HILL GOLF & COUNTRY CLUB INC,"Jul 01, 2019",NA,"Jun 30, 2020",LIVINGSTON,"100 WALNUT ST  
LIVINGSTON, NJ  07039
USA","100 WALNUT ST  
LIVINGSTON, NJ  07039
USA",,
2620,0710-33-004-002,LIVINGSTON,"307 W NORTHFIELD ROAD  
LIVINGSTON, NJ  07039
USA",-74.3367485582535,40.7904332740187,96.88,Plenary Retail Consumption License,Active,CRYSTAL PLAZA INC,CRYSTAL PLAZA INC,"Jul 01, 2019",NA,"Jun 30, 2020",LIVINGSTON,"307 W NORTHFIELD ROAD  
LIVINGSTON, NJ  07039
USA","307 W NORTHFIELD ROAD  
LIVINGSTON, NJ  07039
USA",,
2621,0710-33-006-006,LIVINGSTON,"227 EISENHOWER PARKWAY 
LIVINGSTON, NJ  07039
USA",-74.3415756088974,40.7972142738004,96,Plenary Retail Consumption License,Active,NONE,MARSAG L P,"Nov 18, 2019","Sep 03, 2019","Jun 30, 2020",LIVINGSTON,"227 EISENHOWER PARKWAY 
LIVINGSTON, NJ  07039
USA","651 OLD MT PLEASANT AVENUE 
SUITE 110
LIVINGSTON, NJ  07039
USA",,
2622,0710-33-008-012,LIVINGSTON,"637 WEST MOUNT PLEASANT AVE  
LIVINGSTON, NJ  00739
USA",-74.3572826096524,40.7995268442328,96.23,Plenary Retail Consumption License,Active,PANEVINO RISTORANTE,PANEVINO LLC,"Dec 18, 2019",NA,"Jun 30, 2020",LIVINGSTON,"637 WEST MOUNT PLEASANT AVE  
LIVINGSTON, NJ  00739
USA","250 DELAWARE AVENUE 
12TH FLOOR LICENSING
BUFFALO, NY  14202
USA",,
2623,0710-33-009-008,LIVINGSTON,"588 SOUTH LIVINGSTON AVENUE  
LIVINGSTON, NJ  07039
USA",-74.3259052253915,40.7732305912177,97.22,Plenary Retail Consumption License,Active,Not Available,CALABRIA PIZZERIA & RESTAURANT INC,"Jul 01, 2019",NA,"Jun 30, 2020",LIVINGSTON,"588 SOUTH LIVINGSTON AVENUE  
LIVINGSTON, NJ  07039
USA","588 SOUTH LIVINGSTON AVENUE  
LIVINGSTON, NJ  07039
USA",,
2624,0710-33-015-006,LIVINGSTON,"259 WEST MT PLEASANT AVE  
LIVINGSTON, NJ  07039
USA",-74.3342227555505,40.7957826046253,97,Plenary Retail Consumption License,Active,Not Available,THE LANDMARK PUB LLC,"Jul 01, 2020",NA,"Jun 30, 2021",LIVINGSTON,"259 WEST MT PLEASANT AVE  
LIVINGSTON, NJ  07039
USA","140 SYCAMORE AVE  
LIVINGSTON, NJ  07039
USA",,
2625,0710-33-018-007,LIVINGSTON,"405 EISENHOWER PARKWAY  
LIVINGSTON, NJ  07039
USA",-74.3320399403256,40.8167931860392,97,Plenary Retail Consumption License,Active,LITHOS ESTIATORIO,VUTHAJ INC,"Jul 01, 2019",NA,"Jun 30, 2020",LIVINGSTON,"405 EISENHOWER PARKWAY  
LIVINGSTON, NJ  07039
USA","405 EISENHOWER PARKWAY  
LIVINGSTON, NJ  07039
USA",,
2626,0710-33-019-004,LIVINGSTON,"618 SO LIVINGSTON AVENUE  
LIVINGSTON, NJ  07039
USA",-74.3269564836878,40.7726620467253,97.06,Plenary Retail Consumption License,Active,NEROS GRILLE,2 CHEFS INC,"Jul 01, 2019",NA,"Jun 30, 2020",LIVINGSTON,"618 SO LIVINGSTON AVENUE  
LIVINGSTON, NJ  07039
USA","618 SO LIVINGSTON AVENUE  
LIVINGSTON, NJ  07039
USA",,
2627,0710-33-020-011,LIVINGSTON,"8119 TOWN CENTER WAY  
LIVINGSTON, NJ  07039
USA",-74.3142693442926,40.7962396926659,95.74,Plenary Retail Consumption License,Active,ANTHONYS COAL FIRED PIZZA,ANTHONYS COAL FIRED PIZZA OF LIVINGSTON LLC,"Aug 22, 2019",NA,"Jun 30, 2020",LIVINGSTON,"8119 TOWN CENTER WAY  
LIVINGSTON, NJ  07039
USA","200 WEST CYPRESS ROAD #220  
FORT LAUDERDALE, FL  33309
USA",,
2628,0710-33-021-007,,,0,0,0,Plenary Retail Consumption License,Active,Not Available,RTC RESTAURANT CORP,"Jul 01, 2019","Jan 01, 2010","Jun 30, 2020",NA,NA,"225 WEST WASHINGTON STREET  
INDIANAPOLIS, IN  46270
USA",,
2629,0710-36-023-003,LIVINGSTON,"550 WEST MOUNT PLEASANT AVENUE 
LIVINGSTON, NJ  07039
USA",-74.350154155097,40.797013906202,97.32,Hotel/Motel License,Active,NONE,WESTMINSTER HOSPITALITY LLC,"Oct 21, 2019",NA,"Jun 30, 2020",LIVINGSTON,"550 WEST MOUNT PLEASANT AVENUE 
LIVINGSTON, NJ  07039
USA","550 WEST MOUNT PLEASANT AVENUE 
LIVINGSTON, NJ  07039
USA",,
2630,0710-44-005-006,LIVINGSTON,"277 EISENHOWER PKWY  
LIVINGSTON, NJ  07039
USA",-74.3414939727367,40.7981271905816,96.81,Plenary Retail Distribution License,Active,WINE LEGEND,LIVINGSTON LEGEND INC,"Sep 08, 2020",NA,"Jun 30, 2020",LIVINGSTON,"277 EISENHOWER PKWY  
LIVINGSTON, NJ  07039
USA","277 EISENHOWER PKWY  
LIVINGSTON, NJ  07039
USA",,1
2631,0710-44-007-011,LIVINGSTON,"255 S LIVINGSTON AVENUE 
LIVINGSTON, NJ  07039
USA",-74.3133767108959,40.7865263432202,97,Plenary Retail Distribution License,Active,Not Available,BEVERAGE DEPARTMENT LLC,"Jul 01, 2019",NA,"Jun 30, 2020",LIVINGSTON,"255 S LIVINGSTON AVENUE 
LIVINGSTON, NJ  07039
USA","255 S LIVINGSTON AVENUE 
LIVINGSTON, NJ  07039
USA",,
2632,0710-44-016-008,LIVINGSTON,"343 WEST MOUNT PLEASANT AVENUE 
LIVINGSTON, NJ  07039
USA",-74.3395472757237,40.7959526734407,97.32,Plenary Retail Distribution License,Active,"BOTTLE KING DISCOUNT WINES & SPIRITS, BOTTLE KING DISCOUNT LIQUORS",LIVINGSTON BOTTLE KING INC,"Jul 01, 2019",NA,"Jun 30, 2020",LIVINGSTON,"343 WEST MOUNT PLEASANT AVENUE 
LIVINGSTON, NJ  07039
USA","19 SOUTH LIVINGSTON AVENUE  
LIVINGSTON, NJ  07039
USA",,1
2633,0710-44-017-006,LIVINGSTON,"603 S LIVINGSTON AVENUE 
LIVINGSTON, NJ  07039
USA",-74.3261608734383,40.7730188224339,97,Plenary Retail Distribution License,Active,WINE DEPOT,WINE DEPOT OF LIVINGSTON INC,"Jul 01, 2019",NA,"Jun 30, 2020",LIVINGSTON,"603 S LIVINGSTON AVENUE 
LIVINGSTON, NJ  07039
USA","603 S LIVINGSTON AVENUE 
LIVINGSTON, NJ  07039
USA",,1
2634,0711-31-015-001,MAPLEWOOD,"489 RIDGEWOOD RD  
MAPLEWOOD, NJ  07040
USA",-74.2775066915331,40.7372841288976,96.43,Club License,Active,THE MAPLEWOOD CLUB,MAPLEWOOD CLUB INC THE,"Jul 01, 2019",NA,"Jun 30, 2020",MAPLEWOOD,"489 RIDGEWOOD RD  
MAPLEWOOD, NJ  07040
USA","489 RIDGEWOOD RD  
MAPLEWOOD, NJ  07040
USA",,
2635,0711-33-003-012,MAPLEWOOD,"167 MAPLEWOOD AVENUE  
MAPLEWOOD, NJ  07040
USA",-74.2777801930335,40.7309264134294,96.74,Plenary Retail Consumption License,Active,ST JAMES' S  GATE PUBLICK HOUSE,A I P C INC  AMERICAN IRISH PUB CONCEPT,"Jul 01, 2019",NA,"Jun 30, 2020",MAPLEWOOD,"167 MAPLEWOOD AVENUE  
MAPLEWOOD, NJ  07040
USA","167 MAPLEWOOD AVENUE  
MAPLEWOOD, NJ  07040
USA",1,
2636,0711-33-004-001,MAPLEWOOD,"28 BAKER ST  
MAPLEWOOD, NJ  07040
USA",-74.2752022548929,40.7287854239012,95.95,Plenary Retail Consumption License,Active,MAPLEWOOD COUNTRY CLUB,MAPLEWOOD COUNTRY CLUB,"Jul 01, 2019",NA,"Jun 30, 2020",MAPLEWOOD,"28 BAKER ST  
MAPLEWOOD, NJ  07040
USA","28 BAKER ST  
MAPLEWOOD, NJ  07040
USA",,
2637,0711-33-006-006,MAPLEWOOD,"2208 MILLBURN AVE  
MAPLEWOOD, NJ  07040
USA",-74.2841794408318,40.7225253156957,96.51,Plenary Retail Consumption License,Active,NONE,EATDRINKNJ LLC,"Jul 01, 2019",NA,"Jun 30, 2020",MAPLEWOOD,"2208 MILLBURN AVE  
MAPLEWOOD, NJ  07040
USA","228 MILLER AVE.  
SOMERVILLE, NJ  08876
USA",,
2638,0711-33-007-008,MAPLEWOOD,"5 HIGHLAND PLACE  
MAPLEWOOD, NJ  07040
USA",-74.2783044810771,40.7310378508322,96.43,Plenary Retail Consumption License,Active,NONE,5 HIGHLAND PLACE ASSOCIATES LLC,"Jul 01, 2019",NA,"Jun 30, 2020",MAPLEWOOD,"5 HIGHLAND PLACE  
MAPLEWOOD, NJ  07040
USA","5 ALPAUGH FARM ROAD  
LEBANON, NJ  08833
USA",,
2639,0711-33-019-003,MAPLEWOOD,"1790 SPRINGFIELD AVENUE  
MAPLEWOOD, NJ  07040
USA",-74.2659437722834,40.7212697066,96.94,Plenary Retail Consumption License,Active,VERJUS RESTAURANT,CTJRW LLC,"Jul 01, 2019",NA,"Jun 30, 2020",MAPLEWOOD,"1790 SPRINGFIELD AVENUE  
MAPLEWOOD, NJ  07040
USA","1790 SPRINGFIELD AVENUE  
MAPLEWOOD, NJ  07040
USA",,
2640,0711-33-020-011,MAPLEWOOD,"160 MAPLEWOOD AVENUE 
MAPLEWOOD, NJ  07040
USA",-74.2768841675841,40.7311333626187,96.74,Plenary Retail Consumption License,Active,THE CASSIDY,MAPETAV LLC,"Jul 01, 2019",NA,"Jun 30, 2020",MAPLEWOOD,"160 MAPLEWOOD AVENUE 
MAPLEWOOD, NJ  07040
USA","160 MAPLEWOOD AVENUE 
MAPLEWOOD, NJ  07040
USA",,
2641,0711-33-021-005,MAPLEWOOD,"177 MAPLEWOOD AVENUE  
MAPLEWOOD, NJ  07040
USA",-74.278293416965,40.7305533349191,96.74,Plenary Retail Consumption License,Active,CODA KITCHEN & BAR,KANSAS SQUARED LLC,"Jul 01, 2019",NA,"Jun 30, 2020",MAPLEWOOD,"177 MAPLEWOOD AVENUE  
MAPLEWOOD, NJ  07040
USA","2366 NW GLISAN STREET  
PORTLAND, OR  97210
USA",1,
2642,0711-44-001-005,MAPLEWOOD,"163 MAPLEWOOD AVE  
MAPLEWOOD, NJ  07040
USA",-74.2773077889706,40.7310657625698,96.51,Plenary Retail Distribution License,Active,VILLAGE WINE SHOP,MAPLEWOOD WINE SHOP LLC,"Jul 01, 2019",NA,"Jun 30, 2020",MAPLEWOOD,"163 MAPLEWOOD AVE  
MAPLEWOOD, NJ  07040
USA","163 MAPLEWOOD AVE  
MAPLEWOOD, NJ  07040
USA",,1
2643,0711-44-002-004,MAPLEWOOD,"1830-40 SPRINGFIELD AVENUE 
MAPLEWOOD, NJ  07040
USA",-74.2678766391556,40.721017537043,96.67,Plenary Retail Distribution License,Active,JOE CANALS,KV LIQUORS LLC,"Nov 06, 2019","Oct 15, 2010","Jun 30, 2020",MAPLEWOOD,"1830-40 SPRINGFIELD AVENUE 
MAPLEWOOD, NJ  07040
USA","1830-40 SPRINGFIELD AVENUE 
MAPLEWOOD, NJ  07040
USA",,
2644,0711-44-005-010,MAPLEWOOD,"1994 SPRINGFIELD AVENUE  
MAPLEWOOD, NJ  07040
USA",-74.2754831324683,40.719883842729,96.94,Plenary Retail Distribution License,Active,SPRINGFIELD LIQUORS,SU-MANGAL INC,"Jul 01, 2015","Oct 01, 2013","Jun 30, 2016",MAPLEWOOD,"1994 SPRINGFIELD AVENUE  
MAPLEWOOD, NJ  07040
USA","22 KENLEN DRIVE  
EDISON, NJ  08817
USA",,1
2645,0711-44-008-010,MAPLEWOOD,"3 HIGHLAND PLACE 
MAPLEWOOD, NJ  07040
USA",-74.2783044810771,40.7310378508322,96.43,Plenary Retail Distribution License,Active,MAPLEWOOD WINE & LIQUOR,MAPLEWOOD WINE & LIQUOR INC,"Jul 01, 2019",NA,"Jun 30, 2020",MAPLEWOOD,"3 HIGHLAND PLACE 
MAPLEWOOD, NJ  07040
USA","3 HIGHLAND PLACE 
MAPLEWOOD, NJ  07040
USA",,1
2646,0711-44-009-004,MAPLEWOOD,"215-227 RUTGERS ST  
MAPLEWOOD, NJ  07040
USA",-74.2630775804926,40.7165288183449,95.81,Plenary Retail Distribution License,Active,WINE COM,WINE COM INC,"Jul 01, 2019",NA,"Jun 30, 2020",MAPLEWOOD,"215-227 RUTGERS ST  
MAPLEWOOD, NJ  07040
USA","114 SANSOME ST  
SAN FRANCISCO, CA  94104
USA",,1
2647,0711-44-010-008,MAPLEWOOD,"1886 SPRINGFIELD AVE  
MAPLEWOOD, NJ  07040
USA",-74.2707621931428,40.7206104699153,96.74,Plenary Retail Distribution License,Active,WINE BARREL,WINE BARREL MAPLEWOOD LLC,"Jul 01, 2019",NA,"Jun 30, 2020",MAPLEWOOD,"1886 SPRINGFIELD AVE  
MAPLEWOOD, NJ  07040
USA","1886 SPRINGFIELD AVE  
MAPLEWOOD, NJ  07040
USA",1,1
2648,0711-44-012-008,MAPLEWOOD,"1942 SPRINGFIELD AVENUE  
MAPLEWOOD, NJ  07040
USA",-74.2732195156967,40.7202471982317,96.94,Plenary Retail Distribution License,Active,MAPLE CHEK,KDT SUB LLC,"Jul 01, 2019",NA,"Jun 30, 2020",MAPLEWOOD,"1942 SPRINGFIELD AVENUE  
MAPLEWOOD, NJ  07040
USA","1942 SPRINGFIELD AVENUE  
MAPLEWOOD, NJ  07040
USA",,
2649,0711-44-014-003,MAPLEWOOD,"1718 SPRINGFIELD AVE  
MAPLEWOOD, NJ  07040
USA",-74.2623200240835,40.7217792424941,96.74,Plenary Retail Distribution License,Active,KASPERS LIQUOR STORE,WE SOUK LEE INC,"Jul 01, 2019",NA,"Jun 30, 2020",MAPLEWOOD,"1718 SPRINGFIELD AVE  
MAPLEWOOD, NJ  07040
USA","1718 SPRINGFIELD AVE  
MAPLEWOOD, NJ  07040
USA",,1
2650,0711-44-018-006,MAPLEWOOD,"1844 SPRINGFIELD AVE  
MAPLEWOOD, NJ  07040
USA",-74.2683773740513,40.7209443630283,96.74,Plenary Retail Distribution License,Active,THE LIQUOR CABINET,THE LIQUOR CABINET LLC,"Jul 01, 2013","Jan 31, 2014","Jun 30, 2014",MAPLEWOOD,"1844 SPRINGFIELD AVE  
MAPLEWOOD, NJ  07040
USA","1844 SPRINGFIELD AVE  
MAPLEWOOD, NJ  07040
USA",,1
2651,0712-31-020-001,MILLBURN,"200 MAIN ST  
MILLBURN, NJ  07041
USA",-74.307519604595,40.7188221908727,96,Club License,Active,Not Available,GUY R BOSWORTH POST 140 AMERICAN LEGION DEPT OF NJ INC,"Jul 01, 2019",NA,"Jun 30, 2020",MILLBURN,"200 MAIN ST  
MILLBURN, NJ  07041
USA","200 MAIN ST  
MILLBURN, NJ  07041
USA",,
2652,0712-31-021-001,MILLBURN,"189 MAIN ST  
MILLBURN, NJ  07041
USA",-74.3074983145612,40.7190249910201,96,Club License,Active,CASA COLUMBO CIVIC ASSOC INC,CASA COLOMBO CIVIC ASSOC INC,"Jul 01, 2019",NA,"Jun 30, 2020",MILLBURN,"189 MAIN ST  
MILLBURN, NJ  07041
USA","189 MAIN ST  
MILLBURN, NJ  07041
USA",,
2653,0712-31-023-001,SHORT HILLS,"162 HOBART AVENUE  
SHORT HILLS, NJ  07078
USA",-74.3240071434173,40.7262356908648,96.78,Club License,Active,THE RACQUETS CLUB OF SHORT HILLS,RACQUETS CLUB OF SHORT HILLS NJ,"Jul 01, 2019",NA,"Jun 30, 2020",SHORT HILLS,"162 HOBART AVENUE  
SHORT HILLS, NJ  07078
USA","PO Box 406 
SHORT HILLS, NJ  07078
USA",,
2654,0712-32-001-015,,,0,0,0,Plenary Retail Consumption License with Broad C,Active,ABC POCKET LICENSE,TAUB-CO LICENSE LLC,"Jul 01, 2019","Aug 14, 2018","Jun 30, 2020",NA,NA,UNKNOWN,,
2655,0712-33-002-003,SHORT HILLS,"840 MORRIS TURNPIKE  
SHORT HILLS, NJ  07078
USA",-74.3381655189852,40.7232133861274,96.87,Plenary Retail Consumption License,Active,BENIHANA,BENIHANA NATIONAL CORP,"Jul 01, 2019",NA,"Jun 30, 2020",SHORT HILLS,"840 MORRIS TURNPIKE  
SHORT HILLS, NJ  07078
USA","8750 NW 36TH ST, SUITE 300  
MIAMI, FL  33178
USA",,
2656,0712-33-003-002,MILLBURN,"1108-30 MORRIS TURNPIKE  
MILLBURN, NJ  07041
USA",-74.3544400478036,40.7331456346233,80.35,Plenary Retail Consumption License,Active,"CANOE BROOK COUNTRY CLUB, INC.",CANOE BROOK COUNTRY CLUB,"Jul 01, 2019",NA,"Jun 30, 2020",MILLBURN,"1108-30 MORRIS TURNPIKE  
MILLBURN, NJ  07041
USA","PO Box 240 
SUMMIT, NJ  07901
USA",,
2657,0712-33-004-010,MILLBURN,"33-37 MAIN STREET  
MILLBURN, NJ  07041
USA",-74.3074070795854,40.7243179855912,95,Plenary Retail Consumption License,Active,HOULIHANS,JGIL MILLBURN LLC,"Jul 01, 2019","Oct 31, 2018","Jun 30, 2020",MILLBURN,"33-37 MAIN STREET  
MILLBURN, NJ  07041
USA","8700 STATE LINE ROAD 
SUITE #100
LEAWOOD, KS  66206
USA",,
2658,0712-33-005-007,MILLBURN,"40-42 MAIN ST  
MILLBURN, NJ  07041
USA",-74.3072744339272,40.7242602020149,95.56,Plenary Retail Consumption License,Active,MILLBURN STANDARD,MILLBURN STANDARD LLC,"Apr 01, 2020",NA,"Jun 30, 2020",MILLBURN,"40-42 MAIN ST  
MILLBURN, NJ  07041
USA","40-42 MAIN ST  
MILLBURN, NJ  07041
USA",,
2659,0712-33-007-013,MILLBURN,"55-57 MAIN STREET  
MILLBURN, NJ  07041
USA",-74.3070945582852,40.7235060402767,96,Plenary Retail Consumption License,Active,MOONSHINE,THE MILLBURN SUPPER CLUB LLC,"Jul 01, 2019",NA,"Jun 30, 2020",MILLBURN,"55-57 MAIN STREET  
MILLBURN, NJ  07041
USA","55-57 MAIN STREET  
MILLBURN, NJ  07041
USA",,
2660,0712-33-014-009,SHORT HILLS,"1200 MORRIS TURNPIKE 
SUITE D 147
SHORT HILLS, NJ  07078
USA",-74.3640110336077,40.7399800004158,98.54,Plenary Retail Consumption License,Active,PRIMO MERCATO,NEWMARK NJ LLC,"May 29, 2020",NA,"Jun 30, 2020",SHORT HILLS,"1200 MORRIS TURNPIKE 
SUITE D 147
SHORT HILLS, NJ  07078
USA","1200 MORRIS TURNPIKE 
SUITE D 147
SHORT HILLS, NJ  07078
USA",,
2661,0712-33-015-012,MILLBURN,"1200 MORRIS TRPK SPACE #A104  
SHORT HILLS MALL
MILLBURN, NJ  07078
USA",-74.3640110336077,40.7399800004158,94.73,Plenary Retail Consumption License,Active,LEGAL SEA FOODS,LEGAL SEA FOODS LLC,"Sep 10, 2019",NA,"Jun 30, 2020",MILLBURN,"1200 MORRIS TRPK SPACE #A104  
SHORT HILLS MALL
MILLBURN, NJ  07078
USA","1200 MORRIS TRPK SPACE #A104  
SHORT HILLS MALL
MILLBURN, NJ  07078
USA",,
2662,0712-33-017-003,SHORT HILLS,"1200 MORRIS TPK  SPACE D103  
SHORT HILLS, NJ  07078
USA",-74.3640110336077,40.7399800004158,98.62,Plenary Retail Consumption License,Active,THE CHEESECAKE FACTORY,THE CHEESECAKE FACTORY RESTAURANTS INC,"Jul 01, 2019",NA,"Jun 30, 2020",SHORT HILLS,"1200 MORRIS TPK  SPACE D103  
SHORT HILLS, NJ  07078
USA","26901 MALIBU HILL RD  
CALABASAS HILLS, CA  91301
USA",,
2663,0712-33-018-001,SHORT HILLS,"9-37 LAKE SHORE DR  
SHORT HILLS, NJ  07078
USA",-74.3253750700156,40.7351514374538,96.73,Plenary Retail Consumption License,Active,SHORT HILLS CLUB,SHORT HILLS CLUB,"Jul 01, 2019",NA,"Jun 30, 2020",SHORT HILLS,"9-37 LAKE SHORE DR  
SHORT HILLS, NJ  07078
USA","9-37 LAKE SHORE DR  
SHORT HILLS, NJ  07078
USA",,
