"","Row.ID","Place.ID","Place.Name","Use.Code","Use.Level","Acreage.1986","Acreage.1995","Acreage.2002","Acreage.2007","Acreage.2012","Acreage.2015","Place.Total.Area","description"
"2555",11871,431,"Somerdale Boro",1200,"3",77.5,86.2,93.1,116.8,"126.0",122.1,889.4,"Commercial and Services"
"2556",11872,431,"Somerdale Boro",1300,"3",41.3,64.9,64.8,39.5,"39.8",39.8,889.4,"Industrial"
"2557",11873,431,"Somerdale Boro",1400,"3",13.1,13.2,13.4,5.5,"5.5",5.5,889.4,"Transportation"
"2558",11876,431,"Somerdale Boro",1700,"3",6.7,9.9,7,13,"3.6",3.6,889.4,"Other Urban or Built-up Land"
"2559",11900,432,"Stratford Boro",1,"1",851.4,847.8,853.9,857.6,"857.4",857.4,1007.3,"URBAN"
"2560",11904,432,"Stratford Boro",11,"2",601.8,603.8,608.9,609.2,"610.0",610,1007.3,"Residential (Total)"
"2561",11905,432,"Stratford Boro",12,"2",160.2,176.3,184,184.7,"184.1",184.1,1007.3,"Commercial and Services"
"2562",11906,432,"Stratford Boro",14,"2",17.2,17.2,13.9,14.9,"14.9",14.9,1007.3,"Transportation/Communication/Utilities"
"2563",11907,432,"Stratford Boro",17,"2",42.9,22.7,23.1,25.6,"25.2",25.2,1007.3,"Other Urban or Built-up Land"
"2564",11916,432,"Stratford Boro",1110,"3",39.8,41.5,41.4,41,"41.0",41,1007.3,"Residential (High Density or Multiple Dwelling)"
"2565",11917,432,"Stratford Boro",1120,"3",552.1,552.4,559.9,561.7,"564.9",564.9,1007.3,"Residential (Single Unit, Medium Density)"
"2566",11918,432,"Stratford Boro",1130,"3",5.9,5.9,5.9,2.4,".0",0,1007.3,"Residential (Single Unit, Low Density)"
"2567",11919,432,"Stratford Boro",1140,"3",4,4,1.7,4.1,"4.1",4.1,1007.3,"Residential (Rural, Single Unit)"
"2568",11920,432,"Stratford Boro",1200,"3",160.2,176.3,184,184.7,"184.1",184.1,1007.3,"Commercial and Services"
"2569",11921,432,"Stratford Boro",1400,"3",17.2,17.2,13.9,5.9,"5.9",5.9,1007.3,"Transportation"
"2570",11925,432,"Stratford Boro",1700,"3",42.6,21.9,20.6,23.5,"23.1",23.1,1007.3,"Other Urban or Built-up Land"
"2571",11943,433,"Tavistock Boro",1,"1",131,132.7,130.3,138.2,"138.3",138.6,176.4,"URBAN"
"2572",11948,433,"Tavistock Boro",11,"2",3.9,5.8,4.5,4.5,"4.5",4.9,176.4,"Residential (Total)"
"2573",11949,433,"Tavistock Boro",14,"2",3.2,3.2,3.1,3.1,"4.3",4.2,176.4,"Transportation/Communication/Utilities"
"2574",11950,433,"Tavistock Boro",17,"2",1.7,1.4,1.5,2.1,"1.5",1.5,176.4,"Other Urban or Built-up Land"
"2575",11960,433,"Tavistock Boro",1120,"3",1.5,1.5,1.2,1.2,"1.2",1.3,176.4,"Residential (Single Unit, Medium Density)"
"2576",11961,433,"Tavistock Boro",1130,"3",0,0,2.3,2.8,"2.8",3.2,176.4,"Residential (Single Unit, Low Density)"
"2577",11962,433,"Tavistock Boro",1140,"3",2.3,4.2,1.1,0.5,".5",0.5,176.4,"Residential (Rural, Single Unit)"
"2578",11963,433,"Tavistock Boro",1400,"3",3.2,3.2,0,0,".0",0,176.4,"Transportation"
"2579",11965,433,"Tavistock Boro",1700,"3",1.7,1.4,1.5,2.1,"1.5",1.5,176.4,"Other Urban or Built-up Land"
"2580",11983,434,"Voorhees Twp",1,"1",3765.9,4687.9,4919.6,5189.5,"5,298.3",5322.4,7440.8,"URBAN"
"2581",11989,434,"Voorhees Twp",11,"2",2567,3218.1,3427.8,3540.1,"3,544.6",3577.8,7440.8,"Residential (Total)"
"2582",11990,434,"Voorhees Twp",12,"2",506.4,662.6,756.6,883.8,"962.0",938.5,7440.8,"Commercial and Services"
"2583",11991,434,"Voorhees Twp",13,"2",71.8,86.6,107.3,85.7,"82.7",83.8,7440.8,"Industrial"
"2584",11992,434,"Voorhees Twp",14,"2",98.7,102.3,165.2,203.2,"237.0",239.1,7440.8,"Transportation/Communication/Utilities"
"2585",11993,434,"Voorhees Twp",15,"2",4.6,4.6,3.3,3.3,"3.3",3.3,7440.8,"Industrial and Commercial Complexes"
"2586",11994,434,"Voorhees Twp",16,"2",0,0,0,0,"11.6",11.6,7440.8,"Mixed Urban or Built-up Land"
"2587",11995,434,"Voorhees Twp",17,"2",203.6,397.8,226,240.1,"229.0",241.2,7440.8,"Other Urban or Built-up Land"
"2588",12013,434,"Voorhees Twp",1100,"3",41.7,0,0,0,".0",0,7440.8,"Residential (Other)"
"2589",12014,434,"Voorhees Twp",1110,"3",386.5,401.2,440.6,477.1,"496.7",513.9,7440.8,"Residential (High Density or Multiple Dwelling)"
"2590",12015,434,"Voorhees Twp",1120,"3",1650.6,2261.2,2363.1,2363.8,"2,368.1",2379.3,7440.8,"Residential (Single Unit, Medium Density)"
"2591",12016,434,"Voorhees Twp",1130,"3",278.7,330.7,346.3,410.2,"417.2",421.6,7440.8,"Residential (Single Unit, Low Density)"
"2592",12017,434,"Voorhees Twp",1140,"3",209.5,225,277.9,289.1,"262.8",263,7440.8,"Residential (Rural, Single Unit)"
"2593",12018,434,"Voorhees Twp",1200,"3",506.4,662.6,756.6,883.8,"962.0",938.5,7440.8,"Commercial and Services"
"2594",12019,434,"Voorhees Twp",1300,"3",71.8,86.6,107.3,85.7,"82.7",83.8,7440.8,"Industrial"
"2595",12020,434,"Voorhees Twp",1400,"3",87.3,91.1,61.9,32.1,"41.0",40.1,7440.8,"Transportation"
"2596",12027,434,"Voorhees Twp",1500,"3",4.6,4.6,3.3,3.3,"3.3",3.3,7440.8,"Industrial and Commercial Complexes"
"2597",12028,434,"Voorhees Twp",1600,"3",0,0,0,0,"11.6",11.6,7440.8,"Mixed Urban or Built-up Land"
"2598",12029,434,"Voorhees Twp",1700,"3",199.4,393.6,213.3,219.8,"210.1",222.4,7440.8,"Other Urban or Built-up Land"
"2599",12075,435,"Waterford Twp",1,"1",2679.1,2894.5,3088.1,3294.3,"3,331.0",3332.2,23173.1,"URBAN"
"2600",12081,435,"Waterford Twp",11,"2",2092.2,2252.5,2385.7,2513.5,"2,541.4",2553.1,23173.1,"Residential (Total)"
"2601",12082,435,"Waterford Twp",12,"2",122.9,167.1,184.1,200.4,"186.7",187,23173.1,"Commercial and Services"
"2602",12083,435,"Waterford Twp",13,"2",20.5,20.5,23.6,33.1,"35.1",35,23173.1,"Industrial"
"2603",12084,435,"Waterford Twp",14,"2",255.3,260.9,280.9,321,"330.6",339,23173.1,"Transportation/Communication/Utilities"
"2604",12085,435,"Waterford Twp",16,"2",0,0,0,1.1,"1.1",1.1,23173.1,"Mixed Urban or Built-up Land"
"2605",12086,435,"Waterford Twp",17,"2",111.6,145.3,138.4,144.2,"144.7",128.6,23173.1,"Other Urban or Built-up Land"
"2606",12105,435,"Waterford Twp",1100,"3",41.5,0,0,0,".0",0,23173.1,"Residential (Other)"
"2607",12106,435,"Waterford Twp",1110,"3",23.8,35.2,54.7,66.8,"67.0",67,23173.1,"Residential (High Density or Multiple Dwelling)"
"2608",12107,435,"Waterford Twp",1120,"3",345.8,392.9,417.3,352,"362.6",372.1,23173.1,"Residential (Single Unit, Medium Density)"
"2609",12108,435,"Waterford Twp",1130,"3",1053.5,1084.2,1072.5,1147.4,"1,156.2",1155.3,23173.1,"Residential (Single Unit, Low Density)"
"2610",12109,435,"Waterford Twp",1140,"3",627.7,740.3,841.3,938.9,"947.2",950.2,23173.1,"Residential (Rural, Single Unit)"
"2611",12110,435,"Waterford Twp",1150,"3",0,0,0,8.4,"8.4",8.4,23173.1,"Mixed Residential"
"2612",12111,435,"Waterford Twp",1200,"3",122.9,167.1,184.1,200.4,"186.7",187,23173.1,"Commercial and Services"
"2613",12112,435,"Waterford Twp",1300,"3",20.5,20.5,23.6,33.1,"35.1",35,23173.1,"Industrial"
"2614",12113,435,"Waterford Twp",1400,"3",228.9,234.5,86.3,84.3,"86.2",86.2,23173.1,"Transportation"
"2615",12119,435,"Waterford Twp",1600,"3",0,0,0,1.1,"1.1",1.1,23173.1,"Mixed Urban or Built-up Land"
"2616",12120,435,"Waterford Twp",1700,"3",110.1,143.8,132.5,139,"138.2",123.4,23173.1,"Other Urban or Built-up Land"
"2617",12169,436,"Winslow Twp",1,"1",6679.2,8066.3,8877.3,10198.9,"10,404.0",10475.1,37270.3,"URBAN"
"2618",12175,436,"Winslow Twp",11,"2",4220.8,5164.3,5581.2,6489.3,"6,625.0",6685.6,37270.3,"Residential (Total)"
"2619",12176,436,"Winslow Twp",12,"2",309.7,414.7,466.6,534.7,"565.2",577.1,37270.3,"Commercial and Services"
"2620",12177,436,"Winslow Twp",13,"2",214.7,221.3,261.6,351.9,"380.5",378.7,37270.3,"Industrial"
"2621",12178,436,"Winslow Twp",14,"2",1025.3,1198.9,1514.8,1613,"1,651.1",1708.1,37270.3,"Transportation/Communication/Utilities"
"2622",12179,436,"Winslow Twp",15,"2",0,0,2,0,".0",0,37270.3,"Industrial and Commercial Complexes"
"2623",12180,436,"Winslow Twp",16,"2",0,0,0,0,"1.7",1.7,37270.3,"Mixed Urban or Built-up Land"
"2624",12181,436,"Winslow Twp",17,"2",720.2,835.1,832.6,951.7,"917.8",874.8,37270.3,"Other Urban or Built-up Land"
"2625",12202,436,"Winslow Twp",1100,"3",59.6,0,0,0,".0",0,37270.3,"Residential (Other)"
"2626",12203,436,"Winslow Twp",1110,"3",249.4,349.4,396.8,444.6,"467.2",482.6,37270.3,"Residential (High Density or Multiple Dwelling)"
"2627",12204,436,"Winslow Twp",1120,"3",1667.4,2237.8,2378.3,2673,"2,734.3",2763.5,37270.3,"Residential (Single Unit, Medium Density)"
"2628",12205,436,"Winslow Twp",1130,"3",839.9,932.2,962.4,1172.8,"1,214.5",1212.7,37270.3,"Residential (Single Unit, Low Density)"
"2629",12206,436,"Winslow Twp",1140,"3",1404.5,1644.9,1843.6,2198.9,"2,209.0",2226.7,37270.3,"Residential (Rural, Single Unit)"
"2630",12207,436,"Winslow Twp",1200,"3",309.7,414.7,466.6,534.7,"565.2",577.1,37270.3,"Commercial and Services"
"2631",12208,436,"Winslow Twp",1300,"3",214.7,221.3,261.6,351.9,"380.5",378.7,37270.3,"Industrial"
"2632",12209,436,"Winslow Twp",1400,"3",876.7,1012.8,382.3,285.9,"293.8",297.9,37270.3,"Transportation"
"2633",12219,436,"Winslow Twp",1500,"3",0,0,2,0,".0",0,37270.3,"Industrial and Commercial Complexes"
"2634",12220,436,"Winslow Twp",1600,"3",0,0,0,0,"1.7",1.7,37270.3,"Mixed Urban or Built-up Land"
"2635",12221,436,"Winslow Twp",1700,"3",708.1,818.9,809.5,923.1,"888.0",845.7,37270.3,"Other Urban or Built-up Land"
"2636",12274,437,"Woodlynne Boro",1,"1",130.8,132,129.7,129.9,"130.4",130.2,141.7,"URBAN"
"2637",12279,437,"Woodlynne Boro",11,"2",101.4,97.9,97.3,96.7,"96.3",96,141.7,"Residential (Total)"
"2638",12280,437,"Woodlynne Boro",12,"2",14.4,16.2,15.2,12,"12.5",15.1,141.7,"Commercial and Services"
"2639",12281,437,"Woodlynne Boro",13,"2",0,1.1,3.3,3.5,"3.3",3.3,141.7,"Industrial"
"2640",12282,437,"Woodlynne Boro",14,"2",1.2,2.6,3.3,3.3,"3.3",3.2,141.7,"Transportation/Communication/Utilities"
"2641",12283,437,"Woodlynne Boro",16,"2",1,1,0,0,".0",0,141.7,"Mixed Urban or Built-up Land"
"2642",12284,437,"Woodlynne Boro",17,"2",6.2,6.2,2.8,6.6,"7.2",4.6,141.7,"Other Urban or Built-up Land"
"2643",12297,437,"Woodlynne Boro",1100,"3",3.5,0,0,0,".0",0,141.7,"Residential (Other)"
"2644",12298,437,"Woodlynne Boro",1110,"3",97.7,97.7,97.1,96.5,"96.0",95.7,141.7,"Residential (High Density or Multiple Dwelling)"
"2645",12299,437,"Woodlynne Boro",1120,"3",0.2,0.2,0.3,0.3,".3",0.3,141.7,"Residential (Single Unit, Medium Density)"
"2646",12300,437,"Woodlynne Boro",1200,"3",14.4,16.2,15.2,12,"12.5",15.1,141.7,"Commercial and Services"
"2647",12301,437,"Woodlynne Boro",1300,"3",0,1.1,3.3,3.5,"3.3",3.3,141.7,"Industrial"
"2648",12302,437,"Woodlynne Boro",1400,"3",1.2,2.6,2,0.8,".8",0.8,141.7,"Transportation"
"2649",12307,437,"Woodlynne Boro",1600,"3",1,1,0,0,".0",0,141.7,"Mixed Urban or Built-up Land"
"2650",12308,437,"Woodlynne Boro",1700,"3",6.2,6.2,2.8,6.6,"7.2",4.6,141.7,"Other Urban or Built-up Land"
"2651",12448,501,"Avalon Boro",1,"1",1072.1,1075.7,1068.1,1067.5,"1,062.8",1065,3179.4,"URBAN"
"2652",12453,501,"Avalon Boro",11,"2",896.6,910.7,895.1,899.6,"891.9",893.7,3179.4,"Residential (Total)"
"2653",12454,501,"Avalon Boro",12,"2",57.8,56.9,65,62,"60.1",60.1,3179.4,"Commercial and Services"
"2654",12455,501,"Avalon Boro",13,"2",2.9,0,0,0,".0",0,3179.4,"Industrial"
"2655",12456,501,"Avalon Boro",14,"2",69.3,65.9,69.5,68.9,"68.8",69.1,3179.4,"Transportation/Communication/Utilities"
"2656",12457,501,"Avalon Boro",16,"2",0,1,1.4,1.4,"6.1",6.1,3179.4,"Mixed Urban or Built-up Land"
"2657",12458,501,"Avalon Boro",17,"2",14.4,13.7,5.5,3.8,"1.4",1.4,3179.4,"Other Urban or Built-up Land"
"2658",12469,501,"Avalon Boro",1110,"3",837.1,850.9,787,791.2,"790.2",791,3179.4,"Residential (High Density or Multiple Dwelling)"
"2659",12470,501,"Avalon Boro",1120,"3",44.9,44.9,99.4,99.5,"93.9",94.8,3179.4,"Residential (Single Unit, Medium Density)"
"2660",12471,501,"Avalon Boro",1130,"3",10.7,11,6.4,6.7,"6.7",6.7,3179.4,"Residential (Single Unit, Low Density)"
"2661",12472,501,"Avalon Boro",1140,"3",3.9,3.9,2.3,2.3,"1.2",1.2,3179.4,"Residential (Rural, Single Unit)"
"2662",12473,501,"Avalon Boro",1200,"3",57.8,56.9,65,62,"60.1",60.1,3179.4,"Commercial and Services"
"2663",12474,501,"Avalon Boro",1300,"3",2.9,0,0,0,".0",0,3179.4,"Industrial"
"2664",12475,501,"Avalon Boro",1400,"3",69.3,65.9,69.1,68.5,"68.4",68.7,3179.4,"Transportation"
"2665",12477,501,"Avalon Boro",1600,"3",0,1,1.4,1.4,"6.1",6.1,3179.4,"Mixed Urban or Built-up Land"
"2666",12478,501,"Avalon Boro",1700,"3",14.4,13.7,5.5,3.8,"1.4",1.4,3179.4,"Other Urban or Built-up Land"
"2667",12504,502,"Cape May City",1,"1",852.9,885.3,928.1,949.4,"947.6",942.3,1844.8,"URBAN"
"2668",12509,502,"Cape May City",11,"2",558.8,584.2,616.8,603.7,"586.4",588.7,1844.8,"Residential (Total)"
"2669",12510,502,"Cape May City",12,"2",206.5,211.9,215.6,224.2,"220.9",216.8,1844.8,"Commercial and Services"
"2670",12511,502,"Cape May City",13,"2",5.3,5.7,5.9,5.9,"5.8",5.8,1844.8,"Industrial"
"2671",12512,502,"Cape May City",14,"2",3.5,3.5,7.6,8.2,"16.1",16.1,1844.8,"Transportation/Communication/Utilities"
"2672",12513,502,"Cape May City",16,"2",0,0,0,13.8,"22.4",22.4,1844.8,"Mixed Urban or Built-up Land"
"2673",12514,502,"Cape May City",17,"2",107.9,110.4,94.3,86.7,"81.6",76.5,1844.8,"Other Urban or Built-up Land"
"2674",12530,502,"Cape May City",1100,"3",1.8,0,0,0,".0",0,1844.8,"Residential (Other)"
"2675",12531,502,"Cape May City",1110,"3",339.1,358,370.7,363.3,"343.4",343.6,1844.8,"Residential (High Density or Multiple Dwelling)"
"2676",12532,502,"Cape May City",1120,"3",197.1,203.5,219.7,219.4,"224.1",226.2,1844.8,"Residential (Single Unit, Medium Density)"
"2677",12533,502,"Cape May City",1130,"3",6.1,7.9,13.1,10.5,"9.7",9.7,1844.8,"Residential (Single Unit, Low Density)"
"2678",12534,502,"Cape May City",1140,"3",10,10.1,8.2,5.3,"4.1",4.1,1844.8,"Residential (Rural, Single Unit)"
"2679",12535,502,"Cape May City",1150,"3",4.8,4.8,5.2,5.1,"5.1",5.1,1844.8,"Mixed Residential"
"2680",12536,502,"Cape May City",1200,"3",135.2,132.1,134.2,139.3,"143.6",140.1,1844.8,"Commercial and Services"
"2681",12538,502,"Cape May City",1300,"3",5.3,5.7,5.9,5.9,"5.8",5.8,1844.8,"Industrial"
"2682",12539,502,"Cape May City",1400,"3",3.5,3.5,7.5,4.4,"12.1",12.1,1844.8,"Transportation"
"2683",12542,502,"Cape May City",1600,"3",0,0,0,13.8,"22.4",22.4,1844.8,"Mixed Urban or Built-up Land"
"2684",12543,502,"Cape May City",1700,"3",49.2,49.2,46.5,49.1,"53.5",50.8,1844.8,"Other Urban or Built-up Land"
"2685",12581,503,"Cape May Point Boro",1,"1",140.3,141.7,144.6,145.4,"144.4",144.4,192.1,"URBAN"
"2686",12586,503,"Cape May Point Boro",11,"2",132.7,134.1,135.5,135.1,"133.3",133.2,192.1,"Residential (Total)"
"2687",12587,503,"Cape May Point Boro",12,"2",2.3,2.3,3.6,3.7,"3.7",3.7,192.1,"Commercial and Services"
"2688",12588,503,"Cape May Point Boro",14,"2",0.9,0.9,0.7,0.7,".7",0.8,192.1,"Transportation/Communication/Utilities"
"2689",12589,503,"Cape May Point Boro",17,"2",1.4,1.4,1.4,2.4,"2.4",2.4,192.1,"Other Urban or Built-up Land"
"2690",12603,503,"Cape May Point Boro",1120,"3",129.3,130.7,133.8,135.1,"133.3",133.2,192.1,"Residential (Single Unit, Medium Density)"
"2691",12604,503,"Cape May Point Boro",1130,"3",2.5,2.5,1.7,0,".0",0,192.1,"Residential (Single Unit, Low Density)"
"2692",12605,503,"Cape May Point Boro",1140,"3",1,1,0,0,".0",0,192.1,"Residential (Rural, Single Unit)"
"2693",12606,503,"Cape May Point Boro",1200,"3",2.3,2.3,3.6,3.7,"3.7",3.7,192.1,"Commercial and Services"
"2694",12607,503,"Cape May Point Boro",1400,"3",0.9,0.9,0.7,0.7,".7",0.8,192.1,"Transportation"
"2695",12608,503,"Cape May Point Boro",1700,"3",1.4,1.4,1.4,2.4,"2.4",2.4,192.1,"Other Urban or Built-up Land"
"2696",12635,504,"Dennis Twp",1,"1",2683.2,3450.4,4160.3,4405.8,"4,509.8",4542.1,40820.1,"URBAN"
"2697",12641,504,"Dennis Twp",11,"2",1552.9,2149.9,2492,2628.8,"2,679.8",2694.6,40820.1,"Residential (Total)"
"2698",12642,504,"Dennis Twp",12,"2",112.1,150.7,185.7,240.6,"254.6",262.6,40820.1,"Commercial and Services"
"2699",12643,504,"Dennis Twp",13,"2",19.4,39.7,66.2,72,"78.1",79,40820.1,"Industrial"
"2700",12644,504,"Dennis Twp",14,"2",269.3,272.6,360.3,379.1,"398.4",410.7,40820.1,"Transportation/Communication/Utilities"
"2701",12645,504,"Dennis Twp",16,"2",0,0,0,2.3,"2.3",2.3,40820.1,"Mixed Urban or Built-up Land"
"2702",12646,504,"Dennis Twp",17,"2",204.2,246.4,248.6,304.4,"279.5",279,40820.1,"Other Urban or Built-up Land"
"2703",12670,504,"Dennis Twp",1100,"3",34.2,0,0,0,".0",0,40820.1,"Residential (Other)"
"2704",12671,504,"Dennis Twp",1110,"3",0.2,0.2,0.2,33.4,"32.9",32.9,40820.1,"Residential (High Density or Multiple Dwelling)"
"2705",12672,504,"Dennis Twp",1120,"3",123.6,128.6,141.3,146.4,"146.5",148.1,40820.1,"Residential (Single Unit, Medium Density)"
"2706",12673,504,"Dennis Twp",1130,"3",470.5,599.6,843.2,878.1,"871.6",867.3,40820.1,"Residential (Single Unit, Low Density)"
"2707",12674,504,"Dennis Twp",1140,"3",924.4,1421.4,1507.3,1571,"1,628.8",1646.4,40820.1,"Residential (Rural, Single Unit)"
"2708",12675,504,"Dennis Twp",1200,"3",112.1,150.7,185.7,240.6,"254.6",262.6,40820.1,"Commercial and Services"
"2709",12676,504,"Dennis Twp",1300,"3",19.4,39.7,66.2,72,"78.1",79,40820.1,"Industrial"
"2710",12677,504,"Dennis Twp",1400,"3",235.1,238.5,175,149.4,"157.4",157.3,40820.1,"Transportation"
"2711",12686,504,"Dennis Twp",1600,"3",0,0,0,2.3,"2.3",2.3,40820.1,"Mixed Urban or Built-up Land"
"2712",12687,504,"Dennis Twp",1700,"3",184.8,227,221,274,"228.9",228.3,40820.1,"Other Urban or Built-up Land"
"2713",12748,505,"Lower Twp",1,"1",5034.4,5718.1,6063.8,6361.9,"6,379.1",6402.9,19851.6,"URBAN"
"2714",12754,505,"Lower Twp",11,"2",3351.9,3747.4,4108,4287.9,"4,292.0",4313.3,19851.6,"Residential (Total)"
"2715",12755,505,"Lower Twp",12,"2",246.5,305.4,337,354.6,"362.5",358,19851.6,"Commercial and Services"
"2716",12756,505,"Lower Twp",13,"2",30.2,30.4,54.9,45.7,"66.3",61.1,19851.6,"Industrial"
"2717",12757,505,"Lower Twp",14,"2",338.1,323.7,413.8,444.4,"459.6",472.6,19851.6,"Transportation/Communication/Utilities"
"2718",12758,505,"Lower Twp",16,"2",0,0,0,0,"2.5",2.5,19851.6,"Mixed Urban or Built-up Land"
"2719",12759,505,"Lower Twp",17,"2",793.1,907.9,703.6,784,"748.1",747.6,19851.6,"Other Urban or Built-up Land"
"2720",12783,505,"Lower Twp",1100,"3",31.6,0,0,0,".0",0,19851.6,"Residential (Other)"
"2721",12784,505,"Lower Twp",1110,"3",280.6,318.2,365.2,369.9,"385.5",387.2,19851.6,"Residential (High Density or Multiple Dwelling)"
"2722",12785,505,"Lower Twp",1120,"3",2299.9,2503.3,2574.9,2620.2,"2,605.4",2610.1,19851.6,"Residential (Single Unit, Medium Density)"
"2723",12786,505,"Lower Twp",1130,"3",347.6,402.5,433.3,483.1,"473.0",473.4,19851.6,"Residential (Single Unit, Low Density)"
"2724",12787,505,"Lower Twp",1140,"3",392.2,523.4,734.6,814.7,"828.1",842.7,19851.6,"Residential (Rural, Single Unit)"
"2725",12788,505,"Lower Twp",1200,"3",225.3,283.5,315,337.2,"349.2",344.7,19851.6,"Commercial and Services"
"2726",12790,505,"Lower Twp",1300,"3",30.2,30.4,54.9,45.7,"66.3",61.1,19851.6,"Industrial"
"2727",12791,505,"Lower Twp",1400,"3",326.3,311.9,201.3,195.3,"209.0",221.9,19851.6,"Transportation"
"2728",12799,505,"Lower Twp",1600,"3",0,0,0,0,"2.5",2.5,19851.6,"Mixed Urban or Built-up Land"
"2729",12800,505,"Lower Twp",1700,"3",642,756.7,480.1,545.5,"516.9",517.2,19851.6,"Other Urban or Built-up Land"
"2730",12865,506,"Middle Twp",1,"1",5131.5,6213.1,7168.1,7990.5,"8,196.7",8302,52934.8,"URBAN"
"2731",12871,506,"Middle Twp",11,"2",2817.7,3494.6,4027.6,4520.8,"4,677.9",4747.7,52934.8,"Residential (Total)"
"2732",12872,506,"Middle Twp",12,"2",427.9,554.5,655.1,807,"844.2",852.7,52934.8,"Commercial and Services"
"2733",12873,506,"Middle Twp",13,"2",72.2,71,113.3,122.8,"119.5",122.6,52934.8,"Industrial"
"2734",12874,506,"Middle Twp",14,"2",679.7,715,898.9,945.5,"970.5",1008.8,52934.8,"Transportation/Communication/Utilities"
"2735",12875,506,"Middle Twp",16,"2",4.1,4.2,3.7,3.7,"6.0",5.7,52934.8,"Mixed Urban or Built-up Land"
"2736",12876,506,"Middle Twp",17,"2",422.3,566.5,472.3,557.7,"571.1",552.4,52934.8,"Other Urban or Built-up Land"
"2737",12901,506,"Middle Twp",1100,"3",102.9,0,0,0,".0",0,52934.8,"Residential (Other)"
"2738",12902,506,"Middle Twp",1110,"3",193,218.3,243.4,349.1,"414.0",440.9,52934.8,"Residential (High Density or Multiple Dwelling)"
"2739",12903,506,"Middle Twp",1120,"3",879.5,942,1030.1,1104.5,"1,106.0",1106.8,52934.8,"Residential (Single Unit, Medium Density)"
"2740",12904,506,"Middle Twp",1130,"3",832.3,1130.2,1368.9,1662.5,"1,706.9",1737.9,52934.8,"Residential (Single Unit, Low Density)"
"2741",12905,506,"Middle Twp",1140,"3",810,1204.1,1385.2,1404.9,"1,450.9",1462,52934.8,"Residential (Rural, Single Unit)"
"2742",12906,506,"Middle Twp",1200,"3",418.8,545.3,650.5,801.7,"839.0",847.5,52934.8,"Commercial and Services"
"2743",12908,506,"Middle Twp",1300,"3",72.2,71,113.3,122.8,"119.5",122.6,52934.8,"Industrial"
"2744",12909,506,"Middle Twp",1400,"3",622.1,657.7,348.3,284.7,"294.1",293.3,52934.8,"Transportation"
"2745",12919,506,"Middle Twp",1600,"3",4.1,4.2,3.7,3.7,"6.0",5.7,52934.8,"Mixed Urban or Built-up Land"
"2746",12920,506,"Middle Twp",1700,"3",399.1,540.7,399.3,482.1,"466.7",448.8,52934.8,"Other Urban or Built-up Land"
"2747",12987,507,"North Wildwood City",1,"1",823.2,827.1,838.2,848.9,"850.5",846.5,1592.7,"URBAN"
"2748",12992,507,"North Wildwood City",11,"2",617.2,618.4,613,630.5,"634.6",637.5,1592.7,"Residential (Total)"
"2749",12993,507,"North Wildwood City",12,"2",154.4,154,153.7,138.5,"129.6",128.2,1592.7,"Commercial and Services"
"2750",12994,507,"North Wildwood City",13,"2",0,0,0.7,0.8,".9",0.9,1592.7,"Industrial"
"2751",12995,507,"North Wildwood City",14,"2",1.4,4.7,17.9,16.2,"20.2",20.2,1592.7,"Transportation/Communication/Utilities"
"2752",12996,507,"North Wildwood City",16,"2",3.6,3.6,3.9,3,"3.0",3,1592.7,"Mixed Urban or Built-up Land"
"2753",12997,507,"North Wildwood City",17,"2",15.8,11.9,10,18.9,"24.8",19,1592.7,"Other Urban or Built-up Land"
"2754",13010,507,"North Wildwood City",1100,"3",1.7,0,0,0,".0",0,1592.7,"Residential (Other)"
"2755",13011,507,"North Wildwood City",1110,"3",569.9,572.9,563.6,586.1,"602.2",608.8,1592.7,"Residential (High Density or Multiple Dwelling)"
"2756",13012,507,"North Wildwood City",1120,"3",45.5,45.5,49.4,44.4,"32.4",28.7,1592.7,"Residential (Single Unit, Medium Density)"
"2757",13013,507,"North Wildwood City",1140,"3",0,0,0,0,".0",0,1592.7,"Residential (Rural, Single Unit)"
"2758",13014,507,"North Wildwood City",1200,"3",154.4,154,153.7,138.5,"129.6",128.2,1592.7,"Commercial and Services"
"2759",13015,507,"North Wildwood City",1300,"3",0,0,0.7,0.8,".9",0.9,1592.7,"Industrial"
"2760",13016,507,"North Wildwood City",1400,"3",1.4,4.7,14.7,11.5,"15.5",15.5,1592.7,"Transportation"
"2761",13020,507,"North Wildwood City",1600,"3",3.6,3.6,3.9,3,"3.0",3,1592.7,"Mixed Urban or Built-up Land"
"2762",13021,507,"North Wildwood City",1700,"3",15.2,11.3,10,18.9,"24.8",19,1592.7,"Other Urban or Built-up Land"
"2763",13048,508,"Ocean City",1,"1",2177.5,2203.1,2255.5,2262.1,"2,265.1",2273.4,7552.9,"URBAN"
"2764",13053,508,"Ocean City",11,"2",1762.5,1782.3,1808.9,1810.6,"1,809.9",1813.6,7552.9,"Residential (Total)"
"2765",13054,508,"Ocean City",12,"2",216.3,211.5,212.7,217.5,"216.6",213.3,7552.9,"Commercial and Services"
"2766",13055,508,"Ocean City",13,"2",8.2,15.2,13.3,9.6,"7.1",7.1,7552.9,"Industrial"
"2767",13056,508,"Ocean City",14,"2",61.9,70.4,75.2,76.6,"87.5",92.8,7552.9,"Transportation/Communication/Utilities"
