CountyFIPS,County,Agency,Total,Murder,Rape,Robbery,Assault,Burglary,Larceny,Auto Theft,Population,Number of clearances,Year
34007,Camden,BERLIN BORO PD,136,0,0,2,8,21,100,5,7495,46,2019
34007,Camden,BERLIN TWP PD,129,0,0,3,0,11,111,4,5532,62,2019
34007,Camden,BROOKLAWN PD,165,0,1,5,10,13,134,2,1904,80,2019
34007,Camden,CAMDEN CO PROSECUTOR'S OFFICE,0,0,0,0,0,0,0,0,0,0,2019
34007,Camden,CAMDEN CO SHERIFF'S DEPT,46,0,0,0,2,4,38,2,0,19,2019
34007,Camden,CAMDEN PD,3260,25,67,302,765,372,1194,535,73140,747,2019
34007,Camden,CHERRY HILL TWP PD,1753,0,0,30,29,148,1497,49,70578,627,2019
34007,Camden,CHESILHURST PD,47,0,0,0,4,20,19,4,1617,8,2019
34007,Camden,CLEMENTON BORO PD,145,0,0,8,5,43,83,6,4887,16,2019
34007,Camden,COLLINGSWOOD PD,409,1,0,6,9,53,322,18,13843,64,2019
34007,Camden,DELAWARE RIVER PORT AUTHORITY,74,0,2,4,27,0,40,1,0,39,2019
34007,Camden,GIBBSBORO PD,24,0,0,0,1,4,17,2,2211,4,2019
34007,Camden,GLOUCESTER CITY PD,301,2,1,3,14,41,230,10,11167,49,2019
34007,Camden,GLOUCESTER TWP PD,943,1,9,18,35,67,789,24,63198,335,2019
34007,Camden,HADDON HEIGHTS PD,57,0,0,1,2,12,39,3,7497,9,2019
34007,Camden,HADDON TWP PD,321,0,1,19,13,26,250,12,14500,97,2019
34007,Camden,HADDONFIELD PD,140,0,0,2,3,13,119,3,11253,19,2019
34007,Camden,HI-NELLA POLICE DEPARTMENT,6,0,0,0,2,0,4,0,855,2,2019
34007,Camden,LAUREL SPRINGS PD,21,0,0,1,1,6,12,1,1856,2,2019
34007,Camden,LAWNSIDE BORO PD,110,0,0,0,6,10,92,2,2875,25,2019
34007,Camden,LINDENWOLD BORO PD,615,0,16,50,57,124,334,34,17204,132,2019
34007,Camden,MAGNOLIA PD,89,0,0,5,8,26,46,4,4237,19,2019
34007,Camden,MERCHANTVILLE PD,63,0,0,0,4,9,48,2,3712,18,2019
34007,Camden,MT. EPHRAIM PD,184,0,0,1,4,7,169,3,4565,68,2019
34007,Camden,OAKLYN BORO PD,132,0,1,1,3,39,83,5,3934,24,2019
34007,Camden,PENNSAUKEN TWP PD,959,1,2,41,67,197,578,73,35420,122,2019
34007,Camden,PINE HILL PD,173,0,1,4,25,29,110,4,10431,24,2019
34007,Camden,PINE VALLEY BORO PD,0,0,0,0,0,0,0,0,11,0,2019
34007,Camden,RUNNEMEDE PD,151,0,0,0,7,24,112,8,8261,51,2019
34007,Camden,RUTGERS UNIV CAMPUS PD,83,0,0,1,1,1,79,1,0,7,2019
34007,Camden,SOMERDALE PD,275,0,0,2,10,23,236,4,5484,120,2019
34007,Camden,STATE POLICE CAMDEN COUNTY,27,0,1,0,8,0,13,5,0,11,2019
34007,Camden,STRATFORD BORO PD,70,0,1,6,3,8,51,1,6913,15,2019
34007,Camden,VOORHEES TWP PD,382,0,0,10,20,34,309,9,29071,53,2019
34007,Camden,WATERFORD TWP PD,66,0,3,1,8,6,48,0,10641,15,2019
34007,Camden,WINSLOW TWP PD,559,0,3,13,51,99,345,48,38382,101,2019
34007,Camden,WOODLYNNE PD,67,0,0,3,9,5,45,5,2902,18,2019
34007,Camden,Camden County,12500,30,110,547,1237,1552,8115,909,503145,3078,2019
34009,Cape May,AVALON BORO PD,140,0,0,0,2,7,130,1,1258,6,2018
34009,Cape May,CAPE MAY CITY PD,76,0,1,0,3,8,62,2,3463,10,2018
34009,Cape May,CAPE MAY CO PROSECUTOR'S OFFICE,0,0,0,0,0,0,0,0,0,0,2018
34009,Cape May,CAPE MAY CO SHERIFF'S OFFICE,2,0,0,0,1,0,1,0,0,2,2018
34009,Cape May,CAPE MAY POINT BORO PD,2,0,0,0,0,1,1,0,277,0,2018
34009,Cape May,LOWER TWP PD,198,1,6,7,21,38,118,7,21617,60,2018
34009,Cape May,MIDDLE TWSP PD,445,0,9,12,30,79,301,14,18358,152,2018
34009,Cape May,NORTH WILDWOOD CITY PD,180,0,2,1,10,23,144,0,3816,58,2018
34009,Cape May,OCEAN CITY PD,288,0,0,0,5,33,249,1,11138,73,2018
34009,Cape May,SEA ISLE CITY PD,106,0,0,3,0,23,80,0,2061,0,2018
34009,Cape May,STATE POLICE CAPE MAY COUNTY,123,0,3,4,15,31,66,4,,47,2018
34009,Cape May,STONE HARBOR BORO PD,63,0,0,0,0,8,54,1,816,11,2018
34009,Cape May,WEST CAPE MAY BORO PD,14,0,0,0,1,3,10,0,1015,2,2018
34009,Cape May,WEST WILDWOOD BORO PD,6,0,0,0,0,1,4,1,561,0,2018
34009,Cape May,WILDWOOD CREST BORO PD,68,0,0,0,7,19,42,0,3116,19,2018
34009,Cape May,WILDWOOD PD,354,0,1,10,29,39,269,6,5035,73,2018
34009,Cape May,Cape May County,2065,1,22,37,124,313,1531,37,72531,513,2018
34009,Cape May,AVALON BORO PD,162,0,0,0,5,12,145,0,1258,5,2019
34009,Cape May,CAPE MAY CITY PD,98,0,1,0,3,3,86,5,3463,17,2019
34009,Cape May,CAPE MAY CO PROSECUTOR'S OFFICE,0,0,0,0,0,0,0,0,0,0,2019
34009,Cape May,CAPE MAY CO SHERIFF'S OFFICE,1,0,0,0,0,0,1,0,0,1,2019
34009,Cape May,CAPE MAY POINT BORO PD,4,0,0,0,0,3,1,0,277,0,2019
34009,Cape May,LOWER TWP PD,190,0,10,2,29,30,113,6,21617,64,2019
34009,Cape May,MIDDLE TWSP PD,337,0,6,7,21,54,232,17,18358,113,2019
34009,Cape May,NORTH WILDWOOD CITY PD,150,0,1,1,4,12,131,1,3816,41,2019
34009,Cape May,OCEAN CITY PD,329,0,0,2,4,37,285,1,11138,86,2019
34009,Cape May,SEA ISLE CITY PD,89,0,0,0,0,16,73,0,2061,0,2019
34009,Cape May,STATE POLICE CAPE MAY COUNTY,153,0,3,3,8,38,91,10,19201,61,2019
34009,Cape May,STONE HARBOR BORO PD,108,0,0,0,2,14,91,1,816,29,2019
34009,Cape May,WEST CAPE MAY BORO PD,12,0,1,0,0,4,7,0,1015,2,2019
34009,Cape May,WEST WILDWOOD BORO PD,11,0,0,0,2,2,7,0,561,3,2019
34009,Cape May,WILDWOOD CREST BORO PD,80,0,2,0,15,19,44,0,3116,26,2019
34009,Cape May,WILDWOOD PD,347,0,0,8,21,47,267,4,5035,68,2019
34009,Cape May,Cape May County,2071,0,24,23,114,291,1574,45,91732,516,2019
34011,Cumberland,BRIDGETON PD,923,5,12,107,79,163,510,47,24386,84,2018
34011,Cumberland,CUMBERLAND CO PROSECUTOR'S OFFICE,0,0,0,0,0,0,0,0,0,0,2018
34011,Cumberland,CUMBERLAND CO SHERIFF'S DEPT,1,0,0,0,1,0,0,0,0,1,2018
34011,Cumberland,MILLVILLE PD,1344,3,7,44,73,149,1041,27,27837,362,2018
34011,Cumberland,STATE POLICE CUMBERLAND COUNTY,516,1,7,6,38,146,303,15,,231,2018
34011,Cumberland,VINELAND PD,2279,1,22,59,176,399,1564,58,60330,560,2018
34011,Cumberland,Cumberland County,5063,10,48,216,367,857,3418,147,112553,1238,2018
34011,Cumberland,BRIDGETON PD,1071,2,17,114,90,261,549,38,24386,170,2019
34011,Cumberland,CUMBERLAND CO PROSECUTOR'S OFFICE,0,0,0,0,0,0,0,0,0,0,2019
34011,Cumberland,CUMBERLAND CO SHERIFF'S DEPT,1,0,0,0,0,0,1,0,0,0,2019
34011,Cumberland,MILLVILLE PD,1237,2,14,50,64,154,925,28,27837,342,2019
34011,Cumberland,STATE POLICE CUMBERLAND COUNTY,472,2,9,16,40,132,253,20,37262,222,2019
34011,Cumberland,VINELAND PD,1897,1,32,55,123,269,1375,42,60330,568,2019
34011,Cumberland,Cumberland County,4678,7,72,235,317,816,3103,128,149815,1302,2019
34013,Essex,BELLEVILLE PD,651,0,1,17,44,87,414,88,36075,107,2018
34013,Essex,BLOOMFIELD PD,697,2,1,19,28,71,488,88,50777,177,2018
34013,Essex,CALDWELL PD,54,0,2,0,3,16,31,2,7999,6,2018
34013,Essex,CEDAR GROVE PD,90,0,0,2,2,17,63,6,12566,19,2018
34013,Essex,EAST ORANGE PD,1237,6,21,133,173,168,522,214,64625,299,2018
34013,Essex,ESSEX CO PROSECUTOR'S OFFICE,0,0,0,0,0,0,0,0,0,0,2018
34013,Essex,ESSEX CO SHERIFF'S OFFICE,218,0,4,29,74,20,84,7,0,182,2018
34013,Essex,ESSEX COUNTY COLLEGE PD,50,0,0,1,2,2,45,0,0,4,2018
34013,Essex,ESSEX FELLS PD,15,0,0,0,0,0,11,4,2109,0,2018
34013,Essex,FAIRFIELD PD,183,0,0,2,5,9,149,18,7528,47,2018
34013,Essex,GLEN RIDGE PD,159,0,0,1,0,24,121,13,7622,45,2018
34013,Essex,IRVINGTON PD,1631,5,24,218,107,229,656,392,54220,282,2018
34013,Essex,LIVINGSTON PD,300,0,2,3,18,22,238,17,29820,116,2018
34013,Essex,MAPLEWOOD PD,416,1,2,12,7,43,291,60,24635,132,2018
34013,Essex,MILLBURN PD,377,0,0,8,0,27,325,17,20250,109,2018
34013,Essex,MONTCLAIR PD,539,3,10,5,19,110,350,42,38893,58,2018
34013,Essex,MONTCLAIR STATE COLLEGE PD,94,0,5,0,4,1,83,1,0,9,2018
34013,Essex,NEW JERSEY INSTITUTE OF TECHNOLOGY,74,0,1,1,2,5,65,0,0,16,2018
34013,Essex,NEW JERSEY TRANSIT POLICE,309,0,0,8,13,1,283,4,0,139,2018
34013,Essex,NEWARK PD,7743,75,150,689,1155,832,2827,2015,282258,710,2018
34013,Essex,NORTH CALDWELL PD,14,0,0,0,0,0,12,2,6716,2,2018
34013,Essex,NUTLEY PD,224,0,2,4,21,27,149,21,28596,67,2018
34013,Essex,ORANGE PD,998,6,10,154,56,188,411,173,30449,85,2018
34013,Essex,ROSELAND PD,32,0,0,0,1,6,19,6,5867,8,2018
34013,Essex,RUTGERS NEWARK CAMPUS,292,0,4,3,16,11,252,6,0,45,2018
34013,Essex,SOUTH ORANGE PD,315,0,0,10,12,38,229,26,16880,103,2018
34013,Essex,STATE POLICE ESSEX COUNTY,26,0,1,2,4,0,9,10,,3,2018
34013,Essex,VERONA PD,89,0,0,0,0,15,68,6,13437,13,2018
34013,Essex,WEST CALDWELL PD,70,0,0,0,2,5,57,6,10912,9,2018
34013,Essex,WEST ORANGE PD,706,1,13,24,53,81,462,72,48071,107,2018
34013,Essex,Essex County,17603,99,253,1345,1821,2055,8714,3316,800305,2899,2018
34013,Essex,BELLEVILLE PD,586,1,9,24,44,70,351,87,36075,107,2019
34013,Essex,BLOOMFIELD PD,598,0,0,11,21,58,447,61,50777,143,2019
34013,Essex,CALDWELL PD,64,0,1,0,6,15,41,1,7999,9,2019
34013,Essex,CEDAR GROVE PD,62,0,0,1,5,4,50,2,12566,15,2019
34013,Essex,EAST ORANGE PD,1169,3,26,102,144,151,581,162,64625,306,2019
34013,Essex,ESSEX CO PROSECUTOR'S OFFICE,0,0,0,0,0,0,0,0,0,0,2019
34013,Essex,ESSEX CO SHERIFF'S OFFICE,266,0,9,35,87,5,127,3,0,262,2019
34013,Essex,ESSEX COUNTY COLLEGE PD,24,0,0,0,0,0,24,0,0,1,2019
34013,Essex,ESSEX FELLS PD,16,0,0,0,0,2,10,4,2109,1,2019
34013,Essex,FAIRFIELD PD,177,0,0,0,0,8,158,11,7528,49,2019
34013,Essex,GLEN RIDGE PD,112,0,2,0,2,21,82,5,7622,24,2019
34013,Essex,IRVINGTON PD,1296,7,17,190,66,178,565,273,54220,159,2019
34013,Essex,LIVINGSTON PD,359,0,3,1,2,26,301,26,29820,128,2019
34013,Essex,MAPLEWOOD PD,457,2,3,13,4,22,365,48,24635,136,2019
34013,Essex,MILLBURN PD,440,0,0,5,1,23,374,37,20250,153,2019
34013,Essex,MONTCLAIR PD,534,1,9,17,31,106,335,35,38893,105,2019
34013,Essex,MONTCLAIR STATE COLLEGE PD,109,0,3,0,1,4,100,1,0,1,2019
34013,Essex,NEW JERSEY INSTITUTE OF TECHNOLOGY,80,0,3,2,3,4,64,4,0,31,2019
34013,Essex,NEW JERSEY TRANSIT POLICE,311,0,0,3,13,0,289,6,0,145,2019
34013,Essex,NEWARK PD,6360,57,120,636,929,721,2356,1541,282258,596,2019
34013,Essex,NORTH CALDWELL PD,27,0,1,0,4,10,8,4,6716,8,2019
34013,Essex,NUTLEY PD,192,0,0,6,22,26,117,21,28596,61,2019
34013,Essex,ORANGE PD,825,4,13,96,77,140,337,158,30449,70,2019
34013,Essex,ROSELAND PD,36,0,0,0,2,0,26,8,5867,5,2019
34013,Essex,RUTGERS NEWARK CAMPUS,212,0,3,5,7,2,190,5,0,28,2019
34013,Essex,SOUTH ORANGE PD,292,0,0,9,4,21,233,25,16880,90,2019
34013,Essex,STATE POLICE ESSEX COUNTY,18,0,0,0,5,3,6,4,0,2,2019
34013,Essex,VERONA PD,50,0,0,0,1,5,39,5,13437,4,2019
34013,Essex,WEST CALDWELL PD,56,0,1,0,1,7,42,5,10912,10,2019
34013,Essex,WEST ORANGE PD,765,0,17,16,59,80,532,61,48071,122,2019
34013,Essex,Essex County,15493,75,240,1172,1541,1712,8150,2603,800305,2771,2019
34015,Gloucester,CLAYTON PD,80,0,1,3,6,7,58,5,8624,37,2018
34015,Gloucester,DEPTFORD TWP PD,1200,2,8,22,15,163,954,36,30137,194,2018
34015,Gloucester,EAST GREENWICH TWP PD,72,0,0,0,4,12,50,6,10504,6,2018
34015,Gloucester,ELK TWP PD,35,0,0,0,1,7,26,1,4116,4,2018
34015,Gloucester,FRANKLIN TWP PD,245,0,0,3,6,52,171,13,16225,33,2018
34015,Gloucester,GLASSBORO PD,365,0,3,10,25,69,250,8,19938,95,2018
34015,Gloucester,GLOUCESTER CO PROSECUTOR'S OFFICE,0,0,0,0,0,0,0,0,0,0,2018
34015,Gloucester,GLOUCESTER CO SHERIFF'S DEPT,2,0,0,0,1,0,1,0,0,2,2018
34015,Gloucester,GREENWICH TWP PD,75,0,0,1,6,7,56,5,4769,21,2018
34015,Gloucester,HARRISON TWP PD,69,0,1,1,0,13,53,1,12915,8,2018
34015,Gloucester,LOGAN TWP PD,120,0,0,3,2,12,96,7,5844,25,2018
34015,Gloucester,MANTUA TWP PD,197,0,0,3,4,41,136,13,14772,57,2018
34015,Gloucester,MONROE TWP PD,509,2,7,12,26,105,335,22,36498,46,2018
34015,Gloucester,NATIONAL PARK PD,35,0,0,0,0,2,31,2,2934,6,2018
34015,Gloucester,NEWFIELD PD,14,0,0,0,0,2,11,1,1535,1,2018
34015,Gloucester,PAULSBORO PD,212,2,0,8,6,59,128,9,5812,34,2018
34015,Gloucester,PITMAN PD,52,1,0,1,2,9,38,1,8696,13,2018
34015,Gloucester,ROWAN UNIVERSITY OF NJ,110,0,3,2,1,31,73,0,0,22,2018
34015,Gloucester,SOUTH HARRISON PD,13,0,0,0,0,3,8,2,3118,0,2018
34015,Gloucester,STATE POLICE GLOUCESTER COUNTY,11,0,0,0,1,1,8,1,,8,2018
34015,Gloucester,SWEDESBORO PD,15,0,0,1,0,1,12,1,2557,1,2018
34015,Gloucester,WASHINGTON TWP PD,620,1,1,10,54,73,463,18,47024,216,2018
34015,Gloucester,WENONAH PD,16,0,0,0,3,7,4,2,2201,5,2018
34015,Gloucester,WEST DEPTFORD TWP PD,309,0,2,4,13,73,203,14,20889,64,2018
34015,Gloucester,WESTVILLE PD,123,0,0,2,3,22,84,12,4121,4,2018
34015,Gloucester,WOODBURY CITY PD,476,1,0,28,24,65,328,30,9746,123,2018
34015,Gloucester,WOODBURY HEIGHTS PD,52,0,0,0,0,4,43,5,2944,2,2018
34015,Gloucester,WOOLWICH TWP PD,50,0,0,0,0,3,43,4,12636,8,2018
34015,Gloucester,Gloucester County,5077,9,26,114,203,843,3663,219,288555,1223,2018
34015,Gloucester,CLAYTON PD,98,0,2,1,10,16,65,4,8624,72,2019
34015,Gloucester,DEPTFORD TWP PD,1214,0,4,18,18,122,1024,28,30137,144,2019
34015,Gloucester,EAST GREENWICH TWP PD,103,0,0,0,0,16,82,5,10504,8,2019
34015,Gloucester,ELK TWP PD,39,0,0,0,0,8,25,6,4116,3,2019
34015,Gloucester,FRANKLIN TWP PD,184,0,1,2,12,32,123,14,16225,34,2019
34015,Gloucester,GLASSBORO PD,334,0,5,3,23,83,205,15,19938,75,2019
34015,Gloucester,GLOUCESTER CO PROSECUTOR'S OFFICE,0,0,0,0,0,0,0,0,0,0,2019
34015,Gloucester,GLOUCESTER CO SHERIFF'S DEPT,0,0,0,0,0,0,0,0,0,0,2019
34015,Gloucester,GREENWICH TWP PD,60,0,1,0,1,6,50,2,4769,12,2019
34015,Gloucester,HARRISON TWP PD,58,0,0,0,1,8,45,4,12915,10,2019
34015,Gloucester,LOGAN TWP PD,110,0,1,2,2,13,85,7,5844,28,2019
34015,Gloucester,MANTUA TWP PD,215,0,0,0,3,30,169,13,14772,47,2019
34015,Gloucester,MONROE TWP PD,451,1,1,12,12,88,313,24,36498,115,2019
34015,Gloucester,NATIONAL PARK PD,26,1,0,0,2,8,15,0,2934,15,2019
34015,Gloucester,NEWFIELD PD,10,0,0,0,2,2,5,1,1535,5,2019
34015,Gloucester,PAULSBORO PD,128,0,0,5,9,23,79,12,5812,28,2019
34015,Gloucester,PITMAN PD,59,0,0,2,2,12,42,1,8696,13,2019
34015,Gloucester,ROWAN UNIVERSITY OF NJ,97,0,2,1,3,11,78,2,0,23,2019
34015,Gloucester,SOUTH HARRISON PD,14,0,0,0,1,1,11,1,3118,2,2019
34015,Gloucester,STATE POLICE GLOUCESTER COUNTY,13,0,0,1,5,1,4,2,0,6,2019
34015,Gloucester,SWEDESBORO PD,36,0,0,0,0,4,31,1,2557,5,2019
34015,Gloucester,WASHINGTON TWP PD,724,0,2,3,67,91,543,18,47024,329,2019
34015,Gloucester,WENONAH PD,33,0,0,0,1,5,27,0,2201,2,2019
34015,Gloucester,WEST DEPTFORD TWP PD,260,0,1,7,8,57,167,20,20889,64,2019
34015,Gloucester,WESTVILLE PD,129,0,1,1,7,29,84,7,4121,13,2019
34015,Gloucester,WOODBURY CITY PD,327,0,1,4,23,46,241,12,9746,100,2019
34015,Gloucester,WOODBURY HEIGHTS PD,54,0,0,1,0,7,42,4,2944,1,2019
34015,Gloucester,WOOLWICH TWP PD,56,0,1,1,0,5,45,4,12636,7,2019
34015,Gloucester,Gloucester County,4832,2,23,64,212,724,3600,207,288555,1161,2019
34017,Hudson,BAYONNE PD,887,0,12,47,55,97,587,89,66824,230,2018
34017,Hudson,EAST NEWARK PD,45,0,0,1,0,4,30,10,2740,1,2018
34017,Hudson,GUTTENBERG PD,127,1,5,10,12,20,74,5,11602,17,2018
34017,Hudson,HARRISON PD,414,1,5,11,24,45,259,69,18058,52,2018
34017,Hudson,HOBOKEN PD,981,0,4,23,92,99,726,37,55096,239,2018
34017,Hudson,HUDSON CO PROSECUTOR' OFF - S/FORCE,0,0,0,0,0,0,0,0,0,0,2018
34017,Hudson,HUDSON CO SHERIFF'S DEPT,0,0,0,0,0,0,0,0,0,0,2018
34017,Hudson,JERSEY CITY PD,6014,17,89,458,669,988,3190,603,270175,1010,2018
34017,Hudson,KEARNY PD,715,0,1,10,27,61,547,69,42339,231,2018
34017,Hudson,NORTH BERGEN PD,533,0,19,27,52,70,302,63,63166,182,2018
34017,Hudson,PORT AUTHORITY OF NY AND NJ,682,0,0,9,24,25,585,39,0,243,2018
34017,Hudson,SECAUCUS PD,556,0,0,14,16,32,473,21,20482,107,2018
34017,Hudson,STATE POLICE HUDSON COUNTY,9,0,0,0,2,0,4,3,,1,2018
34017,Hudson,STEVENS INSTITUTE OF TECHNOLOGY,16,0,0,0,0,0,16,0,,0,2018
34017,Hudson,UNION CITY PD,1311,2,0,76,155,95,894,89,69950,225,2018
34017,Hudson,WEEHAWKEN PD,246,0,0,7,16,24,182,17,15567,56,2018
34017,Hudson,WEST NEW YORK PD,705,1,7,61,69,92,449,26,54095,140,2018
34017,Hudson,Hudson County,13241,22,142,754,1213,1652,8318,1140,690094,2734,2018
34017,Hudson,BAYONNE PD,849,2,11,52,80,120,519,65,66824,216,2019
34017,Hudson,EAST NEWARK PD,25,0,0,1,0,3,18,3,2740,1,2019
34017,Hudson,GUTTENBERG PD,98,0,0,13,14,12,53,6,11602,13,2019
34017,Hudson,HARRISON PD,388,0,5,14,28,49,262,30,18058,74,2019
34017,Hudson,HOBOKEN PD,745,0,2,14,63,73,562,31,55096,152,2019
34017,Hudson,HUDSON CO PROSECUTOR' OFF - S/FORCE,0,0,0,0,0,0,0,0,0,0,2019
34017,Hudson,HUDSON CO SHERIFF'S DEPT,0,0,0,0,0,0,0,0,0,0,2019
34017,Hudson,JERSEY CITY PD,6467,13,81,431,868,890,3514,670,270175,1043,2019
34017,Hudson,KEARNY PD,715,0,0,13,41,36,541,84,42339,257,2019
34017,Hudson,NORTH BERGEN PD,494,1,16,17,56,54,306,44,63166,223,2019
34017,Hudson,PORT AUTHORITY OF NY AND NJ,663,0,0,14,37,9,578,25,0,185,2019
34017,Hudson,SECAUCUS PD,557,0,3,11,27,31,466,19,20482,110,2019
34017,Hudson,STATE POLICE HUDSON COUNTY,7,0,0,0,2,0,3,2,0,0,2019
34017,Hudson,STEVENS INSTITUTE OF TECHNOLOGY,19,0,2,0,0,1,16,0,0,0,2019
34017,Hudson,UNION CITY PD,1273,0,12,52,129,101,891,88,69950,363,2019
34017,Hudson,WEEHAWKEN PD,253,0,5,4,13,41,178,12,15567,33,2019
34017,Hudson,WEST NEW YORK PD,820,1,13,58,56,85,580,27,54095,127,2019
34017,Hudson,Hudson County,13373,17,150,694,1414,1505,8487,1106,690094,2797,2019
34019,Hunterdon,CALIFON BOROUGH,0,0,0,0,0,0,0,0,1068,0,2018
34019,Hunterdon,CLINTON TOWN PD,14,0,0,0,1,5,7,1,2699,9,2018
34019,Hunterdon,CLINTON TWP PD,51,0,1,0,0,15,34,1,12824,11,2018
34019,Hunterdon,DELAWARE TWP PD,15,0,0,0,1,2,9,3,4461,4,2018
34019,Hunterdon,FLEMINGTON PD,68,0,1,2,1,10,50,4,4627,,2018
34019,Hunterdon,FRANKLIN TWP PD,30,0,0,0,0,3,27,0,3238,14,2018
34019,Hunterdon,FRENCHTOWN BORO PD,1,0,0,0,1,0,0,0,1363,1,2018
34019,Hunterdon,HIGH BRIDGE BORO PD,25,0,0,0,4,8,13,0,3528,6,2018
34019,Hunterdon,HOLLAND TWP PD,13,0,2,0,2,2,6,1,5128,3,2018
34019,Hunterdon,HUNTERDON CO PROSECUTOR' OFFICE,0,0,0,0,0,0,0,0,0,0,2018
34019,Hunterdon,HUNTERDON CO SHERIFF'S DEPT,0,0,0,0,0,0,0,0,0,0,2018
34019,Hunterdon,LAMBERTVILLE CITY PD,46,0,0,0,2,5,34,5,3811,13,2018
34019,Hunterdon,LEBANON TWP PD,31,0,0,0,3,13,15,0,6070,7,2018
34019,Hunterdon,RARITAN TWP PD,100,0,0,2,3,8,84,3,22092,25,2018
34019,Hunterdon,READINGTON PD,84,1,0,0,1,16,60,6,15941,18,2018
34019,Hunterdon,STATE POLICE HUNTERDON COUNTY,92,0,1,1,7,14,60,9,,17,2018
34019,Hunterdon,TEWKSBURY TWP PD,12,0,0,0,0,3,8,1,5825,1,2018
34019,Hunterdon,WEST AMWELL TWP PD,18,0,1,0,1,7,9,0,2757,2,2018
34019,Hunterdon,Hunterdon County,600,1,6,5,27,111,416,34,95432,145,2018
34019,Hunterdon,CALIFON BOROUGH,3,0,0,0,0,1,1,1,1068,0,2019
34019,Hunterdon,CLINTON TOWN PD,16,0,1,0,3,1,11,0,2699,8,2019
34019,Hunterdon,CLINTON TWP PD,35,0,0,0,2,12,18,3,12824,15,2019
34019,Hunterdon,DELAWARE TWP PD,7,0,0,0,0,0,6,1,4461,2,2019
34019,Hunterdon,FLEMINGTON PD,68,0,1,0,9,9,47,2,4627,18,2019
34019,Hunterdon,FRANKLIN TWP PD,8,0,0,0,0,1,7,0,3238,2,2019
34019,Hunterdon,FRENCHTOWN BORO PD,3,0,0,0,0,0,3,0,1363,2,2019
34019,Hunterdon,HIGH BRIDGE BORO PD,26,0,0,0,1,3,21,1,3528,1,2019
34019,Hunterdon,HOLLAND TWP PD,11,0,1,0,1,4,4,1,5128,2,2019
34019,Hunterdon,HUNTERDON CO PROSECUTOR' OFFICE,0,0,0,0,0,0,0,0,0,0,2019
34019,Hunterdon,HUNTERDON CO SHERIFF'S DEPT,0,0,0,0,0,0,0,0,0,0,2019
34019,Hunterdon,LAMBERTVILLE CITY PD,27,0,1,0,0,2,24,0,3811,7,2019
34019,Hunterdon,LEBANON TWP PD,19,0,0,0,2,3,12,2,6070,7,2019
34019,Hunterdon,RARITAN TWP PD,72,0,0,1,7,7,55,2,22092,22,2019
34019,Hunterdon,READINGTON PD,72,0,1,0,10,15,40,6,15941,16,2019
34019,Hunterdon,STATE POLICE HUNTERDON COUNTY,106,1,2,1,10,16,66,10,27552,10,2019
34019,Hunterdon,TEWKSBURY TWP PD,25,0,0,0,2,6,14,3,5825,3,2019
34019,Hunterdon,WEST AMWELL TWP PD,28,0,0,0,1,3,23,1,2757,4,2019
34019,Hunterdon,Hunterdon County,526,1,7,2,48,83,352,33,122984,119,2019
34021,Mercer,COLLEGE OF NEW JERSEY,69,0,2,0,0,3,64,0,0,5,2018
34021,Mercer,DEPT OF CORRECTIONS,36,0,0,0,36,0,0,0,,36,2018
34021,Mercer,EAST WINDSOR TWP PD,189,0,5,8,5,7,160,4,27401,66,2018
34021,Mercer,EWING TWP PD,754,0,13,18,38,113,511,61,36142,148,2018
34021,Mercer,HAMILTON TWP PD,1816,4,12,50,50,325,1296,79,87889,403,2018
34021,Mercer,HIGHTSTOWN PD,35,0,1,0,0,6,28,0,5289,9,2018
34021,Mercer,HOPEWELL BOROUGH,6,0,0,0,0,1,5,0,1921,1,2018
34021,Mercer,HOPEWELL TWP PD,84,0,5,1,2,18,58,0,18000,22,2018
34021,Mercer,LAWRENCE TWP PD,626,0,6,6,18,54,529,13,32644,262,2018
34021,Mercer,MERCER CO PROSECUTOR' OFF/ID UNIT,0,0,0,0,0,0,0,0,0,0,2018
34021,Mercer,MERCER CO SHERIFF'S DEPT,14,0,0,0,1,7,4,2,0,12,2018
34021,Mercer,NJ DEPARTMENT OF HUMAN SERVICES,93,0,0,0,59,1,33,0,0,15,2018
34021,Mercer,NJ DIV CRIMINAL JUSTICE - TRENTON,1,0,0,0,1,0,0,0,,1,2018
34021,Mercer,NJ DIVISION OF FISH & WILDLIFE,7,0,0,0,0,0,7,0,0,3,2018
34021,Mercer,NJ PARK POLICE,59,0,1,1,5,8,42,2,0,0,2018
34021,Mercer,PENNINGTON BORO PD,6,0,1,0,0,0,5,0,2554,1,2018
34021,Mercer,PRINCETON PD,235,0,0,3,8,43,169,12,31856,31,2018
34021,Mercer,PRINCETON UNIVERSITY POLICE,192,0,2,0,0,12,162,16,0,12,2018
34021,Mercer,ROBBINSVILLE TOWNSHIP POLICE,61,1,0,1,0,10,47,2,14710,7,2018
34021,Mercer,STATE POLICE,0,0,0,0,0,0,0,0,0,0,2018
34021,Mercer,STATE POLICE MERCER COUNTY,60,1,3,0,6,3,46,1,,9,2018
34021,Mercer,TRENTON PD,3438,16,40,341,575,772,1317,377,83753,499,2018
34021,Mercer,WEST WINDSOR TWP PD,309,0,2,3,6,48,243,7,28277,70,2018
34021,Mercer,Mercer County,8090,22,93,432,810,1431,4726,576,370436,1612,2018
