"Row ID","Place ID","Place Name","Use Code","Use Level",Descriptiion,"Acreage 1986","Acreage 1995","Acreage 2002","Acreage 2007","Acreage 2012","Acreage 2015","Change in Acreage 1986 - 1995","Change in Acreage 1995 - 2002","Change in Acreage 2002 - 2007","Change in Acreage 2007 - 2012","Change in Acreage 2012 - 2015","Change in Acreage 1986 - 2015","Percentage Change 1986 - 1995","Percentage Change 1995 - 2002","Percentage Change 2002 - 2007","Percentage Change 2007 - 2012","Percentage Change 2012 - 2015","Percentage Change 1986 - 2015","Percentage Change 1986 - 1995","Percentage Change 1995 - 2002","Percentage Change 2002 - 2007","Percentage Change 2007 - 2012","Percentage Change 2012 - 2015","Percentage Change 1986 - 2015","Place Total Area"
335,02,Bergen,2260,3,"Cranberry Farms",10.0,0.0,0.0,0.0,.0,.0,-10.0,.0,0.0,0.0,0.0,-10.0,-100,0,0,0,0,-100,0.01,0,0,0,0,0,"153,489.7"
336,02,Bergen,2300,3,"Confined Feeding Operations",0.0,1.2,1.3,1.3,1.5,1.5,1.2,.1,0.0,0.2,0.0,1.5,100,11.11,0,14.62,0,100,0,0,0,0,0,0,"153,489.7"
337,02,Bergen,2400,3,"Other Agriculture",57.7,43.9,125.8,131.9,125.7,130.2,-13.8,81.9,6.1,-6.2,4.4,72.5,-23.98,186.86,4.84,-4.67,3.52,125.64,0.04,0.03,0.08,0.09,0.08,0.08,"153,489.7"
338,02,Bergen,4100,3,Deciduous Forest,"1,845.1",0.0,0.0,0.0,.0,.0,"-1,845.1",.0,0.0,0.0,0.0,"-1,845.1",-100,0,0,0,0,-100,1.2,0,0,0,0,0,"153,489.7"
339,02,Bergen,4110,3,"Deciduous Forest (10-50% Crown Closure)",596.1,836.0,"1,693.3","1,453.8","1,540.8","1,489.7",239.9,857.3,-239.5,87.0,-51.0,893.6,40.23,102.55,-14.14,5.98,-3.31,149.89,0.39,0.54,1.1,0.95,1,0.97,"153,489.7"
340,02,Bergen,4120,3,"Deciduous Forest (>50% Crown Closure)","22,767.6","22,965.7","23,308.3","22,409.8","22,152.7","21,994.8",198.1,342.6,-898.4,-257.2,-157.8,-772.8,0.87,1.49,-3.85,-1.15,-0.71,-3.39,14.83,14.96,15.19,14.6,14.43,14.33,"153,489.7"
341,02,Bergen,4200,3,Coniferous Forest,121.2,0.0,0.0,0.0,.0,.0,-121.2,.0,0.0,0.0,0.0,-121.2,-100,0,0,0,0,-100,0.08,0,0,0,0,0,"153,489.7"
342,02,Bergen,4210,3,"Coniferous Forest (10-50% Crown Closure)",10.0,10.0,12.6,6.0,10.6,14.9,0.0,2.7,-6.6,4.6,4.4,5.0,0,26.58,-52.46,76.5,41.08,49.85,0.01,0.01,0.01,0,0.01,0.01,"153,489.7"
343,02,Bergen,4220,3,"Coniferous Forest (>50% Crown Closure)",95.9,95.9,70.2,48.0,27.9,25.8,0.0,-25.7,-22.2,-20.2,-2.1,-70.1,0,-26.76,-31.61,-41.99,-7.36,-73.08,0.06,0.06,0.05,0.03,0.02,0.02,"153,489.7"
344,02,Bergen,4230,3,Plantation,173.1,173.1,0.0,113.0,.0,.0,0.0,-173.1,113.0,-113.0,0.0,-173.1,0,-100,100,-100,0,-100,0.11,0.11,0,0.07,0,0,"153,489.7"
345,02,Bergen,4310,3,"Mixed with Coniferous Prevalent (> 50% Coniferous)",96.8,0.0,0.0,0.0,.0,.0,-96.8,.0,0.0,0.0,0.0,-96.8,-100,0,0,0,0,-100,0.06,0,0,0,0,0,"153,489.7"
346,02,Bergen,4311,3,"Mixed Forest (>50% Coniferous with 10-50% Crown Closure)",10.9,10.9,50.5,27.0,15.5,15.5,0.0,39.6,-23.5,-11.6,0.0,4.6,0,363.64,-46.48,-42.78,0.26,42.33,0.01,0.01,0.03,0.02,0.01,0.01,"153,489.7"
347,02,Bergen,4312,3,"Mixed Forest (>50% Coniferous with >50% Crown Closure)",195.8,251.0,93.5,99.4,98.3,93.6,55.1,-157.5,5.9,-1.1,-4.7,-102.2,28.16,-62.74,6.27,-1.09,-4.74,-52.19,0.13,0.16,0.06,0.06,0.06,0.06,"153,489.7"
348,02,Bergen,4320,3," Mixed with Deciduous Prevalent (> 50% Deciduous)",126.2,0.0,0.0,0.0,.0,.0,-126.2,.0,0.0,0.0,0.0,-126.2,-100,0,0,0,0,-100,0.08,0,0,0,0,0,"153,489.7"
349,02,Bergen,4321,3,"Mixed Forest (>50% Deciduous with 10-50% Crown Closure)",45.7,45.7,97.4,82.2,82.6,78.9,0.0,51.8,-15.2,0.4,-3.8,33.2,0,113.41,-15.62,0.54,-4.54,72.81,0.03,0.03,0.06,0.05,0.05,0.05,"153,489.7"
350,02,Bergen,4322,3,"Mixed Forest (>50% Deciduous with >50% Crown Closure)",369.5,471.4,197.4,196.2,146.0,146.1,101.9,-274.0,-1.2,-50.2,0.1,-223.5,27.56,-58.12,-0.62,-25.59,0.06,-60.47,0.24,0.31,0.13,0.13,0.1,0.1,"153,489.7"
351,02,Bergen,4400,3,Brushland,612.2,0.0,0.0,0.0,.0,.0,-612.2,.0,0.0,0.0,0.0,-612.2,-100,0,0,0,0,-100,0.4,0,0,0,0,0,"153,489.7"
352,02,Bergen,4410,3,"Old Field (< 25% Brush Covered)",533.4,788.0,437.2,190.9,250.7,253.9,254.6,-350.7,-246.3,59.8,3.2,-279.5,47.72,-44.51,-56.34,31.33,1.26,-52.4,0.35,0.51,0.28,0.12,0.16,0.17,"153,489.7"
353,02,Bergen,4411,3,"Phragmites Dominate Old Field",0.0,0.0,83.8,224.9,209.0,231.5,0.0,83.8,141.1,-15.8,22.5,231.5,0,100,168.35,-7.04,10.77,100,0,0,0.05,0.15,0.14,0.15,"153,489.7"
354,02,Bergen,4420,3,"Deciduous Brush","1,084.5","1,268.0","1,104.1",652.9,451.3,397.0,183.5,-163.9,-451.2,-201.5,-54.3,-687.4,16.92,-12.92,-40.87,-30.87,-12.03,-63.39,0.71,0.83,0.72,0.43,0.29,0.26,"153,489.7"
355,02,Bergen,4430,3,"Coniferous Brush",21.6,28.2,9.3,12.2,14.0,14.3,6.6,-18.8,2.9,1.8,0.2,-7.3,30.51,-66.82,30.73,14.82,1.71,-33.89,0.01,0.02,0.01,0.01,0.01,0.01,"153,489.7"
356,02,Bergen,4440,3,"Mixed Deciduous",30.7,39.8,114.7,62.3,146.8,153.0,9.1,74.9,-52.4,84.5,6.1,122.3,29.58,188.34,-45.68,135.68,4.17,398.21,0.02,0.03,0.07,0.04,0.1,0.1,"153,489.7"
357,02,Bergen,5100,3,"Streams and Canals",565.8,562.9,653.0,676.9,924.4,892.8,-2.9,90.1,23.9,247.5,-31.6,327.0,-0.51,16,3.67,36.57,-3.42,57.8,0.37,0.37,0.43,0.44,0.6,0.58,"153,489.7"
358,02,Bergen,5190,3,"Exposed Flats",0.0,0.0,0.0,3.9,.0,.0,0.0,.0,3.9,-3.9,0.0,0.0,0,0,100,-100,0,0,0,0,0,0,0,0,"153,489.7"
359,02,Bergen,5200,3,Natural Lakes,"1,205.4","1,209.0","1,211.3","1,208.9",974.6,972.6,3.7,2.3,-2.4,-234.3,-2.0,-232.7,0.3,0.19,-0.2,-19.38,-0.2,-19.31,0.79,0.79,0.79,0.79,0.63,0.63,"153,489.7"
360,02,Bergen,5300,3,"Artificial Lakes","1,741.5","1,742.5","1,796.7","1,884.4","1,913.4","1,889.4",0.9,54.2,87.7,29.0,-24.0,147.8,0.05,3.11,4.88,1.54,-1.26,8.49,1.13,1.14,1.17,1.23,1.25,1.23,"153,489.7"
361,02,Bergen,5410,3,"Tidal Rivers, Inland Bays and other Tidal Waters","1,713.3","1,669.9","1,816.5","1,837.0","1,589.0","1,576.8",-43.4,146.6,20.4,-248.0,-12.2,-136.5,-2.53,8.78,1.12,-13.5,-0.77,-7.96,1.12,1.09,1.18,1.2,1.04,1.03,"153,489.7"
362,02,Bergen,5412,3,"Tidal Mud Flat",0.0,0.0,0.0,0.0,314.7,304.4,0.0,.0,0.0,314.7,-10.3,304.4,0,0,0,100,-3.27,100,0,0,0,0,0.21,0.2,"153,489.7"
363,02,Bergen,6110,3,"Saline Marshes","2,343.8","2,339.6",0.0,0.0,.0,.0,-4.3,"-2,339.6",0.0,0.0,0.0,"-2,343.8",-0.18,-100,0,0,0,-100,1.53,1.52,0,0,0,0,"153,489.7"
364,02,Bergen,6111,3,"Saline Marshes (Low marsh vegetation)",0.0,0.0,276.8,254.3,465.6,468.7,0.0,276.8,-22.4,211.3,3.1,468.7,0,100,-8.1,83.06,0.67,100,0,0,0.18,0.17,0.3,0.31,"153,489.7"
365,02,Bergen,6112,3,"Saline Marshes (High marsh vegetation)",0.0,0.0,114.0,79.9,75.4,75.3,0.0,114.0,-34.1,-4.5,-0.1,75.3,0,100,-29.92,-5.61,-0.15,100,0,0,0.07,0.05,0.05,0.05,"153,489.7"
366,02,Bergen,6141,3,"Phragmites Dominate Coastal Wetlands",0.0,0.0,"1,795.5","1,803.8","1,557.7","1,567.2",0.0,"1,795.5",8.3,-246.1,9.5,"1,567.2",0,100,0.46,-13.64,0.61,100,0,0,1.17,1.18,1.01,1.02,"153,489.7"
367,02,Bergen,6210,3,"Deciduous Wooded Wetlands","6,312.1","5,932.1","6,009.9","5,784.5","5,776.4","5,752.7",-380.0,77.8,-225.4,-8.1,-23.7,-559.4,-6.02,1.31,-3.75,-0.14,-0.41,-8.86,4.11,3.86,3.92,3.77,3.76,3.75,"153,489.7"
368,02,Bergen,6220,3,"Coniferous Wooded Wetlands",2.3,2.3,2.5,3.1,2.5,2.5,0.0,.2,0.6,-0.6,0.0,0.2,0,7.73,23.51,-20,0,6.44,0,0,0,0,0,0,"153,489.7"
369,02,Bergen,6231,3,"Deciduous Scrub",367.8,352.1,420.7,308.2,229.5,217.9,-15.7,68.6,-112.5,-78.7,-11.7,-149.9,-4.26,19.49,-26.74,-25.52,-5.08,-40.76,0.24,0.23,0.27,0.2,0.15,0.14,"153,489.7"
370,02,Bergen,6232,3,"Coniferous Scrub",0.0,0.0,0.8,0.0,.0,.0,0.0,.8,-0.8,0.0,0.0,0.0,0,100,-100,0,0,0,0,0,0,0,0,0,"153,489.7"
371,02,Bergen,6233,3,"Mixed Scrub",0.6,0.6,19.9,7.1,18.8,21.1,0.0,19.3,-12.8,11.7,2.3,20.5,0,3385.96,-64.27,164.79,12.18,3600,0,0,0.01,0,0.01,0.01,"153,489.7"
372,02,Bergen,6234,3,"Mixed Scrub",0.0,0.0,1.0,0.4,.7,.7,0.0,1.0,-0.6,0.3,0.0,0.7,0,100,-62.11,88.89,0,100,0,0,0,0,0,0,"153,489.7"
373,02,Bergen,6240,3,"Herbaceous Wetlands","1,106.5","1,103.6",209.0,124.8,119.2,119.6,-2.9,-894.6,-84.1,-5.6,0.4,-987.0,-0.26,-81.06,-40.26,-4.51,0.32,-89.19,0.72,0.72,0.14,0.08,0.08,0.08,"153,489.7"
374,02,Bergen,6241,3,"Phragmites Dominate Interior Wetlands",0.0,0.0,312.4,410.1,414.6,411.3,0.0,312.4,97.7,4.5,-3.3,411.3,0,100,31.27,1.1,-0.8,100,0,0,0.2,0.27,0.27,0.27,"153,489.7"
375,02,Bergen,6251,3,"Mixed Forested Wetlands (Deciduous Dom.)",10.0,9.4,8.4,5.6,15.0,15.0,-0.6,-1.0,-2.8,9.4,0.0,5.0,-5.61,-10.51,-33.69,168.52,-0.07,50.3,0.01,0.01,0.01,0,0.01,0.01,"153,489.7"
376,02,Bergen,6252,3,"Mixed Forested Wetlands (Coniferous Dom.)",6.6,6.6,12.8,11.5,2.2,2.2,0.0,6.1,-1.3,-9.2,0.0,-4.4,0,92.89,-10.12,-80.45,0,-66.11,0,0,0.01,0.01,0,0,"153,489.7"
377,02,Bergen,6290,3,"Unvegetated Flats",0.0,0.0,0.0,1.6,1.6,2.4,0.0,.0,1.6,0.1,0.8,2.4,0,0,100,4.52,46.91,100,0,0,0,0,0,0,"153,489.7"
378,02,Bergen,7200,3,"Bare Exposed Rock, Rockslides, etc.",50.3,80.2,69.5,58.6,58.7,58.7,29.9,-10.7,-10.9,0.1,0.0,8.4,59.43,-13.32,-15.66,0.1,0,16.67,0.03,0.05,0.05,0.04,0.04,0.04,"153,489.7"
379,02,Bergen,7300,3,"Extractive Mining",45.1,10.9,20.0,6.0,4.0,2.7,-34.2,9.1,-14.0,-2.0,-1.4,-42.4,-75.93,84.15,-69.97,-32.83,-33.75,-94.08,0.03,0.01,0.01,0,0,0,"153,489.7"
380,02,Bergen,7400,3,"Altered Lands",499.0,579.3,429.8,934.6,937.4,948.9,80.3,-149.5,504.8,2.8,11.5,449.9,16.09,-25.8,117.43,0.3,1.23,90.16,0.33,0.38,0.28,0.61,0.61,0.62,"153,489.7"
381,02,Bergen,7430,3,"Disturbed Wetlands (Modified)",234.3,294.5,97.4,175.4,52.4,79.7,60.2,-197.1,78.0,-123.0,27.4,-154.6,25.7,-66.92,80.04,-70.14,52.23,-65.98,0.15,0.19,0.06,0.11,0.03,0.05,"153,489.7"
382,02,Bergen,7440,3,"Disturbed Tidal Wetlands",0.0,0.0,0.0,0.0,94.7,97.7,0.0,.0,0.0,94.7,3.0,97.7,0,0,0,100,3.17,100,0,0,0,0,0.06,0.06,"153,489.7"
383,02,Bergen,7500,3,"Transitional Areas (sites under construction)",144.6,302.4,742.8,641.1,460.3,497.2,157.8,440.4,-101.7,-180.8,36.9,352.7,109.19,145.64,-13.7,-28.2,8.02,243.96,0.09,0.2,0.48,0.42,0.3,0.32,"153,489.7"
384,02,Bergen,7600,3,"Undifferentiated Barren Lands",55.7,26.4,10.1,3.8,2.8,2.8,-29.3,-16.4,-6.3,-1.0,0.0,-52.9,-52.56,-61.91,-62.26,-25.53,0,-94.92,0.04,0.02,0.01,0,0,0,"153,489.7"
385,02,Bergen,8000,3,"Managed Wetlands (Modified)",6.0,0.0,0.0,0.0,.0,.0,-6.0,.0,0.0,0.0,0.0,-6.0,-100,0,0,0,0,-100,0,0,0,0,0,0,"153,489.7"
386,03,Burlington,1,1,URBAN,"77,222.8","90,733.0","98,737.6","107,179.6","109,484.1","110,320.3","13,510.2","8,004.6","8,442.0","2,304.5",836.2,"33,097.5",17.5,8.82,8.55,2.15,0.76,42.86,14.71,17.28,18.81,20.42,20.85,21.01,"525,000.5"
387,03,Burlington,2,1,AGRICULTURE,"75,362.9","64,839.6","58,428.6","55,299.5","53,593.1","53,216.9","-10,523.2","-6,411.1","-3,129.1","-1,706.4",-376.2,"-22,146.0",-13.96,-9.89,-5.36,-3.09,-0.7,-29.39,14.35,12.35,11.13,10.53,10.21,10.14,"525,000.5"
388,03,Burlington,4,1,FOREST,"192,278.9","190,405.8","188,913.6","185,170.5","184,976.2","184,754.8","-1,873.1","-1,492.2","-3,743.1",-194.4,-221.3,"-7,524.1",-0.97,-0.78,-1.98,-0.1,-0.12,-3.91,36.62,36.27,35.98,35.27,35.23,35.19,"525,000.5"
389,03,Burlington,5,1,WATER,"13,233.3","13,535.9","13,850.7","14,585.1","15,142.1","14,802.1",302.6,314.7,734.5,557.0,-340.0,"1,568.8",2.29,2.33,5.3,3.82,-2.25,11.86,2.52,2.58,2.64,2.78,2.88,2.82,"525,000.5"
390,03,Burlington,6,1,WETLANDS,"162,590.9","160,984.8","160,135.0","158,620.4","158,079.6","158,155.6","-1,606.1",-849.9,"-1,514.6",-540.7,76.0,"-4,435.3",-0.99,-0.53,-0.95,-0.34,0.05,-2.73,30.97,30.66,30.5,30.21,30.11,30.12,"525,000.5"
391,03,Burlington,7,1,"BARREN LAND","4,010.4","4,199.9","4,633.7","3,844.0","3,725.5","3,750.8",189.6,433.8,-789.7,-118.6,25.3,-259.6,4.73,10.33,-17.04,-3.08,0.68,-6.47,0.76,0.8,0.88,0.73,0.71,0.71,"525,000.5"
392,03,Burlington,11,2,Residential,"47,131.2","55,791.9","61,180.9","65,065.0","66,249.8","66,693.7","8,660.7","5,389.0","3,884.1","1,184.9",443.9,"19,562.5",18.38,9.66,6.35,1.82,0.67,41.51,8.98,10.63,11.65,12.39,12.62,12.7,"525,000.5"
393,03,Burlington,12,2,"Commercial and Services","9,611.1","10,698.1","11,338.0","12,408.1","12,958.8","13,124.1","1,087.0",639.9,"1,070.1",550.7,165.3,"3,513.0",11.31,5.98,9.44,4.44,1.28,36.55,1.83,2.04,2.16,2.36,2.47,2.5,"525,000.5"
394,03,Burlington,13,2,Industrial,"2,914.8","3,501.1","3,874.9","4,009.5","4,049.0","3,944.4",586.3,373.9,134.6,39.4,-104.6,"1,029.6",20.11,10.68,3.47,0.98,-2.58,35.32,0.56,0.67,0.74,0.76,0.77,0.75,"525,000.5"
395,03,Burlington,14,2,Transportation/Communication/Utilities,"3,902.6","4,144.6","5,807.5","7,383.2","7,883.0","8,528.0",242.1,"1,662.9","1,575.7",499.8,645.0,"4,625.5",6.2,40.12,27.13,6.77,8.18,118.52,0.74,0.79,1.11,1.41,1.5,1.62,"525,000.5"
396,03,Burlington,15,2,"Industrial and Commercial Complexes",49.5,68.5,66.7,83.7,90.2,97.8,19.0,-1.8,16.9,6.6,7.6,48.3,38.34,-2.6,25.39,7.84,8.45,97.6,0.01,0.01,0.01,0.02,0.02,0.02,"525,000.5"
397,03,Burlington,16,2,"Mixed Urban or Built-up Land",48.9,48.8,44.5,59.7,61.7,55.3,-0.1,-4.4,15.3,2.0,-6.4,6.4,-0.2,-8.97,34.37,3.33,-10.43,12.98,0.01,0.01,0.01,0.01,0.01,0.01,"525,000.5"
398,03,Burlington,17,2,"Other Urban or Built-up Land","8,628.2","11,015.5","10,457.0","11,539.4","11,150.4","10,759.1","2,387.3",-558.5,"1,082.5",-389.1,-391.3,"2,130.9",27.67,-5.07,10.35,-3.37,-3.51,24.7,1.64,2.1,1.99,2.2,2.12,2.05,"525,000.5"
399,03,Burlington,18,2,"Recreational Land","5,511.9","6,304.5","7,029.0","7,786.8","8,223.9","8,307.6",792.6,724.5,757.8,437.1,83.7,"2,795.7",14.38,11.49,10.78,5.61,1.02,50.72,1.05,1.2,1.34,1.48,1.57,1.58,"525,000.5"
400,03,Burlington,21,2,"Cropland and Pastureland","91,213.8","79,745.4","70,725.7","65,969.0","63,275.7","63,113.0","-11,468.4","-9,019.8","-4,756.7","-2,693.3",-162.7,"-28,100.8",-12.57,-11.31,-6.73,-4.08,-0.26,-30.81,17.37,15.19,13.47,12.57,12.05,12.02,"525,000.5"
401,03,Burlington,22,2,"Orchards, Vineyards, Nurseries, Horticultural Areas, Sod Farms","6,201.8","6,540.5","7,182.8","8,206.9","7,943.5","7,688.5",338.7,642.2,"1,024.1",-263.4,-255.0,"1,486.6",5.46,9.82,14.26,-3.21,-3.21,23.97,1.18,1.25,1.37,1.56,1.51,1.46,"525,000.5"
402,03,Burlington,23,2,"Confined Feeding Operations",78.1,63.1,53.9,44.7,65.7,68.0,-15.0,-9.2,-9.2,21.0,2.3,-10.1,-19.15,-14.57,-17.06,46.89,3.45,-12.94,0.01,0.01,0.01,0.01,0.01,0.01,"525,000.5"
403,03,Burlington,24,2,"Other Agriculture","2,071.0","2,496.6","3,930.1","4,382.5","4,913.3","4,909.9",425.6,"1,433.6",452.4,530.8,-3.4,"2,839.0",20.55,57.42,11.51,12.11,-0.07,137.08,0.39,0.48,0.75,0.83,0.94,0.94,"525,000.5"
404,03,Burlington,41,2,Deciduous Forest,"20,795.9","26,807.5","29,513.4","27,614.0","26,492.5","26,344.9","6,011.6","2,706.0","-1,899.4","-1,121.5",-147.6,"5,549.0",28.91,10.09,-6.44,-4.06,-0.56,26.68,3.96,5.11,5.62,5.26,5.05,5.02,"525,000.5"
405,03,Burlington,42,2,Coniferous Forest,"118,129.5","93,803.7","95,762.9","98,726.6","98,283.7","98,231.7","-24,325.8","1,959.2","2,963.8",-442.9,-52.1,"-19,897.8",-20.59,2.09,3.09,-0.45,-0.05,-16.84,22.5,17.87,18.24,18.81,18.72,18.71,"525,000.5"
406,03,Burlington,43,2,Mixed Forest,"22,335.8","44,694.0","44,691.2","44,624.0","45,181.9","45,066.6","22,358.1",-2.8,-67.2,557.9,-115.3,"22,730.8",100.1,-0.01,-0.15,1.25,-0.26,101.77,4.25,8.51,8.51,8.5,8.61,8.58,"525,000.5"
407,03,Burlington,44,2,Brushland/Shrubland,"31,017.7","24,986.9","18,503.0","13,959.9","14,337.1","14,693.4","-6,030.7","-6,483.9","-4,543.1",377.2,356.3,"-16,324.3",-19.44,-25.95,-24.55,2.7,2.49,-52.63,5.91,4.76,3.52,2.66,2.73,2.8,"525,000.5"
408,03,Burlington,45,2,"Severe Burned Upland Vegetation",0.0,113.7,443.1,246.1,681.0,418.3,113.7,329.4,-197.1,434.9,-262.7,418.3,100,289.61,-44.47,176.75,-38.58,100,0,0.02,0.08,0.05,0.13,0.08,"525,000.5"
409,03,Burlington,51,2,"Streams and Canals",567.3,569.4,734.5,757.0,732.3,700.4,2.2,165.1,22.5,-24.7,-31.9,133.1,0.38,28.99,3.06,-3.26,-4.35,23.47,0.11,0.11,0.14,0.14,0.14,0.13,"525,000.5"
410,03,Burlington,52,2,Natural Lakes,230.2,227.2,196.9,222.0,238.4,229.9,-3.0,-30.3,25.1,16.4,-8.6,-0.4,-1.3,-13.33,12.74,7.39,-3.6,-0.16,0.04,0.04,0.04,0.04,0.05,0.04,"525,000.5"
411,03,Burlington,53,2,"Artificial Lakes","5,752.3","6,023.1","5,981.3","6,428.8","6,843.0","6,578.6",270.8,-41.8,447.5,414.2,-264.4,826.3,4.71,-0.69,7.48,6.44,-3.86,14.36,1.1,1.15,1.14,1.22,1.3,1.25,"525,000.5"
412,03,Burlington,54,2,"Bays, Estuaries & other Tidal Waters","13,367.0","13,432.5","13,838.9","14,315.0","14,615.5","14,546.0",65.5,406.5,476.1,300.5,-69.5,"1,179.0",0.49,3.03,3.44,2.1,-0.48,8.82,2.55,2.56,2.64,2.73,2.78,2.77,"525,000.5"
413,03,Burlington,54,2,"Bays, Estuaries & other Tidal Waters","13,367.0","13,432.5","13,838.9","14,315.0","14,615.5","14,546.0",65.5,406.5,476.1,300.5,-69.5,"1,179.0",0.49,3.03,3.44,2.1,-0.48,8.82,2.55,2.56,2.64,2.73,2.78,2.77,"525,000.5"
414,03,Burlington,61,2,"Coastal Wetlands","9,398.0","9,367.2","9,514.6","9,358.8","9,495.8","9,518.0",-30.8,147.5,-155.9,137.1,22.1,120.0,-0.33,1.57,-1.64,1.46,0.23,1.28,1.79,1.78,1.81,1.78,1.81,1.81,"525,000.5"
415,03,Burlington,62,2,"Interior Wetland","127,618.7","125,045.5","125,213.5","124,028.1","124,227.7","124,233.7","-2,573.2",168.0,"-1,185.4",199.6,6.0,"-3,385.0",-2.02,0.13,-0.95,0.16,0,-2.65,24.31,23.82,23.85,23.62,23.66,23.66,"525,000.5"
416,03,Burlington,65,2,"Severe Burned Wetlands",0.0,32.6,14.9,4.8,23.4,40.2,32.6,-17.7,-10.1,18.5,16.8,40.2,100,-54.36,-67.54,383.85,72.06,100,0,0.01,0,0,0,0.01,"525,000.5"
417,03,Burlington,71,2,Beaches,0.0,0.0,2.0,3.2,3.2,3.2,0.0,2.0,1.2,0.0,0.0,3.2,0,100,58.29,0,0.32,100,0,0,0,0,0,0,"525,000.5"
418,03,Burlington,73,2,"Extractive Mining","1,379.4","1,095.4",856.8,847.8,857.6,882.1,-284.0,-238.6,-9.0,9.8,24.6,-497.3,-20.59,-21.78,-1.06,1.15,2.87,-36.05,0.26,0.21,0.16,0.16,0.16,0.17,"525,000.5"
419,03,Burlington,74,2,"Altered Lands","2,834.2","5,771.0","4,474.3","4,364.5","4,041.8","4,156.1","2,936.7","-1,296.7",-109.8,-322.6,114.2,"1,321.8",103.62,-22.47,-2.45,-7.39,2.83,46.64,0.54,1.1,0.85,0.83,0.77,0.79,"525,000.5"
420,03,Burlington,74,2,"Altered Lands","2,834.2","5,771.0","4,474.3","4,364.5","4,041.8","4,156.1","2,936.7","-1,296.7",-109.8,-322.6,114.2,"1,321.8",103.62,-22.47,-2.45,-7.39,2.83,46.64,0.54,1.1,0.85,0.83,0.77,0.79,"525,000.5"
421,03,Burlington,75,2,"Transitional Areas (sites under construction)","1,394.6","1,613.2","2,160.5","1,501.7","1,342.0","1,352.0",218.7,547.3,-658.8,-159.7,10.0,-42.6,15.68,33.92,-30.49,-10.63,0.74,-3.05,0.27,0.31,0.41,0.29,0.26,0.26,"525,000.5"
422,03,Burlington,76,2,"Undifferentiated Barren Lands",581.3,299.2,262.9,98.4,67.4,67.4,-282.1,-36.3,-164.6,-31.0,0.0,-513.9,-48.52,-12.13,-62.58,-31.5,0,-88.41,0.11,0.06,0.05,0.02,0.01,0.01,"525,000.5"
423,03,Burlington,80,2,"Managed Wetlands (Modified)",34.9,0.0,0.0,0.0,.0,.0,-34.9,.0,0.0,0.0,0.0,-34.9,-100,0,0,0,0,-100,0.01,0,0,0,0,0,"525,000.5"
424,03,Burlington,1100,3,Residential,580.6,0.0,0.0,0.0,.0,.0,-580.6,.0,0.0,0.0,0.0,-580.6,-100,0,0,0,0,-100,0.11,0,0,0,0,0,"525,000.5"
425,03,Burlington,1110,3,"Residential (High Density or Multiple Dwelling)","3,281.4","4,350.6","5,116.8","5,414.6","5,540.4","5,676.2","1,069.2",766.2,297.8,125.8,135.8,"2,394.8",32.58,17.61,5.82,2.32,2.45,72.98,0.63,0.83,0.97,1.03,1.06,1.08,"525,000.5"
426,03,Burlington,1120,3,"Residential (Single Unit, Medium Density)","21,609.7","24,238.8","26,204.5","27,320.0","27,692.2","27,828.8","2,629.0","1,965.7","1,115.6",372.2,136.6,"6,219.1",12.17,8.11,4.26,1.36,0.49,28.78,4.12,4.62,4.99,5.2,5.27,5.3,"525,000.5"
427,03,Burlington,1130,3,"Residential (Single Unit, Low Density)","10,711.7","12,664.6","13,148.9","13,359.3","13,507.0","13,529.0","1,952.9",484.3,210.5,147.7,22.0,"2,817.4",18.23,3.82,1.6,1.11,0.16,26.3,2.04,2.41,2.5,2.54,2.57,2.58,"525,000.5"
428,03,Burlington,1140,3,"Residential (Rural, Single Unit)","10,936.9","14,527.0","16,700.9","18,967.8","19,506.9","19,655.8","3,590.1","2,173.9","2,266.9",539.2,148.9,"8,718.8",32.83,14.96,13.57,2.84,0.76,79.72,2.08,2.77,3.18,3.61,3.72,3.74,"525,000.5"
429,03,Burlington,1150,3,"Mixed Residential",10.9,10.9,9.8,3.2,3.2,4.0,0.0,-1.1,-6.6,0.0,0.8,-6.9,0,-10.06,-67.24,0,24.84,-63.22,0,0,0,0,0,0,"525,000.5"
430,03,Burlington,1200,3,"Commercial and Services","6,269.6","7,379.2","8,296.1","9,237.7","9,652.8","9,836.9","1,109.6",916.9,941.6,415.1,184.1,"3,567.4",17.7,12.43,11.35,4.49,1.91,56.9,1.19,1.41,1.58,1.76,1.84,1.87,"525,000.5"
431,03,Burlington,1211,3,"Military Installations","3,341.5","3,318.9","3,041.9","3,170.5","3,306.0","3,287.1",-22.6,-277.0,128.5,135.5,-18.8,-54.4,-0.68,-8.35,4.22,4.27,-0.57,-1.63,0.64,0.63,0.58,0.6,0.63,0.63,"525,000.5"
432,03,Burlington,1300,3,Industrial,"2,914.8","3,501.1","3,874.9","4,009.5","4,049.0","3,944.4",586.3,373.9,134.6,39.4,-104.6,"1,029.6",20.11,10.68,3.47,0.98,-2.58,35.32,0.56,0.67,0.74,0.76,0.77,0.75,"525,000.5"
433,03,Burlington,1400,3,Transportation,"3,667.1","3,905.3","1,766.0","2,038.3","2,228.1","2,497.5",238.2,"-2,139.3",272.2,189.9,269.3,"-1,169.7",6.49,-54.78,15.41,9.32,12.09,-31.9,0.7,0.74,0.34,0.39,0.42,0.48,"525,000.5"
