ID,ADDRESS,CITY,ST,ZIP,Longitude,Latitude,Match Score
300,"265 N, NJ-73",West Berlin,NJ,08091,-74.93630499999995,39.808430000000044,87.2
301, 416 W Cuthbert Boulevard,Westmont,NJ,08108,-75.05954452638346,39.90813709792715,99.9
302,Court Hourse South Dennis Rd,Cape May Court House,NJ,08210,-74.82345766784444,39.12912166904129,99.62
303,11 Court House South Dennis Rd,Cape May Court House,NJ,08210,-74.8194930303509,39.08941201876163,100
304, 1 Route US 9 South,Marmora,NJ,08223,-74.64740544308312,39.2645092258529,100
305, 4 W. Roosevelt Boulevard,Marmora,NJ,08223,-74.64929349014118,39.26594876373188,100
306, 3221 Bayshore Road,North Cape May,NJ,08204,-74.93583653817676,38.99410982569404,99.9
307, 3845 Bayshore Road,North Cape May,NJ,08204,-74.93869501861683,38.9749010181869,99.9
308,2504 Delaware Ave,North Wildwood,NJ,08260,-74.81250548455824,38.99704179612357,100
309, 800 W. Avenue,Ocean City,NJ,08226,-74.57016499999997,39.28284000000008,85
310, 1601 Haven Avenue,Ocean City,NJ,08226,-74.5878649591719,39.27251683972447,100
311, 3401 Simpson Avenue,Ocean City,NJ,08226,-74.6135129148645,39.25273875027244,100
312,50 West Avenue,Ocean City,NJ,08226,-74.5652249155089,39.28878173989224,100
313, 1700 NJ-47,Rio Grande,NJ,08242,-74.87551999999994,39.01519500000006,86.67
314, 1700 Route 47 S,Rio Grande,NJ,08242,-74.86950626357884,39.01065381663447,98.04
315, 3300 Route 9 S,Rio Grande,NJ,08242,-74.87362253240934,39.01693911245872,100
316, 3159 Route 9 South,Rio Grande,NJ,08242,-74.87067511997718,39.02048939327749,100
317, 6110 Landis Avenue,Sea Isle City,NJ,08243,-74.70217321752678,39.141656467291405,100
318, 2078 US Highway 9 South,Seaville,NJ,08230,-74.70241479072678,39.210206626509255,96.21
319, 1501 Baysore Road,Villas,NJ,08251,-74.93310236136128,39.023938085429386,97.34
320, 76 Landis Avenue,Vineland,NJ,08360,-75.03600497498921,39.4866824240829,99.55
321, 1163 East Chestnut Avenue,Vineland,NJ,08360,-75.00257878331588,39.47784810768325,100
322, 3629 E. Landis Avenue,Vineland,NJ,08361,-74.95847153242607,39.482953692545536,100
323, 139 Myrtle Avenue,West Cape May,NJ,08204,-74.92929952548343,38.93506397412137,100
324, 5100 Park Boulevard,Wildwood,NJ,08260,-74.82875345034009,38.98466010996366,100
325, 3400 New Jersey Avenue,Wildwood,NJ,08260,-74.81555773635196,38.99076385376551,100
326, 5000 Park Boulevard,Wildwood,NJ,08260,-74.82811223474718,38.98513917763971,100
327, 1070 North Pearl Street,Bridgeton,NJ,08302,-75.20922062021891,39.458882669091956,100
328, 52 East Broad Street,Bridgeton,NJ,08302,-75.23326384612979,39.426823439740865,100
329, 1070 North Pearl Street,Bridgeton,NJ,08302,-75.20922062021891,39.458882669091956,100
330, 52 East Broad Street,Bridgeton,NJ,08302,-75.23326384612979,39.426823439740865,100
331, 9 Landis Avenue,Bridgeton,NJ,08302,-75.20659103766383,39.46177949638182,100
332, 25 E. Broad Street,Bridgeton,NJ,08302,-75.23430906945572,39.426975319826646,100
333, 1130 Highway 77,Bridgeton,NJ,08302,-75.20884199776167,39.46657398690775,100
334, 1209 N High Street,Millville,NJ,08332,-75.03983600765439,39.41160395714065,99.89
335, 2100 N 2nd Street,Millville,NJ,08332,-75.0395471300994,39.42192793138173,100
336, 1700 East Main Street,Millville,NJ,08332,-75.01771189040396,39.39463802119476,100
337, 907 North High Street,Millville,NJ,08332,-75.03920845456372,39.40585828824241,99.89
338, 907 North High Street,Millville,NJ,08332,-75.03920845456372,39.40585828824241,99.89
339, 1700 East Main Street,Millville,NJ,08332,-75.01771189040396,39.39463802119476,100
340, 2130 N. 2nd Street,Millville,NJ,08332,-75.03960301449233,39.42246110458266,100
341, 2130 North 2nd Street,Millville,NJ,08332,-75.03960301449233,39.42246110458266,100
342, 1111 North High Street,Millville,NJ,08332,-75.03944211042173,39.40826898168157,100
343, 2291 N 2nd Street,Millville,NJ,08332,-75.03990507453673,39.42634168985596,100
344, 1000 N Pearl Street,Upper Deerfield,NJ,08302,-75.21330301426971,39.45752299831133,98.33
345, 1889 South Lincoln Avenue,Vineland,NJ,08361,-74.98582511906774,39.45749734968751,100
346, 2791 S Delsea Drive,Vineland,NJ,08360,-75.04191312708035,39.44606686450826,100
347, 7 West Landis Avenue,Vineland,NJ,08360,-75.04224773265526,39.486906849540084,100
348, 970 North Main Road,Vineland,NJ,08360,-74.9952285247834,39.49869716982302,100
349, 7 West Landis Avenue,Vineland,NJ,08360,-75.04224773265526,39.486906849540084,100
350, 970 North Main Road,Vineland,NJ,08360,-74.9952285247834,39.49869716982302,100
351, 1889 S. Lincoln Avenue,Vineland,NJ,08360,-74.98546652128653,39.45776271187835,99.52
352, 2791 S. Delsea Drive,Vineland,NJ,08360,-75.04191312708035,39.44606686450826,100
353, 301 South Main Road,Vineland,NJ,08360,-75.0006752531043,39.48012019017703,100
354, 1255 West Landis Avenue,Vineland,NJ,08360,-75.04953019548351,39.48720038516283,100
355, 3600 East Landis Avenue,Vineland,NJ,08360,-74.9576763412718,39.4829776647888,99.52
356, 3600 E Landis Avenue,Vineland,NJ,08360,-74.9576763412718,39.4829776647888,99.52
357, 1015 North Main Road,Vineland,NJ,08360,-74.99482082901267,39.4999688302632,100
358, 950 W. Landis Avenue,Vineland,NJ,08360,-75.04372873112733,39.487042133457656,100
359, 1070 W. Landis Avenue,Vineland,NJ,08360,-75.04731501221997,39.4894689877934,100
360, 519 Washington Avenue,Belleville,NJ,07109,-74.14797294400252,40.79836844861892,100
361, 175 Washington Avenue,Belleville,NJ,07109,-74.15302092868514,40.787021294602674,100
362, 597 Washington Avenue,Belleville,NJ,07109,-74.14685830201346,40.80070110540872,100
363, 345 Franklin Avenue,Belleville,NJ,07109,-74.16984215107281,40.801972765848966,100
364, 250 Glenwood Avenue,Bloomfield,NJ,07003,-74.20035722395423,40.79106065947146,100
365, 331 Broad Street,Bloomfield,NJ,07003,-74.19316949052406,40.80588489342743,100
366,105 Bloomfield Avenue,Bloomfield,NJ,07003,-74.18820916404397,40.7776317190275,100
367, 1409 Broad Street,Bloomfield,NJ,07003,-74.1841205554939,40.8368994858289,100
368, 17 Belleville Avenue,Bloomfield,NJ,07003,-74.18022372488872,40.79679702445722,100
369, 1041 Pompton Avenue,Cedar Grove,NJ,07009,-74.23483978688466,40.86762540548469,100
370, 387 Pompton Avenue,Cedar Grove,NJ,07009,-74.22853345773058,40.84650969619407,100
371, 317 Central Avenue,East Orange,NJ,07018,-74.21483805133722,40.754749626272684,100
372, 80 Central Avenue,East Orange,NJ,07018,-74.20543910442731,40.75162100513204,100
373, 543 Central Avenue,East Orange,NJ,07018,-74.22255943801463,40.76001055641331,100
374, 533 Main Street,East Orange,NJ,07018,-74.21849214202662,40.76698531898048,100
375, 508 Dr. Martin Luther King Boulevard,East Orange,NJ,07018,-74.21659739648867,40.76573310714297,100
376, 632 Route 46 East,Fairfield,NJ,07004,-74.27168482819985,40.89044130988103,100
377, 397 US-46,Fairfield,NJ,07004,-74.29031524541345,40.88266287505762,100
378, 35 Mill Road,Irvington,NJ,07111,-74.24911509809868,40.71348712356051,100
379, 1200 Clinton Avenue Suite 1,Irvington,NJ,07111,-74.23200117155538,40.72830421883997,100
380, 810 Springfield Avenue,Irvington,NJ,07111,-74.21898751250423,40.72861657046187,100
381, 184 S Livingston Avenue,Livingston,NJ,07039,-74.31353714052301,40.78976582306889,100
382, 343 W. Mt. Pleasant Avenue,Livingston,NJ,07039,-74.33951223936839,40.79595657102563,100
383, 483 S Livingston Avenue,Livingston,NJ,07039,-74.3223989076549,40.775652332592436,100
384, 45 S. Livingston Avenue Suite 1,Livingston,NJ,07039,-74.31502124029903,40.79406691286438,100
385, 453 Valley St,Maplewood,NJ,07040,-74.26607905620065,40.737587428063925,100
386, 1633 Springfield Avenue,Maplewood,NJ,07040,-74.25842067890727,40.722279306837414,100
387, 187 Millburn Avenue,Millburn,NJ,07041,-74.29630746799346,40.72261399623143,100
388, 49 Claremont Avenue,Montclair,NJ,07042,-74.20748192547235,40.81268630494035,100
389, 514 Bloomfield Avenue,Montclair,NJ,07042,-74.21883437513321,40.81485801414345,100
390,461 Bloomfield Avenue,Newark,NJ,07107,-74.18367639844463,40.77107409516873,100
391, 275 Chestnut Street,Newark,NJ,07105,-74.16429500755126,40.72283942751709,100
392,42 Ferry Street,Newark,NJ,07105,-74.16322245922089,40.73258460533462,100
393, 1084 Broad Street,Newark,NJ,07102,-74.17835590158509,40.724961557763116,100
394, 104 12th Avenue,Newark,NJ,07107,-74.19186845151333,40.74277381447264,100
395, 206 Springfield Avenue,Newark,NJ,07103,-74.18712295321149,40.73491917491655,100
396,579 Irvington Avenue,Newark,NJ,07106,-74.24916814744894,40.734594837173276,100
397, 361 Bergen Street,Newark,NJ,07103,-74.19607742419291,40.7315624741519,100
398, 3 Penn Plaza East,Newark,NJ,07105,-74.16211907354061,40.733979236348176,98.7
399, 61 Ferry Street,Newark,NJ,07105,-74.16269490223506,40.73210176580215,100
400,217 Harrison Street,Nutley,NJ,07110,-74.16654546473481,40.81261572931548,100
401, 437 Franklin Avenue,Nutley,NJ,07110,-74.15786633927277,40.82160431464279,100
402, 45 Eisenhower Parkway,Roseland,NJ,07068,-74.32706025734139,40.82103882725148,100
403, 587 Millburn Avenue,Short Hills,NJ,07078,-74.32539233673616,40.71718956377229,100
404, 139 S Orange Avenue,South Orange,NJ,07079,-74.25588498555864,40.74538779479707,100
405, 565 Valley Road,Upper Montclair,NJ,07043,-74.20766020855285,40.839448925498615,100
406, 342 Claremont Avenue,Verona,NJ,07044,-74.24300124600667,40.83068547809068,100
407, 560 Passaic Avenue,West Caldwell,NJ,07006,-74.29693924011464,40.849729357822106,99.9
408, 540 Passaic Avenue,West Caldwell,NJ,07006,-74.29777715089601,40.84897470700023,100
409, 601 Passiac Avenue,West Caldwell,NJ,07006,-74.29450837629597,40.85220488293671,96.86
410, 217 Main Street,West Orange,NJ,07052,-74.23318494774063,40.78511856067224,100
411, 20 South Valley Road,West Orange,NJ,07052,-74.25075995001212,40.766578686332814,100
412, 265 Prospect Avenue,West Orange,NJ,07052,-74.24803876981514,40.80271204970903,100
413, 1 Rooney Circle,West Orange,NJ,07052,-74.25389457017648,40.79459109507902,100
414,262 Main St,West Orange,NJ,07052,-74.23217970609305,40.786476261348724,100
415, 236 S. Delsea Drive,Clayton,NJ,08312,-75.09026262680561,39.652221868583986,100
416, 1900 Deptford Center Road,Deptford,NJ,08096,-75.09166332664512,39.828711724760474,99.9
417, 860 Cooper Street,Deptford,NJ,08096,-75.12846918549778,39.829922155398044,99.9
418, 2000 Clements Bridge Road Suite 116,Deptford,NJ,08096,-75.08985803233945,39.837606768049326,100
419, 1077 Mantua Pike,Deptford,NJ,08096,-75.16843473749908,39.80451427075288,100
420, 2000 Clements Bridge Road Suite 100,Deptford,NJ,08096,-75.08985803233945,39.837606768049326,100
421, 820 Cooper Street,Deptford,NJ,08096,-75.12922498170715,39.832624019977004,99.9
422, 380 Harmony Road,Gibbstown,NJ,08027,-75.25962400960707,39.81761052264729,100
423, 1060 N Delsea Drive,Glassboro,NJ,08028,-75.11569684143905,39.72304739976445,99.89
424, 350 Buck Road,Glassboro,NJ,08028,-75.11850680342938,39.67407342840385,100
425, 695 North Delsea Drive,Glassboro,NJ,08028,-75.1144662104149,39.71972472952665,99.89
426, 201 Dalton Drive,Glassboro,NJ,08028,-75.11011839999998,39.70658320000007,85
427, 201 Delsea Drive N,Glassboro,NJ,08028,-75.10878101694813,39.70695636687191,100
428, 524 Mullica Hill Road,Harrison Township,NJ,08062,-75.1676718495636,39.72282599179195,100
429, 335 Village Center Drive,Logan Township,NJ,08085,-75.35672542422863,39.758815788551686,100
430, 2037 West Boulevard,Malaga,NJ,08328,-75.05358014956752,39.571626181514645,100
431, 210 Bridgeton Pike,Mantua,NJ,08051,-75.17501984498243,39.79105971278215,100
432, 180 Bridgeton Pike,Mantua,NJ,08051,-75.17387227861869,39.79244612147687,100
433, 451 Cedar Road,Mullica Hill,NJ,08062,-75.21155563891479,39.75234487548109,100
434, 108 Swedesboro Road Suite 20,Mullica Hill,NJ,08062,-75.2258008509992,39.74334971036013,100
435, 143 Bridgeton Pike,Mullica Hill,NJ,08062,-75.21964033226185,39.723168888482306,100
436, 231 West Broad Street,Paulsboro,NJ,08066,-75.24466399071163,39.82919959106458,100
437, 1 East Street Broad,Paulsboro,NJ,08066,-75.24003350299995,39.82951434600005,85
438, 307 Egg Harbor Road,Sewell,NJ,08080,-75.08547345878833,39.76376563765282,100
439, 675 Woodbury Glassboro Road,Sewell,NJ,08080,-75.133700212628,39.76634218258302,100
440, 490 Hurfville-Cross Keys,Sewell,NJ,08080,-75.07484000878168,39.73864700167377,98.33
441, 500 Woodbury Glassboro Road,Sewell,NJ,08080,-75.12757508788631,39.749858719180175,100
442, 415 Egg Harbor Road,Sewell,NJ,08080,-75.07484612757108,39.749123752000266,100
443, 382 Egg Harbor Road,Sewell,NJ,08080,-75.07703715706104,39.75200532458353,100
444, 500 Egg Harbor Road,Sewell,NJ,08080,-75.06932840452954,39.74209699302086,100
445, 1619 Center Square Road,Swedesboro,NJ,08085,-75.35444386820761,39.755110643195216,100
446, 631 Mantua Avenue,West Deptford,NJ,08066,-75.23968006395245,39.837676168629656,99.9
447, 1098 Mantua Pike,Wenonah,NJ,08090,-75.16864859274054,39.803374572565474,100
448, 1000 Kings Highway,West Deptford,NJ,08086,-75.19296793043279,39.816925302062465,100
449, 2305 Glassboro-Crosskeys Road,Williamstown,NJ,08094,-75.05234147191622,39.71128851161853,100
450, 1239 S. Blackhorse Pike,Williamstown,NJ,08094,-74.97790178981536,39.67236400100965,99
451, 1881 N Black Horse Pike,Williamstown,NJ,08094,-75.01668292797025,39.7130840829168,100
452, 1434 S. Black Horse Pike,Williamstown,NJ,08094,-74.97253809141232,39.66830821642185,100
453, 2080 North Black Horse Pike,Williamstown,NJ,08094,-75.01999201952479,39.720256016459444,100
454, 100 S Blackhorse Pike,Williamstown,NJ,08094,-74.99103807610948,39.68767660655458,99
455, 13 N. Black Horse Pike,Williamstown,NJ,08094,-74.99330160906239,39.6895930029868,100
456, 1840 S. Black Horse Pike,Williamstown,NJ,08094,-74.96358698914558,39.66115035937551,100
457, 25 E Red Bank Avenue,Woodbury,NJ,08096,-75.1481430320074,39.84314306284453,100
458, 343 S. Broad Street,Woodbury,NJ,08096,-75.15694427078454,39.833199982453735,100
459, 1408 Delsea Drive,Woodbury,NJ,08096,-75.12488365877667,39.82831002205066,100
460, 121 Center Square Road,Woolwich,NJ,08085,-75.32570349766206,39.73832832171505,98.14
461, 2006 US-322,Woolwich,NJ,08085,-75.30594467417883,39.76175230041512,98.1
462, 455 Broadway,Bayonne,NJ,07002,-74.11950966069453,40.66247467913781,100
463,280 Broadway,Bayonne,NJ,07002,-74.12471985170832,40.65623066418623,100
464, 1097 Broadway,Bayonne,NJ,07002,-74.10008979686546,40.68545115212237,100
465,16 North Street,Bayonne,NJ,07002,-74.12983080098864,40.65480758466507,100
466, 583 Avenue C,Bayonne,NJ,07002,-74.11872575806834,40.66741449285119,100
467, 1080 Broadway,Bayonne,NJ,07002,-74.1004119972234,40.68497447328868,100
468, 699 Broadway,Bayonne,NJ,07002,-74.1124356696906,40.670857546232135,100
469, 500 Bayonne Crossing Way,Bayonne,NJ,07002,-74.10804280247454,40.660377371258235,100
470, 432 Bergen Street,Harrison,NJ,07029,-74.15509799213905,40.74331669596298,100
471, 210 14th Street,Hoboken,NJ,07030,-74.0284837353699,40.753768286444625,100
472, 59 Washington Street,Hoboken,NJ,07030,-74.03136321996863,40.735726771287474,100
473, 811 Clinton Street,Hoboken,NJ,07030,-74.03258504999454,40.74753385537654,100
474, 511 Washington Street,Hoboken,NJ,07030,-74.02928886657078,40.7426301905618,100
475, 1300 Willow Avenue,Hoboken,NJ,07030,-74.02995330003563,40.753000825994214,100
476, 900 Madison Street,Hoboken,NJ,07030,-74.03620360141457,40.748790344572086,100
477, 900 Madison Street,Hoboken,NJ,07030,-74.03620360141457,40.748790344572086,100
478, 101 Washington Street,Hoboken,NJ,07030,-74.03081454058676,40.73757795651328,100
479, 125 18th Street,Jersey City,NJ,07310,-74.03729039898018,40.73356139042102,100
480, 321 NJ-440,Jersey City,NJ,07305,-74.09981897757416,40.707065775388415,100
481, 88 Morgan Street,Jersey City,NJ,07302,-74.03556900752501,40.71946126908042,100
482, 70 Hudson Street,Jersey City,NJ,07302,-74.03453107645475,40.71444822042922,100
483, 100 14th Street,Jersey City,NJ,07310,-74.03589984124332,40.73130154550638,100
484, 165 Erie Street,Jersey City,NJ,07310,-74.04334439594967,40.72844046683141,99.51
485,2859-61 John F. Kennedy Boulevard,Jersey City,NJ,07306,-74.06520004107858,40.73165199287783,99.55
486, 981 West Side Avenue,Jersey City,NJ,07306,-74.07241610534145,40.73276867192839,100
487, 337 Central Avenue,Jersey City,NJ,07307,-74.04907158298842,40.74652174056813,100
488, 395 Danforth Avenue,Jersey City,NJ,07305,-74.09853839040674,40.704995696761095,100
489, 1212 Summit Avenue,Jersey City,NJ,07307,-74.04519839145634,40.75638718718624,100
490, 981 West Side Avenue,Jersey City,NJ,07306,-74.07241610534145,40.73276867192839,100
491, 400 Marin Boulevard,Jersey City,NJ,07302,-74.04072924239591,40.72289152104543,100
492, 2395 John F. Kennedy Boulevard,Jersey City,NJ,07304,-74.0777238617083,40.7195835610478,100
493, 1561 John F Kennedy Boulevard,Jersey City,NJ,07047,-74.04230206101637,40.764739861238944,99.07
494, 581 Kearny Avenue,Kearny,NJ,07032,-74.14520036156534,40.77065483237182,100
495, 248 Kearny Avenue,Kearny,NJ,07032,-74.15150380421032,40.75969989446908,100
496, 100 Passaic Avenue,Kearny,NJ,07032,-74.16181781988666,40.756711452620394,100
497, 465 Kearny Avenue,Kearny,NJ,07032,-74.14717071520009,40.766864081919614,100
498, 150 Harrison Avenue,Kearny,NJ,07032,-74.13558868050156,40.74947375154459,100
499, 7101 Tonnelle Avenue,North Bergen,NJ,07047,-74.02159067523753,40.80105318725168,100
500, 9015 Bergenline Avenue,North Bergen,NJ,07047,-74.00168399047196,40.80893330779348,100
501,11 Bergenline Avenue,North Bergen,NJ,07047,-74.00566945388599,40.803082524237254,98.06
502, 3147 Kennedy Boulevard,North Bergen,NJ,07047,-74.03380193469793,40.774811962980436,100
503, 7401 River Road,North Bergen,NJ,07047,-73.99773829281176,40.793171396686645,100
504, 9255 Kennedy Boulevard,North Bergen,NJ,07047,-74.00180653389627,40.809841109816865,100
505, 2100 88th Street,North Bergen,NJ,07047,-74.014613830491,40.81259221807743,100
506, 101 Plaza Center,Secaucus,NJ,07094,-74.05653943962267,40.79121321010932,100
507, 300 Park Place,Secaucus,NJ,07094,-74.05118491223602,40.796160041725344,90.91
508, 400 Park Place,Secaucus,NJ,07094,-74.05118491223602,40.796160041725344,90.91
509, 714 Summit Avenue,Union City,NJ,07087,-74.04380251249685,40.75838764842459,100
510, 4700 Bergenline Avenue,Union City,NJ,07087,-74.02237122417706,40.78093862238987,100
511, 3508 Kennedy Boulevard,Union City,NJ,07087,-74.03085058277046,40.77529023437539,100
512, 3333 Park Avenue,Union City,NJ,07087,-74.02355914987308,40.77002318420079,100
513, 4100 Park Avenue,Weehawken,NJ,07086,-74.02066036780381,40.77450355085279,100
514,19-21 Avenue at Port Imperial,West New York,NJ,07093,-74.00842580665297,40.78050935211618,99.52
515, 5300 Bergenline Avenue,West New York,NJ,07093,-74.01945069153761,40.78473860900136,100
516, 5706 Bergenline Avenue,West New York,NJ,07093,-74.01766887332485,40.787062269044554,100
517, 6012 Kennedy Boulevard West,West New York,NJ,07093,-74.0218264823477,40.791667678513804,100
518, 428 County Road 513,Califon,NJ,07830,-74.84587499631843,40.72463001158303,100
519, 2 South Broadway,Camden,NJ,08103,-75.119124957389,39.94404046745212,100
520," 37 Old, US-22",Clinton,NJ,08809,-74.93152828992828,40.63242670764453,86.42
521, 50 Walmart Plaza,Clinton,NJ,08809,-74.91971621429947,40.62552595912164,100
522, 1 Walmart Plaza,Clinton,NJ,08809,-74.91965223691044,40.629759761404,100
523, 2A Walter E. Foran Boulevard,Flemington,NJ,08822,-74.85491158628173,40.52282388533539,100
524, 190 NJ-31,Flemington,NJ,08822,-74.85730774461142,40.531961950721225,100
525," 234 NJ State Highway, US-202",Flemington,NJ,08822,-74.86375330203845,40.48396313243501,90.45
526, 798 US-202,Flemington,NJ,08887,-74.77857786918919,40.53252173612467,98.1
527, 29 NJ-31,Flemington,NJ,08822,-74.85259501955142,40.5050715899585,100
528, 152 NJ-31 N,Flemington,NJ,08822,-74.85605236970399,40.5276017312362,98.85
529, 272 Highway 202/31,Flemington,NJ,08822,-74.85689852390867,40.49792254790516,100
530,299 N Main St,Lambertville,NJ,08530,-74.94660427004695,40.377108435100766,100
531, 46 Bridge Street,Milford,NJ,08848,-75.09594203675906,40.568087576221664,100
532, 531 US-22,Whitehouse Station,NJ,08889,-74.76347435021948,40.62126656091808,99.54
533, 418 US-22,Whitehouse Station,NJ,08889,-74.76897435175239,40.62481925238462,99.54
534, 531 US-22,Whitehouse Station,NJ,08889,-74.76347435021948,40.62126656091808,99.54
535, 629 Abbington Drive,East Windsor,NJ,08520,-74.4902775669987,40.26675333939664,99.9
536, 350 US-130,East Windsor,NJ,08520,-74.53467401035462,40.276882673721154,99.9
537, 70 Princeton Hightstown Road,East Windsor,NJ,08520,-74.54115995883065,40.27748301172511,100
538, 680 NJ-33 Suite 8,East Windsor,NJ,08520,-74.54233099452328,40.26094899524978,99.44
539, 319 US-130,East Windsor,NJ,08520,-74.53153661197547,40.27985555132818,100
540, 16 Princeton Hightstown Road,East Windsor,NJ,08520,-74.53901909420698,40.273514404450566,99.9
541, 839 US-130,East Windsor,NJ,08520,-74.55385124988554,40.25515357975597,100
542, 1618 N Olden Avenue,Ewing,NJ,08638,-74.75942784233756,40.244402595798526,99.9
543, 1320 Parkway Avenue,Ewing,NJ,08638,-74.80381620836806,40.26472073923089,99.41
544, 1535 Pennington Road,Ewing,NJ,08638,-74.77668824700457,40.251771071533035,99.41
545, 970 Parkway Avenue,Ewing,NJ,08638,-74.79357300742426,40.25657911730102,99.41
546, 1700 N Olden Avenue,Ewing,NJ,08638,-74.76566333627956,40.24660238564041,99.9
547, 1801 N. Olden Avenue,Ewing,NJ,08638,-74.77184244939723,40.248777575648674,99.9
548, 953 NJ-33,Hamilton Square,NJ,08690,-74.65812999999997,40.22524500000003,89.9
549, 1060 Whitehorse Mercerville Road,Hamilton,NJ,08610,-74.6949444004399,40.206881576693895,98.8
550, 2147 Hamilton Avenue,Hamilton,NJ,08619,-74.70777484341882,40.22897299855425,99.9
551, 1099 NJ-33,Hamilton,NJ,08690,-74.65812999999997,40.22524500000003,85.99
552, 200 NJ-33,Hamilton,NJ,08619,-74.69304999999997,40.23749000000004,87.17
553, 1702 Kuser Road,Hamilton,NJ,08690,-74.69270007437684,40.206755674540474,99.9
554, 2021 Nottingham Way,Hamilton,NJ,08619,-74.7091597014615,40.23301525517961,99.9
555, 1 Hamilton Health Pl.  Suite S158,Hamilton,NJ,08690,-74.67416693208473,40.21669904245832,99.9
556, 1096 NJ-33,Hamilton,NJ,08609,-74.74907499999995,40.22090500000007,85.99
557, 700 Market Place Way,Hamilton,NJ,08691,-74.63469591459217,40.19517344937989,97.94
558, 1750 Nottingham Way,Hamilton,NJ,08619,-74.71481599058409,40.232704362184656,99.9
559, 319 US-130,Hightstown,NJ,08520,-74.53153661197547,40.27985555132818,100
560, 4100 Quaker Bridge Road,Lawrence Township,NJ,08648,-74.67229852204827,40.281653218102406,100
561, 1900 Brunswick Avenue,Lawrenceville,NJ,08648,-74.73607692617504,40.250211582969854,99.9
562, 2721 Brunswick Pike,Lawrenceville,NJ,08648,-74.71841271276708,40.265117382774385,99.9
563, 160 Lawrenceville Pennington Road #12,Lawrenceville,NJ,08648,-74.75033018493565,40.302849081486016,100
564, 3373 Brunswick Pike,Lawrenceville,NJ,08648,-74.68181885531268,40.295363413307655,99.9
565," 25 Route 31 S,  Suite T",Pennington,NJ,08534,-74.79930841121761,40.324631971458224,100
566, 2555 Pennington Road,Pennington,NJ,08534,-74.78580332118388,40.30700558345142,100
567, 2555 Pennington Road,Pennington,NJ,08534,-74.78580332118388,40.30700558345142,100
568, 41 Princeton Hightstown Road,Princeton Junction,NJ,08550,-74.61180599155455,40.27434998204669,100
569, 172 Nassau Street,Princeton,NJ,08542,-74.65616235260674,40.350714526302546,100
570, 881 State Highway 206,Princeton,NJ,08540,-74.69212565577564,40.32766650306202,97.54
571, 500 Nassau Park Boulevard,Princeton,NJ,08540,-74.6774290011625,40.306520019800644,100
572, 301 N Harrison Street,Princeton,NJ,08540,-74.65203569021622,40.36291174607499,100
573, 3883 Route 27,Princeton,NJ,08540,-74.58602892374928,40.416599541866916,100
574, 101 Nassau Park Boulevard,Princeton,NJ,08540,-74.6765310478754,40.303736976489176,100
575, 240 Nassau Park Boulevard,Princeton,NJ,08540,-74.67751055708038,40.30460861060052,100
576, 2281 NJ-33,Robbinsville,NJ,08691,-74.62802499999998,40.22360000000003,88.15
577, 2370 NJ-33,Robbinsville,NJ,08691,-74.62802499999998,40.22360000000003,88.15
578, 130 Marketplace Boulevard,Robbinsville,NJ,08691,-74.64290009889727,40.191965794787926,100
579, 2313 Route 33,Robbinsville,NJ,08691,-74.63396169232473,40.22029447895218,100
580, 1100 Liberty Street,Trenton,NJ,08611,-74.73780326300206,40.209418437541295,100
581,1248 Greenwood Avenue,Trenton,NJ,08609,-74.73639012381996,40.22448343492626,100
582, 2370 NJ-33,Trenton,NJ,08691,-74.62802499999998,40.22360000000003,85.35
583, 1091 S Broad Street,Trenton,NJ,08611,-74.74347730853758,40.20425476608991,100
584, 2645 S Broad Street,Trenton,NJ,08610,-74.7140499552312,40.19201010474554,100
585, 4125 S Broad Street,Trenton,NJ,08620,-74.6803272118235,40.18499344595929,100
586, 1801 Kuser Road,Trenton,NJ,08690,-74.689575049416,40.205648969954524,100
587, 4400 South Broad Street,Trenton,NJ,08620,-74.6738464919261,40.18084951684875,100
588, 1750 North Olden Avenue,Trenton,NJ,08638,-74.76950462984462,40.248057422202926,100
589, 1225 NJ-33,Trenton,NJ,08638,-74.75059939999994,40.234695600000066,85.45
590, 739 Greenwood Avenue,Trenton,NJ,08609,-74.745434482929,40.21976568746361,100
591, 215 N Hermitage Avenue  # 9,Trenton,NJ,08618,-74.78242273199517,40.23115547850339,100
592, 350 Princeton-Hightstown Road,West Windsor,NJ,08550,-74.58183062217958,40.29060342132211,99.9
593, 1 Sunnybrae Boulevard,Yardville,NJ,08620,-74.6792967600157,40.18488130828099,99.07
594, 837 Roosevelt Avenue,Carteret,NJ,07008,-74.23070809535254,40.59195186039049,100
595, 801 Roosevelt Avenue,Carteret,NJ,07008,-74.22732046536531,40.58963707209993,100
596, 833 Roosevelt Avenue,Carteret,NJ,07008,-74.2288297111107,40.59082821559112,100
597, 555 Inman Avenue,Colonia,NJ,07067,-74.32552887793886,40.59886944508118,100
598, 1303 Street Georges Avenue,Colonia,NJ,07067,-74.31925029999996,40.600247800000034,85
599, 380 NJ-18,East Brunswick,NJ,08816,-74.39761458635215,40.45018072726681,100
600, 330 Rues Lane,East Brunswick,NJ,08816,-74.41143153615091,40.417513422593146,100
601, 1422 West Prospect Street,East Brunswick,NJ,08816,-74.39679322244045,40.455183869349426,96.67
602, 421 Ryders Lane,East Brunswick,NJ,08816,-74.42269743160489,40.435988991724315,100
