ST,STATE,ST_ABBR,STCNTY,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV,M_POV,E_UNEMP,M_UNEMP,E_PCI,M_PCI,E_NOHSDP,M_NOHSDP,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_MINRTY,M_MINRTY,E_LIMENG,M_LIMENG,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV,MP_POV,EP_UNEMP,MP_UNEMP,EP_PCI,MP_PCI,EP_NOHSDP,MP_NOHSDP,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_MINRTY,MP_MINRTY,EP_LIMENG,MP_LIMENG,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV,EPL_UNEMP,EPL_PCI,EPL_NOHSDP,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,SPL_THEME2,RPL_THEME2,EPL_MINRTY,EPL_LIMENG,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV,F_UNEMP,F_PCI,F_NOHSDP,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_THEME2,F_MINRTY,F_LIMENG,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_UNINSUR,M_UNINSUR,EP_UNINSUR,MP_UNINSUR,E_DAYPOP
34,NEW JERSEY,NJ,34005,Burlington,34005700800,"Census Tract 7008, Burlington County, New Jersey",2.35760637985,4485,34,2127,106,2018,103,219,88,89,42,41431,3762,199,75,937,87,750,96,544,125,121,62,956,176,12,50,159,57,12,18,0,17,85,60,0,12,4.9,2.0,3.7,1.7,41431.0,3762.0,5.7,2.2,20.9,1.9,16.7,2.1,12.1,2.8,6.0,3.1,21.3,3.9,0.3,1.2,7.5,2.7,0.6,0.9,0.0,0.8,4.2,2.9,0.0,0.3,0.333,0.2187,0.3932,0.3455,1.2904,0.2879,0.8565,0.139,0.6785,0.447,2.121,0.6048,0.3015,0.085,0.3865,0.1815,0.465,0.8309,0.0,0.3402,0.0,1.6361,0.3216,5.434,0.2855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,88,4.2,2.0,3311
34,NEW JERSEY,NJ,34005,Burlington,34005700900,"Census Tract 7009, Burlington County, New Jersey",0.541254385986,2348,199,1112,57,901,63,352,126,98,60,30946,5127,178,62,300,59,517,98,372,118,146,56,1008,275,45,56,34,15,0,12,28,33,109,52,0,12,15.0,5.2,8.2,4.8,30946.0,5127.0,10.6,3.5,12.8,2.7,22.0,3.7,15.8,5.0,16.2,6.1,42.9,11.2,2.1,2.6,3.1,1.3,0.0,2.9,3.1,3.7,12.1,5.5,0.0,0.5,0.7462,0.7738,0.6648,0.618,2.8028,0.7492,0.3535,0.5315,0.8611,0.8545,2.6006,0.8761,0.5545,0.397,0.9515,0.473,0.304,0.0,0.6515,0.6849,0.0,1.6404,0.3226,7.9953,0.6503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,69,7.5,2.7,1134
34,NEW JERSEY,NJ,34005,Burlington,34005701001,"Census Tract 7010.01, Burlington County, New Jersey",1.95914332432,5188,260,2262,137,2150,145,554,290,58,54,31833,5934,699,154,888,175,1021,195,936,249,379,161,2588,462,449,230,484,163,0,17,192,91,215,140,7,3,10.8,5.6,2.1,2.0,31833.0,5934.0,18.1,3.8,17.1,3.6,19.7,3.6,18.0,5.1,17.6,7.4,49.9,8.5,9.1,4.6,21.4,7.1,0.0,1.4,8.9,4.2,10.0,6.4,0.1,0.1,0.6464,0.0537,0.6448,0.815,2.1599,0.5782,0.676,0.331,0.9198,0.875,2.8018,0.9313,0.6095,0.783,1.3925,0.705,0.7635,0.0,0.903,0.6337,0.3545,2.6547,0.7506,9.0089,0.7627,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,2,485,170,9.3,3.2,3869
34,NEW JERSEY,NJ,34005,Burlington,34005701002,"Census Tract 7010.02, Burlington County, New Jersey",0.960271967588,3543,261,1383,90,1251,95,401,192,88,53,34248,3629,190,72,610,70,663,138,422,132,127,82,1741,342,89,75,153,91,0,12,10,19,44,38,0,12,11.3,5.3,4.5,2.7,34248.0,3629.0,7.6,2.8,17.2,1.8,18.7,3.6,12.0,3.6,10.2,6.5,49.1,9.0,2.5,2.1,11.1,6.6,0.0,2.3,0.8,1.5,3.5,2.9,0.0,0.3,0.6635,0.34,0.5853,0.4765,2.0653,0.5466,0.6865,0.2575,0.6695,0.684,2.2975,0.7172,0.6025,0.4485,1.051,0.527,0.566,0.0,0.3545,0.288,0.0,1.2085,0.1816,6.6223,0.4777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,155,8.2,4.5,2207
34,NEW JERSEY,NJ,34005,Burlington,34005701102,"Census Tract 7011.02, Burlington County, New Jersey",4.137384475662,5597,316,1956,99,1923,108,246,125,235,75,39643,3597,242,101,861,173,1325,143,679,167,115,52,3049,422,164,106,118,71,0,17,0,24,92,66,255,123,4.6,2.3,7.6,2.3,39643.0,3597.0,6.5,2.6,15.4,2.7,23.7,2.2,12.7,3.0,6.0,2.7,54.5,6.9,3.1,2.0,6.0,3.6,0.0,1.6,0.0,1.2,4.8,3.4,4.6,2.2,0.3074,0.7272,0.4377,0.404,1.8763,0.488,0.55,0.6655,0.7172,0.447,2.3797,0.7713,0.644,0.503,1.147,0.5785,0.419,0.0,0.0,0.3944,0.9105,1.7239,0.3497,7.1269,0.5544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,206,96,3.9,1.7,6165
34,NEW JERSEY,NJ,34005,Burlington,34005701103,"Census Tract 7011.03, Burlington County, New Jersey",3.71822403632,6269,316,2184,85,2089,105,218,156,280,140,37260,3682,312,150,642,98,1633,166,308,100,259,112,3131,451,97,107,83,74,0,17,10,23,60,48,8,4,3.5,2.5,7.4,3.6,37260.0,3682.0,7.9,3.6,10.2,1.5,26.0,2.3,4.9,1.6,12.4,5.4,49.9,6.7,1.6,1.8,3.8,3.4,0.0,1.5,0.5,1.1,2.9,2.3,0.1,0.1,0.2177,0.7071,0.5008,0.494,1.9196,0.4995,0.1765,0.804,0.0512,0.7685,1.8002,0.3485,0.6095,0.328,0.9375,0.4655,0.33,0.0,0.2775,0.2368,0.3545,1.1988,0.1781,5.8561,0.3613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,82,2.4,1.3,7023
34,NEW JERSEY,NJ,34005,Burlington,34005701104,"Census Tract 7011.04, Burlington County, New Jersey",1.975991271192,4599,377,1972,134,1739,149,254,127,306,147,36225,3630,215,74,555,76,968,156,508,138,210,116,2294,519,52,58,580,186,0,12,53,38,116,91,9,9,5.5,2.7,11.0,5.1,36225.0,3630.0,6.9,2.3,12.1,1.7,21.0,2.9,11.1,3.1,12.1,6.6,49.9,10.5,1.2,1.3,29.4,9.2,0.0,1.6,3.0,2.2,6.7,5.1,0.2,0.2,0.3862,0.8872,0.5338,0.435,2.2422,0.6013,0.3065,0.4405,0.5998,0.7585,2.1053,0.5908,0.6095,0.2695,0.879,0.4315,0.8305,0.0,0.6415,0.5078,0.467,2.4468,0.6543,7.6733,0.6157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333,202,7.3,4.3,2741
34,NEW JERSEY,NJ,34005,Burlington,34005701105,"Census Tract 7011.05, Burlington County, New Jersey",3.617270718584,6122,356,2230,106,2214,107,545,350,158,108,36907,4932,350,124,1027,199,1410,207,752,286,170,97,3328,642,101,101,208,139,0,17,147,89,144,97,351,150,9.4,6.1,4.8,3.2,36907.0,4932.0,8.4,2.8,16.8,3.0,23.0,3.1,13.0,4.8,7.7,4.4,54.4,10.0,1.7,1.7,9.3,6.2,0.0,1.4,6.6,4.0,6.5,4.4,5.7,2.4,0.5948,0.3821,0.5143,0.5205,2.0117,0.5296,0.656,0.611,0.7382,0.5665,2.5717,0.8651,0.6425,0.343,0.9855,0.493,0.512,0.0,0.8395,0.4952,0.9305,2.7772,0.7888,8.3461,0.6919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,297,180,5.1,3.1,7508
34,NEW JERSEY,NJ,34005,Burlington,34005701201,"Census Tract 7012.01, Burlington County, New Jersey",0.938200060656,3104,209,1314,74,1243,102,173,164,142,84,37879,6567,85,50,404,73,667,124,416,175,84,63,1527,380,0,48,0,17,6,10,0,17,64,42,33,33,5.7,5.4,7.8,4.2,37879.0,6567.0,3.8,2.1,13.0,2.2,21.5,3.7,13.5,5.7,6.8,5.1,49.2,11.8,0.0,1.6,0.0,1.3,0.5,0.8,0.0,1.4,5.1,3.3,1.1,1.1,0.4032,0.7462,0.4817,0.202,1.8331,0.4719,0.3675,0.488,0.7673,0.515,2.1378,0.6209,0.604,0.0,0.604,0.2905,0.0,0.8154,0.0,0.4119,0.755,1.9823,0.4531,6.5572,0.4691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,92,4.9,2.9,2783
34,NEW JERSEY,NJ,34005,Burlington,34005701203,"Census Tract 7012.03, Burlington County, New Jersey",1.103671408694,2087,189,859,42,747,58,161,75,112,53,29717,3595,105,57,332,93,513,142,284,78,90,43,826,277,19,50,134,51,0,12,14,14,60,43,0,12,7.7,3.6,10.0,4.7,29717.0,3595.0,7.7,4.2,15.9,4.7,24.6,6.4,13.6,3.9,12.0,5.7,39.6,12.8,1.0,2.7,15.6,5.9,0.0,3.7,1.9,1.9,8.0,5.6,0.0,0.6,0.5236,0.8606,0.6908,0.483,2.558,0.6871,0.585,0.7305,0.7723,0.7565,2.8443,0.9408,0.5305,0.2335,0.764,0.377,0.667,0.0,0.531,0.5665,0.0,1.7645,0.3638,7.9308,0.6427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,77,6.0,3.8,587
34,NEW JERSEY,NJ,34005,Burlington,34005701204,"Census Tract 7012.04, Burlington County, New Jersey",0.30632174374,2470,333,1328,66,1009,100,782,282,178,94,19041,5824,316,133,491,123,690,248,530,156,109,63,1919,375,172,121,247,80,0,12,69,69,285,92,0,12,31.7,10.7,16.5,7.8,19041.0,5824.0,20.7,8.7,19.9,5.6,27.9,9.3,21.5,5.9,10.8,6.2,77.7,11.0,7.8,5.4,18.6,6.0,0.0,2.4,6.8,6.8,28.2,8.9,0.0,0.5,0.9363,0.9614,0.8934,0.852,3.6431,0.9589,0.8235,0.873,0.9689,0.71,3.3754,0.9955,0.7815,0.745,1.5265,0.7775,0.7175,0.0,0.848,0.851,0.0,2.4165,0.6433,10.9615,0.9508,1,1,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,182,115,7.4,4.4,1383
34,NEW JERSEY,NJ,34005,Burlington,34005701205,"Census Tract 7012.05, Burlington County, New Jersey",0.714341982076,2153,184,1102,66,912,85,238,161,93,41,32271,3626,195,74,383,75,316,92,437,103,32,25,738,247,92,74,84,43,0,12,0,17,63,30,0,12,11.1,7.2,7.1,3.1,32271.0,3626.0,11.5,4.1,17.8,3.3,14.7,4.1,20.3,4.5,3.5,2.8,34.3,11.1,4.5,3.6,7.6,3.9,0.0,2.9,0.0,1.9,6.9,3.2,0.0,0.6,0.6595,0.682,0.6348,0.6615,2.6378,0.7056,0.7215,0.0885,0.9589,0.217,1.9859,0.489,0.4745,0.606,1.0805,0.5415,0.469,0.0,0.0,0.5168,0.0,0.9858,0.1214,6.69,0.4892,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,148,65,6.9,3.1,3170
34,NEW JERSEY,NJ,34005,Burlington,34005701301,"Census Tract 7013.01, Burlington County, New Jersey",1.248896340056,4423,297,2138,81,1912,115,402,189,95,49,33690,3856,358,123,744,81,877,196,567,136,153,81,1230,418,65,62,214,81,51,53,11,20,191,84,0,12,9.2,4.3,4.0,2.1,33690.0,3856.0,11.4,3.8,16.8,2.1,19.8,4.2,12.8,3.0,8.0,4.2,27.8,9.3,1.5,1.5,10.0,3.8,2.4,2.5,0.6,1.0,10.0,4.3,0.0,0.3,0.5873,0.2633,0.5998,0.6575,2.1079,0.5617,0.656,0.339,0.7252,0.582,2.3022,0.7217,0.3985,0.3145,0.713,0.3495,0.5395,0.9298,0.3005,0.6337,0.0,2.4035,0.6382,7.5266,0.5996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,202,94,4.6,2.1,3094
34,NEW JERSEY,NJ,34005,Burlington,34005701302,"Census Tract 7013.02, Burlington County, New Jersey",0.732327771542,2812,199,1148,50,1103,75,116,120,45,32,37640,3759,60,43,320,56,598,92,272,101,94,62,409,328,25,53,10,20,0,12,21,23,26,30,0,12,4.1,4.3,2.6,1.8,37640.0,3759.0,3.1,2.2,11.4,2.1,21.3,2.9,9.7,3.7,8.5,5.6,14.5,11.6,0.9,2.0,0.9,1.8,0.0,2.8,1.9,2.1,2.4,2.7,0.0,0.4,0.2638,0.0903,0.4877,0.1445,0.9863,0.1886,0.2565,0.4645,0.4589,0.608,1.7879,0.34,0.1775,0.2125,0.39,0.183,0.2005,0.0,0.531,0.1937,0.0,0.9252,0.1079,4.0894,0.0883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,75,3.9,2.7,1474
34,NEW JERSEY,NJ,34005,Burlington,34005701303,"Census Tract 7013.03, Burlington County, New Jersey",7.787395099438,5354,243,2152,81,1976,100,88,59,92,41,47911,3662,137,74,1045,87,1129,109,569,148,51,48,1579,395,54,74,0,24,0,17,10,22,61,39,0,17,1.6,1.1,3.1,1.4,47911.0,3662.0,3.6,1.9,19.5,1.5,21.1,1.8,10.6,2.8,2.6,2.4,29.5,7.3,1.1,1.5,0.0,1.1,0.0,1.5,0.5,1.1,3.1,2.0,0.0,0.3,0.0622,0.1404,0.2691,0.185,0.6567,0.0797,0.8015,0.448,0.5496,0.144,1.9431,0.4509,0.418,0.25,0.668,0.3235,0.0,0.0,0.2775,0.2549,0.0,0.5324,0.0401,3.8002,0.0687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,59,1.8,1.1,3099
34,NEW JERSEY,NJ,34005,Burlington,34005701401,"Census Tract 7014.01, Burlington County, New Jersey",19.741745068412,6393,135,2322,114,2272,107,109,138,126,76,49885,6454,302,142,1220,151,1145,173,707,238,32,50,1936,442,51,79,0,24,0,17,18,32,17,26,0,17,1.7,2.2,3.5,2.1,49885.0,6454.0,6.4,3.0,19.1,2.4,17.9,2.7,11.1,3.7,1.4,2.2,30.3,6.9,0.8,1.3,0.0,1.0,0.0,1.4,0.8,1.4,0.7,1.2,0.0,0.3,0.0687,0.1886,0.2416,0.3985,0.8974,0.157,0.788,0.195,0.5998,0.0565,1.6393,0.2442,0.428,0.1955,0.6235,0.3,0.0,0.0,0.3545,0.0442,0.0,0.3987,0.0286,3.5589,0.0472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,121,2.3,1.9,6312
34,NEW JERSEY,NJ,34005,Burlington,34005701402,"Census Tract 7014.02, Burlington County, New Jersey",1.99166469578,2145,135,1244,69,1234,71,74,46,31,21,40294,3660,85,44,1313,94,129,26,607,133,16,21,285,213,21,52,0,17,8,13,9,16,153,73,0,12,3.4,2.2,4.3,2.8,40294.0,3660.0,4.4,2.2,61.2,4.1,6.0,1.2,28.5,6.0,1.3,1.7,13.3,9.9,1.0,2.4,0.0,1.4,0.6,1.0,0.7,1.3,12.4,5.8,0.0,0.6,0.2066,0.3099,0.4182,0.2495,1.1842,0.2548,0.9925,0.018,0.9895,0.0495,2.0495,0.5486,0.1625,0.2335,0.396,0.1845,0.0,0.8309,0.328,0.6914,0.0,1.8503,0.3984,5.48,0.295,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,2,17,21,0.8,1.0,576
34,NEW JERSEY,NJ,34005,Burlington,34005701502,"Census Tract 7015.02, Burlington County, New Jersey",2.658232732988,4055,311,1920,110,1738,123,509,310,133,80,39348,5068,106,54,680,110,711,126,535,186,100,56,889,465,26,57,225,88,0,12,0,17,75,53,0,12,12.6,7.6,6.4,3.9,39348.0,5068.0,3.4,1.7,16.8,2.6,17.5,2.8,13.2,4.4,5.8,3.2,21.9,11.3,0.7,1.5,11.7,4.6,0.0,1.7,0.0,1.0,4.3,3.0,0.0,0.3,0.6931,0.5988,0.4437,0.165,1.9006,0.4955,0.656,0.173,0.7492,0.4365,2.0147,0.5206,0.3135,0.173,0.4865,0.2315,0.5795,0.0,0.0,0.3497,0.0,0.9292,0.1084,5.331,0.2694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375,207,9.3,5.0,2696
34,NEW JERSEY,NJ,34005,Burlington,34005701700,"Census Tract 7017, Burlington County, New Jersey",0.933365677514,3840,22,2017,143,1710,114,222,84,131,67,40360,3462,159,87,657,107,661,111,368,123,166,59,821,217,7,47,281,82,0,12,11,20,125,58,93,73,5.9,2.2,5.7,2.9,40360.0,3462.0,5.5,3.0,17.1,2.8,17.2,2.9,9.9,3.3,9.7,3.4,21.4,5.7,0.2,1.3,13.9,4.0,0.0,1.6,0.6,1.2,7.3,3.3,2.4,1.9,0.4188,0.507,0.4172,0.3325,1.6755,0.4243,0.676,0.1565,0.4749,0.6635,1.9709,0.4749,0.3035,0.0605,0.364,0.168,0.634,0.0,0.3005,0.5344,0.8435,2.3124,0.5976,6.3228,0.4315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,75,4.3,2.0,2633
34,NEW JERSEY,NJ,34005,Burlington,34005702101,"Census Tract 7021.01, Burlington County, New Jersey",0.676814798186,4366,240,1380,105,1285,93,148,105,85,40,23313,1911,46,41,0,12,1829,170,83,47,83,52,2071,416,47,51,6,7,0,12,76,47,10,12,0,12,3.4,2.4,7.2,3.3,23313.0,1911.0,2.1,1.9,0.0,0.7,41.9,3.1,2.4,1.3,6.5,4.1,47.4,9.2,1.3,1.4,0.4,0.5,0.0,2.3,5.9,3.7,0.8,0.9,0.0,0.3,0.2066,0.6916,0.8279,0.071,1.7971,0.4584,0.0,0.993,0.008,0.493,1.494,0.1525,0.591,0.284,0.875,0.4305,0.1555,0.0,0.811,0.0487,0.0,1.0152,0.1325,5.1813,0.2474,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,66,62,1.9,1.8,2165
34,NEW JERSEY,NJ,34005,Burlington,34005702203,"Census Tract 7022.03, Burlington County, New Jersey",14.309089927576,3580,254,1521,69,1471,85,306,202,40,40,35534,6367,186,105,698,69,650,88,566,219,279,101,2063,325,55,65,363,112,0,12,10,20,27,32,0,12,8.5,5.6,2.3,2.3,35534.0,6367.0,7.5,4.2,19.5,2.0,18.2,2.1,16.6,6.4,19.0,6.8,57.6,8.1,1.6,1.9,23.9,7.3,0.0,2.1,0.7,1.4,1.8,2.2,0.0,0.3,0.5557,0.0652,0.5548,0.472,1.6477,0.4147,0.8015,0.2215,0.8887,0.896,2.8077,0.9323,0.659,0.328,0.987,0.4935,0.7865,0.0,0.328,0.138,0.0,1.2525,0.1952,6.6949,0.4902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,125,8.0,3.5,4864
34,NEW JERSEY,NJ,34005,Burlington,34005702204,"Census Tract 7022.04, Burlington County, New Jersey",9.699516991688,2319,245,770,42,716,55,226,128,137,74,25554,2873,237,90,356,113,408,87,402,119,65,36,1129,316,89,79,6,15,0,12,43,42,45,28,301,141,10.9,6.0,11.7,5.5,25554.0,2873.0,14.7,5.6,15.4,4.4,17.6,3.3,19.7,5.2,9.1,5.1,48.7,12.6,4.0,3.6,0.8,1.9,0.0,4.1,6.0,5.9,6.3,3.9,13.0,5.9,0.6499,0.9002,0.7814,0.7395,3.071,0.8175,0.55,0.177,0.9519,0.637,2.3159,0.7297,0.6,0.5775,1.1775,0.5975,0.1925,0.0,0.8155,0.4852,0.968,2.4612,0.6593,9.0256,0.7652,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,3,129,61,6.3,2.9,4456
34,NEW JERSEY,NJ,34005,Burlington,34005702206,"Census Tract 7022.06, Burlington County, New Jersey",6.16550260567,2055,220,777,41,709,51,153,64,48,35,24412,2696,129,52,280,64,460,111,431,137,48,33,613,342,18,49,42,28,0,12,44,34,37,27,0,12,7.4,3.1,4.6,3.2,24412.0,2696.0,9.0,3.7,13.6,3.1,22.4,4.8,21.2,6.7,6.8,4.7,29.8,16.3,0.9,2.6,5.4,3.6,0.0,4.1,6.2,4.8,5.2,3.9,0.0,0.6,0.511,0.3561,0.8059,0.5585,2.2315,0.5958,0.419,0.563,0.9659,0.515,2.4629,0.8175,0.423,0.2125,0.6355,0.303,0.387,0.0,0.8255,0.4205,0.0,1.633,0.3191,6.9629,0.5329,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,144,106,7.1,5.2,741
34,NEW JERSEY,NJ,34005,Burlington,34005702207,"Census Tract 7022.07, Burlington County, New Jersey",4.583148887212,3096,337,1483,83,1267,120,571,233,251,115,26310,3085,215,83,635,101,681,139,668,151,153,68,1347,454,13,48,51,36,476,97,28,30,70,41,0,12,18.4,7.0,17.9,6.7,26310.0,3085.0,10.7,4.3,20.5,3.3,22.0,3.8,21.9,4.3,12.1,5.3,43.5,13.9,0.5,1.7,3.4,2.4,32.1,6.2,2.2,2.4,5.5,3.2,0.0,0.4,0.8034,0.9739,0.7664,0.6235,3.1672,0.846,0.8475,0.5315,0.9714,0.7585,3.1089,0.987,0.561,0.1275,0.6885,0.333,0.3145,0.998,0.561,0.4375,0.0,2.311,0.5956,9.2756,0.7938,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,3,204,109,6.7,3.3,2236
34,NEW JERSEY,NJ,34005,Burlington,34005702208,"Census Tract 7022.08, Burlington County, New Jersey",17.00175832574,6608,422,2600,99,2212,145,929,587,464,235,29199,4037,536,190,896,145,1437,149,877,311,145,112,2348,595,106,143,10,24,0,17,87,72,85,57,0,17,14.1,8.9,13.1,6.5,29199.0,4037.0,12.3,4.2,13.6,2.0,21.7,1.8,13.4,4.3,6.6,5.1,35.5,8.7,1.7,2.3,0.4,1.0,0.0,1.2,3.9,3.2,3.8,2.5,0.0,0.3,0.7272,0.9268,0.7034,0.6925,3.0499,0.8119,0.419,0.5045,0.7608,0.5015,2.1858,0.655,0.4915,0.343,0.8345,0.41,0.1555,0.0,0.7075,0.3081,0.0,1.1711,0.1696,7.2413,0.566,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,258,159,3.9,2.4,2281
34,NEW JERSEY,NJ,34005,Burlington,34005702209,"Census Tract 7022.09, Burlington County, New Jersey",1.783993557448,3158,239,1190,39,1126,69,399,324,195,133,27254,3773,193,92,320,27,800,195,415,106,151,76,1107,346,33,53,0,17,9,14,5,21,50,58,5,3,12.7,9.9,11.1,7.0,27254.0,3773.0,9.2,4.4,10.1,1.0,25.3,5.9,13.2,3.1,13.4,6.7,35.1,10.6,1.1,1.8,0.0,1.4,0.8,1.2,0.4,1.9,4.4,5.2,0.2,0.1,0.6956,0.8892,0.7479,0.571,2.9037,0.7718,0.1705,0.77,0.7492,0.7965,2.4862,0.83,0.488,0.25,0.738,0.3645,0.0,0.857,0.255,0.3613,0.467,1.9403,0.433,8.0682,0.6578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,96,4.0,3.0,818
34,NEW JERSEY,NJ,34005,Burlington,34005702210,"Census Tract 7022.10, Burlington County, New Jersey",1.34302491884,4486,306,1832,87,1588,114,576,263,302,118,26027,2920,151,61,626,93,1087,196,706,170,246,113,2292,476,39,54,73,45,142,69,47,54,125,68,24,25,12.9,5.8,13.0,4.9,26027.0,2920.0,5.2,2.0,14.0,2.1,24.2,4.0,16.1,3.7,15.5,7.0,51.1,10.0,0.9,1.3,4.0,2.5,7.8,3.7,3.0,3.4,7.9,4.4,0.5,0.6,0.6996,0.9253,0.7724,0.311,2.7083,0.7232,0.4485,0.7005,0.8736,0.845,2.8676,0.9458,0.616,0.2125,0.8285,0.4035,0.339,0.9649,0.6415,0.561,0.6555,3.1619,0.8891,9.5663,0.8239,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,204,111,4.7,2.5,3765
34,NEW JERSEY,NJ,34005,Burlington,34005702300,"Census Tract 7023, Burlington County, New Jersey",0.589629491668,1416,156,650,44,575,57,187,115,45,29,33285,3539,106,41,279,38,270,84,263,55,68,38,601,187,46,47,61,33,0,12,2,12,44,25,5,7,13.2,7.4,6.3,4.0,33285.0,3539.0,10.3,3.6,19.7,2.6,19.1,5.5,18.9,3.8,11.8,6.7,42.4,12.4,3.5,3.6,9.4,5.1,0.0,4.9,0.3,2.2,7.7,4.1,0.4,0.5,0.7081,0.5878,0.6113,0.604,2.5112,0.6745,0.8125,0.2855,0.9408,0.745,2.7838,0.9253,0.551,0.5405,1.0915,0.5475,0.5155,0.0,0.2485,0.5519,0.6135,1.9294,0.428,8.3159,0.6884,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,103,37,7.4,2.6,614
34,NEW JERSEY,NJ,34005,Burlington,34005702400,"Census Tract 7024, Burlington County, New Jersey",29.155821870826,3298,25,1179,97,1072,88,190,159,44,26,46479,4618,176,50,452,65,834,137,332,72,73,42,548,214,27,47,0,17,0,12,6,15,16,14,8,4,5.8,4.8,2.5,1.4,46479.0,4618.0,8.1,2.2,13.7,2.0,25.3,4.1,10.1,2.2,6.8,3.9,16.6,6.5,0.9,1.6,0.0,1.4,0.0,2.7,0.6,1.4,1.5,1.2,0.2,0.1,0.4127,0.0817,0.2946,0.5045,1.2935,0.2894,0.4265,0.77,0.4955,0.515,2.207,0.666,0.2135,0.2125,0.426,0.201,0.0,0.0,0.3005,0.1089,0.467,0.8764,0.0968,4.8029,0.1917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,94,5.7,2.9,2960
34,NEW JERSEY,NJ,34005,Burlington,34005702500,"Census Tract 7025, Burlington County, New Jersey",5.730131287756,5954,23,2113,140,2063,135,248,197,119,92,38773,4718,207,140,545,120,1401,158,579,211,246,126,2485,328,92,98,257,120,65,54,90,77,50,62,2,3,4.2,3.4,3.5,2.7,38773.0,4718.0,5.3,3.7,9.2,2.0,23.5,2.7,10.1,3.7,11.9,6.1,41.7,5.5,1.7,1.8,12.2,5.6,3.1,2.5,4.4,3.8,2.4,3.0,0.0,0.1,0.2773,0.1886,0.4622,0.32,1.2481,0.2763,0.1345,0.6515,0.4955,0.7525,2.034,0.5366,0.5465,0.343,0.8895,0.4395,0.5915,0.9418,0.7405,0.1937,0.0,2.4675,0.6613,6.6391,0.4797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,532,308,9.2,5.3,3282
