"SSN","dtC2015","dtC2016","dtC2017","dtC2018","rAll","r2015","r2016","r2017","r2018"
1317,2,3,6,3,412.78685768013,58.9695510971615,88.4543266457422,176.908653291484,88.4543266457422
1318,2,1,3,3,89.3382079100997,19.8529350911333,9.92646754556664,29.7794026366999,29.7794026366999
1319,4,6,11,18,109.733426879089,11.2547104491373,16.882065673706,30.9504537351277,50.646197021118
1320,0,1,0,2,981.500864121196,0,327.166954707065,0,654.333909414131
1321,9,14,10,6,617.614428689916,142.52640662075,221.707743632278,158.362674023055,95.0176044138332
1322,2,4,0,2,175.07047247991,43.7676181199776,87.5352362399552,0,43.7676181199776
1323,0,1,1,0,61.5433910766397,0,30.7716955383198,30.7716955383198,0
1324,0,0,0,0,0,0,0,0,0
1325,14,12,10,20,282.205492969864,70.5513732424661,60.4726056363995,50.3938380303329,100.787676060666
1326,3,6,8,5,83.9832500717194,11.4522613734163,22.9045227468326,30.5393636624434,19.0871022890271
1327,2,0,1,1,102.859357833032,51.4296789165161,0,25.714839458258,25.714839458258
1328,2,5,5,4,60.1493099442866,7.51866374303583,18.7966593575896,18.7966593575896,15.0373274860717
1329,2,5,4,2,222.042644658939,34.160406870606,85.401017176515,68.320813741212,34.160406870606
1330,7,5,6,3,162.311315596673,54.1037718655576,38.6455513325411,46.3746615990494,23.1873307995247
1331,8,11,13,12,100.460363179383,18.2655205780697,25.1150907948458,29.6814709393633,27.3982808671046
1332,1,0,1,1,39.0859580215472,13.0286526738491,0,13.0286526738491,13.0286526738491
1333,0,2,0,0,110.491005498714,0,110.491005498714,0,0
1334,1,9,10,17,196.110077349853,5.30027236080685,47.7024512472616,53.0027236080685,90.1046301337164
1335,0,0,1,2,99.6369435906598,0,0,33.2123145302199,66.4246290604398
1336,1,3,3,2,84.2374455686824,9.35971617429804,28.0791485228941,28.0791485228941,18.7194323485961
1337,1,4,6,9,116.516876109638,5.82584380548189,23.3033752219276,34.9550628328914,52.432594249337
1338,0,0,0,1,20.9950597041149,0,0,0,20.9950597041149
1339,0,5,2,5,91.6365120418006,0,38.1818800174169,15.2727520069668,38.1818800174169
1340,1,2,2,4,109.675466354396,12.1861629282662,24.3723258565324,24.3723258565324,48.7446517130649
1341,0,1,0,0,280.26825895147,0,280.26825895147,0,0
1342,0,1,0,0,24.0547411905114,0,24.0547411905114,0,0
1343,0,0,0,2,514.246643763632,0,0,0,514.246643763632
1344,0,1,0,0,107.770152968569,0,107.770152968569,0,0
1345,0,0,0,1,34.0486761457559,0,0,0,34.0486761457559
1346,0,2,0,0,1517.856066415,0,1517.856066415,0,0
1347,1,0,0,1,176.30636655899,88.1531832794952,0,0,88.1531832794952
1348,0,0,0,0,0,0,0,0,0
1349,2,1,2,3,278.157120652584,69.5392801631461,34.769640081573,69.5392801631461,104.308920244719
1350,1,2,1,5,218.425843824307,24.2695382027008,48.5390764054017,24.2695382027008,121.347691013504
1351,0,1,0,0,22.3222285352394,0,22.3222285352394,0,0
1352,2,5,5,4,99.263970157716,12.4079962697145,31.0199906742863,31.0199906742863,24.815992539429
1353,0,3,0,2,92.177761746645,0,55.306657047987,0,36.871104698658
1401,2,2,2,3,161.320497833408,35.848999518535,35.848999518535,35.848999518535,53.7734992778025
1402,0,0,0,1,34.7439612715332,0,0,0,34.7439612715332
1403,1,0,0,0,19.6749978766503,19.6749978766503,0,0,0
1404,0,0,1,2,54.5041486567106,0,0,18.1680495522369,36.3360991044737
1405,0,1,0,0,16.1608792766101,0,16.1608792766101,0,0
1406,0,0,0,0,0,0,0,0,0
1407,0,0,0,0,0,0,0,0,0
1408,0,1,4,0,46.5918894594858,0,9.31837789189717,37.2735115675887,0
1409,4,6,4,5,150.348285945078,31.6522707252795,47.4784060879193,31.6522707252795,39.5653384065994
1410,0,0,2,0,28.4072451604795,0,0,28.4072451604795,0
1411,0,0,0,1,12.7771961569352,0,0,0,12.7771961569352
1412,2,5,1,2,107.884072589938,21.5768145179876,53.942036294969,10.7884072589938,21.5768145179876
1413,0,0,1,0,42.0146225760824,0,0,42.0146225760824,0
1414,2,1,7,8,123.299306937284,13.6999229930315,6.84996149651576,47.9497304756104,54.7996919721261
1415,1,0,0,3,61.6126411889931,15.4031602972483,0,0,46.2094808917448
1416,0,2,1,1,58.0292542829614,0,29.0146271414807,14.5073135707404,14.5073135707404
1417,0,0,2,0,18.7677204697346,0,0,18.7677204697346,0
1418,0,0,0,0,0,0,0,0,0
1419,0,0,0,1,26.4403931922458,0,0,0,26.4403931922458
1420,0,0,0,0,0,0,0,0,0
1421,1,6,4,2,93.0388788926873,7.15683683789902,42.9410210273941,28.6273473515961,14.313673675798
1422,2,5,3,0,70.650695593339,14.1301391186678,35.3253477966695,21.1952086780017,0
1423,0,0,1,0,26.7840728304279,0,0,26.7840728304279,0
1424,2,1,3,11,120.831167351012,14.2154314530602,7.1077157265301,21.3231471795903,78.1848729918311
1425,0,0,1,0,35.8461295363455,0,0,35.8461295363455,0
1426,0,0,1,1,58.452229976494,0,0,29.226114988247,29.226114988247
1427,1,5,3,5,70.8039601254159,5.05742572324399,25.28712861622,15.172277169732,25.28712861622
1428,3,0,2,2,289.26469064218,123.970581703792,0,82.6470544691944,82.6470544691944
1429,4,5,9,8,72.6485144124142,11.1766945249868,13.9708681562335,25.1475626812203,22.3533890499736
1430,1,0,2,1,69.1392496058028,17.2848124014507,0,34.5696248029014,17.2848124014507
1431,0,2,2,1,55.598129835188,0,22.2392519340752,22.2392519340752,11.1196259670376
1432,2,1,1,1,28.6607643785709,11.4643057514284,5.73215287571418,5.73215287571418,5.73215287571418
1433,0,0,0,0,0,0,0,0,0
1434,2,2,2,2,197.377676314504,49.3444190786261,49.3444190786261,49.3444190786261,49.3444190786261
1435,0,3,4,9,95.6770991844491,0,17.9394560970842,23.9192747961123,53.8183682912526
1436,2,3,3,7,100.345278406957,13.379370454261,20.0690556813914,20.0690556813914,46.8277965899134
1437,0,0,0,0,0,0,0,0,0
1438,1,0,3,2,47.9918973993902,7.99864956656504,0,23.9959486996951,15.9972991331301
1439,0,1,3,0,96.7013059019372,0,24.1753264754843,72.5259794264529,0
1501,0,0,0,0,0,0,0,0,0
1502,0,1,0,0,302.001065458404,0,302.001065458404,0,0
1503,0,0,1,0,288.165123437707,0,0,288.165123437707,0
1504,3,1,1,8,175.59398420015,40.5216886615731,13.5072295538577,13.5072295538577,108.057836430862
1505,14,19,14,25,328.994847377314,63.9712203233667,86.8180847245691,63.9712203233667,114.234322006012
1506,21,31,22,22,197.61826031646,43.2289944442256,63.8142298938568,45.2875179891887,45.2875179891887
1507,27,34,30,33,212.587613923484,46.2892385155974,58.2901522048263,51.4324872395526,56.5757359635079
1508,1,2,1,0,362.632126617239,90.6580316543098,181.31606330862,90.6580316543098,0
1509,0,1,0,0,803.123933322753,0,803.123933322753,0,0
1510,2,0,0,1,347.083820509355,231.389213672903,0,0,115.694606836452
1511,8,13,25,13,161.61872130627,21.9144028889858,35.6109046946019,68.4825090280806,35.6109046946019
1512,8,10,6,11,189.359199119074,43.2821026557883,54.1026283197354,32.4615769918412,59.5128911517089
1513,1,2,0,1,222.921808480582,55.7304521201456,111.460904240291,0,55.7304521201456
1514,2,18,9,7,75.8433305662285,4.21351836479047,37.9216652831142,18.9608326415571,14.7473142767666
1515,0,0,0,0,0,0,0,0,0
1516,3,15,8,11,304.777799023436,24.7117134343327,123.558567171663,65.8979024915538,90.6096159258865
1517,0,0,0,1,52.9632589599376,0,0,0,52.9632589599376
1518,9,20,10,22,334.917575954006,49.414068583378,109.809041296396,54.9045206481978,120.789945426035
1519,0,0,0,0,0,0,0,0,0
1520,1,7,2,9,408.485320538838,21.4992273967809,150.494591777467,42.9984547935619,193.493046571029
1521,0,3,1,2,694.939545680207,0,347.469772840103,115.823257613368,231.646515226736
1522,1,1,0,0,136.255531355524,68.1277656777621,68.1277656777621,0,0
1523,2,0,2,2,103.698863693382,34.566287897794,0,34.566287897794,34.566287897794
1524,5,3,6,5,152.499488953765,40.1314444615171,24.0788666769103,48.1577333538205,40.1314444615171
1525,0,1,4,3,261.142481582393,0,32.6428101977991,130.571240791196,97.9284305933972
1526,2,4,3,6,2257.40554645509,300.987406194012,601.974812388024,451.481109291018,902.962218582036
1527,1,0,0,1,205.6750939035,102.83754695175,0,0,102.83754695175
1528,0,0,1,0,169.092653419659,0,0,169.092653419659,0
1529,1,4,1,3,359.610359418429,39.9567066020477,159.826826408191,39.9567066020477,119.870119806143
1530,2,8,8,9,155.758863868789,11.5376936199103,46.1507744796412,46.1507744796412,51.9196212895963
1531,0,0,0,0,0,0,0,0,0
1532,0,1,3,1,236.90013516398,0,47.380027032796,142.140081098388,47.380027032796
1533,1,7,8,7,185.442432175524,8.06271444241408,56.4390010968986,64.5017155393126,56.4390010968986
1601,0,0,0,0,0,0,0,0,0
1602,6,7,7,19,67.4030060601606,10.3696932400247,12.0979754466955,12.0979754466955,32.8373619267449
1603,1,2,2,6,181.363162476651,16.4875602251501,32.9751204503002,32.9751204503002,98.9253613509006
1604,1,0,2,1,31.7009283569436,7.92523208923591,0,15.8504641784718,7.92523208923591
1605,1,4,3,2,100.24527976127,10.024527976127,40.0981119045081,30.0735839283811,20.049055952254
1606,1,4,1,0,114.95597143322,19.1593285722034,76.6373142888136,19.1593285722034,0
1607,4,9,7,12,72.3931473676299,9.04914342095374,20.3605726971459,15.836000986669,27.1474302628612
1608,28,25,34,60,151.335438291124,28.825797769738,25.737319437266,35.0027544346818,61.7695666494385
1609,0,4,1,5,129.719356319319,0,51.8877425277276,12.9719356319319,64.8596781596595
1610,0,1,2,0,79.1108741392337,0,26.3702913797446,52.7405827594892,0
1611,4,0,0,2,75.8478121730938,50.5652081153959,0,0,25.2826040576979
1612,0,3,3,3,127.648408172252,0,42.5494693907505,42.5494693907505,42.5494693907505
1613,3,0,4,4,154.16703959653,42.045556253599,0,56.0607416714653,56.0607416714653
1614,6,7,7,9,82.5491576987967,17.0791360756131,19.925658754882,19.925658754882,25.6187041134197
1615,2,4,6,5,94.8396650530858,11.1576076533042,22.3152153066084,33.4728229599126,27.8940191332605
1616,1,2,2,3,101.716496919662,12.7145621149578,25.4291242299155,25.4291242299155,38.1436863448733
1701,0,0,0,1,45.245046212231,0,0,0,45.245046212231
1702,0,0,0,0,0,0,0,0,0
1703,0,0,0,0,0,0,0,0,0
1704,0,0,1,2,274.414359585944,0,0,91.4714531953146,182.942906390629
1705,0,0,0,0,0,0,0,0,0
1706,0,1,0,1,180.003177267407,0,90.0015886337033,0,90.0015886337033
1707,1,1,2,2,182.675018538414,30.445836423069,30.445836423069,60.8916728461381,60.8916728461381
1708,9,2,8,8,337.515447344815,112.505149114938,25.0011442477641,100.004576991056,100.004576991056
1709,0,0,0,2,82.5676719366741,0,0,0,82.5676719366741
1710,1,2,3,9,246.703444466838,16.4468962977892,32.8937925955783,49.3406888933675,148.022066680103
1711,0,1,0,2,196.881424023132,0,65.6271413410442,0,131.254282682088
1712,2,3,1,3,336.49724311847,74.7771651374378,112.165747706157,37.3885825687189,112.165747706157
1713,2,3,2,7,272.678245266448,38.954035038064,58.431052557096,38.954035038064,136.339122633224
1714,1,0,1,0,93.4179614909729,46.7089807454864,0,46.7089807454864,0
1715,0,1,1,1,132.35491606483,0,44.1183053549432,44.1183053549432,44.1183053549432
1801,1,1,1,3,106.921681129411,17.8202801882352,17.8202801882352,17.8202801882352,53.4608405647055
1802,1,2,1,1,27.6765189970137,5.53530379940275,11.0706075988055,5.53530379940275,5.53530379940275
1803,0,1,1,0,39.2559265089399,0,19.6279632544699,19.6279632544699,0
1804,4,5,5,1,209.997175214796,55.9992467239455,69.9990584049319,69.9990584049319,13.9998116809864
1805,1,0,2,3,61.6380099824528,10.2730016637421,0,20.5460033274843,30.8190049912264
1806,2,2,5,4,44.3704383397411,6.82622128303709,6.82622128303709,17.0655532075927,13.6524425660742
1807,0,0,0,0,0,0,0,0,0
1808,4,5,6,9,54.9115278713289,9.15192131188815,11.4399016398602,13.7278819678322,20.5918229517483
1809,1,1,1,1,82.8621763139506,20.7155440784877,20.7155440784877,20.7155440784877,20.7155440784877
1810,4,3,6,3,59.3861519289084,14.8465379822271,11.1349034866703,22.2698069733406,11.1349034866703
1811,0,5,5,3,193.956962964761,0,74.5988319095235,74.5988319095235,44.7592991457141
1812,0,0,0,0,0,0,0,0,0
1813,1,2,0,1,25.953870959885,6.48846773997124,12.9769354799425,0,6.48846773997124
1814,1,0,6,1,51.2383195224472,6.4047899403059,0,38.4287396418354,6.4047899403059
1815,0,0,0,0,0,0,0,0,0
1816,1,1,4,4,186.084845419508,18.6084845419508,18.6084845419508,74.4339381678031,74.4339381678031
1817,0,0,0,0,0,0,0,0,0
1818,1,2,2,3,97.7970366566305,12.2246295820788,24.4492591641576,24.4492591641576,36.6738887462364
1819,0,0,0,0,0,0,0,0,0
1820,0,1,2,0,29.2600551886318,0,9.75335172954392,19.5067034590878,0
1821,0,1,2,0,79.8509637869412,0,26.6169879289804,53.2339758579608,0
1901,0,0,0,0,0,0,0,0,0
1902,1,0,0,1,50.0717063824984,25.0358531912492,0,0,25.0358531912492
1903,1,0,0,0,1735.74654028967,1735.74654028967,0,0,0
1904,1,1,0,0,34.4414890745523,17.2207445372762,17.2207445372762,0,0
1905,0,2,1,3,151.844498132175,0,50.6148327107251,25.3074163553625,75.9222490660876
1906,2,0,5,1,253.535980695546,63.3839951738865,0,158.459987934716,31.6919975869433
1907,0,0,0,1,48.0821782353067,0,0,0,48.0821782353067
1908,0,0,0,0,0,0,0,0,0
1909,0,0,0,1,48.858889119713,0,0,0,48.858889119713
1910,0,0,1,1,57.386079167234,0,0,28.693039583617,28.693039583617
1911,0,1,1,0,38.1889356687927,0,19.0944678343964,19.0944678343964,0
1912,3,5,3,2,130.077437514955,30.0178701957589,50.0297836595982,30.0178701957589,20.0119134638393
1913,0,2,0,0,126.854573794009,0,126.854573794009,0,0
1914,1,0,2,0,119.175787671739,39.7252625572463,0,79.4505251144927,0
1915,1,6,4,5,295.636419324085,18.4772762077553,110.863657246532,73.9091048310213,92.3863810387766
1916,0,1,1,1,199.382532062277,0,66.460844020759,66.460844020759,66.460844020759
1917,1,0,0,0,128.05963468098,128.05963468098,0,0,0
1918,0,2,2,5,71.4306698906291,0,15.8734821979176,15.8734821979176,39.6837054947939
1919,1,0,0,0,46.45421303696,46.45421303696,0,0,0
1920,0,2,1,1,163.138990106059,0,81.5694950530297,40.7847475265148,40.7847475265148
1921,0,3,2,1,437.682616164547,0,218.841308082273,145.894205388182,72.9471026940911
1922,1,2,7,10,127.586011018976,6.37930055094881,12.7586011018976,44.6551038566417,63.7930055094881
1923,0,0,0,0,0,0,0,0,0
1924,2,0,1,0,41.9292465669865,27.9528310446576,0,13.9764155223288,0
2001,3,0,0,2,60.8147067966294,36.4888240779776,0,0,24.3258827186517
2002,2,3,1,0,59.3261071676891,19.7753690558964,29.6630535838445,9.88768452794818,0
2003,1,4,1,3,59.3132652855169,6.59036280950188,26.3614512380075,6.59036280950188,19.7710884285056
2004,16,21,32,49,132.04025505075,17.9037633967118,23.4986894581843,35.8075267934237,54.83027540243
2005,0,0,0,0,0,0,0,0,0
2006,2,0,0,3,170.654561057298,68.2618244229193,0,0,102.392736634379
2007,1,1,4,1,44.3417742039066,6.33453917198665,6.33453917198665,25.3381566879466,6.33453917198665
2008,1,1,1,1,75.9770025125362,18.994250628134,18.994250628134,18.994250628134,18.994250628134
2009,7,4,14,10,120.735063021227,24.1470126042453,13.7982929167116,48.2940252084907,34.4957322917791
2010,0,0,1,0,25.0942693493457,0,0,25.0942693493457,0
2011,3,1,1,1,75.4842945108566,37.7421472554283,12.5807157518094,12.5807157518094,12.5807157518094
2012,1,12,13,10,107.81239335635,2.99478870434307,35.9374644521168,38.9322531564599,29.9478870434307
2013,5,5,11,8,142.057744594773,24.4927145853057,24.4927145853057,53.8839720876726,39.1883433364892
2014,1,1,2,4,55.3352701779436,6.91690877224295,6.91690877224295,13.8338175444859,27.6676350889718
2015,3,2,0,5,107.491071399372,32.2473214198116,21.4982142798744,0,53.745535699686
2016,0,2,4,0,38.4074535588083,0,12.8024845196028,25.6049690392055,0
2017,2,2,3,2,82.4330070718812,18.3184460159736,18.3184460159736,27.4776690239604,18.3184460159736
2018,2,2,1,6,78.1542883930637,14.2098706169207,14.2098706169207,7.10493530846033,42.629611850762
2019,3,5,7,11,64.3085601349619,7.42021847711099,12.367030795185,17.313843113259,27.2074677494069
2020,0,1,2,2,26.9961868451712,0,5.39923736903424,10.7984747380685,10.7984747380685
2021,1,1,0,1,281.082655972568,93.6942186575228,93.6942186575228,0,93.6942186575228
2101,0,1,1,0,71.4092022632334,0,35.7046011316167,35.7046011316167,0
2102,0,2,0,0,148.630541735055,0,148.630541735055,0,0
2103,0,3,2,0,304.931010166157,0,182.958606099694,121.972404066463,0
2104,0,1,1,1,142.08074999984,0,47.3602499999465,47.3602499999465,47.3602499999465
2105,0,0,0,1,50.068131414825,0,0,0,50.068131414825
2106,0,0,0,0,0,0,0,0,0
2107,0,1,0,1,52.2759663510279,0,26.1379831755139,0,26.1379831755139
2108,2,1,4,1,129.49049113891,32.3726227847275,16.1863113923637,64.7452455694549,16.1863113923637
2109,0,0,0,0,0,0,0,0,0
2110,2,0,0,1,158.973506949972,105.982337966648,0,0,52.9911689833239
2111,0,0,0,0,0,0,0,0,0
2112,0,2,1,2,126.900920880893,0,50.7603683523572,25.3801841761786,50.7603683523572
2113,0,0,0,2,84.6037518243551,0,0,0,84.6037518243551
2114,0,0,3,1,353.680980517915,0,0,265.260735388436,88.4202451294786
2115,0,2,2,0,75.9670420513822,0,37.9835210256911,37.9835210256911,0
2116,0,2,0,4,120.466208772314,0,40.1554029241047,0,80.3108058482093
2117,0,0,0,0,0,0,0,0,0
2119,6,10,11,5,330.619766184156,61.9912061595293,103.318676932549,113.650544625804,51.6593384662744
2120,0,0,1,0,46.0904173558777,0,0,46.0904173558777,0
2121,0,1,5,4,214.202144258647,0,21.4202144258647,107.101072129323,85.6808577034586
2122,1,0,2,4,151.28711806111,21.6124454373014,0,43.2248908746028,86.4497817492056
2123,2,1,1,1,185.645414939311,74.2581659757246,37.1290829878623,37.1290829878623,37.1290829878623
