GEOID,occupancy_rate,vacancy_rate,multiunit_struct,mobile_home_rate,pop_20yrs_plus,no_vehicle,public_transit,NAME,mobile_home,multiunits_10_to_19,multiunits_20_to_49,multiunits_50plus,multiunits_five_to_nine,multiunits_three_or_four,multiunits_two,occupied_owner,occupied_renter,occupied_units,pop_own_90_99,pop_own_bfr89,pop_own_occ,pop_ren_90_99,pop_ren_bfr89,pop_ren_occ,total_units,vacant_units,pop_own_20yrs_plus,pop_ren_20yrs_plus
34007600700,0.7557755775577558,0.24422442244224424,181,0,379,137,114,"Census Tract 6007, Camden County, New Jersey",0,30,0,0,6,55,90,133,325,458,141,78,411,102,58,1053,606,148,219,160
34007600800,0.837573385518591,0.162426614481409,932,0,1551,1028,256,"Census Tract 6008, Camden County, New Jersey",0,99,145,581,0,65,42,311,1401,1712,334,597,1164,504,116,3843,2044,332,931,620
34007600900,0.9057406094968108,0.09425939050318922,489,0,841,449,151,"Census Tract 6009, Camden County, New Jersey",0,121,42,45,79,24,178,331,947,1278,200,209,985,261,171,3062,1411,133,409,432
34007601000,0.8922693266832917,0.10773067331670823,372,0.012967581047381545,1822,380,287,"Census Tract 6010, Camden County, New Jersey",26,125,0,0,83,93,71,1006,783,1789,1144,400,3715,278,0,2779,2005,216,1544,278
34007601101,0.8199608610567515,0.18003913894324852,276,0.019569471624266144,665,182,63,"Census Tract 6011.01, Camden County, New Jersey",20,78,0,0,33,101,64,329,509,838,155,412,1473,71,27,1810,1022,184,567,98
34007601102,0.9060899260102447,0.09391007398975526,474,0,1971,483,112,"Census Tract 6011.02, Camden County, New Jersey",0,31,67,128,10,30,208,768,824,1592,1063,509,3021,204,195,2686,1757,165,1572,399
34007601200,0.8877272727272727,0.11227272727272727,519,0,2286,428,392,"Census Tract 6012, Camden County, New Jersey",0,84,65,0,12,212,146,1232,721,1953,1405,753,3885,44,84,2406,2200,247,2158,128
34007601300,0.7610837438423645,0.23891625615763548,623,0,617,713,388,"Census Tract 6013, Camden County, New Jersey",0,0,112,162,12,53,284,549,996,1545,37,420,1315,103,57,2990,2030,485,457,160
34007601400,0.8375,0.1625,472,0,1505,484,249,"Census Tract 6014, Camden County, New Jersey",0,40,0,52,18,92,270,786,822,1608,375,853,1944,41,236,2655,1920,312,1228,277
34007601500,0.7436166491780343,0.2563833508219657,1013,0,1360,611,134,"Census Tract 6015, Camden County, New Jersey",0,97,262,146,284,168,56,715,1411,2126,441,646,1932,175,98,2914,2859,733,1087,273
34007601600,0.9180171591992373,0.08198284080076262,213,0,427,394,77,"Census Tract 6016, Camden County, New Jersey",0,43,9,10,77,14,60,291,672,963,67,161,618,103,96,2005,1049,86,228,199
34007601700,0.8837837837837837,0.11621621621621622,729,0.037162162162162164,275,766,112,"Census Tract 6017, Camden County, New Jersey",55,204,115,229,51,68,62,106,1202,1308,49,43,239,50,133,2907,1480,172,92,183
34007601800,0.7343234323432343,0.26567656765676567,133,0.013201320132013201,231,154,128,"Census Tract 6018, Camden County, New Jersey",8,0,0,0,9,0,124,272,173,445,28,172,756,31,0,445,606,161,200,31
34007601900,0.8223787167449139,0.17762128325508608,446,0,671,264,120,"Census Tract 6019, Camden County, New Jersey",0,74,66,36,33,169,68,395,656,1051,144,304,942,172,51,1785,1278,227,448,223
34007602000,0.7962052002810963,0.2037947997189037,649,0.03619114546732256,648,743,544,"Census Tract 6020, Camden County, New Jersey",103,86,144,22,255,57,85,989,1277,2266,366,282,2377,0,0,4096,2846,580,648,0
34007602503,0.8468368479467259,0.15316315205327413,43,0,1047,48,96,"Census Tract 6025.03, Camden County, New Jersey",0,19,0,7,0,0,17,638,125,763,441,601,1867,0,5,550,901,138,1042,5
34007602601,0.8976377952755905,0.10236220472440945,10,0,1239,51,48,"Census Tract 6026.01, Camden County, New Jersey",0,0,0,0,0,0,10,804,108,912,852,387,2340,0,0,324,1016,104,1239,0
34007602602,0.9721189591078067,0.027881040892193308,227,0,749,227,105,"Census Tract 6026.02, Camden County, New Jersey",0,32,0,71,0,111,13,702,344,1046,188,509,2007,0,52,940,1076,30,697,52
34007602901,0.9246987951807228,0.07530120481927711,352,0,1910,117,130,"Census Tract 6029.01, Camden County, New Jersey",0,20,72,106,50,12,92,1547,295,1842,693,1139,3832,48,30,574,1992,150,1832,78
34007602902,0.9256068911511355,0.07439310884886452,430,0,762,248,62,"Census Tract 6029.02, Camden County, New Jersey",0,22,72,0,44,244,48,823,359,1182,336,364,2726,35,27,578,1277,95,700,62
34007603001,0.9793447293447294,0.020655270655270654,120,0,1710,45,140,"Census Tract 6030.01, Camden County, New Jersey",0,10,0,0,5,30,75,1129,246,1375,542,895,3099,158,115,802,1404,29,1437,273
34007603002,0.8904443091905052,0.10955569080949483,259,0,1446,85,145,"Census Tract 6030.02, Camden County, New Jersey",0,55,0,0,0,133,71,1169,294,1463,720,666,3448,0,60,1062,1643,180,1386,60
34007603100,0.905140758873929,0.094859241126071,674,0,588,174,201,"Census Tract 6031, Camden County, New Jersey",0,93,59,85,83,118,236,851,628,1479,219,339,2452,30,0,1248,1634,155,558,30
34007603200,0.8470627954085078,0.15293720459149224,899,0.049966239027684,2416,275,187,"Census Tract 6032, Camden County, New Jersey",148,212,246,305,91,30,15,1651,858,2509,1119,1281,4865,16,0,1686,2962,453,2400,16
34007603301,0.9261261261261261,0.07387387387387387,940,0,1564,113,165,"Census Tract 6033.01, Camden County, New Jersey",0,45,129,707,21,0,38,1310,746,2056,680,840,3814,0,44,1623,2220,164,1520,44
34007603302,0.9381573411863694,0.06184265881363063,300,0,2680,82,126,"Census Tract 6033.02, Camden County, New Jersey",0,0,18,250,15,17,0,1830,400,2230,1632,980,5152,34,34,1189,2377,147,2612,68
34007603303,0.9251940719830628,0.0748059280169372,897,0,844,262,74,"Census Tract 6033.03, Camden County, New Jersey",0,13,30,844,0,0,10,561,750,1311,504,218,1395,112,10,1295,1417,106,722,122
34007603400,0.9646291208791209,0.03537087912087912,1089,0,3064,82,271,"Census Tract 6034, Camden County, New Jersey",0,0,55,950,16,23,45,2020,789,2809,1609,1348,5654,17,90,1564,2912,103,2957,107
34007603501,0.926161175069472,0.07383882493052799,543,0,2328,168,239,"Census Tract 6035.01, Camden County, New Jersey",0,188,147,39,135,34,0,1676,657,2333,1393,886,4781,49,0,1432,2519,186,2279,49
34007603503,0.9907464528069093,0.009253547193090685,7,0,1800,33,181,"Census Tract 6035.03, Camden County, New Jersey",0,7,0,0,0,0,0,1581,25,1606,652,1143,4462,0,5,96,1621,15,1795,5
34007603504,0.9444444444444444,0.05555555555555555,52,0,1265,17,130,"Census Tract 6035.04, Camden County, New Jersey",0,0,0,18,22,6,6,872,46,918,568,697,2485,0,0,148,972,54,1265,0
34007603505,0.9472817133443163,0.05271828665568369,14,0,1660,19,166,"Census Tract 6035.05, Camden County, New Jersey",0,0,0,0,14,0,0,1097,53,1150,1074,586,3306,0,0,171,1214,64,1660,0
34007603506,0.9758924432081595,0.02410755679184052,59,0,2626,51,184,"Census Tract 6035.06, Camden County, New Jersey",0,0,0,59,0,0,0,2038,67,2105,1633,977,6012,0,16,91,2157,52,2610,16
34007603507,0.9448542325254654,0.0551457674745346,572,0,2404,213,208,"Census Tract 6035.07, Camden County, New Jersey",0,46,52,245,219,10,0,2168,522,2690,1538,840,5682,26,0,789,2847,157,2378,26
34007603601,0.9460552933243426,0.05394470667565745,346,0,1256,8,201,"Census Tract 6036.01, Camden County, New Jersey",0,88,0,63,80,95,20,1275,128,1403,558,617,3056,72,9,281,1483,80,1175,81
34007603602,0.9240924092409241,0.07590759075907591,14,0,1063,21,106,"Census Tract 6036.02, Camden County, New Jersey",0,0,0,0,0,0,14,804,36,840,407,634,2432,0,22,125,909,69,1041,22
34007603603,0.9479166666666666,0.052083333333333336,0,0,909,7,91,"Census Tract 6036.03, Camden County, New Jersey",0,0,0,0,0,0,0,785,34,819,412,497,2248,0,0,92,864,45,909,0
34007603700,0.9888816219751472,0.011118378024852845,534,0,974,62,140,"Census Tract 6037, Camden County, New Jersey",0,12,0,60,101,361,0,959,553,1512,477,476,2446,0,21,1435,1529,17,953,21
34007603800,0.9104552276138069,0.0895447723861931,270,0.00400200100050025,2159,104,309,"Census Tract 6038, Camden County, New Jersey",8,12,9,47,0,88,114,1541,279,1820,1127,947,4495,64,21,632,1999,179,2074,85
34007603901,0.9817351598173516,0.0182648401826484,630,0,1994,130,341,"Census Tract 6039.01, Camden County, New Jersey",0,53,0,214,103,193,67,1465,685,2150,861,1099,3907,19,15,1239,2190,40,1960,34
34007603902,0.887140902872777,0.11285909712722299,799,0,819,164,207,"Census Tract 6039.02, Camden County, New Jersey",0,22,51,605,30,4,87,645,652,1297,423,253,1731,114,29,1048,1462,165,676,143
34007604100,0.876803551609323,0.12319644839067703,137,0,587,130,151,"Census Tract 6041, Camden County, New Jersey",0,0,0,0,8,10,119,437,353,790,298,266,1517,23,0,1398,901,111,564,23
34007604200,0.8482142857142857,0.15178571428571427,624,0,781,198,210,"Census Tract 6042, Camden County, New Jersey",0,43,61,84,29,199,208,641,689,1330,359,391,1660,31,0,1481,1568,238,750,31
34007604300,0.8817494600431965,0.11825053995680346,691,0,1057,93,258,"Census Tract 6043, Camden County, New Jersey",0,61,94,174,10,101,251,1098,535,1633,375,621,2966,38,23,855,1852,219,996,61
34007604400,0.9544787077826725,0.04552129221732746,291,0,1256,68,263,"Census Tract 6044, Camden County, New Jersey",0,36,58,28,0,78,91,955,345,1300,515,708,2698,17,16,683,1362,62,1223,33
34007604600,0.90234375,0.09765625,437,0,511,101,74,"Census Tract 6046, Camden County, New Jersey",0,80,113,13,58,41,132,485,439,924,312,199,1200,0,0,813,1024,100,511,0
34007604700,0.9394703656998739,0.0605296343001261,57,0.029003783102143757,1035,7,20,"Census Tract 6047, Camden County, New Jersey",23,13,0,0,21,6,17,668,77,745,481,547,1813,7,0,128,793,48,1028,7
34007605100,0.8891235480464625,0.11087645195353749,62,0.03907074973600845,1031,47,20,"Census Tract 6051, Camden County, New Jersey",37,0,0,0,7,13,42,675,167,842,435,596,1716,0,0,399,947,105,1031,0
34007605200,0.9173708920187793,0.08262910798122065,140,0.15211267605633802,1052,92,96,"Census Tract 6052, Camden County, New Jersey",162,110,0,6,24,0,0,768,209,977,313,706,2174,33,0,683,1065,88,1019,33
34007605300,0.8617283950617284,0.1382716049382716,98,0,626,87,31,"Census Tract 6053, Camden County, New Jersey",0,0,0,0,0,65,33,523,175,698,211,386,1446,26,3,577,810,112,597,29
34007605400,0.8939264328485885,0.10607356715141146,214,0,1181,24,12,"Census Tract 6054, Camden County, New Jersey",0,32,11,91,28,39,13,792,253,1045,580,545,2197,34,22,406,1169,124,1125,56
34007605602,0.9729486023444545,0.027051397655545536,201,0,1441,33,55,"Census Tract 6056.02, Camden County, New Jersey",0,0,59,46,10,34,52,798,281,1079,548,893,2249,0,0,550,1109,30,1441,0
34007605700,0.9254327563249002,0.07456724367509987,395,0,1115,105,104,"Census Tract 6057, Camden County, New Jersey",0,0,97,54,0,79,165,1041,349,1390,413,642,2743,22,38,670,1502,112,1055,60
34007605800,0.9348370927318296,0.06516290726817042,70,0,1200,101,83,"Census Tract 6058, Camden County, New Jersey",0,0,0,0,9,42,19,1006,113,1119,534,574,2498,92,0,241,1197,78,1108,92
34007605900,0.9615754082612872,0.03842459173871278,121,0,1128,30,91,"Census Tract 6059, Camden County, New Jersey",0,0,27,0,6,21,67,867,134,1001,397,702,2461,29,0,288,1041,40,1099,29
34007606000,0.9582392776523702,0.0417607223476298,383,0,680,86,120,"Census Tract 6060, Camden County, New Jersey",0,35,22,162,48,32,84,543,306,849,372,258,1558,44,6,426,886,37,630,50
34007606100,0.9229857819905213,0.07701421800947868,157,0,628,9,142,"Census Tract 6061, Camden County, New Jersey",0,20,48,6,0,47,36,674,105,779,375,224,2045,6,23,230,844,65,599,29
34007606200,0.9239200515796261,0.07607994842037395,191,0,976,37,104,"Census Tract 6062, Camden County, New Jersey",0,0,40,77,28,0,46,1281,152,1433,441,511,3460,24,0,264,1551,118,952,24
34007606300,0.9650924024640657,0.03490759753593429,259,0,532,65,128,"Census Tract 6063, Camden County, New Jersey",0,26,54,16,11,80,72,668,272,940,214,288,1896,0,30,438,974,34,502,30
34007606400,0.9840674789128397,0.015932521087160263,48,0,851,48,209,"Census Tract 6064, Camden County, New Jersey",0,0,0,33,0,0,15,995,55,1050,462,382,2966,7,0,63,1067,17,844,7
34007606500,0.8983471074380165,0.10165289256198347,238,0,1273,113,114,"Census Tract 6065, Camden County, New Jersey",0,52,89,20,0,32,45,727,360,1087,389,750,2214,116,18,678,1210,123,1139,134
34007606600,0.974025974025974,0.025974025974025976,361,0,798,16,135,"Census Tract 6066, Camden County, New Jersey",0,100,0,16,63,149,33,604,371,975,237,510,1531,37,14,797,1001,26,747,51
34007606700,0.9399477806788512,0.06005221932114883,679,0,1776,133,212,"Census Tract 6067, Camden County, New Jersey",0,176,86,213,94,84,26,1134,666,1800,817,930,3321,29,0,1087,1915,115,1747,29
34007606800,0.8951559389515594,0.10484406104844061,171,0,1812,93,129,"Census Tract 6068, Camden County, New Jersey",0,44,39,0,6,16,66,1094,255,1349,850,962,3121,0,0,723,1507,158,1812,0
34007607000,0.9289050337311884,0.07109496626881162,463,0,1734,199,73,"Census Tract 6070, Camden County, New Jersey",0,31,86,123,7,48,168,832,958,1790,325,825,2146,239,345,2329,1927,137,1150,584
34007607100,1,0,118,0,1641,58,98,"Census Tract 6071, Camden County, New Jersey",0,10,32,0,0,46,30,1179,225,1404,456,1139,3318,46,0,591,1404,0,1595,46
34007607200,0.9093686354378818,0.09063136456211812,819,0,1155,169,32,"Census Tract 6072, Camden County, New Jersey",0,204,248,153,20,15,179,998,788,1786,359,716,2865,40,40,1536,1964,178,1075,80
34007607300,0.9511774842044802,0.048822515795519814,435,0.017805858701895463,1366,74,234,"Census Tract 6073, Camden County, New Jersey",31,62,79,98,87,81,28,1032,624,1656,632,693,2868,41,0,1408,1741,85,1325,41
34007607401,0.913469387755102,0.08653061224489796,395,0.008979591836734694,1064,131,66,"Census Tract 6074.01, Camden County, New Jersey",11,176,36,53,51,77,2,717,402,1119,620,409,2075,0,35,605,1225,106,1029,35
34007607402,0.8861087144089732,0.11389128559102675,230,0,1034,51,217,"Census Tract 6074.02, Camden County, New Jersey",0,93,20,55,47,4,11,772,255,1027,547,447,2151,30,10,571,1159,132,994,40
34007607502,0.9215943933420937,0.07840560665790626,304,0,1600,294,162,"Census Tract 6075.02, Camden County, New Jersey",0,0,58,230,0,16,0,1723,381,2104,702,898,4415,0,0,683,2283,179,1600,0
34007607503,0.9261658031088082,0.07383419689119171,379,0,1832,54,224,"Census Tract 6075.03, Camden County, New Jersey",0,40,42,182,106,0,9,1750,395,2145,1280,552,5287,0,0,815,2316,171,1832,0
34007607504,0.959425190194421,0.04057480980557904,7,0,1227,0,133,"Census Tract 6075.04, Camden County, New Jersey",0,0,0,0,0,0,7,1129,6,1135,816,411,3602,0,0,19,1183,48,1227,0
34007607505,0.9060446780551905,0.09395532194480946,9,0,1711,5,231,"Census Tract 6075.05, Camden County, New Jersey",0,0,0,9,0,0,0,1312,67,1379,977,722,4101,0,12,298,1522,143,1699,12
34007607506,0.9335239456754825,0.06647605432451752,712,0,566,63,199,"Census Tract 6075.06, Camden County, New Jersey",0,335,12,89,181,84,11,605,701,1306,133,372,1402,61,0,2057,1399,93,505,61
34007607507,0.8711980136561143,0.1288019863438858,2593,0,659,548,243,"Census Tract 6075.07, Camden County, New Jersey",0,665,407,746,449,234,92,788,2019,2807,338,302,2136,0,19,3368,3222,415,640,19
34007607600,0.9552795031055901,0.04472049689440994,3,0,1290,17,37,"Census Tract 6076, Camden County, New Jersey",0,0,0,0,3,0,0,722,47,769,512,751,1981,17,10,237,805,36,1263,27
34007607701,0.8216516308119362,0.17834836918806385,2242,0.005551700208188758,662,703,291,"Census Tract 6077.01, Camden County, New Jersey",16,860,322,151,517,256,136,524,1844,2368,169,244,1617,100,149,4494,2882,514,413,249
34007607702,0.8952850877192983,0.10471491228070176,999,0.013157894736842105,993,125,132,"Census Tract 6077.02, Camden County, New Jersey",24,195,112,367,160,100,65,736,897,1633,177,642,1942,161,13,1854,1824,191,819,174
34007607801,0.917470525187567,0.08252947481243302,1844,0,839,295,147,"Census Tract 6078.01, Camden County, New Jersey",0,501,348,85,652,183,75,972,1596,2568,257,474,2030,82,26,2994,2799,231,731,108
34007607802,0.9597457627118644,0.04025423728813559,119,0.007415254237288136,576,77,128,"Census Tract 6078.02, Camden County, New Jersey",7,57,0,17,38,0,7,655,251,906,243,333,1783,0,0,617,944,38,576,0
34007607900,0.92496765847348,0.07503234152652005,142,0,818,40,62,"Census Tract 6079, Camden County, New Jersey",0,48,4,14,18,19,39,571,144,715,390,386,1664,34,8,243,773,58,776,42
34007608001,0.8964357767316745,0.10356422326832548,528,0,1170,204,321,"Census Tract 6080.01, Camden County, New Jersey",0,168,175,92,53,16,24,819,514,1333,547,470,2282,133,20,1069,1487,154,1017,153
34007608202,0.9389002036659878,0.06109979633401222,272,0.02376103190767142,1552,81,45,"Census Tract 6082.02, Camden County, New Jersey",35,87,0,0,100,39,46,1182,201,1383,579,973,3433,0,0,443,1473,90,1552,0
34007608205,0.9929278642149929,0.007072135785007072,0,0,1960,24,33,"Census Tract 6082.05, Camden County, New Jersey",0,0,0,0,0,0,0,1338,66,1404,808,1119,3779,0,33,217,1414,10,1927,33
34007608206,0.9238805970149254,0.07611940298507462,69,0,1588,26,77,"Census Tract 6082.06, Camden County, New Jersey",0,10,24,27,0,0,8,1088,150,1238,673,830,2986,39,46,551,1340,102,1503,85
34007608209,0.9334239130434783,0.06657608695652174,619,0.021739130434782608,1123,306,47,"Census Tract 6082.09, Camden County, New Jersey",32,53,12,22,51,406,75,772,602,1374,404,685,2052,34,0,1286,1472,98,1089,34
34007608210,0.9464944649446494,0.05350553505535055,1168,0,687,104,74,"Census Tract 6082.10, Camden County, New Jersey",0,307,636,138,87,0,0,356,1183,1539,193,429,1073,48,17,2878,1626,87,622,65
34007608211,0.910814304179233,0.08918569582076691,812,0,1241,61,32,"Census Tract 6082.11, Camden County, New Jersey",0,266,138,53,14,169,172,1469,645,2114,588,588,4344,65,0,1504,2321,207,1176,65
34007608302,0.9449192782526116,0.055080721747388414,828,0,1154,277,33,"Census Tract 6083.02, Camden County, New Jersey",0,151,94,15,452,14,102,998,992,1990,47,1031,2491,60,16,1977,2106,116,1078,76
34007608303,0.835956917978459,0.164043082021541,403,0,1181,108,47,"Census Tract 6083.03, Camden County, New Jersey",0,85,56,10,69,80,103,610,399,1009,573,594,1748,14,0,948,1207,198,1167,14
34007608304,0.9135928961748634,0.08640710382513661,984,0,1757,124,153,"Census Tract 6083.04, Camden County, New Jersey",0,319,235,38,338,37,17,1854,821,2675,906,719,4274,96,36,1859,2928,253,1625,132
34007608401,0.9492647058823529,0.05073529411764706,0,0.022058823529411766,1603,10,71,"Census Tract 6084.01, Camden County, New Jersey",30,0,0,0,0,0,0,1246,45,1291,833,770,3853,0,0,224,1360,69,1603,0
34007608402,0.9781626506024096,0.021837349397590362,41,0.18298192771084337,1386,31,153,"Census Tract 6084.02, Camden County, New Jersey",243,14,0,0,0,0,27,1242,57,1299,1153,208,3838,25,0,117,1328,29,1361,25
34007608403,0.9815371404036067,0.0184628595963933,22,0,2134,54,99,"Census Tract 6084.03, Camden County, New Jersey",0,0,0,0,0,0,22,2034,252,2286,1226,908,6541,0,0,785,2329,43,2134,0
34007608404,0.9099099099099099,0.09009009009009009,215,0,1729,19,139,"Census Tract 6084.04, Camden County, New Jersey",0,18,0,0,44,58,95,1939,384,2323,1071,637,5134,21,0,1223,2553,230,1708,21
34007608503,0.8917881811204912,0.10821181887950883,529,0,945,88,55,"Census Tract 6085.03, Camden County, New Jersey",0,132,25,29,217,126,0,596,566,1162,605,281,1599,7,52,1096,1303,141,886,59
34007608504,0.923956546598056,0.07604345340194396,1284,0,593,231,32,"Census Tract 6085.04, Camden County, New Jersey",0,489,119,74,315,244,43,626,990,1616,343,200,1422,18,32,1937,1749,133,543,50
34007608600,0.9347604485219164,0.0652395514780836,728,0,1325,146,121,"Census Tract 6086, Camden County, New Jersey",0,292,75,96,180,72,13,1064,770,1834,718,579,3193,28,0,1718,1962,128,1297,28
34007608700,0.9764912280701754,0.023508771929824562,436,0,2459,234,158,"Census Tract 6087, Camden County, New Jersey",0,0,0,48,49,290,49,2403,380,2783,1364,956,6643,72,67,787,2850,67,2320,139
34007608800,0.931064958020327,0.068935041979673,463,0,2089,207,100,"Census Tract 6088, Camden County, New Jersey",0,81,0,18,139,149,76,1428,679,2107,608,1349,3677,17,115,1794,2263,156,1957,132
34007608901,0.9053364269141532,0.09466357308584687,290,0,1943,16,75,"Census Tract 6089.01, Camden County, New Jersey",0,16,0,0,44,30,200,1673,278,1951,1184,686,5195,73,0,586,2155,204,1870,73
34007608903,0.9267202859696158,0.07327971403038427,0,0,2006,16,22,"Census Tract 6089.03, Camden County, New Jersey",0,0,0,0,0,0,0,1007,30,1037,573,1433,3265,0,0,39,1119,82,2006,0
34007608904,0.9510357815442562,0.04896421845574388,16,0,855,0,29,"Census Tract 6089.04, Camden County, New Jersey",0,0,0,0,0,12,4,467,38,505,405,444,1333,6,0,81,531,26,849,6
34007609000,0.9186991869918699,0.08130081300813008,80,0.14471544715447154,632,45,41,"Census Tract 6090, Camden County, New Jersey",89,0,31,15,0,3,31,429,136,565,132,450,1128,13,37,298,615,50,582,50
34007609103,0.9031026252983294,0.09689737470167065,292,0.05250596658711217,1725,109,65,"Census Tract 6091.03, Camden County, New Jersey",110,126,53,11,32,41,29,1549,343,1892,1128,577,4171,20,0,953,2095,203,1705,20
34007609201,0.918334234721471,0.08166576527852894,425,0.02704164413196322,934,237,148,"Census Tract 6092.01, Camden County, New Jersey",50,209,12,91,60,0,53,1250,448,1698,521,318,3400,84,11,960,1849,151,839,95
34007609202,0.854388635210553,0.14561136478944697,347,0,1268,95,219,"Census Tract 6092.02, Camden County, New Jersey",0,25,10,52,56,113,91,1130,554,1684,535,532,3495,201,0,1428,1971,287,1067,201
34007609203,0.926919783043106,0.0730802169568941,334,0,2682,153,209,"Census Tract 6092.03, Camden County, New Jersey",0,89,38,44,69,58,36,2662,585,3247,2134,527,7958,21,0,1281,3503,256,2661,21
34007609204,0.8653968253968254,0.1346031746031746,393,0.11555555555555555,990,164,104,"Census Tract 6092.04, Camden County, New Jersey",182,148,6,22,140,22,55,825,538,1363,553,414,2485,0,23,1733,1575,212,967,23
34007609205,0.9031862745098039,0.09681372549019608,245,0,1586,89,160,"Census Tract 6092.05, Camden County, New Jersey",0,16,0,159,38,0,32,1781,430,2211,554,953,5109,50,29,844,2448,237,1507,79
34007610300,0.8446428571428571,0.15535714285714286,784,0,149,306,59,"Census Tract 6103, Camden County, New Jersey",0,17,72,606,10,71,8,147,799,946,14,90,317,45,0,1387,1120,174,104,45
34007610400,0.8078155028827675,0.19218449711723254,532,0,525,476,155,"Census Tract 6104, Camden County, New Jersey",0,40,30,61,0,148,253,580,681,1261,213,286,1484,26,0,1915,1561,300,499,26
34007610500,0.9053461875547765,0.09465381244522349,319,0,2541,109,269,"Census Tract 6105, Camden County, New Jersey",0,11,41,20,65,0,182,1590,476,2066,1493,1009,5578,39,0,1972,2282,216,2502,39
34007610600,0.8389715832205683,0.16102841677943167,505,0.20162381596752368,207,134,76,"Census Tract 6106, Camden County, New Jersey",149,7,16,451,5,4,22,126,494,620,23,47,283,70,67,746,739,119,70,137
34007610800,0.8858560794044665,0.1141439205955335,187,0.03225806451612903,798,188,46,"Census Tract 6108, Camden County, New Jersey",39,20,0,102,0,8,57,861,210,1071,202,577,2410,19,0,286,1209,138,779,19
34007610900,0.9662556781310837,0.03374432186891629,313,0,1648,143,81,"Census Tract 6109, Camden County, New Jersey",0,0,40,73,4,45,151,752,737,1489,820,502,2073,181,145,1266,1541,52,1322,326
34007611000,0.9302925989672978,0.06970740103270223,422,0,1673,286,148,"Census Tract 6110, Camden County, New Jersey",0,23,15,97,48,12,227,1236,926,2162,678,928,3251,19,48,3017,2324,162,1606,67
34007611100,0.9575289575289575,0.04247104247104247,461,0.009266409266409266,1072,123,10,"Census Tract 6111, Camden County, New Jersey",12,297,55,82,0,27,0,744,496,1240,308,723,2053,12,29,1028,1295,55,1031,41
34007611200,0.943630214205186,0.05636978579481398,351,0,1828,28,156,"Census Tract 6112, Camden County, New Jersey",0,89,0,59,107,55,41,1308,366,1674,846,943,3633,33,6,837,1774,100,1789,39
34007611300,0.9177295918367347,0.08227040816326531,308,0.002551020408163265,1824,163,66,"Census Tract 6113, Camden County, New Jersey",4,76,32,21,0,0,179,1079,360,1439,518,1188,2781,0,118,939,1568,129,1706,118
34007611400,0.9128491620111732,0.08715083798882682,63,0,2037,114,97,"Census Tract 6114, Camden County, New Jersey",0,0,0,19,38,0,6,1474,160,1634,1041,996,3850,0,0,504,1790,156,2037,0
34007611500,0.9195842450765864,0.08041575492341356,149,0,2136,74,63,"Census Tract 6115, Camden County, New Jersey",0,0,0,0,48,19,82,1516,165,1681,1099,955,3983,48,34,347,1828,147,2054,82
34007611600,0.8521551724137931,0.1478448275862069,1651,0,528,459,452,"Census Tract 6116, Camden County, New Jersey",0,86,118,1093,115,101,138,409,1568,1977,93,386,1195,49,0,2741,2320,343,479,49
34007611700,0.9040529363110008,0.09594706368899918,180,0,1093,121,113,"Census Tract 6117, Camden County, New Jersey",0,0,55,37,7,59,22,826,267,1093,407,646,2423,24,16,595,1209,116,1053,40
34009020101,0.3706462653513187,0.6293537346486813,2318,0.0014093013891685123,1141,234,23,"Census Tract 201.01, Cape May County, New Jersey",7,249,303,239,211,428,888,1056,785,1841,299,611,2108,76,155,1823,4967,3126,910,231
34009020102,0.26622210823288023,0.7337778917671198,1414,0,803,104,6,"Census Tract 201.02, Cape May County, New Jersey",0,174,185,336,67,172,480,710,328,1038,541,213,1613,43,6,541,3899,2861,754,49
34009020201,0.3888506538196834,0.6111493461803166,201,0,579,11,23,"Census Tract 202.01, Cape May County, New Jersey",0,0,0,0,20,31,150,484,81,565,338,229,1171,4,8,282,1453,888,567,12
34009020203,0.2408153590898317,0.7591846409101682,701,0,634,176,0,"Census Tract 202.03, Cape May County, New Jersey",0,51,12,210,105,51,272,692,324,1016,360,224,1449,50,0,474,4219,3203,584,50
34009020205,0.12163814180929096,0.878361858190709,425,0,275,30,5,"Census Tract 202.05, Cape May County, New Jersey",0,15,5,0,41,47,317,349,49,398,137,110,626,5,23,74,3272,2874,247,28
34009020206,0.17781690140845072,0.8221830985915493,526,0,239,20,0,"Census Tract 202.06, Cape May County, New Jersey",0,113,44,8,73,84,204,318,86,404,163,76,661,0,0,198,2272,1868,239,0
34009020301,0.7230646448523543,0.27693535514764567,50,0.27773343974461295,1872,25,1,"Census Tract 203.01, Cape May County, New Jersey",696,0,0,0,7,7,36,1614,198,1812,883,959,4025,7,23,454,2506,694,1842,30
34009020302,0.6530833032816444,0.34691669671835557,52,0.24738550306527227,2002,94,23,"Census Tract 203.02, Cape May County, New Jersey",686,0,0,0,11,20,21,1661,150,1811,1277,725,4229,0,0,246,2773,962,2002,0
34009020400,0.9285127362366475,0.0714872637633525,32,0,1249,41,23,"Census Tract 204, Cape May County, New Jersey",0,0,0,0,0,0,32,931,199,1130,715,449,2513,85,0,427,1217,87,1164,85
34009020500,0.6919758412424504,0.3080241587575496,184,0.28731665228645387,568,97,31,"Census Tract 205, Cape May County, New Jersey",333,64,37,9,10,32,32,452,350,802,207,240,1064,18,103,951,1159,357,447,121
