"","GEOID","occupancy_rate","vacancy_rate","multiunit_struct","mobile_home_rate","pop_20yrs_plus","no_vehicle","public_transit","NAME","mobile_home","multiunits_10_to_19","multiunits_20_to_49","multiunits_50plus","multiunits_five_to_nine","multiunits_three_or_four","multiunits_two","occupied_owner","occupied_renter","occupied_units","pop_own_90_99","pop_own_bfr89","pop_own_occ","pop_ren_90_99","pop_ren_bfr89","pop_ren_occ","total_units","vacant_units","pop_own_20yrs_plus","pop_ren_20yrs_plus","X","geoid","ams_res","ams_bus","ams_oth","res_vac","bus_vac","oth_vac","avg_vac_r","avg_vac_b","avg_vac_o","vac_3_res","vac_3_bus","vac_3_oth","vac_3_6_r","vac_3_6_b","vac_3_6_o","vac_6_12r","vac_6_12b","vac_6_12o","vac_12_24r","vac_12_24b","vac_12_24o","vac_24_36r","vac_24_36b","vac_24_36o","vac_36_res","vac_36_bus","vac_36_oth","pqv_is_res","pqv_is_bus","pqv_is_oth","pqv_ns_res","pqv_ns_bus","pqv_ns_oth","nostat_res","nostat_bus","nostat_oth","avg_ns_res","avg_ns_bus","avg_ns_oth","ns_3_res","ns_3_bus","ns_3_oth","ns_3_6_res","ns_3_6_bus","ns_3_6_oth","ns_6_12_r","ns_6_12_b","ns_6_12_o","ns_12_24_r","ns_12_24_b","ns_12_24_o","ns_24_36_r","ns_24_36_b","ns_24_36_o","ns_36_res","ns_36_bus","ns_36_oth","pqns_is_r","pqns_is_b","pqns_is_o"
"258","34005700307",0.969199178644764,0.0308008213552361,0,0,906,0,118,"Census Tract 7003.07, Burlington County, New Jersey",0,0,0,0,0,0,0,892,52,944,493,413,2591,0,0,152,974,30,906,0,37470,34005700307,945,6,0,1,0,0,518,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1301.67,2626,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,2,0,0,0,0
"259","34005700401",0.938118811881188,0.0618811881188119,119,0,898,10,23,"Census Tract 7004.01, Burlington County, New Jersey",0,37,0,8,30,13,31,615,143,758,443,429,1663,26,0,300,808,50,872,26,28231,34005700401,813,35,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,5,0,905.68,842.2,0,0,0,0,0,0,0,1,0,0,13,3,0,0,0,0,5,2,0,0,0,0
"260","34005700402",0.955826351865956,0.0441736481340442,78,0,1470,48,103,"Census Tract 7004.02, Burlington County, New Jersey",0,0,0,0,0,30,48,1163,92,1255,748,712,2994,0,10,172,1313,58,1460,10,55842,34005700402,1342,12,5,2,0,0,557,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,23,1,0,1047.39,1031,0,0,0,0,0,0,0,1,0,0,12,0,0,8,1,0,2,0,0,0,0,0
"261","34005700403",0.989204545454546,0.0107954545454545,430,0.00284090909090909,1726,103,45,"Census Tract 7004.03, Burlington County, New Jersey",5,44,38,123,28,149,48,1228,513,1741,871,830,3370,25,0,965,1760,19,1701,25,9753,34005700403,2209,280,81,5,0,0,647.4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,483,150,0,3014.89,3070.84,0,0,0,0,0,0,0,2,1,0,17,4,0,22,5,0,442,140,0,0,0,0
"262","34005700405",0.952924393723253,0.0470756062767475,82,0,726,19,22,"Census Tract 7004.05, Burlington County, New Jersey",0,15,31,5,0,6,25,528,140,668,278,431,1491,17,0,375,701,33,709,17,54499,34005700405,722,44,17,2,0,0,279.5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,0,1056.07,1404.25,0,0,0,0,0,0,0,6,0,0,4,0,0,3,3,0,2,1,0,0,0,0
"263","34005700407",0.911527284468841,0.0884727155311592,2921,0,397,317,151,"Census Tract 7004.07, Burlington County, New Jersey",0,476,801,753,189,538,164,313,2510,2823,51,61,463,233,52,4566,3097,274,112,285,593,34005700407,2733,150,746,9,0,0,898.67,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,42,24,0,662.31,843,0,0,0,0,0,0,0,16,5,0,2,7,0,21,6,0,3,6,0,0,0,0
"264","34005700408",0.86624649859944,0.13375350140056,1332,0,122,113,58,"Census Tract 7004.08, Burlington County, New Jersey",0,424,160,136,397,195,20,130,1107,1237,29,53,247,24,16,1829,1428,191,82,40,598,34005700408,1533,82,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,15,0,1189.38,2381.07,0,0,0,0,0,0,0,0,0,0,2,2,0,2,6,0,4,7,0,0,0,0
"265","34005700501",0.955586080586081,0.0444139194139194,575,0,2000,131,214,"Census Tract 7005.01, Burlington County, New Jersey",0,137,143,32,164,76,23,1503,584,2087,1179,742,4195,79,0,1205,2184,97,1921,79,55846,34005700501,2675,441,100,13,8,0,208.38,395.38,0,0,0,0,1,0,0,10,1,0,2,7,0,0,0,0,0,0,0,1,0,0,0,0,0,61,109,0,1407.61,1190.49,0,0,0,0,0,4,0,0,0,0,14,26,0,9,38,0,38,41,0,0,0,0
"266","34005700502",0.907335907335907,0.0926640926640927,74,0,906,50,25,"Census Tract 7005.02, Burlington County, New Jersey",0,12,4,33,0,10,15,624,81,705,419,442,1860,12,33,149,777,72,861,45,64876,34005700502,911,373,80,6,24,0,2024.83,1089.04,0,2,5,0,1,0,0,0,2,0,0,3,0,0,5,0,3,9,0,0,0,0,0,0,0,58,139,0,3093.17,3204.15,0,0,0,0,0,0,0,0,0,0,8,10,0,5,0,0,45,129,0,0,0,0
"267","34005700503",0.936462093862816,0.0635379061371841,140,0,1195,94,49,"Census Tract 7005.03, Burlington County, New Jersey",0,25,51,0,11,28,25,1145,152,1297,735,428,3257,13,19,302,1385,88,1163,32,55856,34005700503,1447,124,46,23,6,0,249.17,1711.67,0,1,0,0,1,0,0,14,1,0,7,0,0,0,1,0,0,4,0,0,0,0,0,0,0,37,23,0,1278.43,1733.57,0,1,0,0,0,0,0,0,0,0,8,5,0,4,1,0,24,17,0,0,0,0
"268","34005700504",0.886712095400341,0.113287904599659,191,0,950,26,18,"Census Tract 7005.04, Burlington County, New Jersey",0,10,15,33,18,23,92,784,257,1041,562,388,2206,0,0,688,1174,133,950,0,9758,34005700504,1681,647,133,11,2,0,296.45,427,0,1,0,0,0,0,0,8,0,0,1,2,0,0,0,0,1,0,0,1,0,0,0,0,0,537,304,0,3064.12,2799.67,0,0,1,0,0,0,0,0,0,0,20,20,0,1,1,0,516,282,0,0,0,0
"269","34005700505",0.945113143957631,0.0548868560423688,246,0,2035,74,86,"Census Tract 7005.05, Burlington County, New Jersey",0,0,30,204,0,12,0,1794,169,1963,1636,340,5747,59,0,472,2077,114,1976,59,46687,34005700505,2409,33,6,14,0,0,214.14,0,0,0,0,0,0,0,0,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,60,7,0,927.17,1585.14,0,3,0,0,1,0,0,13,0,0,15,1,0,4,0,0,24,6,0,0,0,0
"270","34005700602",0.895025295109612,0.104974704890388,357,0,1330,55,129,"Census Tract 7006.02, Burlington County, New Jersey",0,107,70,0,112,19,49,1964,159,2123,816,468,5292,46,0,485,2372,249,1284,46,64871,34005700602,2471,148,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,26,0,1385.43,2873,0,10,0,0,0,0,0,1,3,0,4,0,0,12,3,0,19,20,0,2,0,0
"271","34005700603",0.953719723183391,0.046280276816609,934,0,1579,114,56,"Census Tract 7006.03, Burlington County, New Jersey",0,468,43,71,28,144,180,1294,911,2205,705,778,4102,96,0,1875,2312,107,1483,96,46691,34005700603,2600,214,44,2,0,0,1255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,37,56,0,620.49,1449.13,0,21,7,0,1,0,0,0,1,0,8,13,0,2,7,0,5,28,0,0,0,0
"272","34005700605",0.930057803468208,0.0699421965317919,254,0,1933,67,100,"Census Tract 7006.05, Burlington County, New Jersey",0,95,73,39,27,20,0,1276,333,1609,774,992,3945,131,36,897,1730,121,1766,167,64877,34005700605,1763,69,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,0,665.33,2147.5,0,2,5,0,0,0,0,0,0,0,0,0,0,0,4,0,1,7,0,0,0,0
"273","34005700701",0.947976878612717,0.0520231213872832,293,0,1037,84,8,"Census Tract 7007.01, Burlington County, New Jersey",0,46,8,0,33,102,104,868,444,1312,284,597,2007,156,0,1237,1384,72,881,156,607,34005700701,1210,35,39,2,0,0,272.5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,5,0,518.16,1930.2,0,24,1,0,2,0,0,0,0,0,6,0,0,1,1,0,4,3,0,0,0,0
"274","34005700702",0.864522417153996,0.135477582846004,218,0,838,142,35,"Census Tract 7007.02, Burlington County, New Jersey",0,0,6,7,56,54,95,551,336,887,322,408,1569,108,0,913,1026,139,730,108,9767,34005700702,1043,101,71,14,0,0,1443.43,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,40,12,0,606.95,859.75,0,16,1,0,1,0,0,0,0,0,9,4,0,12,6,0,2,1,0,0,0,0
"275","34005700703",0.818905472636816,0.181094527363184,288,0,809,74,61,"Census Tract 7007.03, Burlington County, New Jersey",0,0,0,0,37,102,149,497,326,823,293,476,1291,7,33,858,1005,182,769,40,28241,34005700703,995,95,41,5,2,0,223,462,0,0,0,0,0,0,0,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,121,33,0,1314.75,3129,0,16,6,0,0,0,0,0,0,0,24,2,0,3,2,0,78,23,0,0,0,0
"276","34005700800",0.94875411377527,0.0512458862247297,350,0.00564174894217207,1352,85,187,"Census Tract 7008, Burlington County, New Jersey",12,21,0,138,21,53,117,1523,495,2018,534,779,3592,6,33,893,2127,109,1313,39,18965,34005700800,2192,78,53,30,5,0,121.33,245.6,0,13,0,0,0,0,0,17,5,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,59,8,0,670.29,2200.38,0,32,2,0,0,0,0,5,0,0,7,1,0,7,1,0,8,4,0,0,0,0
"277","34005700900",0.810251798561151,0.189748201438849,311,0,928,109,38,"Census Tract 7009, Burlington County, New Jersey",0,11,23,0,5,149,123,645,256,901,370,547,1754,11,0,594,1112,211,917,11,26818,34005700900,1152,81,45,7,1,0,1026.14,301,0,0,0,0,0,0,0,1,1,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,89,22,0,975.15,1397.09,0,1,0,0,0,0,0,37,6,0,23,3,0,8,4,0,20,9,0,2,0,0
"278","34005701001",0.950486295313882,0.0495137046861185,1724,0,1098,215,112,"Census Tract 7010.01, Burlington County, New Jersey",0,325,41,118,803,289,148,942,1208,2150,523,440,2066,114,21,3115,2262,112,963,135,28223,34005701001,2367,124,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,16,0,994.48,2324.44,0,0,1,0,0,0,0,10,0,0,0,0,0,54,0,0,23,15,0,0,0,0
"279","34005701002",0.904555314533623,0.0954446854663774,265,0,1213,44,7,"Census Tract 7010.02, Burlington County, New Jersey",0,62,74,17,19,63,30,985,266,1251,399,814,2872,0,0,671,1383,132,1213,0,18921,34005701002,1429,16,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,1062.27,0,0,0,0,0,0,0,0,0,0,0,3,0,0,17,0,0,2,0,0,0,0,0
"280","34005701102",0.983128834355828,0.0168711656441718,329,0,1224,92,124,"Census Tract 7011.02, Burlington County, New Jersey",0,69,11,38,110,92,9,1604,319,1923,1058,92,4906,63,11,436,1956,33,1150,74,18920,34005701102,2256,231,23,0,2,0,0,1111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,25,162,0,1412.92,1013.33,0,0,0,0,2,1,0,0,0,0,1,29,0,10,0,0,12,132,0,2,0,0
"281","34005701103",0.956501831501832,0.0434981684981685,115,0,2041,60,243,"Census Tract 7011.03, Burlington County, New Jersey",0,64,19,0,20,0,12,1892,197,2089,1318,723,5878,0,0,383,2184,95,2041,0,46664,34005701103,2203,93,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,15,0,1378.62,1407.6,0,0,0,0,3,0,0,1,2,0,0,1,0,1,0,0,8,12,0,0,0,0
"282","34005701104",0.88184584178499,0.11815415821501,663,0,1317,116,56,"Census Tract 7011.04, Burlington County, New Jersey",0,499,53,28,19,34,30,1117,622,1739,640,506,3124,139,32,1466,1972,233,1146,171,45311,34005701104,2069,132,14,7,1,0,1652.57,4041,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,5,1,0,0,0,0,0,0,0,22,26,0,1422.55,2025.23,0,0,1,0,0,0,0,0,0,0,1,1,0,17,8,0,4,16,0,0,0,0
"283","34005701105",0.992825112107623,0.00717488789237668,448,0,1435,144,59,"Census Tract 7011.05, Burlington County, New Jersey",0,67,86,55,121,89,30,1671,543,2214,966,469,4504,0,0,1267,2230,16,1435,0,28220,34005701105,2288,211,41,17,1,0,882.59,448,0,0,0,0,0,0,0,0,0,0,9,1,0,3,0,0,5,0,0,1,0,0,0,0,0,60,61,0,882.03,2098.93,0,5,6,0,6,0,0,0,0,0,11,8,0,28,2,0,10,45,0,0,0,0
"284","34005701201",0.945966514459665,0.0540334855403349,111,0.0045662100456621,936,64,33,"Census Tract 7012.01, Burlington County, New Jersey",6,0,0,0,24,0,87,1065,178,1243,321,546,2718,0,69,353,1314,71,867,69,28221,34005701201,1214,95,20,7,3,0,1467.14,462,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,5,0,0,0,0,0,0,0,0,53,19,0,1244.49,1693.84,0,3,0,0,0,0,0,1,0,0,8,5,0,32,7,0,9,7,0,0,0,0
"285","34005701203",0.869615832363213,0.130384167636787,212,0,662,60,10,"Census Tract 7012.03, Burlington County, New Jersey",0,101,13,20,35,18,25,478,269,747,280,348,1374,22,12,713,859,112,628,34,54497,34005701203,867,59,17,8,0,0,1301.38,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,5,0,0,0,0,0,0,0,0,23,17,0,1045.65,2258.18,0,4,0,0,0,0,0,0,0,0,0,0,0,15,5,0,4,12,0,0,0,0
"286","34005701204",0.759789156626506,0.240210843373494,589,0,386,285,51,"Census Tract 7012.04, Burlington County, New Jersey",0,12,78,157,88,108,146,326,683,1009,0,324,881,40,22,1589,1328,319,324,62,9745,34005701204,1954,382,79,8,5,0,479.25,801.6,0,0,0,0,0,0,0,1,0,0,5,3,0,2,0,0,0,2,0,1,0,0,0,0,0,968,275,0,2062.4,2163.03,0,4,3,0,0,0,0,0,0,0,1,3,0,153,26,0,810,243,0,0,0,0
"287","34005701205",0.827586206896552,0.172413793103448,243,0,857,63,41,"Census Tract 7012.05, Burlington County, New Jersey",0,32,47,5,58,25,76,562,350,912,490,232,1310,135,0,843,1102,190,722,135,64858,34005701205,1058,141,77,17,2,0,1613.76,2465,0,0,0,0,0,0,0,1,0,0,0,1,0,6,0,0,10,1,0,1,0,0,0,0,0,89,28,0,1187.46,1021.32,0,4,3,0,0,0,0,0,0,0,2,1,0,71,22,0,12,2,0,0,0,0
"288","34005701301",0.894293732460243,0.105706267539757,677,0.0238540692235734,1195,191,120,"Census Tract 7013.01, Burlington County, New Jersey",51,29,124,61,231,120,112,1239,673,1912,472,629,2902,59,35,1521,2138,226,1101,94,55908,34005701301,2189,66,174,34,0,0,379.76,0,0,1,0,0,0,0,0,17,0,0,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,97,15,0,1161.85,1818.07,0,0,0,0,0,0,0,2,0,0,20,2,0,63,8,0,12,5,0,0,0,0
"289","34005701302",0.960801393728223,0.039198606271777,37,0,766,26,53,"Census Tract 7013.02, Burlington County, New Jersey",0,0,10,0,20,0,7,902,201,1103,380,386,2215,0,0,597,1148,45,766,0,63529,34005701302,1105,40,18,9,0,0,213,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,25,10,0,676.92,914,0,4,0,0,1,0,0,4,0,0,9,6,0,3,2,0,4,2,0,0,0,0
"290","34005701303",0.9182156133829,0.0817843866171004,28,0,1069,61,135,"Census Tract 7013.03, Burlington County, New Jersey",0,0,0,0,0,19,9,1879,97,1976,391,657,5026,21,0,328,2152,176,1048,21,55909,34005701303,2153,131,43,8,0,0,408.25,0,0,0,0,0,0,0,0,4,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,42,30,0,1258.79,1531.97,0,0,0,0,0,0,0,2,2,0,4,2,0,26,9,0,10,17,0,0,0,0
"291","34005701401",0.978466838931955,0.0215331610680448,0,0,1420,17,168,"Census Tract 7014.01, Burlington County, New Jersey",0,0,0,0,0,0,0,2146,126,2272,721,566,6070,100,33,323,2322,50,1287,133,64854,34005701401,2702,230,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409,144,0,3123.23,3351.78,0,0,0,0,0,0,0,10,3,0,3,1,0,3,0,0,393,140,0,0,0,0
"292","34005701402",0.991961414790997,0.00803858520900321,0,0.00643086816720257,597,153,12,"Census Tract 7014.02, Burlington County, New Jersey",8,0,0,0,0,0,0,1206,28,1234,320,261,2092,0,16,53,1244,10,581,16,28222,34005701402,1279,25,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3713.5,3422,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,3,0,0,0,0
"293","34005701502",0.905208333333333,0.0947916666666667,514,0,1058,75,43,"Census Tract 7015.02, Burlington County, New Jersey",0,168,0,57,188,79,22,1174,564,1738,377,651,3002,21,9,1053,1920,182,1028,30,18983,34005701502,1739,140,50,12,13,0,290,465.08,0,3,4,0,0,0,0,5,2,0,2,2,0,2,3,0,0,2,0,0,0,0,0,0,0,19,24,0,2626.42,1435.71,0,0,0,0,0,0,0,2,0,0,0,2,0,6,12,0,11,10,0,0,1,0
"294","34005701700",0.847793753098661,0.152206246901339,788,0,969,125,43,"Census Tract 7017, Burlington County, New Jersey",0,133,82,66,96,250,161,880,830,1710,398,446,2253,93,32,1494,2017,307,844,125,28289,34005701700,2355,309,148,29,7,0,484.9,447.86,0,0,2,0,0,0,0,9,1,0,17,1,0,2,3,0,1,0,0,0,0,0,0,0,0,439,127,0,3031.05,2887.95,0,3,1,0,0,0,0,0,0,0,17,5,0,32,12,0,387,109,0,0,1,0
"295","34005702101",0.931159420289855,0.0688405797101449,110,0,0,10,25,"Census Tract 7021.01, Burlington County, New Jersey",0,3,0,3,33,51,20,0,1285,1285,0,0,0,0,0,4366,1380,95,0,0,63532,34005702101,1181,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,930.6,3675,0,1,0,0,0,0,0,0,0,0,3,0,0,5,0,0,1,1,0,0,0,0
"296","34005702203",0.967126890203813,0.0328731097961867,533,0,1358,27,86,"Census Tract 7022.03, Burlington County, New Jersey",0,212,77,74,65,92,13,848,623,1471,351,972,2384,15,20,1196,1521,50,1323,35,18942,34005702203,1430,17,5,6,0,0,171.17,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,57,5,0,1282.72,3123.6,0,0,0,0,0,0,0,12,0,0,9,0,0,15,0,0,21,5,0,0,0,0
"297","34005702204",0.92987012987013,0.0701298701298701,59,0,618,45,0,"Census Tract 7022.04, Burlington County, New Jersey",0,0,6,0,0,19,34,468,248,716,338,280,1355,0,0,663,770,54,618,0,37458,34005702204,776,66,11,7,0,0,425,0,0,0,0,0,0,0,0,1,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,58,20,0,1607.29,1996.1,0,0,0,0,1,0,0,4,4,0,16,0,0,2,1,0,35,15,0,0,0,0
"298","34005702206",0.912483912483912,0.0875160875160875,87,0,827,37,8,"Census Tract 7022.06, Burlington County, New Jersey",0,16,26,0,17,18,10,510,199,709,307,436,1492,47,37,563,777,68,743,84,55839,34005702206,793,44,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,25,0,1106.94,3120.04,0,1,0,0,9,0,0,9,0,0,6,1,0,10,1,0,36,23,0,9,1,0
"299","34005702207",0.854349291975725,0.145650708024275,185,0.320971004720162,897,70,0,"Census Tract 7022.07, Burlington County, New Jersey",476,37,4,10,22,68,44,973,294,1267,476,253,2241,146,22,855,1483,216,729,168,9738,34005702207,3232,182,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1803,150,0,3030.47,3384,0,1,1,0,16,1,0,9,0,0,18,0,0,12,1,0,1747,147,0,19,0,0
"300","34005702208",0.850769230769231,0.149230769230769,10,0,2414,85,19,"Census Tract 7022.08, Burlington County, New Jersey",0,10,0,0,0,0,0,1912,300,2212,1099,1311,5557,0,4,1051,2600,388,2410,4,9740,34005702208,2590,38,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,19,0,1480.23,1202.42,0,2,0,0,14,1,0,20,0,0,9,0,0,11,13,0,66,5,0,6,0,0
"301","34005702209",0.946218487394958,0.053781512605042,8,0.00756302521008403,938,50,0,"Census Tract 7022.09, Burlington County, New Jersey",9,0,0,0,0,8,0,871,255,1126,348,565,2388,16,9,765,1190,64,913,25,591,34005702209,1159,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,1475.24,0,0,0,0,0,6,0,0,21,0,0,10,0,0,3,0,0,45,0,0,1,0,0
"302","34005702210",0.866812227074236,0.133187772925764,223,0.0775109170305677,1159,125,2,"Census Tract 7022.10, Burlington County, New Jersey",142,40,16,17,60,59,31,1154,434,1588,452,649,3391,52,6,1071,1832,244,1101,58,590,34005702210,1901,80,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,21,0,1695.65,3247.33,0,9,1,0,9,0,0,22,0,0,15,1,0,7,0,0,130,19,0,4,0,0
"303","34005702300",0.884615384615385,0.115384615384615,176,0,244,44,25,"Census Tract 7023, Burlington County, New Jersey",0,48,3,10,16,73,26,378,197,575,126,89,930,8,21,481,650,75,215,29,37456,34005702300,650,58,34,4,0,0,290,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,14,0,1868,1660,0,0,0,0,0,0,0,9,1,0,13,1,0,1,0,0,55,12,0,0,0,0
"304","34005702400",0.909245122985581,0.090754877014419,22,0,1294,16,33,"Census Tract 7024, Burlington County, New Jersey",0,0,0,0,7,5,10,962,110,1072,544,648,2911,0,102,379,1179,107,1192,102,18916,34005702400,1272,188,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,80,0,1041.62,3571.79,0,0,0,0,0,0,0,76,6,0,8,1,0,2,1,0,41,72,0,1,1,0
"305","34005702500",0.976336961665878,0.0236630383341221,470,0.0307619498343587,1962,50,5,"Census Tract 7025, Burlington County, New Jersey",65,195,44,18,35,158,20,1393,670,2063,991,971,4400,0,0,1552,2113,50,1962,0,64874,34005702500,2770,81,122,7,1,0,394.71,357,0,0,0,0,1,0,0,1,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,96,17,0,1277,1786.12,0,2,0,0,5,0,0,2,1,0,17,4,0,35,4,0,35,8,0,0,0,0
"306","34005702601",0.934883720930233,0.0651162790697674,408,0,1637,63,41,"Census Tract 7026.01, Burlington County, New Jersey",0,169,0,0,22,183,34,1365,444,1809,678,948,3711,0,11,865,1935,126,1626,11,64875,34005702601,1688,40,25,15,4,0,510.67,418,0,0,0,0,0,0,0,8,0,0,5,4,0,0,0,0,2,0,0,0,0,0,0,0,0,27,3,0,1273.52,2960,0,0,0,0,0,0,0,11,0,0,2,1,0,4,0,0,10,2,0,0,0,0
"307","34005702603",0.837758112094395,0.162241887905605,363,0,459,99,24,"Census Tract 7026.03, Burlington County, New Jersey",0,0,0,0,101,164,98,358,494,852,107,247,894,44,61,1198,1017,165,354,105,46694,34005702603,1651,418,155,12,9,0,829.67,680.67,0,0,0,0,0,0,0,3,4,0,7,4,0,0,0,0,2,1,0,0,0,0,0,0,0,792,211,0,2641.57,2842.78,0,2,0,0,0,0,0,23,16,0,131,13,0,8,0,0,628,182,0,0,0,0
"308","34005702700",0.927693208430913,0.0723067915690866,68,0,2962,97,163,"Census Tract 7027, Burlington County, New Jersey",0,36,19,0,13,0,0,2933,236,3169,2097,792,8162,0,73,534,3416,247,2889,73,55855,34005702700,4171,404,46,7,1,0,197.14,413,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,852,208,0,1848.98,2937.91,0,0,1,0,0,0,0,328,0,0,70,4,0,4,6,0,450,197,0,33,0,0
"309","34005702801",0.920377867746289,0.0796221322537112,0,0,815,7,56,"Census Tract 7028.01, Burlington County, New Jersey",0,0,0,0,0,0,0,587,95,682,133,656,1746,6,20,336,741,59,789,26,55843,34005702801,792,6,0,13,0,0,256.69,0,0,0,0,0,0,0,0,9,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,1,0,820.13,1038,0,0,0,0,0,0,0,1,0,0,11,0,0,13,1,0,6,0,0,0,0,0
"310","34005702802",0.89853826311264,0.10146173688736,11,0.0214961306964746,1309,46,85,"Census Tract 7028.02, Burlington County, New Jersey",25,0,0,0,0,11,0,1000,45,1045,330,979,3233,0,0,119,1163,118,1309,0,18924,34005702802,1168,24,4,7,0,0,154.86,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,4,0,743.76,435.5,0,0,0,0,0,0,0,6,3,0,14,0,0,18,1,0,7,0,0,0,0,0
"311","34005702803",0.92790863668808,0.0720913633119201,15,0,1476,72,139,"Census Tract 7028.03, Burlington County, New Jersey",0,9,0,0,0,6,0,1135,165,1300,549,847,3183,0,80,535,1401,101,1396,80,37447,34005702803,1407,2,0,16,0,0,210.44,0,0,1,0,0,0,0,0,12,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,844.08,0,0,0,0,0,0,0,0,11,0,0,10,0,0,7,0,0,25,0,0,0,0,0
"312","34005702804",0.938492063492063,0.0615079365079365,0,0.0148809523809524,878,41,111,"Census Tract 7028.04, Burlington County, New Jersey",15,0,0,0,0,0,0,827,119,946,325,537,2130,16,0,386,1008,62,862,16,55841,34005702804,1028,3,0,21,0,0,312.95,0,0,0,0,0,0,0,0,8,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1,0,569.83,420,0,0,0,0,0,0,0,3,0,0,18,1,0,0,0,0,3,0,0,0,0,0
