"","SSN","TotalDeaths","PropDeaths","TotalDeath15","TotalDeath16","TotalDeath17","TotalDeath18","da15","da1520","da2024","da2529","da3034","da3539","da4044","da4549","da5054","da5559","da6064","da6569","da7074","da7580","da8085","FentW","FentB","FentH","TotalFent","TotalFent15","TotalFent16","TotalFent17","TotalFent18","HeroinW","HeroinB","HeroinH","TotalHero","TotalHero15","TotalHero16","TotalHero17","TotalHero18","TotalOxy","TotalOxy15","TotalOxyt16","TotalOxyt17","TotalOxyt18","TotalMorph","TotalMorp15","TotalMorp16","TotalMorp17","TotalMorp18","TotalMeth","TotalMeth15","TotalMeth16","TotalMeth17","TotalMeth18","Fent15W","Fent15B","Fent15H","Hero15W","Hero15B","Hero15H","Fent18W","Fent18B","Fent18H","Hero18W","Hero18B"
"96","312",8,0.109769484083425,2,1,2,3,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,2,1,0,5,7,6,7,8,4,0,0,6,8,7,8,9,0,0,0,0,0,3,2,0,0,1,3,1,1,1,1,0,1,0,0,0,0,2,0,0,2,0
"97","313",28,0.384193194291987,8,3,13,4,0,1,3,4,4,3,3,2,2,0,1,0,0,0,0,14,1,0,15,23,18,28,19,14,1,0,15,23,18,28,19,1,0,0,1,0,9,7,2,0,0,6,1,1,1,1,4,0,0,4,0,0,3,1,0,2,1
"98","315",10,0.137211855104281,4,0,1,5,0,0,1,1,2,2,0,2,0,0,1,0,0,0,0,6,1,0,7,11,7,8,12,4,0,0,4,8,4,5,9,1,1,0,0,0,2,2,0,0,0,2,1,1,1,1,2,0,0,1,0,0,3,1,0,2,0
"99","316",8,0.109769484083425,2,2,1,3,0,1,0,1,0,1,1,0,2,1,0,0,0,0,0,6,0,0,6,8,8,7,9,2,0,1,3,5,5,4,6,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,0,0,2,0
"100","317",11,0.150933040614709,4,4,2,1,0,0,2,1,2,0,0,1,2,1,0,0,1,0,0,3,2,0,6,10,10,8,7,1,0,0,1,5,5,3,2,3,1,2,0,0,5,3,2,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0
"101","318",8,0.109769484083425,1,0,3,4,0,0,0,3,1,1,1,0,1,0,0,0,0,0,0,3,0,1,4,5,4,7,8,2,0,1,3,4,3,6,7,2,0,0,1,1,5,1,0,2,2,0,0,0,0,0,0,0,0,1,0,1,2,0,1,0,0
"102","319",22,0.301866081229418,4,3,7,8,0,0,1,2,4,1,2,1,5,2,1,0,0,0,0,14,0,0,14,18,17,21,22,8,1,0,9,13,12,16,17,3,0,1,1,1,9,4,2,2,1,0,0,0,0,0,2,0,0,0,0,0,7,0,0,3,0
"103","320",14,0.192096597145993,1,7,2,4,0,0,4,4,0,2,0,2,0,1,1,0,0,0,0,9,0,0,9,10,16,11,13,9,0,0,9,10,16,11,13,1,0,1,0,0,5,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,3,0
"104","322",9,0.123490669593853,1,2,2,4,0,0,1,0,2,0,0,3,1,0,0,0,0,0,0,5,0,0,6,7,8,8,10,3,0,0,4,5,6,6,8,3,0,1,1,1,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0
"105","323",24,0.329308452250274,5,4,10,5,0,0,2,0,2,2,1,3,4,2,1,0,0,0,0,15,1,0,17,22,21,27,22,14,0,0,14,19,18,24,19,6,0,1,3,2,7,4,2,1,0,2,0,0,0,0,2,0,0,2,0,0,5,0,0,3,0
"106","324",30,0.411635565312843,5,4,12,9,0,2,4,5,8,1,1,1,3,0,1,0,0,0,0,17,1,0,18,23,22,30,27,13,1,0,14,19,18,26,23,8,0,4,3,1,6,4,1,0,1,1,0,0,0,0,1,0,0,0,0,0,7,1,0,4,1
"107","326",8,0.109769484083425,1,2,2,3,0,0,1,2,2,0,0,0,2,1,0,0,0,0,0,4,0,0,4,5,6,6,7,3,0,0,3,4,5,5,6,6,1,2,2,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0
"108","327",14,0.192096597145993,3,4,3,4,0,0,1,2,3,1,0,0,0,3,2,0,0,0,0,10,1,0,11,14,15,14,15,8,0,0,8,11,12,11,12,0,0,0,0,0,3,0,3,0,0,1,0,0,0,0,3,0,0,0,0,0,2,1,0,2,0
"109","328",4,0.0548847420417124,1,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,2,3,3,4,2,3,0,0,3,4,4,5,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"110","329",49,0.672338090010977,5,6,21,17,0,1,7,8,7,2,2,1,8,2,1,0,0,0,0,30,4,0,37,42,43,58,54,16,3,0,21,26,27,42,38,8,1,2,3,2,14,4,4,5,1,1,0,0,0,0,3,0,0,1,0,0,13,1,0,3,0
"111","330",14,0.192096597145993,1,5,2,6,0,0,0,0,2,2,2,3,1,1,0,0,0,0,0,9,0,0,9,10,14,11,15,5,0,0,5,6,10,7,11,3,1,1,0,1,7,1,4,0,2,1,0,0,0,0,1,0,0,0,0,0,6,0,0,3,0
"112","331",6,0.0823271130625686,0,1,1,4,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,4,0,0,4,4,5,5,8,5,0,0,5,5,6,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0
"113","332",3,0.0411635565312843,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,2,2,3,3,3,2,0,0,2,2,3,3,3,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"114","333",8,0.109769484083425,0,1,3,4,0,0,2,2,0,0,0,2,1,1,0,0,0,0,0,6,0,0,7,7,8,10,11,3,0,0,3,3,4,6,7,1,0,0,0,1,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0
"115","334",7,0.0960482985729967,0,1,2,4,0,0,2,1,0,0,1,1,1,1,0,0,0,0,0,6,0,0,6,6,7,8,10,3,0,0,3,3,4,5,7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0
"116","335",8,0.109769484083425,0,3,2,3,0,0,0,1,1,2,1,0,1,0,0,0,0,0,0,5,0,0,5,5,8,7,8,5,0,0,5,5,8,7,8,1,0,1,0,0,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0
"117","336",1,0.0137211855104281,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,2,1,1,0,0,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"118","337",4,0.0548847420417124,0,2,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,4,3,3,2,1,0,4,4,6,5,5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"119","338",27,0.370472008781559,7,4,6,10,0,0,1,2,6,1,3,6,1,0,0,0,0,0,1,5,15,0,20,27,24,26,30,0,9,0,10,17,14,16,20,4,1,1,1,1,10,5,3,1,1,1,0,0,0,0,3,2,0,0,1,0,1,8,0,0,3
"120","340",1,0.0137211855104281,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"121","401",7,0.0960482985729967,3,1,2,1,0,0,0,1,2,2,0,0,1,0,0,0,0,0,0,4,0,0,4,7,5,6,5,4,1,0,5,8,6,7,6,1,1,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0
"122","402",2,0.0274423710208562,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,2,2,1,2,0,0,2,2,3,3,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"123","403",10,0.137211855104281,1,3,4,2,0,0,1,3,0,0,2,2,0,0,0,0,0,0,0,6,0,0,7,8,10,11,9,5,0,0,5,6,8,9,7,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"124","404",26,0.356750823271131,5,3,8,10,0,1,4,2,1,8,1,4,2,1,0,0,0,0,0,12,2,1,17,22,20,25,27,13,2,2,18,23,21,26,28,7,3,2,2,0,10,4,0,5,1,0,0,0,0,0,2,0,0,3,0,0,6,2,0,4,2
"125","405",7,0.0960482985729967,0,1,2,4,0,0,0,0,1,5,0,0,0,1,0,0,0,0,0,2,0,0,2,2,3,4,6,6,0,0,6,6,7,8,10,2,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0
"126","406",8,0.109769484083425,3,1,3,1,0,0,0,0,1,3,0,1,0,1,0,0,0,0,0,1,0,0,2,5,3,5,3,3,0,0,4,7,5,7,5,1,1,0,0,0,3,2,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"127","407",9,0.123490669593853,2,2,3,2,0,0,0,3,0,0,0,1,0,3,0,0,0,0,0,2,2,1,5,7,7,8,7,5,1,1,7,9,9,10,9,3,0,1,0,2,5,2,1,2,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,1,0
"128","408",159,2.18166849615807,25,27,50,57,0,2,9,13,14,16,17,23,16,16,3,2,2,1,0,21,46,38,110,135,137,160,167,22,55,37,117,142,144,167,174,18,5,4,4,5,43,18,4,17,4,11,4,4,4,4,4,1,3,4,8,12,6,23,20,4,19
"129","409",47,0.644895718990121,8,10,11,18,0,1,6,6,9,5,3,3,1,1,0,0,0,0,0,27,0,2,30,38,40,41,48,31,1,1,36,44,46,47,54,4,2,0,1,1,16,6,4,3,3,0,0,0,0,0,5,0,0,6,0,1,11,0,2,10,0
"130","410",4,0.0548847420417124,1,0,2,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,2,3,2,4,3,2,1,0,3,4,3,5,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
"131","411",15,0.205817782656422,4,3,1,7,0,0,3,3,2,2,0,0,0,0,0,1,0,0,0,8,1,2,11,15,14,12,18,7,1,1,9,13,12,10,16,4,2,1,0,1,4,3,0,0,1,1,0,0,0,0,1,1,1,2,1,0,6,0,1,3,0
"132","412",20,0.274423710208562,1,4,8,7,0,0,1,5,4,3,1,1,0,1,2,0,0,0,0,9,1,3,13,14,17,21,20,12,1,2,15,16,19,23,22,2,1,0,1,0,4,1,1,2,0,0,0,0,0,0,1,0,0,1,0,0,4,0,2,4,0
"133","413",3,0.0411635565312843,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2,4,2,3,2,3,0,0,3,5,3,4,3,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0
"134","414",48,0.658616904500549,7,8,16,17,0,0,1,8,7,3,4,3,1,6,2,0,0,0,0,29,0,3,32,39,40,48,49,21,0,2,23,30,31,39,40,6,0,2,2,2,8,3,2,3,0,7,2,2,2,2,4,0,0,4,0,1,12,0,2,3,0
"135","415",89,1.2211855104281,16,16,35,22,0,2,5,12,10,14,5,10,9,2,4,1,0,0,0,37,10,1,51,67,67,86,73,46,9,0,57,73,73,92,79,17,5,1,8,3,20,9,3,6,2,6,2,2,2,2,3,0,0,10,1,0,11,4,0,6,1
"136","416",16,0.21953896816685,2,1,6,7,0,0,2,2,4,2,0,1,1,0,0,1,0,0,0,9,0,0,10,12,11,16,17,11,0,0,11,13,12,17,18,2,0,0,1,1,5,1,0,4,0,1,1,1,1,1,0,0,0,2,0,0,4,0,0,4,0
"137","417",1,0.0137211855104281,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,2,1,1,0,0,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"138","418",5,0.0686059275521405,1,2,2,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,2,0,1,3,4,5,5,3,4,0,0,4,5,6,6,4,1,0,0,1,0,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"139","419",1,0.0137211855104281,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"140","420",2,0.0274423710208562,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,2,2,4,2,0,0,2,2,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0
"141","421",3,0.0411635565312843,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,2,0,2,3,2,3,3,0,3,0,3,4,3,4,4,1,0,0,0,1,2,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
"142","422",36,0.493962678375412,5,5,7,19,0,1,1,7,5,4,2,5,5,1,0,0,1,0,0,16,7,0,24,29,29,31,43,16,3,0,20,25,25,27,39,9,3,2,2,2,11,3,1,4,3,1,0,0,0,0,1,0,0,2,0,0,9,6,0,7,2
"143","423",10,0.137211855104281,4,0,3,3,0,0,1,1,2,5,1,0,0,0,0,0,0,0,0,4,0,1,5,9,5,8,8,5,0,1,6,10,6,9,9,1,0,0,0,1,3,3,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,0,0,1,0
"144","424",5,0.0686059275521405,1,2,2,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,3,0,0,3,4,5,5,3,3,0,1,4,5,6,6,4,3,1,1,1,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"145","425",5,0.0686059275521405,1,1,1,2,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,2,2,2,3,3,0,0,3,4,4,4,5,1,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
"146","426",9,0.123490669593853,1,4,0,4,0,0,1,0,1,0,3,0,1,1,1,0,0,0,0,3,0,0,3,4,7,3,7,6,1,0,7,8,11,7,11,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,3,0
"147","427",35,0.480241492864984,7,12,6,10,0,1,3,1,6,7,4,2,3,3,1,0,0,0,0,11,6,7,24,31,36,30,34,14,4,3,21,28,33,27,31,5,0,1,0,4,11,5,3,2,1,0,0,0,0,0,1,1,1,4,1,0,2,3,3,3,1
"148","428",22,0.301866081229418,5,4,8,5,0,0,2,2,3,3,2,0,0,6,0,0,0,0,0,7,4,0,11,16,15,19,16,9,4,0,13,18,17,21,18,8,3,1,3,1,5,2,1,2,0,1,0,0,0,0,1,0,0,2,0,0,4,1,0,3,1
"149","430",16,0.21953896816685,2,4,3,7,0,1,3,1,1,3,0,1,2,0,1,0,0,0,0,10,2,1,13,15,17,16,20,5,2,1,8,10,12,11,15,6,0,2,2,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5,1,1,1,1
"150","431",8,0.109769484083425,0,2,2,4,0,1,0,0,1,2,1,0,1,0,1,0,0,0,0,6,1,0,7,7,9,9,11,4,0,0,4,4,6,6,8,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,2,0
"151","432",16,0.21953896816685,3,4,5,4,0,3,0,3,2,0,3,1,1,1,0,0,0,0,0,6,1,0,7,10,11,12,11,7,1,0,8,11,12,13,12,4,1,1,1,1,5,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0
"152","434",17,0.233260153677278,3,2,5,7,0,0,2,1,2,4,2,0,1,1,0,0,0,0,0,10,2,2,15,18,17,20,22,3,2,2,7,10,9,12,14,3,2,0,1,0,3,1,1,1,0,1,0,0,0,0,2,0,0,0,0,1,3,2,1,1,2
"153","435",12,0.164654226125137,2,4,3,3,0,1,1,1,1,3,0,3,0,1,0,0,0,0,0,9,0,0,9,11,13,12,12,7,0,0,7,9,11,10,10,2,1,1,0,0,2,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,3,0,0,2,0
"154","436",41,0.562568605927552,7,11,14,9,0,0,4,4,7,6,7,3,3,0,0,0,0,0,0,20,4,2,27,34,38,41,36,18,6,2,27,34,38,41,36,5,1,2,2,0,13,4,2,5,2,3,0,0,0,0,3,1,0,1,1,0,8,0,1,5,0
"155","437",4,0.0548847420417124,0,0,3,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,3,3,3,6,4,1,0,0,2,2,2,5,3,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"156","501",1,0.0137211855104281,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"157","504",3,0.0411635565312843,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3,0,0,3,4,3,4,4,3,0,0,3,4,3,4,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
"158","505",36,0.493962678375412,6,8,11,11,0,2,0,4,6,5,5,2,4,2,1,0,0,0,0,25,0,0,25,31,33,36,36,20,0,0,21,27,29,32,32,3,1,0,0,2,4,0,0,3,1,2,1,1,1,1,1,0,0,5,0,0,10,0,0,5,0
"159","506",29,0.397914379802415,6,5,7,11,1,0,1,5,2,5,3,0,4,2,0,0,0,0,0,19,4,0,24,30,29,31,35,17,2,0,19,25,24,26,30,5,2,1,1,1,6,1,2,1,2,0,0,0,0,0,3,1,0,3,1,0,8,2,0,5,0
"160","507",4,0.0548847420417124,0,2,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,2,0,0,2,2,4,4,2,2,0,0,2,2,4,4,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"161","508",19,0.260702524698134,3,4,5,7,0,0,3,1,2,4,1,1,5,1,0,0,0,0,0,11,0,1,12,15,16,17,19,10,0,1,11,14,15,16,18,1,1,0,0,0,3,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,4,0,1,4,0
"162","509",1,0.0137211855104281,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,2,1,1,0,0,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"163","511",10,0.137211855104281,1,3,2,4,0,0,2,1,0,1,1,0,3,1,0,0,0,0,0,6,0,0,6,7,9,8,10,8,0,0,8,9,11,10,12,1,0,0,1,0,2,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,4,0,0,3,0
"164","512",3,0.0411635565312843,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,3,1,1,2,1,0,0,1,3,1,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"165","513",2,0.0274423710208562,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,2,2,2,0,0,2,2,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"166","514",13,0.178375411635565,1,1,7,4,0,0,0,2,3,2,0,1,2,2,1,0,0,0,0,7,0,2,9,10,10,16,13,8,1,1,10,11,11,17,14,2,0,0,1,1,3,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,4,0,0,4,0
"167","515",4,0.0548847420417124,0,0,3,1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,4,0,0,4,4,4,7,5,2,0,0,2,2,2,5,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"168","516",5,0.0686059275521405,2,0,2,1,0,0,0,0,2,0,1,0,2,0,0,0,0,0,0,1,0,1,2,4,2,4,3,2,0,2,4,6,4,6,5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"169","601",21,0.28814489571899,0,3,3,15,0,0,1,1,3,1,4,2,2,1,0,0,0,0,0,4,9,5,19,19,22,22,34,3,4,4,12,12,15,15,27,2,0,0,0,2,5,0,0,2,3,0,0,0,0,0,0,0,0,0,0,3,2,7,5,2,4
"170","602",11,0.150933040614709,4,2,2,3,0,0,1,2,3,1,0,0,3,0,0,0,0,0,0,7,1,0,8,12,10,10,11,8,1,0,9,13,11,11,12,1,1,0,0,0,3,0,0,2,1,0,0,0,0,0,1,1,0,2,1,0,3,0,0,2,0
"171","603",2,0.0274423710208562,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,2,2,2,2,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"172","604",1,0.0137211855104281,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,2,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"173","605",4,0.0548847420417124,1,1,0,2,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,3,0,0,3,4,4,3,5,3,0,0,3,4,4,3,5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0
"174","606",1,0.0137211855104281,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,2,1,1,0,0,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"175","607",3,0.0411635565312843,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,4,3,2,2,0,0,2,2,4,3,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"176","608",3,0.0411635565312843,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,2,1,2,2,1,0,0,1,2,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"177","609",5,0.0686059275521405,2,0,2,1,0,0,1,0,1,0,1,0,0,2,0,0,0,0,0,4,0,0,4,6,4,6,5,2,0,0,2,4,2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
"178","610",66,0.905598243688255,6,18,17,25,0,0,2,8,10,10,4,5,6,4,0,1,0,0,0,32,7,7,46,52,64,63,71,24,5,5,34,40,52,51,59,2,0,0,2,0,10,0,4,4,2,3,2,2,2,2,1,2,0,2,1,0,17,3,3,7,1
"179","612",1,0.0137211855104281,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,2,1,1,0,0,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"180","613",5,0.0686059275521405,1,1,2,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,3,0,0,4,5,5,6,5,3,0,0,4,5,5,6,5,1,1,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"181","614",105,1.44072447859495,13,14,38,40,0,3,2,10,14,11,7,14,11,6,2,0,0,0,0,50,8,16,75,88,89,113,115,35,3,18,56,69,70,94,96,13,4,4,3,2,12,3,1,3,5,2,0,0,0,0,2,0,0,3,0,3,23,4,8,13,0
"182","701",41,0.562568605927552,2,9,13,17,0,1,3,6,4,4,5,7,2,1,2,0,1,0,0,18,3,5,27,29,36,40,44,19,2,6,29,31,38,42,46,4,0,1,2,1,7,0,1,1,5,2,0,0,0,0,0,0,0,1,0,0,12,1,1,7,1
"183","702",35,0.480241492864984,4,8,9,14,0,0,2,6,2,0,2,2,4,3,0,0,1,0,0,12,3,2,17,21,25,26,31,15,1,4,21,25,29,30,35,7,1,2,1,3,6,0,1,2,3,0,0,0,0,0,1,0,0,1,0,2,4,2,2,4,1
"184","703",5,0.0686059275521405,0,2,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,3,3,5,4,5,3,0,0,3,3,5,4,5,3,0,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0
"185","704",11,0.150933040614709,1,3,3,4,0,1,0,1,2,1,2,1,1,0,0,1,0,0,0,7,0,0,7,8,10,10,11,9,0,0,9,10,12,12,13,2,1,1,0,0,4,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,3,0
"186","705",73,1.00164654226125,9,18,24,22,1,0,0,2,2,2,6,11,9,12,7,1,1,0,0,3,35,4,42,51,60,66,64,2,39,3,45,54,63,69,67,9,1,4,3,1,16,0,3,8,5,3,1,1,1,1,0,0,0,0,6,0,1,17,1,0,11
"187","706",2,0.0274423710208562,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,2,2,2,0,0,2,2,2,3,3,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"188","707",3,0.0411635565312843,0,1,0,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,3,1,0,0,1,1,2,1,3,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"189","709",53,0.727222832052689,3,9,24,17,0,0,2,3,1,5,1,6,11,9,2,1,2,0,0,6,22,3,31,34,40,55,48,4,30,2,36,39,45,60,53,8,0,0,4,4,8,0,1,4,3,3,0,0,0,0,0,0,0,0,3,0,3,11,0,2,8
"190","710",11,0.150933040614709,1,3,3,4,0,0,2,1,2,1,1,1,1,0,0,0,0,0,0,6,1,0,7,8,10,10,11,6,0,0,6,7,9,9,10,2,0,0,2,0,1,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,3,1,0,1,0
"191","711",7,0.0960482985729967,0,2,3,2,0,0,0,0,2,1,1,1,0,0,1,1,0,0,0,3,2,0,5,5,7,8,7,1,1,1,3,3,5,6,5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0
"192","712",2,0.0274423710208562,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,2,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"193","713",16,0.21953896816685,3,4,6,3,0,1,0,3,2,1,1,0,2,2,1,0,0,0,0,7,2,0,9,12,13,15,12,6,3,0,9,12,13,15,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,1,1
