GEOID,NAME,rent_gross
34007609202,"Census Tract 6092.02, Camden County, New Jersey",554
34007609203,"Census Tract 6092.03, Camden County, New Jersey",585
34007609204,"Census Tract 6092.04, Camden County, New Jersey",538
34007609205,"Census Tract 6092.05, Camden County, New Jersey",430
34007610300,"Census Tract 6103, Camden County, New Jersey",799
34007610400,"Census Tract 6104, Camden County, New Jersey",681
34007610500,"Census Tract 6105, Camden County, New Jersey",476
34007610600,"Census Tract 6106, Camden County, New Jersey",494
34007610800,"Census Tract 6108, Camden County, New Jersey",210
34007610900,"Census Tract 6109, Camden County, New Jersey",737
34007611000,"Census Tract 6110, Camden County, New Jersey",926
34007611100,"Census Tract 6111, Camden County, New Jersey",496
34007611200,"Census Tract 6112, Camden County, New Jersey",366
34007611300,"Census Tract 6113, Camden County, New Jersey",360
34007611400,"Census Tract 6114, Camden County, New Jersey",160
34007611500,"Census Tract 6115, Camden County, New Jersey",165
34007611600,"Census Tract 6116, Camden County, New Jersey",1568
34007611700,"Census Tract 6117, Camden County, New Jersey",267
34009020101,"Census Tract 201.01, Cape May County, New Jersey",785
34009020102,"Census Tract 201.02, Cape May County, New Jersey",328
34009020201,"Census Tract 202.01, Cape May County, New Jersey",81
34009020203,"Census Tract 202.03, Cape May County, New Jersey",324
34009020205,"Census Tract 202.05, Cape May County, New Jersey",49
34009020206,"Census Tract 202.06, Cape May County, New Jersey",86
34009020301,"Census Tract 203.01, Cape May County, New Jersey",198
34009020302,"Census Tract 203.02, Cape May County, New Jersey",150
34009020400,"Census Tract 204, Cape May County, New Jersey",199
34009020500,"Census Tract 205, Cape May County, New Jersey",350
34009020600,"Census Tract 206, Cape May County, New Jersey",117
34009020700,"Census Tract 207, Cape May County, New Jersey",149
34009020800,"Census Tract 208, Cape May County, New Jersey",107
34009020901,"Census Tract 209.01, Cape May County, New Jersey",42
34009020902,"Census Tract 209.02, Cape May County, New Jersey",57
34009021001,"Census Tract 210.01, Cape May County, New Jersey",150
34009021002,"Census Tract 210.02, Cape May County, New Jersey",137
34009021100,"Census Tract 211, Cape May County, New Jersey",554
34009021300,"Census Tract 213, Cape May County, New Jersey",321
34009021400,"Census Tract 214, Cape May County, New Jersey",856
34009021500,"Census Tract 215, Cape May County, New Jersey",405
34009021600,"Census Tract 216, Cape May County, New Jersey",380
34009021701,"Census Tract 217.01, Cape May County, New Jersey",345
34009021702,"Census Tract 217.02, Cape May County, New Jersey",166
34009021803,"Census Tract 218.03, Cape May County, New Jersey",246
34009021804,"Census Tract 218.04, Cape May County, New Jersey",547
34009021805,"Census Tract 218.05, Cape May County, New Jersey",208
34009021806,"Census Tract 218.06, Cape May County, New Jersey",202
34009021900,"Census Tract 219, Cape May County, New Jersey",157
34009022000,"Census Tract 220, Cape May County, New Jersey",523
34009022101,"Census Tract 221.01, Cape May County, New Jersey",109
34009022102,"Census Tract 221.02, Cape May County, New Jersey",616
34009990100,"Census Tract 9901, Cape May County, New Jersey",0
34011010101,"Census Tract 101.01, Cumberland County, New Jersey",104
34011010103,"Census Tract 101.03, Cumberland County, New Jersey",0
34011010200,"Census Tract 102, Cumberland County, New Jersey",609
34011010301,"Census Tract 103.01, Cumberland County, New Jersey",170
34011010302,"Census Tract 103.02, Cumberland County, New Jersey",103
34011010401,"Census Tract 104.01, Cumberland County, New Jersey",444
34011010402,"Census Tract 104.02, Cumberland County, New Jersey",0
34011010500,"Census Tract 105, Cumberland County, New Jersey",116
34011010600,"Census Tract 106, Cumberland County, New Jersey",356
34011010700,"Census Tract 107, Cumberland County, New Jersey",641
34011010800,"Census Tract 108, Cumberland County, New Jersey",197
34011020100,"Census Tract 201, Cumberland County, New Jersey",319
34011020200,"Census Tract 202, Cumberland County, New Jersey",638
34011020300,"Census Tract 203, Cumberland County, New Jersey",1232
34011020400,"Census Tract 204, Cumberland County, New Jersey",541
34011020502,"Census Tract 205.02, Cumberland County, New Jersey",0
34011020503,"Census Tract 205.03, Cumberland County, New Jersey",718
34011020600,"Census Tract 206, Cumberland County, New Jersey",631
34011030100,"Census Tract 301, Cumberland County, New Jersey",418
34011030200,"Census Tract 302, Cumberland County, New Jersey",824
34011030300,"Census Tract 303, Cumberland County, New Jersey",904
34011030400,"Census Tract 304, Cumberland County, New Jersey",1258
34011030501,"Census Tract 305.01, Cumberland County, New Jersey",285
34011030502,"Census Tract 305.02, Cumberland County, New Jersey",459
34011040300,"Census Tract 403, Cumberland County, New Jersey",681
34011040400,"Census Tract 404, Cumberland County, New Jersey",602
34011040500,"Census Tract 405, Cumberland County, New Jersey",1191
34011040600,"Census Tract 406, Cumberland County, New Jersey",1030
34011040700,"Census Tract 407, Cumberland County, New Jersey",724
34011040800,"Census Tract 408, Cumberland County, New Jersey",203
34011040901,"Census Tract 409.01, Cumberland County, New Jersey",153
34011040902,"Census Tract 409.02, Cumberland County, New Jersey",660
34011041000,"Census Tract 410, Cumberland County, New Jersey",504
34011041100,"Census Tract 411, Cumberland County, New Jersey",1291
34011990000,"Census Tract 9900, Cumberland County, New Jersey",0
34013000100,"Census Tract 1, Essex County, New Jersey",1582
34013000200,"Census Tract 2, Essex County, New Jersey",924
34013000300,"Census Tract 3, Essex County, New Jersey",1369
34013000400,"Census Tract 4, Essex County, New Jersey",584
34013000500,"Census Tract 5, Essex County, New Jersey",393
34013000600,"Census Tract 6, Essex County, New Jersey",883
34013000700,"Census Tract 7, Essex County, New Jersey",1805
34013000800,"Census Tract 8, Essex County, New Jersey",909
34013000900,"Census Tract 9, Essex County, New Jersey",937
34013001000,"Census Tract 10, Essex County, New Jersey",864
34013001100,"Census Tract 11, Essex County, New Jersey",355
34013001300,"Census Tract 13, Essex County, New Jersey",459
34013001400,"Census Tract 14, Essex County, New Jersey",620
34013001500,"Census Tract 15, Essex County, New Jersey",566
34013001600,"Census Tract 16, Essex County, New Jersey",406
34013001700,"Census Tract 17, Essex County, New Jersey",625
34013001800,"Census Tract 18, Essex County, New Jersey",530
34013001900,"Census Tract 19, Essex County, New Jersey",527
34013002000,"Census Tract 20, Essex County, New Jersey",1192
34013002100,"Census Tract 21, Essex County, New Jersey",468
34013002201,"Census Tract 22.01, Essex County, New Jersey",2805
34013002202,"Census Tract 22.02, Essex County, New Jersey",455
34013002300,"Census Tract 23, Essex County, New Jersey",780
34013002400,"Census Tract 24, Essex County, New Jersey",708
34013002500,"Census Tract 25, Essex County, New Jersey",868
34013002600,"Census Tract 26, Essex County, New Jersey",550
34013002800,"Census Tract 28, Essex County, New Jersey",358
34013003100,"Census Tract 31, Essex County, New Jersey",594
34013003500,"Census Tract 35, Essex County, New Jersey",489
34013003700,"Census Tract 37, Essex County, New Jersey",502
34013003800,"Census Tract 38, Essex County, New Jersey",338
34013003900,"Census Tract 39, Essex County, New Jersey",534
34013004100,"Census Tract 41, Essex County, New Jersey",781
34013004200,"Census Tract 42, Essex County, New Jersey",682
34013004300,"Census Tract 43, Essex County, New Jersey",746
34013004400,"Census Tract 44, Essex County, New Jersey",393
34013004500,"Census Tract 45, Essex County, New Jersey",815
34013004600,"Census Tract 46, Essex County, New Jersey",698
34013004700,"Census Tract 47, Essex County, New Jersey",1395
34013004801,"Census Tract 48.01, Essex County, New Jersey",828
34013004802,"Census Tract 48.02, Essex County, New Jersey",1395
34013004900,"Census Tract 49, Essex County, New Jersey",1091
34013005000,"Census Tract 50, Essex County, New Jersey",827
34013005100,"Census Tract 51, Essex County, New Jersey",482
34013005200,"Census Tract 52, Essex County, New Jersey",277
34013005300,"Census Tract 53, Essex County, New Jersey",654
34013005400,"Census Tract 54, Essex County, New Jersey",1227
34013005700,"Census Tract 57, Essex County, New Jersey",696
34013006200,"Census Tract 62, Essex County, New Jersey",594
34013006400,"Census Tract 64, Essex County, New Jersey",99
34013006600,"Census Tract 66, Essex County, New Jersey",660
34013006700,"Census Tract 67, Essex County, New Jersey",1487
34013006800,"Census Tract 68, Essex County, New Jersey",1447
34013006900,"Census Tract 69, Essex County, New Jersey",1230
34013007000,"Census Tract 70, Essex County, New Jersey",1033
34013007100,"Census Tract 71, Essex County, New Jersey",734
34013007200,"Census Tract 72, Essex County, New Jersey",958
34013007300,"Census Tract 73, Essex County, New Jersey",1298
34013007400,"Census Tract 74, Essex County, New Jersey",648
34013007501,"Census Tract 75.01, Essex County, New Jersey",1493
34013007502,"Census Tract 75.02, Essex County, New Jersey",753
34013007600,"Census Tract 76, Essex County, New Jersey",960
34013007700,"Census Tract 77, Essex County, New Jersey",792
34013007800,"Census Tract 78, Essex County, New Jersey",943
34013007900,"Census Tract 79, Essex County, New Jersey",1315
34013008000,"Census Tract 80, Essex County, New Jersey",778
34013008100,"Census Tract 81, Essex County, New Jersey",1972
34013008200,"Census Tract 82, Essex County, New Jersey",689
34013008700,"Census Tract 87, Essex County, New Jersey",604
34013008800,"Census Tract 88, Essex County, New Jersey",447
34013008900,"Census Tract 89, Essex County, New Jersey",521
34013009000,"Census Tract 90, Essex County, New Jersey",883
34013009100,"Census Tract 91, Essex County, New Jersey",707
34013009200,"Census Tract 92, Essex County, New Jersey",796
34013009300,"Census Tract 93, Essex County, New Jersey",1279
34013009400,"Census Tract 94, Essex County, New Jersey",1767
34013009500,"Census Tract 95, Essex County, New Jersey",1788
34013009600,"Census Tract 96, Essex County, New Jersey",1366
34013009700,"Census Tract 97, Essex County, New Jersey",1349
34013009900,"Census Tract 99, Essex County, New Jersey",681
34013010000,"Census Tract 100, Essex County, New Jersey",559
34013010100,"Census Tract 101, Essex County, New Jersey",522
34013010200,"Census Tract 102, Essex County, New Jersey",986
34013010300,"Census Tract 103, Essex County, New Jersey",802
34013010400,"Census Tract 104, Essex County, New Jersey",1686
34013010500,"Census Tract 105, Essex County, New Jersey",1535
34013010600,"Census Tract 106, Essex County, New Jersey",1372
34013010700,"Census Tract 107, Essex County, New Jersey",651
34013010800,"Census Tract 108, Essex County, New Jersey",389
34013010900,"Census Tract 109, Essex County, New Jersey",534
34013011100,"Census Tract 111, Essex County, New Jersey",1752
34013011200,"Census Tract 112, Essex County, New Jersey",1109
34013011300,"Census Tract 113, Essex County, New Jersey",1375
34013011400,"Census Tract 114, Essex County, New Jersey",1248
34013011500,"Census Tract 115, Essex County, New Jersey",377
34013011600,"Census Tract 116, Essex County, New Jersey",740
34013011700,"Census Tract 117, Essex County, New Jersey",849
34013011800,"Census Tract 118, Essex County, New Jersey",331
34013011900,"Census Tract 119, Essex County, New Jersey",748
34013012000,"Census Tract 120, Essex County, New Jersey",1717
34013012100,"Census Tract 121, Essex County, New Jersey",973
34013012200,"Census Tract 122, Essex County, New Jersey",1550
34013012300,"Census Tract 123, Essex County, New Jersey",1092
34013012400,"Census Tract 124, Essex County, New Jersey",1461
34013012500,"Census Tract 125, Essex County, New Jersey",667
34013012600,"Census Tract 126, Essex County, New Jersey",697
34013012700,"Census Tract 127, Essex County, New Jersey",814
34013012800,"Census Tract 128, Essex County, New Jersey",883
34013012900,"Census Tract 129, Essex County, New Jersey",1014
34013013000,"Census Tract 130, Essex County, New Jersey",1195
34013013100,"Census Tract 131, Essex County, New Jersey",425
34013013200,"Census Tract 132, Essex County, New Jersey",635
34013013300,"Census Tract 133, Essex County, New Jersey",944
34013013400,"Census Tract 134, Essex County, New Jersey",218
34013013500,"Census Tract 135, Essex County, New Jersey",428
34013013600,"Census Tract 136, Essex County, New Jersey",993
34013013700,"Census Tract 137, Essex County, New Jersey",1163
34013013800,"Census Tract 138, Essex County, New Jersey",369
34013013900,"Census Tract 139, Essex County, New Jersey",504
34013014000,"Census Tract 140, Essex County, New Jersey",389
34013014100,"Census Tract 141, Essex County, New Jersey",409
34013014200,"Census Tract 142, Essex County, New Jersey",415
34013014300,"Census Tract 143, Essex County, New Jersey",698
34013014400,"Census Tract 144, Essex County, New Jersey",921
34013014500,"Census Tract 145, Essex County, New Jersey",807
34013014600,"Census Tract 146, Essex County, New Jersey",728
34013014700,"Census Tract 147, Essex County, New Jersey",1819
34013014800,"Census Tract 148, Essex County, New Jersey",97
34013014900,"Census Tract 149, Essex County, New Jersey",85
34013015000,"Census Tract 150, Essex County, New Jersey",501
34013015100,"Census Tract 151, Essex County, New Jersey",657
34013015200,"Census Tract 152, Essex County, New Jersey",807
34013015300,"Census Tract 153, Essex County, New Jersey",874
34013015400,"Census Tract 154, Essex County, New Jersey",1795
34013015500,"Census Tract 155, Essex County, New Jersey",420
34013015600,"Census Tract 156, Essex County, New Jersey",1111
34013015700,"Census Tract 157, Essex County, New Jersey",654
34013015800,"Census Tract 158, Essex County, New Jersey",919
34013015900,"Census Tract 159, Essex County, New Jersey",769
34013016000,"Census Tract 160, Essex County, New Jersey",139
34013016100,"Census Tract 161, Essex County, New Jersey",217
34013016200,"Census Tract 162, Essex County, New Jersey",54
34013016300,"Census Tract 163, Essex County, New Jersey",345
34013016400,"Census Tract 164, Essex County, New Jersey",380
34013016500,"Census Tract 165, Essex County, New Jersey",292
34013016600,"Census Tract 166, Essex County, New Jersey",831
34013016700,"Census Tract 167, Essex County, New Jersey",948
34013016800,"Census Tract 168, Essex County, New Jersey",1134
34013016900,"Census Tract 169, Essex County, New Jersey",328
34013017000,"Census Tract 170, Essex County, New Jersey",632
34013017100,"Census Tract 171, Essex County, New Jersey",529
34013017200,"Census Tract 172, Essex County, New Jersey",318
34013017301,"Census Tract 173.01, Essex County, New Jersey",102
34013017302,"Census Tract 173.02, Essex County, New Jersey",1039
34013017400,"Census Tract 174, Essex County, New Jersey",384
34013017500,"Census Tract 175, Essex County, New Jersey",1014
34013017600,"Census Tract 176, Essex County, New Jersey",779
34013017700,"Census Tract 177, Essex County, New Jersey",850
34013017800,"Census Tract 178, Essex County, New Jersey",670
34013017900,"Census Tract 179, Essex County, New Jersey",51
34013018000,"Census Tract 180, Essex County, New Jersey",279
34013018100,"Census Tract 181, Essex County, New Jersey",555
34013018200,"Census Tract 182, Essex County, New Jersey",1504
34013018300,"Census Tract 183, Essex County, New Jersey",1672
34013018400,"Census Tract 184, Essex County, New Jersey",653
34013018600,"Census Tract 186, Essex County, New Jersey",1285
34013018700,"Census Tract 187, Essex County, New Jersey",1986
34013018800,"Census Tract 188, Essex County, New Jersey",940
34013018900,"Census Tract 189, Essex County, New Jersey",1092
34013019000,"Census Tract 190, Essex County, New Jersey",20
34013019100,"Census Tract 191, Essex County, New Jersey",101
34013019200,"Census Tract 192, Essex County, New Jersey",487
34013019300,"Census Tract 193, Essex County, New Jersey",976
34013019400,"Census Tract 194, Essex County, New Jersey",25
34013019500,"Census Tract 195, Essex County, New Jersey",77
34013019600,"Census Tract 196, Essex County, New Jersey",629
34013019700,"Census Tract 197, Essex County, New Jersey",829
34013019800,"Census Tract 198, Essex County, New Jersey",146
34013019900,"Census Tract 199, Essex County, New Jersey",184
34013020000,"Census Tract 200, Essex County, New Jersey",62
34013020100,"Census Tract 201, Essex County, New Jersey",122
34013020200,"Census Tract 202, Essex County, New Jersey",313
34013020300,"Census Tract 203, Essex County, New Jersey",751
34013020400,"Census Tract 204, Essex County, New Jersey",179
34013020500,"Census Tract 205, Essex County, New Jersey",60
34013020600,"Census Tract 206, Essex County, New Jersey",332
34013020700,"Census Tract 207, Essex County, New Jersey",97
34013020800,"Census Tract 208, Essex County, New Jersey",459
34013020901,"Census Tract 209.01, Essex County, New Jersey",41
34013020902,"Census Tract 209.02, Essex County, New Jersey",450
34013021000,"Census Tract 210, Essex County, New Jersey",535
34013021100,"Census Tract 211, Essex County, New Jersey",227
34013021200,"Census Tract 212, Essex County, New Jersey",247
34013021300,"Census Tract 213, Essex County, New Jersey",220
34013021400,"Census Tract 214, Essex County, New Jersey",689
34013021601,"Census Tract 216.01, Essex County, New Jersey",289
34013021602,"Census Tract 216.02, Essex County, New Jersey",8
34013021701,"Census Tract 217.01, Essex County, New Jersey",722
34013021702,"Census Tract 217.02, Essex County, New Jersey",998
34013021801,"Census Tract 218.01, Essex County, New Jersey",8
34013021802,"Census Tract 218.02, Essex County, New Jersey",342
34013021803,"Census Tract 218.03, Essex County, New Jersey",198
34013022700,"Census Tract 227, Essex County, New Jersey",1099
34013022800,"Census Tract 228, Essex County, New Jersey",856
34013022900,"Census Tract 229, Essex County, New Jersey",1265
34013023000,"Census Tract 230, Essex County, New Jersey",1016
34013023100,"Census Tract 231, Essex County, New Jersey",517
34013023200,"Census Tract 232, Essex County, New Jersey",832
34013980100,"Census Tract 9801, Essex County, New Jersey",0
34013980200,"Census Tract 9802, Essex County, New Jersey",0
34015500100,"Census Tract 5001, Gloucester County, New Jersey",624
34015500201,"Census Tract 5002.01, Gloucester County, New Jersey",150
34015500202,"Census Tract 5002.02, Gloucester County, New Jersey",427
34015500203,"Census Tract 5002.03, Gloucester County, New Jersey",507
34015500204,"Census Tract 5002.04, Gloucester County, New Jersey",1010
34015500205,"Census Tract 5002.05, Gloucester County, New Jersey",379
34015500300,"Census Tract 5003, Gloucester County, New Jersey",178
34015500400,"Census Tract 5004, Gloucester County, New Jersey",865
34015500500,"Census Tract 5005, Gloucester County, New Jersey",365
34015500600,"Census Tract 5006, Gloucester County, New Jersey",208
34015500701,"Census Tract 5007.01, Gloucester County, New Jersey",354
34015500702,"Census Tract 5007.02, Gloucester County, New Jersey",140
34015500703,"Census Tract 5007.03, Gloucester County, New Jersey",72
34015500800,"Census Tract 5008, Gloucester County, New Jersey",40
34015500900,"Census Tract 5009, Gloucester County, New Jersey",107
34015501001,"Census Tract 5010.01, Gloucester County, New Jersey",209
34015501002,"Census Tract 5010.02, Gloucester County, New Jersey",1150
34015501003,"Census Tract 5010.03, Gloucester County, New Jersey",375
34015501101,"Census Tract 5011.01, Gloucester County, New Jersey",741
34015501102,"Census Tract 5011.02, Gloucester County, New Jersey",808
34015501103,"Census Tract 5011.03, Gloucester County, New Jersey",143
34015501104,"Census Tract 5011.04, Gloucester County, New Jersey",193
34015501105,"Census Tract 5011.05, Gloucester County, New Jersey",662
34015501106,"Census Tract 5011.06, Gloucester County, New Jersey",201
34015501107,"Census Tract 5011.07, Gloucester County, New Jersey",188
34015501201,"Census Tract 5012.01, Gloucester County, New Jersey",57
34015501202,"Census Tract 5012.02, Gloucester County, New Jersey",15
34015501203,"Census Tract 5012.03, Gloucester County, New Jersey",90
34015501204,"Census Tract 5012.04, Gloucester County, New Jersey",34
34015501205,"Census Tract 5012.05, Gloucester County, New Jersey",107
34015501206,"Census Tract 5012.06, Gloucester County, New Jersey",593
34015501208,"Census Tract 5012.08, Gloucester County, New Jersey",198
34015501209,"Census Tract 5012.09, Gloucester County, New Jersey",1062
34015501210,"Census Tract 5012.10, Gloucester County, New Jersey",11
34015501212,"Census Tract 5012.12, Gloucester County, New Jersey",387
34015501213,"Census Tract 5012.13, Gloucester County, New Jersey",295
34015501301,"Census Tract 5013.01, Gloucester County, New Jersey",278
34015501302,"Census Tract 5013.02, Gloucester County, New Jersey",362
34015501303,"Census Tract 5013.03, Gloucester County, New Jersey",269
34015501402,"Census Tract 5014.02, Gloucester County, New Jersey",469
34015501403,"Census Tract 5014.03, Gloucester County, New Jersey",250
34015501404,"Census Tract 5014.04, Gloucester County, New Jersey",291
34015501405,"Census Tract 5014.05, Gloucester County, New Jersey",225
34015501406,"Census Tract 5014.06, Gloucester County, New Jersey",632
34015501500,"Census Tract 5015, Gloucester County, New Jersey",660
34015501603,"Census Tract 5016.03, Gloucester County, New Jersey",654
34015501604,"Census Tract 5016.04, Gloucester County, New Jersey",498
34015501605,"Census Tract 5016.05, Gloucester County, New Jersey",147
34015501606,"Census Tract 5016.06, Gloucester County, New Jersey",87
34015501608,"Census Tract 5016.08, Gloucester County, New Jersey",219
34015501609,"Census Tract 5016.09, Gloucester County, New Jersey",401
34015501701,"Census Tract 5017.01, Gloucester County, New Jersey",64
34015501702,"Census Tract 5017.02, Gloucester County, New Jersey",101
34015501703,"Census Tract 5017.03, Gloucester County, New Jersey",147
34015501704,"Census Tract 5017.04, Gloucester County, New Jersey",218
34015501800,"Census Tract 5018, Gloucester County, New Jersey",118
34015501900,"Census Tract 5019, Gloucester County, New Jersey",129
34015502001,"Census Tract 5020.01, Gloucester County, New Jersey",244
34015502002,"Census Tract 5020.02, Gloucester County, New Jersey",177
34015502100,"Census Tract 5021, Gloucester County, New Jersey",20
34015502200,"Census Tract 5022, Gloucester County, New Jersey",731
34015502300,"Census Tract 5023, Gloucester County, New Jersey",280
34015502400,"Census Tract 5024, Gloucester County, New Jersey",126
34017000100,"Census Tract 1, Hudson County, New Jersey",1063
34017000200,"Census Tract 2, Hudson County, New Jersey",1731
34017000300,"Census Tract 3, Hudson County, New Jersey",1080
34017000400,"Census Tract 4, Hudson County, New Jersey",705
34017000500,"Census Tract 5, Hudson County, New Jersey",1076
34017000600,"Census Tract 6, Hudson County, New Jersey",1619
34017000700,"Census Tract 7, Hudson County, New Jersey",997
34017000800,"Census Tract 8, Hudson County, New Jersey",1055
34017000902,"Census Tract 9.02, Hudson County, New Jersey",2070
34017001000,"Census Tract 10, Hudson County, New Jersey",532
34017001100,"Census Tract 11, Hudson County, New Jersey",1209
34017001201,"Census Tract 12.01, Hudson County, New Jersey",605
34017001202,"Census Tract 12.02, Hudson County, New Jersey",434
34017001300,"Census Tract 13, Hudson County, New Jersey",784
34017001400,"Census Tract 14, Hudson County, New Jersey",1151
34017001701,"Census Tract 17.01, Hudson County, New Jersey",997
34017001800,"Census Tract 18, Hudson County, New Jersey",1404
34017001900,"Census Tract 19, Hudson County, New Jersey",580
34017002000,"Census Tract 20, Hudson County, New Jersey",1572
34017002200,"Census Tract 22, Hudson County, New Jersey",534
34017002300,"Census Tract 23, Hudson County, New Jersey",633
34017002400,"Census Tract 24, Hudson County, New Jersey",660
34017002700,"Census Tract 27, Hudson County, New Jersey",1231
34017002800,"Census Tract 28, Hudson County, New Jersey",1735
34017002900,"Census Tract 29, Hudson County, New Jersey",1018
34017003000,"Census Tract 30, Hudson County, New Jersey",1081
34017003100,"Census Tract 31, Hudson County, New Jersey",1940
34017003500,"Census Tract 35, Hudson County, New Jersey",636
34017004000,"Census Tract 40, Hudson County, New Jersey",1058
34017004101,"Census Tract 41.01, Hudson County, New Jersey",1820
34017004102,"Census Tract 41.02, Hudson County, New Jersey",912
34017004200,"Census Tract 42, Hudson County, New Jersey",1292
34017004300,"Census Tract 43, Hudson County, New Jersey",683
34017004400,"Census Tract 44, Hudson County, New Jersey",767
34017004500,"Census Tract 45, Hudson County, New Jersey",1203
34017004600,"Census Tract 46, Hudson County, New Jersey",619
34017004700,"Census Tract 47, Hudson County, New Jersey",852
34017004800,"Census Tract 48, Hudson County, New Jersey",875
34017004900,"Census Tract 49, Hudson County, New Jersey",836
34017005200,"Census Tract 52, Hudson County, New Jersey",1153
34017005300,"Census Tract 53, Hudson County, New Jersey",682
34017005400,"Census Tract 54, Hudson County, New Jersey",920
34017005500,"Census Tract 55, Hudson County, New Jersey",648
34017005600,"Census Tract 56, Hudson County, New Jersey",816
34017005801,"Census Tract 58.01, Hudson County, New Jersey",1337
34017005802,"Census Tract 58.02, Hudson County, New Jersey",235
34017005900,"Census Tract 59, Hudson County, New Jersey",1392
34017006000,"Census Tract 60, Hudson County, New Jersey",927
34017006100,"Census Tract 61, Hudson County, New Jersey",1251
34017006200,"Census Tract 62, Hudson County, New Jersey",998
34017006300,"Census Tract 63, Hudson County, New Jersey",1101
34017006400,"Census Tract 64, Hudson County, New Jersey",957
34017006500,"Census Tract 65, Hudson County, New Jersey",666
34017006600,"Census Tract 66, Hudson County, New Jersey",193
34017006700,"Census Tract 67, Hudson County, New Jersey",1055
34017006800,"Census Tract 68, Hudson County, New Jersey",932
34017006900,"Census Tract 69, Hudson County, New Jersey",18
34017007000,"Census Tract 70, Hudson County, New Jersey",1636
34017007100,"Census Tract 71, Hudson County, New Jersey",1026
34017007200,"Census Tract 72, Hudson County, New Jersey",532
34017007300,"Census Tract 73, Hudson County, New Jersey",880
34017007400,"Census Tract 74, Hudson County, New Jersey",1885
34017007500,"Census Tract 75, Hudson County, New Jersey",2424
34017007600,"Census Tract 76, Hudson County, New Jersey",2966
34017007700,"Census Tract 77, Hudson County, New Jersey",3572
34017007800,"Census Tract 78, Hudson County, New Jersey",769
34017010100,"Census Tract 101, Hudson County, New Jersey",1453
34017010200,"Census Tract 102, Hudson County, New Jersey",595
34017010300,"Census Tract 103, Hudson County, New Jersey",770
34017010400,"Census Tract 104, Hudson County, New Jersey",1174
34017010500,"Census Tract 105, Hudson County, New Jersey",1034
34017010600,"Census Tract 106, Hudson County, New Jersey",1893
34017010700,"Census Tract 107, Hudson County, New Jersey",907
34017010800,"Census Tract 108, Hudson County, New Jersey",813
34017010900,"Census Tract 109, Hudson County, New Jersey",728
34017011000,"Census Tract 110, Hudson County, New Jersey",592
34017011100,"Census Tract 111, Hudson County, New Jersey",1355
34017011200,"Census Tract 112, Hudson County, New Jersey",1246
34017011300,"Census Tract 113, Hudson County, New Jersey",636
34017011400,"Census Tract 114, Hudson County, New Jersey",540
34017011500,"Census Tract 115, Hudson County, New Jersey",492
34017011600,"Census Tract 116, Hudson County, New Jersey",1261
34017012300,"Census Tract 123, Hudson County, New Jersey",575
34017012400,"Census Tract 124, Hudson County, New Jersey",176
34017012500,"Census Tract 125, Hudson County, New Jersey",480
34017012600,"Census Tract 126, Hudson County, New Jersey",687
34017012700,"Census Tract 127, Hudson County, New Jersey",1032
34017012800,"Census Tract 128, Hudson County, New Jersey",760
34017012900,"Census Tract 129, Hudson County, New Jersey",628
34017013000,"Census Tract 130, Hudson County, New Jersey",855
34017013100,"Census Tract 131, Hudson County, New Jersey",401
34017013200,"Census Tract 132, Hudson County, New Jersey",900
34017013300,"Census Tract 133, Hudson County, New Jersey",680
34017013400,"Census Tract 134, Hudson County, New Jersey",528
34017013500,"Census Tract 135, Hudson County, New Jersey",1273
34017013600,"Census Tract 136, Hudson County, New Jersey",483
34017013700,"Census Tract 137, Hudson County, New Jersey",725
34017013800,"Census Tract 138, Hudson County, New Jersey",1006
34017013900,"Census Tract 139, Hudson County, New Jersey",774
34017014000,"Census Tract 140, Hudson County, New Jersey",1063
34017014101,"Census Tract 141.01, Hudson County, New Jersey",1115
34017014102,"Census Tract 141.02, Hudson County, New Jersey",1237
34017014200,"Census Tract 142, Hudson County, New Jersey",1384
34017014300,"Census Tract 143, Hudson County, New Jersey",1064
34017014400,"Census Tract 144, Hudson County, New Jersey",1031
34017014501,"Census Tract 145.01, Hudson County, New Jersey",1390
34017014502,"Census Tract 145.02, Hudson County, New Jersey",1558
34017014600,"Census Tract 146, Hudson County, New Jersey",710
34017014700,"Census Tract 147, Hudson County, New Jersey",850
34017014800,"Census Tract 148, Hudson County, New Jersey",1394
34017014900,"Census Tract 149, Hudson County, New Jersey",592
34017015001,"Census Tract 150.01, Hudson County, New Jersey",291
34017015002,"Census Tract 150.02, Hudson County, New Jersey",1877
34017015100,"Census Tract 151, Hudson County, New Jersey",792
34017015201,"Census Tract 152.01, Hudson County, New Jersey",508
34017015202,"Census Tract 152.02, Hudson County, New Jersey",1838
34017015300,"Census Tract 153, Hudson County, New Jersey",1426
34017015500,"Census Tract 155, Hudson County, New Jersey",1343
34017015600,"Census Tract 156, Hudson County, New Jersey",1344
34017015700,"Census Tract 157, Hudson County, New Jersey",954
34017015801,"Census Tract 158.01, Hudson County, New Jersey",1354
34017015802,"Census Tract 158.02, Hudson County, New Jersey",2322
34017015900,"Census Tract 159, Hudson County, New Jersey",1683
34017016000,"Census Tract 160, Hudson County, New Jersey",833
34017016100,"Census Tract 161, Hudson County, New Jersey",1053
34017016200,"Census Tract 162, Hudson County, New Jersey",1334
34017016300,"Census Tract 163, Hudson County, New Jersey",1438
34017016400,"Census Tract 164, Hudson County, New Jersey",1136
34017016500,"Census Tract 165, Hudson County, New Jersey",1316
