"","SSN","municipality","pop2017","areaMi","alcLicMi","noVhcleRt","pubTransRt","avgVacBizRt","bizDens","syrngDist","naloxDist","moudDist","sutDist","mentHlDist","HDensRes","parksProp","allPaths","ndvi","resPctTot","comPctTot","indPctTot","multiUnRt","occRate","mblHomePct","avgPropTax","hs20yrRt","rentPct","medRent","medHValue","burdenPct","crowdedPct","frClsRtMrt","empPerCap","incPerCap","snapP","govExp","adultEdDst","cultrDist","voluntrOp","isoAsian","isoBlack","isoHisp","SVIthemes","mriScore","landUseClass","popDens17","hsGradRt","vlntCrRt","opDtRt15","opDtRt16","opDtRt17","opDtRt18","opDtRt1518ave","opDt15","opDt16","opDt17","opDt18","opDt1518sum"
"128",335,"tabernacle twp",6834,261727.033479871,0.00179857176300476,3.86,0.161239413061795,0.0994166989906722,0.000714484849018783,4.85913333750388,0.933407993510506,1.2475347498036,1.8493782648944,1.22185121978411,1.14038253338145,0.471992725697975,281.891636459847,0.6375536578125,0.0873457422496808,0.00466831628552065,0.00120411669214645,0.84,0.977888569267333,0.0196580150412504,2.55,5.96617745974315,0.50630591005199,1158,284400,29.8,0.0402530508708652,0.0267814053934156,0.124623087479924,7600.0006851019,2.6,171,4.99130258242212,2.07469539744691,0,0.0391345823208453,0.154966299266938,1.13393049867184,5.64905467590534,2.43,3,0.0261111735732319,42,0.6,0,69.1034554611716,46.0689703074477,69.1034554611716,36.8551762459582,0,3,2,3,8
"129",336,"washington twp",707,553302.39581329,0.000212693029927834,4.8875,0.0165460070003444,0.0718111371991228,4.51832491403782e-05,1.25162856921731,0.573289721057904,0.300701180139913,0.675189755039291,0.720635814446962,0,0.798043782108353,1727.38286522292,0.643024723607588,0.00581656281544901,0.000726138449403657,0.000353377438416153,3.25,0.927531778269704,0.0452367488307475,1.64,8.85835005448062,1.56982747435027,1241.5,246100,33.3,0.0443517391932285,0.0305760605556998,0.0275780199680834,1613.93525468667,6.8,234,1.57551575235898,0.591360022245192,0,3.53189582357982,11.9678817830823,5.06224102485233,3.15924813839768,-3.53,3,0.00127778228568989,NA,0.6,0,0,95.898045344098,0,19.1796090688196,0,0,1,0,1
"130",337,"westampton twp",8700,58585.3081500198,0.0180787546278985,3.63636363636364,0.328275006619738,0.0351191420042177,0.0078176596567043,1.36757803406816,0.0959528239874364,0.0852236185876118,0.0685107685282714,0.127671560680406,12.5532961626763,0.127017026111103,0,0.615960478515625,0.171743201948939,0.0402320701843324,0.0357258530128286,3.39090909090909,0.928070827970694,4.67130007044412e-05,2.26,10.2756795601769,1.79139966429423,1178.5,224100,30.1,0.000335903893461555,0.0384789146009169,0.0619686615090907,4054.89284858986,4.8,3576,1.46522930643615,0.21356162411187,1,0.383460545650764,2.94386381894865,0.689358380576262,4.70342530388473,2.1,2,0.148501395225606,50,1.5,0,33.0928806713354,16.5464403356677,16.5464403356677,13.2371522685342,0,2,1,1,4
"131",338,"willingboro twp",31881,42850.6499845858,0.0109856018493188,4.77,3.69504403045508,14.850411034618,0.0175026516580213,7.49378782812584,0.468259063086944,0.628699306392253,1.8627841619224,0.449337964509681,3.2162393725697,0.0866995234435001,452.949013411577,0.584547141113281,0.584251058914132,0.0716596072391221,0.0107624181748171,6.905,0.888716255567709,0.00900564395144092,3.81,22.3120333883618,4.13795236716514,1535,184600,34.75,0.828636912703115,0.0809556961682858,0.311734707454378,16225.1690946849,10,14142,9.16445297042232,2.97446901009715,0.75,0.688725621441312,0.801403479239282,0.271659272689089,82.9302828258933,-4.44,2,0.744002716679169,23,1.7,33.7788398731051,19.3021942132029,28.9532913198044,48.2554855330073,26.057962187824,7,4,6,10,27
"132",339,"woodland twp",1768,498620.707192248,0.000944076355636255,5.88888888888889,0.0118635938539497,0.0273252126701679,0.00011431534867649,1.01695388388184,0.459440009501003,0.565879682347909,0.544942579930808,0.577439862805985,0,0.669283550768196,1450.56346191756,0.628939212701743,0.0101358729822564,0.00252486813106812,0.000395441339007393,2.51111111111111,0.923588942519655,0.0435453961949862,2.24,9.79550120166715,0.772692800858339,1502,253400,31.1,0.0344322806425509,0.0353305048712831,0.022011639634856,1302.59602095296,5,163,1.27049428563108,0.472913390443062,0,1.36120414413968,7.07706161624959,1.82667372459827,2.86283058346286,0.67,3,0.00354578134140412,20,0,0,0,0,0,0,0,0,0,0,0
"133",340,"wrightstown boro",780,9741.98611216627,0.0724812245942895,2.58333333333333,0.00418606446837202,0.0196627646471205,0.0168343495989169,0.699600083540555,0.0855866572539103,0.145909725505238,0.0433381541297164,0.109391256785511,17.6174496644295,0.0176773802355846,0,0.67004404296875,0.0520296813618507,0.112789175032737,0.00139676996944566,6.7,0.827344045321898,0.0971156999445914,2.7,2.59107503029516,3.45554952632452,1538,235200,51.3,0.0955495169333967,0.0228455480048595,0.00437392440538375,582.469741049535,20,129,0.626143825044026,0.179666440235095,0,0.475890273327288,2.23484573735467,2.13647625803307,2.03396011086676,-15.46,3,0.0800658090680193,16,11.3,0,0,87.6028688346393,0,17.5205737669279,0,0,1,0,1
"134",401,"audubon boro",8661,7882.10539482474,0.0597240227911621,7.62727272727273,1.11223349837048,23.015967641058,0.0430088133841222,0.518784814608928,0.120400894981548,0.13394693381245,0.43545144183262,0.140072395002079,10.5218256789421,0.0223501787151128,1777.27550646076,0.534771435546875,0.736131463261461,0.132823948084572,0,12.9181818181818,0.951964063346638,4.42892186415396e-06,3.4,11.6265589299105,3.24579061178431,1041,208800,31.8,0.290450349656804,0.0351455219017938,0.169654165435251,9610.53078333153,5.6,2316,1.85560210596956,0.569085984165529,1,0.684126882764874,0.128927595576641,0.273805913254273,14.766157067962,0.69,1,1.09881809061912,35,0.8,49.4806499685037,16.4935499895012,32.9870999790024,16.4935499895012,23.0909699853018,3,1,2,1,7
"135",402,"audubon park boro",1004,868.073367872611,0.135535372343518,5.25,0.491527413881191,93.2754464773622,0.00691185817012704,0.195530084082522,0.0339752256330864,0.11371581359313,0.223967400346027,0.0265958274861425,99.837925445705,0,0,0.503969653320313,0.586501901140684,0.0408745247148289,0,4.45,0.964263769474777,0.00215688679290826,5.38,2.25449934190731,0.598318767156012,976.5,188200,31.35,0.051700079499887,0.038655462184874,0.0871648221735163,4755.59420671701,7,26,0.957486562793981,0.365911807359107,0,0.293527447949699,0.161637521946786,0.210278024674451,1.48327106352858,-5.02,1,1.15658426713459,4,0,0,175.86901589353,175.86901589353,0,70.347606357412,0,1,1,0,2
"136",403,"barrington boro",6724,8348.62784509639,0.0563858453766387,6.44444444444444,2.08481811015861,22.2498367790983,0.0256329547765977,0.855471357881176,0.0674735141166906,0.0767616783067035,0.518316355360374,0.0449436700904613,12.2299922299922,0.0036610466220712,0,0.558538564453125,0.635932404387785,0.0637414764304773,0.0799486115228778,14.4555555555556,0.951606705881436,5.40730012427984e-06,3.85,8.34483587651619,2.63542059856014,987,189400,40.9,0.250823527069418,0.0378917363140724,0.151939281784566,8662.35336219566,13,1827,1.45706149159492,0.458623664887939,0,1.3220984362386,16.5195947839588,0.785212470826539,10.7139951171111,-1.47,1,0.8054018127002,18,0.7,22.2354222451579,66.7062667354737,88.9416889806315,44.4708444903158,44.4708444903158,1,3,4,2,10
"137",404,"bellmawr boro",11412,16360.5337220842,0.0503527092691075,8.13846153846154,0.832488299505957,8.19931835523255,0.0227376445242649,0.744386435694432,0.189993297254475,0.432031219962795,0.644328532574431,0.242478473091953,15.5056971690356,0.0297744420374218,45.2587539523529,0.507937299262153,0.429277393979124,0.0637890171953003,0.0969693913569664,11.3692307692308,0.9263578862738,0.0025142429228889,3.79,13.6769817677137,3.73427091858584,968,166500,39.6,0.980788883366099,0.0536543062554032,0.137785173684492,6304.32181581684,9.3,2806,1.27527420765134,0.42287688276326,0,0.205591084624828,1.36233635009413,0.262703056239276,27.2217878427785,-4.54,1,0.697532256212126,4,0.7,68.4812390882353,41.0887434529412,109.569982541176,136.962478176471,71.2204886517648,5,3,8,10,26
"138",405,"berlin boro",7550,19090.7479019928,0.0431500460967485,9.92857142857143,0.630932893524092,1.11785393401309,0.026243078719179,1.72312331276253,0.0617960349302082,0.0287752693351167,0.0482299764385022,0.0748302060164395,7.36004546746235,0.0972599421126938,1579.14581644903,0.539549282226563,0.456203275571497,0.121127004018841,0.0162914307938291,12.4142857142857,0.974304830577118,8.82917078348887e-05,3.04,6.14432259170218,2.07906586675089,1183,172800,44,0.0118641310951038,0.0332712244987055,0.0872817276785701,5668.00668675587,5,2089,1.44471581816672,0.852502070467127,0,0.14672599113743,5.59696975972559,2.80192015475617,6.90026120886415,-0.58,2,0.395479529600403,13,0.5,0,20.000557550868,40.001115101736,80.002230203472,28.0007805712152,0,1,2,4,7
"139",406,"berlin twp",5557,17634.0631112814,0.0467169858354288,7.24285714285714,0.611261981609032,5.45297080696495,0.0320969703027717,1.74338387174606,0.0545851932891711,0.183668121097333,0.154633327131856,0.0720402101338827,5.61486753657572,0.0147694417439896,1381.34291913783,0.528329361979167,0.354963974922803,0.108917376251521,0.0977823523907551,7.67142857142857,0.928544356704544,0.000130407868211842,3.56,6.85365600484438,1.46288102126168,1183,237700,37,0.538410844013229,0.0507436642409492,0.08418506356237,4526.63986641525,10,2121,1.58319569591694,0.824027641984218,0,0.770891708231918,1.87561429681299,2.25716705864445,9.13828107354352,-4.22,2,0.31512873493375,15,1.1,79.9137399414692,26.6379133138231,79.9137399414692,26.6379133138231,42.620661302117,3,1,3,1,8
"140",407,"brooklawn boro",1902,2803.50796770781,0.167924871633031,11.72,0.643034991590157,36.946830425384,0.025682109995524,0.507456037622088,0.0620413252359358,0.16297029585124,0.292206383833792,0.0330586038120109,47.0489038785835,0.0851498040637498,0,0.353996423339844,0.349028840494408,0.193937610359035,0.0132430841671572,6.9,0.863366947687319,5.56490389598247e-05,3.57,4.46948989315151,1.80955724281488,1156,148700,41,0.260685701133649,0.0618171036378482,0.121684572099096,5466.23257385756,14,889,1.20251879803741,0.338775040939008,0,0.93552083002761,0.502727468862611,1.89796347805819,7.01392105593317,-6.14,1,0.678435739048427,21,11.9,129.540803297897,129.540803297897,194.311204946846,129.540803297897,116.586722968108,2,2,3,2,9
"141",408,"camden city",73780,55265.873454218,0.117116951125751,25.54375,9.13810663824037,17.6772933258999,0.0476786095162835,1.18241762290531,0.363373006643473,0.487902839014314,0.360652443428125,0.278432089882535,99.3531163363795,0.0712459438030922,4256.62772431838,0.251330772282527,0.29080756655071,0.122247271532869,0.0708580301288464,14.0375,0.826251203405883,0.00841101062996654,2.78,22.3301487726565,16.4000717062527,1018,91600,48.5,3.34385562610644,0.111237490263648,0.287196672296414,9022.06847462634,43,26226,6.00359715439435,1.04393805174851,6.5,0.225937984602107,0.553431073980817,0.685282480137484,210.4571759526,-26.05,1,1.33500106645594,NA,20,52.2226192926885,56.4004288361036,104.445238585377,119.06757198733,66.4271717402998,25,27,50,57,159
"142",409,"cherry hill twp",70953,127662.295703796,0.0405608555579604,6.64857142857143,3.138893287249,3.36668174737141,0.0394791584485829,2.4538403862477,0.348277771954468,0.271772713983775,0.479706117328914,0.399712057485917,6.76447118040636,0.0949744227694914,3698.39344298025,0.532251209435096,0.526392317534994,0.127256982590376,0.021125486293314,17.0171428571429,0.938960590828153,0.00519714796210123,3.36,35.7054574776792,9.37703191508095,1331,242950,32.4,0.471574678136869,0.0294804293902616,0.272222848589219,20763.6158513204,4.8,20425,4.45686766018165,0.515758923113599,2.75,0.257896846377106,0.701723304236902,0.284769913570458,91.3963644031406,2.06,2,0.555786652659187,35,4.9,17.5853285670316,21.9816607087895,24.1798267796685,39.5669892758211,20.6627610662622,8,10,11,18,47
"143",410,"chesilhurst boro",1622,9106.39132651778,0.0258462833586109,6.06666666666667,2.34268702451274,0,0.00307476353651354,5.66296054922945,0.911887488829129,1.06649787619869,1.11906496275419,1.17586246620203,4.29969104016478,0.0179219938853256,0,0.70777427734375,0.351875339735459,0.023464395723863,0.0160355136800145,5.53333333333333,0.918574922804524,0.143812032341355,3.29,3.35136636533956,0.520153464801113,1019,184300,39.9,0.396654624507876,0.0667125715127783,0.145593942984713,8453.67827715566,11,849,4.55825557617078,2.56395623585479,0,23.3067816892752,0.973554051444478,0.458593279712237,10.0856411535358,-6.64,3,0.178116659150891,4,4,106.70205028733,0,213.404100574659,106.70205028733,85.3616402298636,1,0,2,1,4
"144",411,"clementon boro",4926,10301.2173281643,0.0799688542076245,11.4285714285714,0.846520078335893,1.3790183632407,0.016502903936917,1.36082514548974,0.0189105817514332,0.325166374119444,0.332490017903111,0.0257114208352052,7.45895788722341,0.200707520555418,0,0.524628564453125,0.448786738207736,0.0751982061343798,0.00704732922239129,23.3571428571429,0.934711324618139,4.82369403944186e-05,4.05,5.05760721117118,3.23140702749329,999,128200,47.6,0.267169387973987,0.0670727595854854,0.0779270741607308,3467.77636617863,11,16731,1.07124572319049,0.517931949197422,0,0.197953709829043,2.16843870030017,1.5953538558546,8.68869349737708,-7.7,2,0.478195910548547,12,1.4,122.835491075436,92.1266183065768,30.7088727688589,214.962109382012,92.1266183065768,4,3,1,7,15
"145",412,"collingswood boro",13913,10219.5476917436,0.0460643992745964,16.0642857142857,3.75797154202714,15.2758978282771,0.06409285613777,0.351106930016093,0.105737827578882,0.144820485570649,0.131546379937783,0.121055117243166,43.4925034647852,0.0960079622638397,4952.12672542364,0.41153572265625,0.640752401711472,0.105756034552353,0.00532816662630177,21.2928571428571,0.881320390608912,0.000798393418469543,3.34,8.5768591885264,6.67788497137807,1050.5,212100,37.25,0.10609887855188,0.0317506298628979,0.185836194680236,11439.0783831924,8.2,3050,2.4048702963614,0.732024946769047,0,0.560466465139845,5.27545995563318,2.55034628545475,21.9185871667372,-0.54,1,1.36141054571724,32,1.6,11.3910638152703,45.5642552610812,91.1285105221625,79.7374467068922,45.5642552610812,1,4,8,7,20
"146",413,"gibbsboro boro",2229,11611.4107641257,0.0405405747739437,10.8,0.691369644482802,11.4991961146094,0.0162770918917044,1.77129407388249,0.0955666609689611,0.138057748009623,0.414835771855739,0.11642171544173,0,0.123536008594124,13503.6711938652,0.640626196289062,0.293570159857904,0.0689165186500888,0.0150621669626998,19.3,0.951812485053333,0.000234954555871939,3.54,8.18348916174209,1.61879990838953,1017,205800,40.3,0.495559163569055,0.0378316235231768,0.125155817619952,7253.65140432273,5.1,9161,1.78022800864329,0.661644238405656,0,6.5202604071301,23.1023212453462,6.73106725555131,5.21561054482006,0.55,2,0.191966337706927,36,0.4,136.367076207656,0,68.1835381038279,0,40.9101228622968,2,0,1,0,3
"147",414,"gloucester city",11244,14624.4726999797,0.168989434610587,14.5,1.53232282940909,11.2878187273657,0.023864108276566,0.502916293836551,0.195694766311622,0.222015474627498,0.261307745803083,0.200328772970533,49.1481672689726,0.0372337780709049,388.098690107708,0.298259182303292,0.325327510917031,0.0657261224946814,0.0460194827007054,6.25,0.916858703418822,0.0456454103918474,3.52,9.40172740159673,3.44659373869081,1024,149200,40.3,0.895962144165532,0.0592171310381595,0.185585979589835,7718.25756643531,14,17476,2.08177491937916,0.787308092392693,0,0.092893011663293,4.27915555997242,0.99306995665231,24.666455221666,-6.42,2,0.768848233414636,3,1.8,94.8530312909774,108.403464332546,216.806928665091,230.357361706659,130.084157199055,7,8,16,17,48
"148",415,"gloucester twp",63696,122962.154004277,0.0229695412224164,6.6,1.49771701004432,3.66406513426975,0.0137765966586847,3.81772127376494,0.291857197087521,0.549725657952306,0.544868193213878,0.346622698188225,12.8972263714378,0.0579137840839802,2441.6683100866,0.585304480601165,0.458150784651821,0.064248190168202,0.0148409562084443,12.4677419354839,0.933622103368503,0.0137014120544954,3.61,27.7582470244693,8.37591832296264,1210,190600,38.8,0.664805593040684,0.0501414461895125,0.293075467983964,15223.5478468831,6.6,2953,2.30164602006221,1.09007108315895,1.5,0.17669722965331,0.60538299902701,0.248847927890092,91.2509310654969,-0.83,2,0.518013046500344,23,1.7,36.9677338665624,36.9677338665624,80.8669178331053,50.8306340665233,41.1266039265508,16,16,35,22,89
"149",416,"haddon twp",14560,14922.0708178787,0.110409703488888,9.77777777777778,2.69867150125077,15.0883115554484,0.0282802571540128,0.445291480949828,0.0504542620551935,0.213879639669327,0.194094536156047,0.0653528656546495,17.1842288904396,0.114889366858886,311.856503875158,0.5031875,0.633790358248563,0.0923816895179124,0.0113887660327289,14.7388888888889,0.921522842575493,0.00161509105450168,3.24,16.0196866859523,6.00619015088903,1081,210800,33,0.124291964107438,0.0294154825478204,0.134285633893302,8628.47352872527,4.4,4134,1.79059810866275,0.399890777951817,0.25,0.414645985763724,4.25559344644246,1.66859517478132,22.0358600919248,2.25,1,0.97573588664082,36,1.7,19.7362827191572,9.86814135957859,59.2088481574715,69.0769895170501,31.5780523506514,2,1,6,7,16
"150",417,"haddonfield boro",11362,15007.0201773936,0.00784228756823671,4.9,3.14302524871469,1.06278132038087,0.0633037064500698,1.04643614758566,0.17060139507466,0.239052813115009,0.205261489626338,0.217149511029767,5.51001103578748,0.115342250725427,2236.69741609946,0.584854768880208,0.697416162726773,0.0871357888949972,0,10.1538461538462,0.94511234862864,6.95109351601717e-06,2.92,9.19339848134998,2.8915490449395,1160,273500,31.2,0.00174788080701118,0.0174446175264876,0.188660174329154,20644.5932142319,0.6,339,2.49495819509187,0.168595799245069,0,0.740131270042996,2.58150025831714,0.425290735001472,12.500341562399,5.72,1,0.757112329142835,52,1,0,0,15.7121041544449,0,3.14242083088898,0,0,1,0,1
"151",418,"haddon heights boro",7529,8298.67606738196,0,6.44,2.50870068706275,8.00117473191533,0.057840551444904,0.884896101254883,0.174125087457932,0.302345640133834,0.659453672264093,0.223721291482765,2.20536592218008,0.076872930274888,4262.74727037551,0.557958935546875,0.707724425887265,0.109155979719654,0,9.95,0.950184437907798,0,3.07,10.1427291657962,2.34298311647403,1078.5,220250,31.5,0.00470364810737734,0.0263431047653101,0.191595207375386,14145.4040173872,4.5,4328,2.06155275803409,0.624206708955651,0,1.16379818978807,0.316724399089676,0.351440387971232,15.0305534986556,2.65,1,0.907253149643089,28,0.4,21.5800398727975,43.160079745595,43.160079745595,0,21.5800398727976,1,2,2,0,5
"152",419,"hi-nella boro",860,1192.46529964149,0.197341603175925,8.425,0.34066709991249,0.627138647726714,0.0360597495062771,0.36833230939372,0.0109322655777394,0.0484736468364455,0.0514200270916497,0.0107017152210073,30.6349206349206,0.0166203455133566,0,0.541371423339844,0.435684647302905,0.119640387275242,0,18.425,0.942694025313623,0.000113199518472445,4.53,4.35406860309722,1.21177972947971,999.5,169050,31.7,0.037887006642797,0.0577914483226027,0.034405636758692,1894.91065047951,7.6,2155,0.319594964879167,0.176607616743213,0,1.24568594837025,11.4988873220357,2.0130016521529,1.30480062732828,-4.54,1,0.721194990125542,19,7,0,0,0,159.03512788455,31.80702557691,0,0,0,1,1
"153",420,"laurel springs boro",1867,2435.7069522972,0.0483237665659839,8.38333333333333,1.06452047482197,1.0632353304132,0.0205279210427359,1.30160061152707,0.0724325760477683,0.10626040245952,0.152247559482494,0.139210705704406,1.65073848827107,0.0457556594800523,0,0.550707153320313,0.779810298102981,0.0724932249322493,0,20.7166666666667,0.924936422805832,3.16747276167808e-05,4.94,6.84568098191063,2.25346603768547,973.5,144250,36.35,0.000902900468804573,0.0359723337804217,0.100957783235443,6077.04488184842,3.8,2324,1.09508749254765,0.558129415953153,0,0.790928200509502,56.7689895356901,5.16720853754305,4.66337091233481,-1.34,1,0.76651257173576,23,0.5,0,0,0,155.895813890362,31.1791627780724,0,0,0,2,2
"154",421,"lawnside boro",2896,7549.23283626708,0.0311784322599547,4.63333333333333,1.63900111175653,14.560764819247,0.0115243498096979,0.822484448890846,0.109711836444841,0.153975295805464,0.284903098039168,0.147856967387841,4.2798353909465,0.0363413731865245,0,0.549548205566406,0.398360655737705,0.104153005464481,0.0515846994535519,9.36666666666667,0.900633334610261,3.36909164317929e-06,3.66,6.97303019828143,1.43527508393799,1079,199300,30.15,0.270032230213563,0.0784742328702528,0.0861042292830334,5197.76876052542,15,166,1.25681636976252,0.321748081776017,0,2.47840250324629,1.05721194307238,0.908692655876163,8.81030880961353,-7.21,2,0.383615138492934,21,4.8,55.51551725068,0,55.51551725068,55.51551725068,33.309310350408,1,0,1,1,3
"155",422,"lindenwold boro",17321,20823.1971036651,0.0452118875253828,9.43846153846154,2.55121632746731,3.54333628452823,0.013446542267552,2.65218766185107,0.176631102525738,0.337582522973433,0.507788772300178,0.163449230987723,27.0325044820329,0.10918681641189,2403.528049325,0.581800708007812,0.508260370032883,0.077770294362347,0.00538805911017789,18.5769230769231,0.885754428030931,0.00553286250818439,4.32,5.4169911452697,4.57495502325391,999,161300,40.3,0.611405913754953,0.0753139414972574,0.189736358404222,7479.03365949195,14,2196,2.20952818040512,1.09392673623843,0,0.415722825503294,0.581687222282931,0.37724775206188,37.3588451909463,-8.96,2,0.831812709343816,5,6.9,44.3024736486607,44.3024736486607,62.023463108125,168.349399864911,63.7955620540714,5,5,7,19,36
"156",423,"magnolia boro",4280,5167.05628973917,0.11388541849838,6.525,1.25158045199262,10.1317318881783,0.0210951833864195,0.644283312746075,0.0536443727632147,0.0639907959363762,0.210533195416039,0.0687193587578566,2.87971457696228,0.0120807150250444,0,0.47703095703125,0.626536803448826,0.121028261216669,0.0635478205332907,16.8625,0.95034768348179,0.017522705329306,3.99,6.61879356216342,2.62842907768639,948,169050,39.7,0.1884790033057,0.0615520159579145,0.0856369714883338,3650.86430297494,10,0,0.82429871436398,0.340911693991386,0,0.14134056449243,3.45941618959089,0.49150805351743,8.57010364563453,-3.14,2,0.828324632053903,20,1.4,129.28016650491,0,96.9601248786826,96.9601248786826,64.640083252455,4,0,3,3,10
"157",424,"merchantville boro",3711,3153.57365821143,0.111958279488587,9.96666666666667,1.83002672094546,11.5774494738189,0.0577123034770725,0.616777997339953,0.00506107386223203,0.0303096314685142,0.284197164822904,0.0101886038582719,9.64083175803403,0.0243347086929045,9379.59704712217,0.470139282226562,0.830455259026688,0.110413396127682,0,10.0833333333333,0.906678205988004,1.11111960779135e-05,3.84,2.48702603118808,1.55293418086927,1329,171250,33.5,0.134917209526724,0.043267285082665,0.109510703097944,6370.76026086523,10,5523,1.94368452325905,0.60419247826996,0.75,1.20778043165938,0.87527406197258,1.69051457731554,7.68963912878325,-2.71,1,1.17676020990888,22,3.4,42.299035123693,84.598070247386,84.598070247386,0,42.299035123693,1,2,2,0,5
"158",425,"mount ephraim boro",4597,4802.75682890926,0.122517948042058,8.1875,0.582556412254015,22.7603584490827,0.031232062197508,0.397050732851946,0.0812946267535271,0.346426158458059,0.392936848484999,0.105703975498786,2.44845360824742,0.0373901002915089,3305.16348617111,0.49966787109375,0.666552138807765,0.113726163889366,0,11.6,0.898800174810223,0.00101370446036523,4.26,8.65860846939518,2.4918751545598,1003.5,167750,36.5,0.314066470856381,0.0447468284246423,0.119571392079802,5979.99004074264,10,2826,1.2335477046371,0.45831141493371,0,1.87398168598128,0.199001610433636,1.72281597748548,10.4098848869488,-3.36,1,0.957158599479627,15,1.1,33.9510936032161,33.9510936032161,33.9510936032161,67.9021872064322,33.951093603216,1,1,1,2,5
"159",426,"oaklyn boro",3964,3704.52255627667,0.254137066533334,10,1.28808847271558,17.1597009048632,0.0283437334784467,0.332877840948838,0.111009792810935,0.269631661237775,0.321903118861585,0.142492361378213,15.9973000337496,0.107440702190406,0,0.495959537760417,0.659910913140312,0.0993318485523385,0,21.4857142857143,0.91723994139781,0.0119240102531714,3.82,6.34221159039832,2.88571016965819,1020,204400,36.8,0.260137758072676,0.041612997008028,0.190309808514745,9562.48549007565,5.9,23525,2.28844492781851,0.793138237698309,0,0.158804617548963,1.26852229420158,0.408553170146886,11.4036356896268,-0.88,1,1.07004342389107,31,1.3,34.2994492621071,137.197797048428,0,137.197797048428,61.7390086717928,1,4,0,4,9
"160",427,"pennsauken twp",35633,63951.8154327622,0.0496858834600783,17.044,2.77879322967648,15.8572034605032,0.021954028834039,1.50548713625566,0.283012974512826,0.3762157730192,0.530505499227627,0.3107442816414,25.9083663710304,0.0680997188087917,1595.1677068724,0.353140884978196,0.314033781702434,0.0855452305164801,0.127554163671835,10.824,0.910764200228903,0.0133541571386554,3.3,25.0858169566151,8.81763689943466,1093,161400,41,0.859778270494668,0.0652711520404616,0.240820626500281,11202.7550209139,13,20056,4.76733844062325,1.44489365652525,0,0.228089530296832,0.887635139986503,1.54153612942373,84.3050545957131,-5.11,1,0.557185120686119,5,3,28.8206593352473,49.4068445747097,24.7034222873548,41.1723704789247,28.8206593352474,7,12,6,10,35
"161",428,"pine hill boro",10438,20857.7094880377,0.0225696220111013,6.67272727272727,0.819180117202985,0.70891960375181,0.0113627050053566,2.45652080254132,0.237984250591835,0.284382964036073,0.609821862253077,0.311027750139069,17.6817092651757,0.159583858974212,316.291073775336,0.60333896484375,0.396186859697006,0.0319212056485107,0.00383687354139472,13.4454545454545,0.911123516338567,6.4848867822226e-05,4.43,8.25757360068119,3.12082150929171,1183,171200,44,0.147542604317333,0.0696456394167621,0.152886767438477,6940.64240438466,15,2556,1.69679815642541,0.705601585970785,0,0.640929556467778,1.83951617054212,0.658392061996863,21.3368449310374,-6.21,2,0.500438459265452,15,3.8,76.6808566994258,61.3446853595406,122.689370719081,76.6808566994258,67.4791538954946,5,4,8,5,22
"162",429,"pine valley boro",11,5144.2393593274,0,7,1.34664966131045,NA,NA,3.5525322106587,0.305117730241007,0.710311061724708,0.688810908062725,0.415803328133722,8.95061728395062,0,0,0.651228564453125,0.0519647153167602,0.00561347233360064,0.00128307939053729,1.1,0.912849162011173,0,1.67,1.24663402692779,0.0979192166462668,1680,148200,44,0,0,0.209857670959765,9119.70388491743,0,221,2.63721674273523,1.31505604656642,0,0.0979781296346125,0.397633869174048,0.188089402145278,1.93939995389727,4.51,2,0.0021383141863442,56,NA,0,0,0,0,0,0,0,0,0,0
"163",430,"runnemede boro",8319,11116.4232695643,0.0635181292719243,7.6,0.652845965244895,19.6812146956969,0.0270770546155894,0.870555460077561,0.113645975497607,0.405070029773357,0.492857535509461,0.148165398696206,4.25389157273215,0.0667007348620452,1333.93324347135,0.49399404296875,0.553024118738405,0.10404452690167,0.0501669758812616,15.14,0.946029987756497,4.53962989775728e-05,3.7,8.79752126652764,3.37736750540222,977.5,167500,42.05,0.41641334270199,0.0544727099135748,0.127287573827485,5687.28638354082,11,2834,1.00625843372457,0.495910155703191,0,0.708106387508139,0.780905336568421,0.455592676096733,14.6556579934994,-3.06,1,0.74835221709996,7,1.3,36.330358017115,72.66071603423,54.4955370256725,127.156253059902,58.128572827384,2,4,3,7,16
"164",431,"somerdale boro",5450,7337.41937177206,0.160380923351109,7.96363636363636,1.673693315556,1.87201437297637,0.0298470059981197,1.11042759389151,0.0971161928997397,0.164582955602791,0.166382024480576,0.13244980397218,5.08474576271186,0.0446884565842359,0,0.494416064453125,0.623566449291657,0.137283561951878,0.0447492691702271,15.8454545454545,0.900285505523946,0.00460605848542786,3.91,10.6168176025468,3.03439364178811,1028,185600,35.6,0.211438467652955,0.0581615795819285,0.116847301918055,6370.75056576919,10,1977,1.19896039372837,0.622147475635519,0,2.63485656174077,2.17795930516902,0.373422990985207,14.8663652838875,-3.06,1,0.742767957487453,20,2,0,51.4764877701495,51.4764877701495,102.952975540299,41.1811902161196,0,2,2,4,8
