"SSN","business_vacancy_rate","all_businesses","prevalent_type"
"2104",0.0812585819409904,359,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"2105",0.0860003795836439,102,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"2106",0.0690298494895315,70,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"2107",0.141684249342579,149,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"2108",0.205501861346162,920,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"2109",0.106716228873466,48,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"211",0.243889330067676,831,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"2110",0.149642973937549,85,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"2111",0.0460852303819942,96,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"2112",0.0556093563069398,198,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"2113",0.0636518363632386,141,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"2114",0.0301058503183485,61,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"2115",0.108806433198493,447,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"2116",0.126852785611831,259,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"2117",0.22064810758031,62,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"2119",0.695574052345641,635,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"212",0.233124275606596,695,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"2120",0.179970336814522,169,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"2121",0.196530354418031,404,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"2122",0.23285637580944,257,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"2123",0.104866612294979,193,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"213",0.0929174330318722,685,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"214",0.0767787658295204,334,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"215",0.371022170033425,2496,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"216",0.0836378313587298,952,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"217",0.210527389345166,1940,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"218",0.146234486580205,477,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"219",1.05578079166163,2132,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"220",0.148565459763897,567,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"221",0.569544480062256,946,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"222",0.175345332152412,646,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"223",0.766526759328575,4788,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"224",0.082993835699002,148,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"225",0.135638555361506,778,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"226",0.0171342795630085,141,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"227",0.0658380763578382,389,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"228",0.0997228852661166,260,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"229",0.153099814245117,310,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"230",0.12849655180626,470,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"231",0.213554980560725,852,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"232",0.28025710461335,1144,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"233",0.488258405292055,1231,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"234",0.260459979747164,423,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"235",0.0941048077883183,681,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"236",0.120189341583743,669,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"237",0.13271641066971,338,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"238",0.103878879330936,375,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"239",0.13005896162238,486,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"240",0.0105894178247217,400,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"241",0.122030077920022,310,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"242",0.251435677429004,718,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"243",0.106501472134766,204,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"244",0.195395804035633,591,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"245",0.210240396686344,792,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"246",0.388965798860742,3089,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"247",0.0844390551766063,447,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"248",0.175181183990202,1324,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"249",0.0847326067889327,729,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"250",0.272854951570022,419,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"251",0.435030361196525,2052,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"252",0.130931364221059,550,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"253",0.202539314135762,312,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"254",0.0960980046397479,568,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"255",0.00823231334610361,64,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"256",0.308380512458014,1046,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"257",0.120347560916053,969,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"258",0.0362897798287295,215,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"259",0.0380304956651568,309,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"260",0.456871721130324,2091,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"261",0.107464059345035,721,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"262",0.0388559881869656,299,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"263",0.117685522190382,302,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"264",0.106427599393993,510,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"265",0.2278436862271,340,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"266",0.159274916185138,246,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"267",0.153601390339799,1109,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"268",0.0571177121787965,405,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"269",0.126788208027955,242,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"270",0.242808857401209,907,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"301",0,59,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"302",0.105385358396798,60,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"303",0.0156079264850803,218,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"304",0.0677093041510689,475,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"305",0.016906830214598,599,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"306",0.0349420495367419,619,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"307",0.000182112001335121,122,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"308",0.228266721115575,835,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"309",0.0128763808418124,86,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"310",0.167975278575887,550,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"311",0.0127775811153825,93,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"312",0.0126256297610732,178,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"313",0.189564157759023,2955,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"314",0.00170536197820173,19,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"315",7.53106743651597e-05,240,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"316",0.0168905265510618,405,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"317",0.0353900472514862,473,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"318",0.000111684223063557,313,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"319",0.220519082058289,576,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"320",0.0632740232863268,1303,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"321",0.000128835065298817,67,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"322",0.278462261120656,1786,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"323",0.191505002673339,802,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"324",1.03280434903744,2471,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"325",NA,145,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"326",0.00657366352557731,107,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"327",0.331286656218245,220,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"328",0.0170337328136994,96,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"329",NA,510,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"330",0.158317419726437,272,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"331",0.020699923636562,81,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"332",7.17732766576964e-05,206,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"333",0.000184204504461314,305,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"334",0.000131777742025847,180,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"335",0.0103669488982141,187,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"336",0.000263637848947101,25,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"337",0.000273220194627052,458,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"338",0.438338058531376,750,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"339",0.000845226471441102,57,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"340",0.000181367843782662,164,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"401",0.16471177524444,339,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"402",0.00757941560113183,6,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"403",0.254097689782638,214,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"404",0.168631665412257,372,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"405",0.0174144490730559,501,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"406",0.0194083715705921,566,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"407",0.0639226614545006,72,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"408",0.537785874180144,2635,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"409",0.808647838946264,5040,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"410",0,28,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"411",0.00878565233667848,170,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"412",0.245992842197096,655,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"413",0.130799952567885,189,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"414",0.241090566829156,349,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"415",0.247767432821257,1694,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"416",0.118590391391474,422,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"417",0.15156945638684,950,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"418",0.189026305813211,480,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"419",0.0027622457424102,43,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"420",0.0489006214625139,50,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"421",0.0834390824821054,87,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"422",0.0815393405848228,280,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"423",0.030743702800151,109,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"424",0.0171260593725564,182,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"425",0.306944190019023,150,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"426",0.0488282758770196,105,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"427",0.313251890097199,1404,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"428",0.108742604914795,237,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"429",0,29,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"430",0.131941897166301,301,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"431",0.094739287396922,219,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"432",0.133317490558421,566,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"433",0.02634247488071,1,"health.care..social.assistance"
"434",0.389580209762568,2499,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"435",0.0148951804634453,306,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"436",0.148324878207233,883,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"437",0.0511774344694809,30,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"501",0.0114337837339045,284,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"502",NA,607,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"503",0.00131919538854688,24,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"504",0,405,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"505",NA,665,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"506",0.101289168762275,1474,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"507",NA,232,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"508",NA,1064,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"509",1.40166548286272e-05,299,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"510",NA,223,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"511",7.52650486799475e-05,609,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"512",0.00519956855351075,82,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"513",0.007505918589424,14,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"514",0.0393431166946431,696,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"515",0.0100919170352439,176,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"516",0,159,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"601",NA,857,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"602",5.27897240771316e-05,87,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"603",0.000171442766935205,92,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"604",NA,28,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"605",NA,82,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"606",NA,25,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"607",0.0940183350517813,115,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"608",NA,70,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"609",NA,77,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"610",0.434887151978368,929,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"611",0.00362485023631782,21,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"612",9.89369651125084e-07,27,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"613",0.0584520927830594,330,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"614",0.143677452281541,2892,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"701",0.570422869411383,1257,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"702",1.12658503968823,1764,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"703",0.0968587571012917,523,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"704",0.0951184114572317,602,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"705",2.41303173363187,1814,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"706",0.000825012084327129,40,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"707",0.130338530747279,2143,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"708",0.0761307284052099,361,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"709",1.6671112426949,1354,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"710",0.279427650439697,2409,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"711",0.391858426901916,977,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"712",0.29047651831036,1715,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"713",0.635330327175091,2685,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"714",7.48527424655435,10718,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"715",0.109196411843923,111,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"716",0.296069382117308,1253,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"717",0.68988352663423,1038,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"718",0.091397087236063,635,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"719",0.232560576633993,817,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"720",0.212272268206266,838,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"721",0.116516076901147,793,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"722",0.868107458660196,2281,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"801",0.0138840315767936,163,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"802",0.294980511897354,1129,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"803",0.000433462309384106,252,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"804",2.8516555988937e-05,87,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"805",1.54931174567089e-05,454,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"806",0.0357444756020001,722,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"807",0.0608297499476542,125,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"808",1.39722207878273e-05,455,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"809",0.0160699213509286,363,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"810",0.0832832409491809,462,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"811",0.0354776548711706,995,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"812",0.213013810530472,53,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"813",0,82,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"814",0.0654056346783903,181,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"815",0.326596040034121,340,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"816",6.20725942767632e-05,64,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"817",0.0233781870635563,226,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"818",0.0946623559080473,2396,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"819",3.00536484043067e-05,82,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"820",0.238309320226001,677,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"821",0.0598546341290389,155,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"822",0.283795471787746,839,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"823",0.122818915010294,192,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"824",0.0412040425686711,231,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"901",1.60947743603421,2119,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"902",0.0605324583049152,36,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"903",0.280082570713174,273,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"904",0.307571325299891,515,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"905",1.32595765700569,2565,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"906",4.84615622304828,8441,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"907",0.815666551583728,1319,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"908",1.21712334150986,1876,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"909",0.448399863998852,1427,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"910",1.5890446812912,2306,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"911",0.328557702943635,394,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
"912",0.464853105822958,1419,"Mining..Quarrying..and.Oil.and.Gas.Extraction"
