Place.Name,SSN,TRACTID,prop_of_ct
hawthorne boro,"1604","34003022100",6.16468883624357e-07
ridgewood village,"0251","34003047400",0.989478182839945
glen rock boro,"0222","34003047400",0.010521817160055
ridgewood village,"0251","34003061400",1.38587943526358e-09
midland park boro,"0235","34003061400",0.00412793355631734
wyckoff twp,"0270","34003061400",0.994127255933764
hawthorne boro,"1604","34003061400",0.00174480912403934
leonia boro,"0229","34003015400",0.00200839327495986
englewood city,"0215","34003015400",0.99698376171364
teaneck twp,"0260","34003015400",0.00100784501140058
englewood cliffs boro,"0216","34003055100",0.0069472840810921
englewood city,"0215","34003055100",0.000895637248114491
tenafly boro,"0261","34003055100",0.988185817235758
alpine boro,"0202","34003055100",0.00159862798286146
cresskill boro,"0208","34003055100",0.00237263345217378
elmwood park boro,"0211","34003017300",0.0110753083275208
paterson city,"1608","34003017300",0.00445235282330036
fair lawn boro,"0217","34003017300",0.984472338849179
fair lawn boro,"0217","34003017400",0.985973369633443
paramus boro,"0246","34003017400",0.0140266303665572
paterson city,"1608","34003017200",0.00322894891365422
fair lawn boro,"0217","34003017200",0.99589595235198
glen rock boro,"0222","34003017200",0.00085460354000177
hawthorne boro,"1604","34003017200",2.04951943636777e-05
paterson city,"1608","34031143400",0.000685763941088302
prospect park boro,"1610","34031143400",0.00578531080413078
fair lawn boro,"0217","34031143400",2.05899373255356e-05
north haledon boro,"1606","34031143400",0.00829615319111944
hawthorne boro,"1604","34031143400",0.985212182126336
ridgewood village,"0251","34003022200",0.00583333615847993
fair lawn boro,"0217","34003022200",0.0106657241389991
glen rock boro,"0222","34003022200",0.983485598216302
hawthorne boro,"1604","34003022200",1.53414862189867e-05
glen rock boro,"0222","34031143300",1.94812589982715e-05
hawthorne boro,"1604","34031143300",0.999980518741002
fort lee boro,"0219","34003016000",0.000178197677668162
englewood cliffs boro,"0216","34003016000",0.998502016657244
englewood city,"0215","34003016000",0.00131978566508812
bogota boro,"0204","34003054500",1.40047427437295e-05
teaneck twp,"0260","34003054500",0.999985995257256
teaneck twp,"0260","34003054200",0.999419854823326
bergenfield boro,"0203","34003054200",0.000580145176673833
englewood city,"0215","34003054100",0.0171151272227876
teaneck twp,"0260","34003054100",0.982807350423937
bergenfield boro,"0203","34003054100",7.75223532752634e-05
englewood city,"0215","34003015200",0.993059808853829
teaneck twp,"0260","34003015200",0.00581240703487869
tenafly boro,"0261","34003015200",0.000949311550268513
bergenfield boro,"0203","34003015200",0.000178472561023636
englewood city,"0215","34003015300",0.994152156055171
teaneck twp,"0260","34003015300",0.00584784394482865
rochelle park twp,"0254","34003052100",0.0101443493636673
saddle brook twp,"0257","34003052100",0.985246509508043
elmwood park boro,"0211","34003052100",0.00452995550490339
fair lawn boro,"0217","34003052100",7.91856233864693e-05
maywood boro,"0234","34003042500",0.00310187308672479
rochelle park twp,"0254","34003042500",0.00243793556100526
hackensack city,"0223","34003042500",0.000419284142509377
river edge boro,"0252","34003042500",0.00228447164387958
fair lawn boro,"0217","34003042500",0.0086001606065868
paramus boro,"0246","34003042500",0.983156274959294
maywood boro,"0234","34003033100",0.981660759603203
hackensack city,"0223","34003033100",0.00881278191422783
paramus boro,"0246","34003033100",0.0095264584825693
hackensack city,"0223","34003048200",0.0014547983354067
river edge boro,"0252","34003048200",0.986256733827152
oradell boro,"0244","34003048200",9.21837758046573e-07
paramus boro,"0246","34003048200",0.0122875459996836
hackensack city,"0223","34003023200",0.999145901785131
river edge boro,"0252","34003023200",0.000854098214868701
bogota boro,"0204","34003023100",0.0018396373395493
hackensack city,"0223","34003023100",0.987272804862825
teaneck twp,"0260","34003023100",0.00719194232623611
river edge boro,"0252","34003023100",0.00369561547138913
hackensack city,"0223","34003037202",2.60125078935404e-06
teaneck twp,"0260","34003037202",0.00220083190810086
bergenfield boro,"0203","34003037202",0.000495671788839207
river edge boro,"0252","34003037202",0.00461798104810844
new milford boro,"0238","34003037202",0.992682914004162
hackensack city,"0223","34003054400",0.00738435926332065
teaneck twp,"0260","34003054400",0.992615640736679
teaneck twp,"0260","34003003401",0.00139135945167741
bergenfield boro,"0203","34003003401",0.971075753751033
new milford boro,"0238","34003003401",0.0275328867972891
north bergen twp,"0908","34003013001",0.00229246130866505
cliffside park boro,"0206","34003013001",0.0152048351639586
edgewater boro,"0213","34003013001",0.982502703527376
cliffside park boro,"0206","34003006201",0.983503789556365
edgewater boro,"0213","34003006201",0.0164962104436347
fort lee boro,"0219","34003006202",0.000141203835090882
cliffside park boro,"0206","34003006202",0.968389477586079
edgewater boro,"0213","34003006202",0.0314693185788304
fort lee boro,"0219","34003019306",0.943771869472437
cliffside park boro,"0206","34003019306",0.00197195165408732
edgewater boro,"0213","34003019306",0.0542561788734753
fort lee boro,"0219","34003019304",0.991701152373309
cliffside park boro,"0206","34003019304",0.00114991576420062
ridgefield boro,"0249","34003019304",0.000142763414405161
palisades park boro,"0245","34003019304",0.00700616844808476
fort lee boro,"0219","34003019305",0.944673082214292
edgewater boro,"0213","34003019305",0.0553269177857079
north bergen twp,"0908","34017014000",0.991743637135713
fairview boro,"0218","34017014000",0.00825636286428674
guttenberg town,"0903","34017014200",0.0110852623268592
north bergen twp,"0908","34017014200",0.988914737673141
north bergen twp,"0908","34017014102",0.993996685990056
fairview boro,"0218","34017014102",0.00470539119064066
cliffside park boro,"0206","34017014102",0.00129237014781167
edgewater boro,"0213","34017014102",5.55267149114608e-06
west new york town,"0912","34017015001",8.05201684158659e-05
guttenberg town,"0903","34017015001",0.910051126596393
north bergen twp,"0908","34017015001",0.0898683532351915
west new york town,"0912","34017015801",1
west new york town,"0912","34017015700",1
west new york town,"0912","34017015202",1
west new york town,"0912","34017015600",1
north bergen twp,"0908","34003018200",0.0157363432843279
fairview boro,"0218","34003018200",0.982736995191027
cliffside park boro,"0206","34003018200",0.000651719165958504
ridgefield boro,"0249","34003018200",0.00087494235868651
fort lee boro,"0219","34003041301",0.000208776608061773
ridgefield boro,"0249","34003041301",0.0177160601222475
palisades park boro,"0245","34003041301",0.982075163269691
fort lee boro,"0219","34003041200",4.6935897743092e-05
leonia boro,"0229","34003041200",0.00636025036177303
palisades park boro,"0245","34003041200",0.993592813740484
fort lee boro,"0219","34003041302",0.0123003088139241
palisades park boro,"0245","34003041302",0.987699691186076
fort lee boro,"0219","34003006100",0.00645117913465364
cliffside park boro,"0206","34003006100",0.991369464652268
ridgefield boro,"0249","34003006100",0.0021793562130781
fort lee boro,"0219","34003019202",0.989508943830959
edgewater boro,"0213","34003019202",0.0104910561690413
fort lee boro,"0219","34003028002",0.0128114099214527
leonia boro,"0229","34003028002",0.983217060803528
englewood city,"0215","34003028002",0.00370431825410923
palisades park boro,"0245","34003028002",0.000267211020909801
fort lee boro,"0219","34003019102",0.990910685836137
englewood cliffs boro,"0216","34003019102",0.00908931416386309
fort lee boro,"0219","34003019203",1
fort lee boro,"0219","34003019104",0.998640530548052
englewood cliffs boro,"0216","34003019104",0.00135946945194824
fort lee boro,"0219","34003019103",0.996819255814864
leonia boro,"0229","34003019103",0.000697659486191084
englewood cliffs boro,"0216","34003019103",0.00248308469894475
weehawken twp,"0911","34017016300",0.00312718649727318
union city,"0910","34017016300",0.996872813502727
weehawken twp,"0911","34017017900",0.995051175594149
west new york town,"0912","34017017900",0.00494882440585143
weehawken twp,"0911","34017018000",0.998423334335626
west new york town,"0912","34017018000",0.00157666566437417
union city,"0910","34017018500",0.00267069546476806
hoboken city,"0905","34017018500",0.99358637500276
jersey city,"0906","34017018500",0.00374292953247156
hoboken city,"0905","34017018600",1
weehawken twp,"0911","34017018302",0.014491600619123
hoboken city,"0905","34017018302",0.985508399380877
hoboken city,"0905","34017018702",1
weehawken twp,"0911","34017017200",0.00310914134353794
union city,"0910","34017017200",0.996890858656462
weehawken twp,"0911","34017016900",0.00454313183507113
union city,"0910","34017016900",0.995456868164929
weehawken twp,"0911","34017016800",0.000257889487449425
union city,"0910","34017016800",0.999742110512551
weehawken twp,"0911","34017016400",0.000805236509429525
union city,"0910","34017016400",0.999190608637456
north bergen twp,"0908","34017016400",4.15485311438407e-06
weehawken twp,"0911","34017018200",0.969378850879769
union city,"0910","34017018200",0.0291831569342576
hoboken city,"0905","34017018200",0.00143799218597332
hoboken city,"0905","34017018301",0.996808346258325
jersey city,"0906","34017018301",0.00319165374167489
hoboken city,"0905","34017019300",1
hoboken city,"0905","34017019400",1
jersey city,"0906","34017007600",1
union city,"0910","34017000300",0.00645977173377624
jersey city,"0906","34017000300",0.993540228266224
union city,"0910","34017017100",0.994927240867474
north bergen twp,"0908","34017017100",0.00507275913252611
union city,"0910","34017017800",0.995996132602016
jersey city,"0906","34017017800",0.00400386739798388
union city,"0910","34017017500",1
union city,"0910","34017017400",1
union city,"0910","34017016200",0.998138480102995
west new york town,"0912","34017016200",0.00186151989700474
union city,"0910","34017014700",0.00467058299190138
north bergen twp,"0908","34017014700",0.995329417008099
weehawken twp,"0911","34017015802",0.00201466423119688
union city,"0910","34017015802",0.00203646145263749
west new york town,"0912","34017015802",0.995948874316166
union city,"0910","34017016000",0.000369629931014709
west new york town,"0912","34017016000",0.986982049009686
north bergen twp,"0908","34017016000",0.0126483210592991
west new york town,"0912","34017015500",0.99762584964939
north bergen twp,"0908","34017015500",0.00237415035060944
jersey city,"0906","34017006400",1
jersey city,"0906","34017003500",1
jersey city,"0906","34017002400",1
jersey city,"0906","34017007000",1
jersey city,"0906","34017000700",1
hoboken city,"0905","34017001300",0.00111362752348555
jersey city,"0906","34017001300",0.998886372476514
hoboken city,"0905","34017019200",0.977744850880332
jersey city,"0906","34017019200",0.022255149119668
hoboken city,"0905","34017019000",0.968300784588597
jersey city,"0906","34017019000",0.0316992154114031
hoboken city,"0905","34017019100",1
west new york town,"0912","34017014502",0.000294628567031787
north bergen twp,"0908","34017014502",0.999705371432968
north bergen twp,"0908","34017014400",0.999085680978112
fairview boro,"0218","34017014400",0.000914319021888525
west new york town,"0912","34017032400",0.99338463737452
guttenberg town,"0903","34017032400",0.00623056385167764
north bergen twp,"0908","34017032400",0.000384798773801932
guttenberg town,"0903","34017014300",5.47977553565839e-05
north bergen twp,"0908","34017014300",0.999945202244643
jersey city,"0906","34017000902",1
jersey city,"0906","34017001000",1
jersey city,"0906","34017001100",1
jersey city,"0906","34017001201",1
jersey city,"0906","34017003000",1
jersey city,"0906","34017004600",1
jersey city,"0906","34017003100",1
jersey city,"0906","34017006700",1
jersey city,"0906","34017006500",1
jersey city,"0906","34017002200",1
jersey city,"0906","34017002000",1
jersey city,"0906","34017007200",1
jersey city,"0906","34017001202",1
jersey city,"0906","34017007800",1
ridgefield park village,"0250","34003004002",0.00308842988901167
bogota boro,"0204","34003004002",0.985415506189117
hackensack city,"0223","34003004002",0.0105486428471944
teaneck twp,"0260","34003004002",0.000947421074677012
ridgefield park village,"0250","34003029100",0.0187559335940765
south hackensack twp,"0259","34003029100",0.00530145537862772
hackensack city,"0223","34003029100",0.00344633138007336
little ferry boro,"0230","34003029100",0.972496279647222
ridgefield park village,"0250","34003046300",0.995969128222249
hackensack city,"0223","34003046300",2.24554198651366e-05
ridgefield boro,"0249","34003046300",0.00176051151453443
little ferry boro,"0230","34003046300",0.00224790484335151
ridgefield park village,"0250","34003054600",0.00899256731313615
leonia boro,"0229","34003054600",0.0125188906265175
bogota boro,"0204","34003054600",0.00143648679839113
englewood city,"0215","34003054600",0.000153520847860045
teaneck twp,"0260","34003054600",0.976898534414095
leonia boro,"0229","34003041100",0.00520402967171797
ridgefield boro,"0249","34003041100",0.0108407300411515
palisades park boro,"0245","34003041100",0.983955240287131
jersey city,"0906","34017002700",1
jersey city,"0906","34017002900",1
jersey city,"0906","34017001701",1
kearny town,"0907","34017006900",0.0132800587411048
secaucus town,"0909","34017006900",0.0024849438171257
north bergen twp,"0908","34017006900",4.60906591052076e-05
jersey city,"0906","34017006900",0.984188906782664
kearny town,"0907","34017004800",0.039912550684642
jersey city,"0906","34017004800",0.960087449315358
jersey city,"0906","34017004400",1
north brunswick twp,"1215","34023006206",0.980562515149232
milltown boro,"1212","34023006206",0.00404168615860625
east brunswick twp,"1204","34023006206",0.0153957986921621
north brunswick twp,"1215","34023006103",0.999527130348177
new brunswick city,"1214","34023006103",0.000472869651822791
north brunswick twp,"1215","34023006300",0.00206945310591228
milltown boro,"1212","34023006300",0.988023349338867
east brunswick twp,"1204","34023006300",0.00990719755522066
milltown boro,"1212","34023009400",0.00101472848263475
south river boro,"1223","34023009400",0.000605285178556278
east brunswick twp,"1204","34023009400",0.998379986338809
north brunswick twp,"1215","34023005500",0.00201279328298486
new brunswick city,"1214","34023005500",0.997670630743395
franklin twp,"1808","34023005500",0.000316575973620537
north brunswick twp,"1215","34023006101",0.993671893864152
new brunswick city,"1214","34023006101",0.00632810613584855
north brunswick twp,"1215","34023005601",0.00346651367391147
new brunswick city,"1214","34023005601",0.996533486326089
south brunswick twp,"1221","34023006203",0.00660022373844564
north brunswick twp,"1215","34023006203",0.990421161962049
east brunswick twp,"1204","34023006203",0.00297861429950504
south brunswick twp,"1221","34023006601",0.00035770118738262
north brunswick twp,"1215","34023006601",0.0028866760069186
milltown boro,"1212","34023006601",0.0017601020410634
east brunswick twp,"1204","34023006601",0.994995520764635
milltown boro,"1212","34023006606",0.00179899675162444
east brunswick twp,"1204","34023006606",0.998201003248376
north brunswick twp,"1215","34023006205",0.999916902845484
franklin twp,"1808","34023006205",8.30971545156949e-05
east brunswick twp,"1204","34023006500",1
north brunswick twp,"1215","34023006207",1
north brunswick twp,"1215","34023006104",0.999210604430166
franklin twp,"1808","34023006104",0.000789395569834268
princeton,"1114","34035054201",0.00095827303758156
rocky hill boro,"1817","34035054201",0.000204398027742163
hopewell twp,"1106","34035054201",0.000269428021785296
montgomery twp,"1813","34035054201",0.998375884501349
franklin twp,"1808","34035054201",0.00019201641154257
lambertville city,"1017","34019011600",0.00011358312525944
stockton boro,"1023","34019011600",0.0162856719901025
west amwell twp,"1026","34019011600",0.000459708910988334
east amwell twp,"1008","34019011600",3.31071912153784e-05
delaware twp,"1007","34019011600",0.981918236484251
raritan twp,"1021","34019011600",1.75831491749453e-05
franklin twp,"1010","34019011600",0.00081726236792786
kingwood twp,"1016","34019011600",0.000354846781080081
hopewell twp,"1106","34019011700",0.000142095627775736
west amwell twp,"1026","34019011700",0.000619827484388175
montgomery twp,"1813","34019011700",1.61395791546552e-07
east amwell twp,"1008","34019011700",0.998392654958461
delaware twp,"1007","34019011700",4.39461440261073e-05
hillsborough twp,"1810","34019011700",0.000514623310896388
raritan twp,"1021","34019011700",0.000286691078660772
hopewell twp,"1106","34035054202",6.4028278656407e-05
montgomery twp,"1813","34035054202",0.997488929947237
east amwell twp,"1008","34035054202",7.62292471349226e-06
hillsborough twp,"1810","34035054202",0.00243941884939342
montgomery twp,"1813","34035053904",0.998185932341069
franklin twp,"1808","34035053904",0.00181406765893088
montgomery twp,"1813","34035053703",0.000987698984316684
east amwell twp,"1008","34035053703",9.30605997183983e-06
hillsborough twp,"1810","34035053703",0.998281331933962
raritan twp,"1021","34035053703",5.84572405111286e-05
readington twp,"1022","34035053703",5.27700619195769e-05
branchburg twp,"1805","34035053703",0.000610435719319006
east amwell twp,"1008","34019011302",0.000533165664055733
flemington boro,"1009","34019011302",7.73425269200485e-05
delaware twp,"1007","34019011302",0.00120787909642221
raritan twp,"1021","34019011302",0.998181612712602
princeton,"1114","34035053402",0.000227699863801139
rocky hill boro,"1817","34035053402",0.000527027735959939
south brunswick twp,"1221","34035053402",0.000163144297660498
montgomery twp,"1813","34035053402",0.00201959726436099
franklin twp,"1808","34035053402",0.996906890585619
hillsborough twp,"1810","34035053402",0.000155640252598305
rocky hill boro,"1817","34035053901",0.983757579653541
montgomery twp,"1813","34035053901",0.0162424203464589
south brunswick twp,"1221","34023008403",0.999256371731258
franklin twp,"1808","34023008403",0.000743628268742357
south brunswick twp,"1221","34023008501",0.998416503610906
north brunswick twp,"1215","34023008501",0.00158349638909363
south brunswick twp,"1221","34023008404",0.999642020783085
franklin twp,"1808","34023008404",0.000357979216915455
south brunswick twp,"1221","34023008405",0.99947574614846
franklin twp,"1808","34023008405",0.000524253851539487
montgomery twp,"1813","34035053905",0.999631298068466
franklin twp,"1808","34035053905",9.42356221010274e-05
hillsborough twp,"1810","34035053905",0.000274466309432815
alexandria twp,"1001","34019011500",0.00327349880916487
delaware twp,"1007","34019011500",0.00211156670297174
frenchtown boro,"1011","34019011500",0.0328876937371686
franklin twp,"1010","34019011500",0.00294064137334021
kingwood twp,"1016","34019011500",0.958786599377355
monroe twp,"1213","34023008206",0.995277102685709
cranbury twp,"1202","34023008206",0.00464659126423615
jamesburg boro,"1208","34023008206",1.43266163361037e-05
south brunswick twp,"1221","34023008206",6.19794337187553e-05
cranbury twp,"1202","34023008602",0.000591187616101433
plainsboro twp,"1218","34023008602",0.996487877517108
south brunswick twp,"1221","34023008602",0.00292093486679062
monroe twp,"1213","34023008502",0.000617345889259483
cranbury twp,"1202","34023008502",0.00198531980594128
plainsboro twp,"1218","34023008502",0.00018962073184174
south brunswick twp,"1221","34023008502",0.994130029147626
north brunswick twp,"1215","34023008502",0.000643081003820169
east brunswick twp,"1204","34023008502",0.0024346034215117
monroe twp,"1213","34023008300",0.032778922259334
jamesburg boro,"1208","34023008300",0.967221077740666
princeton,"1114","34023008504",4.58056877895868e-06
plainsboro twp,"1218","34023008504",0.00155412683914702
south brunswick twp,"1221","34023008504",0.997774507291094
franklin twp,"1808","34023008504",0.000666785300980489
south brunswick twp,"1221","34023008503",1
west windsor twp,"1113","34021004307",0.999096184257261
plainsboro twp,"1218","34021004307",0.000903815742739573
princeton,"1114","34021004204",0.993394150381904
west windsor twp,"1113","34021004204",0.000325349607361913
lawrence twp,"1107","34021004204",0.00137660668252422
plainsboro twp,"1218","34021004204",0.000197903632154006
south brunswick twp,"1221","34021004204",0.00456401869590666
franklin twp,"1808","34021004204",0.000141971000149033
princeton,"1114","34021004203",0.999874443819873
hopewell twp,"1106","34021004203",9.9073350868448e-07
lawrence twp,"1107","34021004203",4.80731936073165e-06
montgomery twp,"1813","34021004203",0.000119758127257574
princeton,"1114","34021004501",1
princeton,"1114","34021004502",1
princeton,"1114","34023008601",0.0139240979112288
west windsor twp,"1113","34023008601",0.00124500232719698
plainsboro twp,"1218","34023008601",0.981622577142729
south brunswick twp,"1221","34023008601",0.00320832261884488
princeton,"1114","34021004000",1
princeton,"1114","34021004201",0.998580514340019
montgomery twp,"1813","34021004201",0.00104574738274275
franklin twp,"1808","34021004201",0.000373738277238319
monroe twp,"1213","34023008700",0.000286905056966613
east windsor twp,"1101","34023008700",0.00301553305241887
cranbury twp,"1202","34023008700",0.996183889106539
plainsboro twp,"1218","34023008700",0.000459006845109654
south brunswick twp,"1221","34023008700",5.46659389659505e-05
east windsor twp,"1101","34023008604",0.000294054599326335
cranbury twp,"1202","34023008604",0.0017042551281692
west windsor twp,"1113","34023008604",0.00845612249785639
plainsboro twp,"1218","34023008604",0.989545567774648
monroe twp,"1213","34023008204",0.996563864232797
cranbury twp,"1202","34023008204",0.00343613576720335
monroe twp,"1213","34023008205",1
monroe twp,"1213","34023008207",0.994612895559315
jamesburg boro,"1208","34023008207",0.00538710444068547
plainsboro twp,"1218","34023008606",1
plainsboro twp,"1218","34023008605",1
hopewell twp,"1106","34021003800",0.998961374098399
west amwell twp,"1026","34021003800",0.000343251776292855
ewing twp,"1102","34021003800",0.000160377782041757
pennington boro,"1108","34021003800",0.000534503387943889
east amwell twp,"1008","34021003800",4.92955322929428e-07
hopewell twp,"1106","34021003903",0.0155211893392541
pennington boro,"1108","34021003903",0.984478810660746
lambertville city,"1017","34019011800",1.76685179330193e-06
hopewell twp,"1106","34019011800",0.000175471261516222
west amwell twp,"1026","34019011800",0.997706058298668
east amwell twp,"1008","34019011800",0.0013355289352911
delaware twp,"1007","34019011800",0.00078117465273098
lambertville city,"1017","34019011900",0.940785834787092
west amwell twp,"1026","34019011900",0.0583166935354349
delaware twp,"1007","34019011900",0.000897471677473475
princeton,"1114","34021003905",0.00018281541771139
hopewell boro,"1105","34021003905",0.00167839036974758
hopewell twp,"1106","34021003905",0.997103266189992
pennington boro,"1108","34021003905",0.000530278305609409
montgomery twp,"1813","34021003905",0.00042865524371987
east amwell twp,"1008","34021003905",7.65944732192926e-05
hopewell boro,"1105","34021003902",0.979964717601087
hopewell twp,"1106","34021003902",0.0200352823989133
hopewell twp,"1106","34021003904",0.990486374637666
ewing twp,"1102","34021003904",1.45955768049768e-05
pennington boro,"1108","34021003904",0.000572187900725307
lawrence twp,"1107","34021003904",0.00892684188480351
hopewell twp,"1106","34021003704",0.0125217137824762
ewing twp,"1102","34021003704",0.987478286217524
trenton city,"1111","34021003601",0.00021119822133139
ewing twp,"1102","34021003601",0.999788801778669
hopewell twp,"1106","34021003703",5.85495658936752e-06
ewing twp,"1102","34021003703",0.989517211774123
lawrence twp,"1107","34021003703",0.0104769332692874
ewing twp,"1102","34021003602",1
ewing twp,"1102","34021003201",0.00936449907844549
lawrence twp,"1107","34021003201",0.990635500921555
hamilton twp,"1103","34021002904",0.995864259374837
west windsor twp,"1113","34021002904",0.00324436860725722
lawrence twp,"1107","34021002904",0.000891372017905657
hamilton twp,"1103","34021003202",0.00223496859512322
lawrence twp,"1107","34021003202",0.997765031404877
robbinsville twp,"1112","34021004306",0.000390787096974717
hamilton twp,"1103","34021004306",4.41254435321338e-05
west windsor twp,"1113","34021004306",0.9995642907485
lawrence twp,"1107","34021004306",7.96710992829734e-07
hamilton twp,"1103","34021003302",0.000481910970429417
princeton,"1114","34021003302",0.000989696805326197
hopewell twp,"1106","34021003302",0.00843927512032518
west windsor twp,"1113","34021003302",0.00408629518747907
lawrence twp,"1107","34021003302",0.98600282191644
lawrence twp,"1107","34021003301",1
princeton,"1114","34021004301",0.000790680296048264
west windsor twp,"1113","34021004301",0.997067176905219
lawrence twp,"1107","34021004301",4.45823498457795e-05
plainsboro twp,"1218","34021004301",0.00209756044888704
trenton city,"1111","34021003705",0.00286994755039655
hopewell twp,"1106","34021003705",0.0025752078563452
ewing twp,"1102","34021003705",0.994554844593258
hopewell twp,"1106","34021003706",0.0063379007996687
ewing twp,"1102","34021003706",0.993662099200331
ewing twp,"1102","34021003500",0.997117545330708
lawrence twp,"1107","34021003500",0.00288245466929168
trenton city,"1111","34021001401",0.999149408168258
ewing twp,"1102","34021001401",0.000850591831741956
trenton city,"1111","34021003400",0.00171097601367912
ewing twp,"1102","34021003400",0.997760998014204
lawrence twp,"1107","34021003400",0.000528025972117189
trenton city,"1111","34021001500",1
trenton city,"1111","34021001700",0.999858008485448
ewing twp,"1102","34021001700",0.000141991514552127
trenton city,"1111","34021001600",1
trenton city,"1111","34021002000",1
trenton city,"1111","34021001200",0.995169881042686
ewing twp,"1102","34021001200",0.00483011895731358
trenton city,"1111","34021001102",1
trenton city,"1111","34021001402",1
trenton city,"1111","34021001300",0.993314038450722
ewing twp,"1102","34021001300",0.0066859615492777
trenton city,"1111","34021003100",0.00317515487568888
hamilton twp,"1103","34021003100",0.00774879125273829
ewing twp,"1102","34021003100",0.00273216354676802
lawrence twp,"1107","34021003100",0.986343890324805
trenton city,"1111","34021001800",0.991354692501546
hamilton twp,"1103","34021001800",0.000232279701107009
ewing twp,"1102","34021001800",6.26235300986883e-06
lawrence twp,"1107","34021001800",0.00840676544433753
trenton city,"1111","34021001900",0.999054545683545
hamilton twp,"1103","34021001900",0.000945454316454829
trenton city,"1111","34021002200",0.999259971317315
hamilton twp,"1103","34021002200",0.000740028682684779
trenton city,"1111","34021002800",0.00755711170518825
hamilton twp,"1103","34021002800",0.992442888294812
trenton city,"1111","34021002701",3.19317931459383e-06
hamilton twp,"1103","34021002701",0.999996806820685
hamilton twp,"1103","34021002702",1
hamilton twp,"1103","34021003008",1
hamilton twp,"1103","34021003009",1
robbinsville twp,"1112","34021003007",0.0244442944369291
hamilton twp,"1103","34021003007",0.975555705563071
trenton city,"1111","34021002601",1.66184475684882e-05
hamilton twp,"1103","34021002601",0.999983381552431
trenton city,"1111","34021000200",0.999962336899249
hamilton twp,"1103","34021000200",3.76631007514565e-05
trenton city,"1111","34021000400",1
trenton city,"1111","34021000500",0.999999871238625
hamilton twp,"1103","34021000500",1.28761374972283e-07
trenton city,"1111","34021002100",1
trenton city,"1111","34021001000",1
trenton city,"1111","34021000100",0.990419541006082
hamilton twp,"1103","34021000100",0.0095804589939175
trenton city,"1111","34021000800",1
trenton city,"1111","34021000700",1
robbinsville twp,"1112","34021004310",0.995191403606442
hamilton twp,"1103","34021004310",0.00162061095669708
east windsor twp,"1101","34021004310",0.00269849585239971
west windsor twp,"1113","34021004310",0.000489489584461246
allentown boro,"1302","34021004309",0.000247197989171329
upper freehold twp,"1351","34021004309",0.000746974481760781
robbinsville twp,"1112","34021004309",0.997467510892527
hamilton twp,"1103","34021004309",0.00128901807713781
millstone twp,"1332","34021004309",4.8731594503008e-06
east windsor twp,"1101","34021004309",0.000244425399952511
hightstown boro,"1104","34021004406",5.15117810097934e-05
east windsor twp,"1101","34021004406",0.996531615076685
cranbury twp,"1202","34021004406",0.00273975344312279
west windsor twp,"1113","34021004406",0.000606610166477741
plainsboro twp,"1218","34021004406",7.05095327046122e-05
allentown boro,"1302","34025812000",0.967049053168946
upper freehold twp,"1351","34025812000",0.031385348720568
robbinsville twp,"1112","34025812000",0.00156559811048626
hightstown boro,"1104","34021004403",0.983276637890905
east windsor twp,"1101","34021004403",0.0167233621090945
north hanover twp,"0326","34021003001",6.81339718224254e-05
chesterfield twp,"0307","34021003001",0.000974960231013521
bordentown twp,"0304","34021003001",7.26362922270681e-07
upper freehold twp,"1351","34021003001",0.00294684766774611
robbinsville twp,"1112","34021003001",0.00301307441352608
hamilton twp,"1103","34021003001",0.99299625735297
bordentown city,"0303","34021002500",0.00241819426583384
bordentown twp,"0304","34021002500",0.0117555399730354
trenton city,"1111","34021002500",0.00253301915402528
hamilton twp,"1103","34021002500",0.983293246607106
chesterfield twp,"0307","34005981802",0.987753146316617
bordentown twp,"0304","34005981802",0.000808013119658384
hamilton twp,"1103","34005981802",0.0114388405637244
bordentown twp,"0304","34021003003",0.000533774235030488
hamilton twp,"1103","34021003003",0.99946622576497
hamilton twp,"1103","34021002602",1
plumsted twp,"1523","34025811900",8.70537543838599e-06
north hanover twp,"0326","34025811900",0.000117990498298489
jackson twp,"1511","34025811900",1.07965260155617e-05
allentown boro,"1302","34025811900",0.000132440092548815
upper freehold twp,"1351","34025811900",0.998636194717664
roosevelt boro,"1341","34025811900",0.000638748923221339
robbinsville twp,"1112","34025811900",0.000142471328003598
hamilton twp,"1103","34025811900",0.000192496806644125
millstone twp,"1332","34025811900",0.000120155732165569
jackson twp,"1511","34025812502",2.32578314399903e-05
upper freehold twp,"1351","34025812502",0.00692799164856542
roosevelt boro,"1341","34025812502",0.0953631377587435
monroe twp,"1213","34025812502",0.000118556524345854
millstone twp,"1332","34025812502",0.897384187092527
east windsor twp,"1101","34025812502",0.000182869144378723
monroe twp,"1213","34021004404",0.028040791895609
millstone twp,"1332","34021004404",2.86835546551192e-06
east windsor twp,"1101","34021004404",0.971956339748926
jackson twp,"1511","34025812501",3.41480513152048e-06
monroe twp,"1213","34025812501",0.00123239476475347
millstone twp,"1332","34025812501",0.998591297473184
freehold twp,"1316","34025812501",3.51517956346257e-06
manalapan twp,"1326","34025812501",0.000169377777367972
monroe twp,"1213","34025810200",0.00086206909841184
millstone twp,"1332","34025810200",0.000130130361185791
freehold twp,"1316","34025810200",0.000263209274206601
englishtown boro,"1312","34025810200",0.000412310879606415
manalapan twp,"1326","34025810200",0.998332280386589
merchantville boro,"0424","34007603001",0.0173823390233791
